hd,qd,n,n_fill,sum_pnl,mean_p,mean_q,mean_spread,mean_obi,mean_ofi,p_fill,pnl_per_fill,ev_pooled,ev_daily,se_daily,n_days,ev_h1,ev_h2
0,0,66872,137.0,-495.0683049056679,0.0009203414643280854,-3.050312739438916,0.6149858508075445,0.6671174613717639,44.45172331565727,0.002048690034693145,-3.613637262085167,-0.007403222647829703,-0.010240767170705262,0.0024407320905855795,39,-0.007248333123669494,-0.007509919452077452
0,1,50249,59.0,-73.27132218703628,0.0011535861674260332,-1.431872416402892,0.9656853868733871,0.5200282391581597,72.84492168340827,0.0011741527194571036,-1.2418868167294284,-0.001458164783120784,-0.0028083859609837262,0.0012480158156322602,39,-0.001421294865894055,-0.0014999247135608874
0,2,72914,44.0,-69.57621539756656,0.0012213871156942597,-0.9781587525509868,1.0095669057920278,0.5447988293815055,100.41799443968014,0.0006034506404805661,-1.5812776226719671,-0.0009542229941789856,-0.001469204615571008,0.0007010500331934548,39,-0.0013578803159442602,-0.0005088072153444093
0,3,98201,57.0,-53.446364250034094,0.0012288141471621472,-0.6369753870860331,1.0418294928934948,0.5833444854601956,114.53759698974663,0.0005804421543568803,-0.9376555131584928,-0.0005442547861023217,-0.0009655952255919667,0.0005790269931969421,39,-0.0008904867185367938,-0.00014592694634808046
0,4,124147,68.0,-83.7939940802753,0.0012122606877459472,-0.3440212378098182,1.1417811566741394,0.6051313693275796,119.02593938359604,0.0005477377624912402,-1.2322646188275779,-0.0006749578651137386,-0.0004247461166108957,0.00009440060242258914,39,-0.000799621010100093,-0.0005261498129445977
0,5,153154,66.0,-69.39862229302526,0.0012091694956545456,-0.06948091074690103,1.3223320080645844,0.6073159143553313,114.80491219028306,0.00043093879363255286,-1.0514942771670492,-0.0004531296753139014,-0.00046727180897101854,0.00021109871219047186,39,-0.0006264771711965433,-0.0002550968868873662
0,6,208085,130.0,-3.8865415193140507,0.00120454897014527,0.20967781476000533,1.541713557141273,0.5980101475988855,108.17804957280077,0.0006247446956772472,-0.029896473225492697,-0.000018677663067083408,-0.0000361844519214392,0.00012847178670962592,39,-0.0002463642732495362,0.0002177590041460192
0,7,303119,175.0,-111.7402624739334,0.001199279973338833,0.5155949407714986,1.7586622628302284,0.5776043575359517,100.22451695033067,0.0005773310152118475,-0.6385157855653337,-0.00036863496670922445,-0.00040961666318196287,0.00016767329188837737,39,-0.0005653305687081551,-0.000178510177475112
0,8,413944,304.0,-41.869177009910345,0.001155392155886401,0.8932032874951585,2.0227180244043277,0.5517396344692743,96.4445537334562,0.0007343988558838877,-0.13772755595365246,-0.00010114695951604649,-0.00006649008592852112,0.00012166380240769315,39,-0.00021785427102433553,0.000010027686526890218
0,9,315703,336.0,675.212508013472,0.0010456862117832516,1.5644342938664992,2.578731952862384,0.50407375246923,103.05096022105229,0.001064291438472235,2.009561035754381,0.0021387586054407845,0.0017979130458574792,0.0008953545838477729,39,0.003653888712331332,0.0003716907493460054
1,0,62281,275.0,-740.4544770261273,0.002851872430411673,-2.6371548770069477,0.6534229462843973,0.5394033306203749,24.44656840405176,0.004415471813233571,-2.6925617346404627,-0.011888930444696253,-0.012542807479315092,0.002589455930827262,39,-0.017668682727008216,-0.008659779358520307
1,1,98874,156.0,-25.374657223932445,0.00289307294734088,-1.4244468866604238,0.8907385380781875,0.4751879035779941,65.93044650053284,0.001577765641119,-0.1626580591277721,-0.0002566362969429015,-0.0006220019155949751,0.00036274502592351505,39,-0.00034685606781827285,-0.00018218208543814614
1,2,149858,181.0,-140.87917430512607,0.0028845442122413297,-0.9781533593729484,0.9066890627244705,0.5067703436785088,73.17415190639706,0.0012078100601903136,-0.7783379795863319,-0.0009400844419725745,-0.001044799913286944,0.00026627649447659847,39,-0.0012498310780444098,-0.0006618370647886037
1,3,186650,225.0,-79.51282254606485,0.002868909508731576,-0.6391993226608392,0.9753474960255617,0.5123493202513674,70.46019934149365,0.0012054647736405037,-0.3533903224269549,-0.00042599958503115377,-0.0002861667100909439,0.00011620419151224255,39,-0.0004265599112128616,-0.000425453450475512
1,4,221767,252.0,-27.4949935618788,0.002876025720197475,-0.3444105932489832,1.1245415779531007,0.4935122661092993,65.817069773646,0.0011363277674315837,-0.10910711730904286,-0.00012398144702268057,-0.00011327902169563804,0.00011400155117247665,39,-0.0001350589401228657,-0.00011273879245881187
1,5,274031,359.0,-81.31168780103326,0.002872320479324486,-0.06933898404865235,1.302861436892771,0.4664480156364057,61.04456503834691,0.0013100707584178433,-0.22649495209201465,-0.0002967244136649987,-0.00018692265630275716,0.00010291599821581415,39,-0.00033861244847396593,-0.00025492890894378663
1,6,355374,503.0,9.62773828394711,0.002845045600971128,0.20780377083438248,1.4600671044450448,0.44238480309271855,59.90027543439152,0.0014154102438557689,0.01914063277126662,0.00002709184769833221,0.0001980698114096263,0.00016939211394322544,39,0.0003238711488717777,-0.00025036807675755837
1,7,420646,679.0,-3.955902550369501,0.002782266216457743,0.5072253616625666,1.6188917918055115,0.4285439951822552,60.98657827211789,0.0016141838980995896,-0.005826071502753315,-9.404350808921282e-6,-0.00001205237693860427,0.00020496775434216525,39,0.0003129991400862964,-0.0002996135136390837
1,8,382078,778.0,313.815011552535,0.0027264910642198904,0.8748189323387919,1.8425098904626453,0.4028253108600741,63.19686439710641,0.0020362334392453898,0.4033611973682969,0.0008213375581753857,0.000776781381934463,0.00020111676376593729,39,0.0010934456671649105,0.0005266698497554756
1,9,222216,664.0,555.3799804216251,0.0027748682216404063,1.5439504321741566,2.2563221840217142,0.30214546338417275,59.910605486613505,0.0029880836663426576,0.836415633165098,0.0024992798917342816,0.0025826365036109595,0.00034515591674944034,39,0.0027598914879500037,0.0020998421773278982
2,0,85288,553.0,-1265.1465238668025,0.004803042834144613,-2.455685078541016,0.7942349901248142,0.43744846980054364,13.77808645425385,0.006483913328956008,-2.287787565762753,-0.014833816291468934,-0.019021234327411873,0.005323853956069206,39,-0.025144971130934148,-0.008706333937291344
2,1,151947,345.0,-297.8881228491664,0.004811991051252257,-1.4267120135309495,0.9742816649103981,0.422084377346499,43.29242525405306,0.002270528539556556,-0.8634438343454098,-0.0019604738681853963,-0.0018784093282761167,0.000401534466548735,39,-0.0018487733497240485,-0.0020609913458810238
