hd,qd,n,n_fill,s_label_pnl_0.1s_bp,s_label_pnl_1s_bp,s_label_pnl_10s_bp,s_label_pnlmu_0.1s_bp,s_label_pnlmu_1s_bp,s_label_pnlmu_10s_bp,mean_p,mean_q,mean_spread,mean_obi,mean_ofi,p_fill,pnl_per_fill,pnlmu_per_fill,ev_pooled,ev_daily,se_daily,n_days,ev_0.1s_pooled,ev_0.1s,se_ev_0.1s,ev_1s_pooled,ev_1s,se_ev_1s,ev_10s_pooled,ev_10s,se_ev_10s,evmu_0.1s_pooled,evmu_0.1s,se_evmu_0.1s,evmu_1s_pooled,evmu_1s,se_evmu_1s,evmu_10s_pooled,evmu_10s,se_evmu_10s,ev_h1,ev_h2
0,0,117975,112.0,-106.5060975253582,-252.61543327569962,-374.7582393717021,-143.02508910745382,-287.30705197528005,-399.5572510265047,0.0007496140124455776,-2.894100867542207,0.4728105890179974,0.6567270147194871,74.46332574893087,0.0009493536766264039,-2.2554949399616038,-2.565241535493572,-0.0021412624138647984,-0.0027744539637898943,0.0009779075278771997,39,-0.0009027853149002602,-0.0011268845121033483,0.00023401256916086226,-0.0021412624138647984,-0.0027744539637898943,0.0009779075278771997,-0.0031765902892282438,-0.004560188418303836,0.001822702703113439,-0.001212333876731967,-0.001441068782403331,0.0002293523855991211,-0.0024353214831555844,-0.003167175370845505,0.0011261762317451075,-0.0033867959400424217,-0.004845542463051295,0.0018990642890999926,-0.004317402182410505,-0.001090649933322616
0,1,138140,67.0,-33.89069602265954,-7.220692545175552,19.9992821700871,-47.54386653192341,-33.84974508918822,-1.3880083268741146,0.0008780059993172344,-1.3076123167859224,0.6686917075129806,0.6234915903883749,110.13303696359097,0.0004850152019690169,-0.10777153052500825,-0.5052200759580331,-0.00005227083064409695,-0.00034036831096814687,0.00040822829662256745,39,-0.0002453358623328474,-0.00036749129392328676,0.00022246332129508011,-0.00005227083064409695,-0.00034036831096814687,0.00040822829662256745,0.00014477546090985304,-0.00025263241003536415,0.0003968183836034912,-0.0003441716123637137,-0.0005527784335959153,0.0003975704764327005,-0.0002450394171795875,-0.0005384576831970328,0.0004731420899181502,-0.00001004783789542576,-0.0003933583642814547,0.0004209101272342087,-0.00037876363695306305,0.00019315044305505982
0,2,156239,79.0,-41.064240327104926,-40.342095639556646,-83.10629698634148,-36.60042164102197,-73.38748905342072,-109.14930513687432,0.0008535497956009988,-0.7566658443284094,0.9166716279160227,0.6169601694811494,107.94071292714897,0.0005056355967460109,-0.5106594384754006,-0.928955557638237,-0.00025820758990749204,-0.00022538217091315927,0.00012442515931156812,39,-0.00026282964130021905,-0.00020254834714865865,0.0000910939245828944,-0.00025820758990749204,-0.00022538217091315927,0.00012442515931156812,-0.000531917747722025,-0.0004879687144824579,0.000205388333849137,-0.0002342591903495412,-0.0002144997171634147,0.00008127841132344811,-0.0004697129977369333,-0.0003888787815652688,0.00017690921937621763,-0.0006986047346493149,-0.0006228844703185384,0.00022899389749297076,-0.0003323366865764874,-0.0001758420382348599
0,3,167222,88.0,-14.34449006151408,-52.55055847018957,-218.80655367858708,-33.08646626584232,-82.43231220170856,-247.35036070179194,0.0008444475835555429,-0.3347968940859774,1.1440013975916057,0.6156557523873442,101.2294750702922,0.0005262465465070386,-0.5971654371612451,-0.9367308204739608,-0.00031425624899947117,-0.0002904706866607872,0.00009522874406307869,39,-0.0000857811176849582,-0.00010613665371699655,0.000059613575155656534,-0.00031425624899947117,-0.0002904706866607872,0.00009522874406307869,-0.0013084794684825385,-0.0014217403124185315,0.0004658100692597082,-0.0001978595296422858,-0.00023668490204635487,0.00011122791172515101,-0.0004929513592811266,-0.0004702397478005835,0.00015241236858443572,-0.0014791735579157764,-0.0015799750264083245,0.0005061829675903305,-0.0004349566297438232,-0.00017220542794172173
0,4,188529,101.0,-35.25860432442278,-28.776650157757103,-118.78369485214353,-68.2078998517245,-78.93746614432894,-166.85822046920657,0.0008448141019545408,0.031176182417528436,1.34843500768986,0.6270303392091713,96.77737991582244,0.0005357265990908561,-0.2849173282946248,-0.7815590707359301,-0.00015263779130933228,-0.0001250539916843363,0.00016212808170952873,39,-0.00018701952656844718,-0.000148114818877372,0.0001481011786539263,-0.00015263779130933228,-0.0001250539916843363,0.00016212808170952873,-0.0006300552957483651,-0.0005326103754688349,0.0003371749727393822,-0.00036178996256132747,-0.0003585878243712962,0.0002151526577576879,-0.00041870198295396963,-0.0003549495033938851,0.00021271461444410174,-0.0008850533364586168,-0.0007685135194796063,0.0003630722286240125,-0.0003005254677108493,1.646613316381998e-6
0,5,219734,129.0,-32.33261844050139,-38.93855478428304,-149.4608434960246,-36.06010830029845,-80.5909338449128,-193.7513498365879,0.0008404411610511888,0.37563494983165624,1.5648915544163111,0.6256108494770517,93.14475791766593,0.0005870734615489638,-0.301849261893667,-0.6247359212783937,-0.0001772076910459148,-0.00016749556336573076,0.00010719255424291218,39,-0.00014714435836284503,-0.00013898878482983262,0.00014532391206461428,-0.0001772076910459148,-0.00016749556336573076,0.00010719255424291218,-0.0006801898818390627,-0.0007654717086484592,0.0006627481124836682,-0.0001641080046797421,-0.00013777656042515877,0.00007832795772594198,-0.00036676587985888753,-0.00037347388153964606,0.00011767712182311916,-0.0008817540746383714,-0.0009650364280638137,0.0006863947174666267,-0.00031407970906612275,-0.000043983921801954736
0,6,245961,132.0,-19.092852386645973,-21.094653167761862,-60.30439070612192,-51.01659311912954,-78.31554329395294,-125.6772979637608,0.0008266839810816998,0.7224915457194879,1.8219224538772727,0.6177548513396122,91.15650461810851,0.0005366704477539122,-0.15980797854365048,-0.5932995704087344,-0.00008576421939966849,-0.00004001497823726864,0.00010287914663059187,39,-0.00007762552757000488,-0.00001849884010291137,0.00009546503998153979,-0.00008576421939966849,-0.00004001497823726864,0.00010287914663059187,-0.0002451786694074342,-0.0001453730709432432,0.0002282776924550863,-0.00020741740812213943,-0.00010521769380278267,0.00009436542913352455,-0.00031840634610345923,-0.0002483684951907519,0.00007208492537920186,-0.0005109643315963132,-0.0003837952489850475,0.0002478976586030809,0.00006665958421398599,-0.00023321972245079884
0,7,248167,158.0,68.9873332567513,107.18761363252997,74.13384289480746,23.714362953265663,22.851699268947414,-14.381374618969858,0.00080521140681603,1.1003440912231748,2.141891147483524,0.601584268450631,90.38104368809869,0.0006366680501436533,0.6784026179274049,0.14463100803131274,0.0004319172719681907,0.00041640892122610256,0.00010250712385695048,39,0.00027798753765307754,0.00028771281561432665,0.00009908560666162678,0.0004319172719681907,0.00041640892122610256,0.00010250712385695048,0.000298725627882867,0.0002587302066272708,0.00022113333944295252,0.00009555808368262365,0.00017290074657464472,0.00013352794060415493,0.00009208194187360694,0.00011337932791396631,0.00010067910846186737,-0.00005795039074079091,-0.00006645917552153885,0.00021827930925502343,0.0004961041495781882,0.0003654309350101795
0,8,208950,148.0,82.40594486147165,78.52746379002929,127.12961591593921,23.76486181281507,-29.024354077875614,29.120310865342617,0.0007793431138993299,1.5691515097181878,2.598354477830183,0.5691742966527382,94.54916364589135,0.0007083034218712611,0.5305909715542519,-0.1961105005261866,0.0003758194007658736,0.00046465219673210085,0.000136802382451313,39,0.00039438116708050564,0.0003679571483333064,0.000132135628598055,0.0003758194007658736,0.00046465219673210085,0.000136802382451313,0.0006084212295570195,0.0006482215211285725,0.00036829151211869465,0.00011373468204266604,0.0001911054963069264,0.00014731599735036565,-0.0001389057385875837,0.000060425767303083706,0.00021830144120454686,0.00013936497183700703,0.0002677635820873627,0.00040613162638549735,0.00010604041785897872,0.0007084096859625006
0,9,124389,206.0,442.16917517222464,765.7240150589496,1014.2340129129589,519.349873866362,632.9456067187712,882.1958377249539,0.0007501147504044215,2.568983167143418,3.5998483130723296,0.4681839134414477,109.68075776054843,0.0016560949923224723,3.717106869218202,3.0725514889260737,0.006155882072039727,0.0050594746137379585,0.0018599687165439592,39,0.0035547289163207732,0.0028242343950962705,0.0007780494690278681,0.006155882072039727,0.0050594746137379585,0.0018599687165439592,0.008153727523438237,0.007214900531460075,0.0024108630155624954,0.004175207404725193,0.0035854822063330796,0.0010784878261845619,0.005088437134463427,0.004110487995517938,0.001591720999017611,0.007092233539339925,0.00628640737572985,0.0021528613621693187,0.008926085418090923,0.002006890542245814
