feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t
churn_cnt|動いた窓,log1p,符号つき,閉場日,前向き|200ms,full,11141717.0,2.710340495662775e-7,0.00027547710628527034,7.588763608730614e-8,0.9195207868628522
churn_bid|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|5m,sub,14399.0,1.4700965532232167e-6,0.17091079492052386,0.029210499820365363,20.813396667780165
churn_total|全窓,生,符号つき,全日,前向き|5m,sub,28061.0,-4.4628172075863907e-8,-0.006870162732359703,0.000047199135969104147,-1.1508358126950822
churn_deep|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|10s,full,57881221.0,0.00005467999081037878,0.2606407161644609,0.06793358292272306,2053.9395828762968
churn_cnt|全窓,生,符号つき,立会日,前向き|1s,sub,5788693.0,-6.953729392654545e-9,-0.0008954344784850264,8.018029052597513e-7,-2.154389236636071
churn_cnt|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|2s,full,57886581.0,0.000055473627749633575,0.27998813360190594,0.07839335495787873,2218.9921657620625
churn_total|動いた窓,生,絶対値,立会日,前向き|5m,full,44022839.0,6.707793839477288e-7,0.1782497752935751,0.03177298239221002,1201.930638203009
churn_deep|全窓,生,符号つき,閉場日,前向き|30s,full,26774532.0,4.0834800692358746e-8,0.0033439058901896333,0.000011181706602444924,17.30284041856539
churn_deep|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|2s,sub,1339142.0,1.90789698676364e-9,0.001738498290904007,3.0223763074761534e-6,2.0118144151862385
churn_cnt|全窓,生,絶対値,閉場日,前向き|10s,sub,267784.0,4.239478685531821e-6,0.1686413336424303,0.028439899412697495,88.53599713201584
churn_top|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|30s,full,84642353.0,0.00016418754577303662,0.19483778486689218,0.03796176241183736,1827.556764687124
churn_ask|動いた窓,生,絶対値,閉場日,前向き|30s,sub,34987.0,4.384423945140914e-7,0.10455403849013643,0.01093154696459693,19.663851084106582
churn_cnt|動いた窓,log1p,符号つき,立会日,前向き|500ms,sub,8925975.0,-1.4673984056730149e-7,-0.000892702868670485,7.969184117325133e-7,-2.66707290770789
churn_cnt|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|10s,sub,547279.0,0.00014214488038073863,0.33019404180509904,0.10902810524358748,258.786030131206
churn_ask|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|5m,full,55079593.0,-2.6382812629028113e-7,-0.0266488603652233,0.0007101617587651692,-197.84644862271307
churn_deep|全窓,生,符号つき,全日,後ろ向き(帰無対照)|1m,full,84612953.0,-9.445025827679814e-9,-0.0032318709706753166,0.000010444989971093813,-29.728616782557992
churn_cnt|全窓,log1p,符号つき,全日,前向き|1s,full,84670773.0,1.7295368560158633e-7,0.0003054484534242209,9.329875769924845e-8,2.8106366689360156
churn_deep|全窓,log1p,符号つき,立会日,前向き|200ms,sub,28943881.0,-1.5397072367463802e-8,-0.00035712890575833423,1.2754105532814517e-7,-1.9213363432184893
churn_ask|動いた窓,log1p,絶対値,立会日,前向き|1m,full,44131499.0,0.00011812928735669963,0.19939482703680766,0.039758297049038445,1351.754846087158
churn_ask|動いた窓,log1p,符号つき,全日,前向き|5s,full,55298092.0,-6.890080501778501e-7,-0.0015661286223365815,2.452758861701879e-6,-11.6461673076705
churn_cnt|全窓,log1p,符号つき,立会日,前向き|10s,full,57881221.0,7.82896210736897e-8,0.00017139767744877717,2.937716383483506e-8,1.3039885365583122
churn_ask|動いた窓,生,符号つき,全日,前向き|200ms,sub,27656824.0,2.74119708211603e-9,0.0031892188023008527,0.000010171116568949285,16.772108444098745
churn_top|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|1m,sub,140957.0,-6.100946603571888e-6,-0.005583739898890618,0.00003117815125846301,-2.0963905490243606
churn_imb|動いた窓,生,符号つき,全日,前向き|30s,sub,180735.0,6.306215378221741e-6,0.004077218429954508,0.000016623710125560707,1.7333502093082758
churn_cnt|動いた窓,生,絶対値,立会日,前向き|2s,sub,2210180.0,1.4971493496598842e-6,0.17272010900715437,0.029832236055443287,260.69524461034774
churn_top|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2s,sub,2210194.0,-8.781509971656747e-9,-0.001799524534102531,3.2382885488369308e-6,-2.675306079986472
churn_deep|動いた窓,log1p,絶対値,立会日,前向き|5m,sub,14401.0,0.0002567959513424148,0.17693396136273018,0.03130562668350809,21.571680450597142
churn_imb|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|5m,full,43989925.0,-0.000021815879829878096,-0.005140212015488588,0.000026421779564173248,-34.09285495799201
churn_total|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|10s,sub,439446.0,1.8159709532586102e-7,0.24670822716126564,0.06086494934905465,168.76072295732155
churn_cnt|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|500ms,sub,2254876.0,8.5840015569835e-8,0.0010680387871045605,1.1407068507597805e-6,1.6037933637076915
churn_imb|全窓,生,符号つき,全日,後ろ向き(帰無対照)|5m,full,84377753.0,0.000179639363038959,0.03189988911036304,0.0010176029252534583,293.17317362616984
churn_ask|全窓,生,符号つき,立会日,前向き|5s,sub,1157653.0,6.906633001765486e-9,0.005471840236434405,0.000029941035573062528,5.887470390377877
churn_bid|全窓,log1p,絶対値,立会日,前向き|200ms,sub,28943881.0,5.778255270760958e-6,0.1305496778784929,0.017043218394178255,708.4137138364347
churn_cnt|全窓,生,絶対値,立会日,前向き|1s,full,57887251.0,1.2047422637123725e-6,0.16743860746792835,0.02803568727079899,1292.1766805536352
churn_deep|全窓,生,符号つき,立会日,前向き|1s,sub,5788693.0,-2.487438189915746e-10,-0.0006067001434342727,3.68085064043167e-7,-1.459702531939826
churn_total|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,3.796185756947058e-7,0.0004991600867792821,2.4916079223350046e-7,1.6661523879756641
churn_imb|動いた窓,生,符号つき,立会日,前向き|100ms,sub,44159656.0,4.431023317419809e-7,0.005437627247852828,0.000029567790086591522,36.135052064076376
churn_deep|全窓,log1p,符号つき,閉場日,前向き|1s,sub,2678336.0,9.132945623038323e-8,0.00010881349329868223,1.1840376323862364e-8,0.17807999005077274
churn_ask|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|1m,full,57847721.0,0.00013231395185819394,0.2523149551708432,0.0636628366028646,1983.2158363164722
churn_total|全窓,生,符号つき,全日,前向き|5s,sub,1693276.0,4.842232359509523e-10,0.0007109089941507592,5.053915979644442e-7,0.9250766914959213
churn_bid|全窓,log1p,符号つき,閉場日,前向き|10s,sub,267784.0,1.124302336011718e-6,0.00593221509644565,0.00003519117595049768,3.069836333801421
churn_bid|全窓,生,絶対値,全日,前向き|10s,sub,846557.0,3.4575888920746096e-7,0.225209590443685,0.05071935962781233,212.6753510690806
churn_total|全窓,生,絶対値,立会日,前向き|10s,sub,578773.0,1.5517395309781547e-7,0.19906775120353612,0.03962796956923296,154.53773399047117
churn_bid|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|5s,sub,1097612.0,0.000050990833743062726,0.31963856657064826,0.10216881323933874,353.41571627747396
churn_total|全窓,生,絶対値,立会日,前向き|100ms,full,57887854.0,9.172837217491434e-9,0.0834192090968784,0.00695876444634872,636.9071788106908
churn_deep|全窓,log1p,絶対値,閉場日,前向き|500ms,sub,5356724.0,6.093995098267258e-6,0.010404669158993723,0.00010825714030811515,24.082487218450666
churn_top|動いた窓,生,絶対値,全日,前向き|1m,full,55263101.0,2.3373355096151564e-6,0.11080709348356423,0.012278211966275342,828.8345836259786
churn_imb|全窓,生,符号つき,立会日,前向き|500ms,sub,11577493.0,1.3874893732980389e-6,0.004672344823742125,0.00002183080615194983,15.898159626683137
churn_cnt|全窓,生,符号つき,全日,前向き|200ms,full,84671557.0,-3.964128509791687e-9,-0.000318317484887017,1.013260211847963e-7,-2.92906685567254
churn_deep|全窓,生,絶対値,立会日,前向き|100ms,full,57887854.0,9.534822082196344e-9,0.0828012804695675,0.00685605204739998,632.1565906861726
churn_total|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|100ms,sub,55301433.0,-2.4640720902080158e-8,-0.00022135226732625336,4.899682625047313e-8,-1.6460846694113493
churn_deep|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,-6.909968661748546e-8,-0.0009843443260547737,9.689337522362267e-7,-3.3493033104584367
churn_imb|全窓,生,絶対値,立会日,前向き|1m,full,57847721.0,-8.276929103900212e-6,-0.003941105374371168,0.000015532311571897304,-29.97536907807629
churn_total|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|10s,sub,547279.0,-4.861542868550802e-7,-0.001582045276720533,2.502867257593748e-6,-1.1703696477926895
churn_total|全窓,log1p,符号つき,閉場日,前向き|2s,sub,1339142.0,1.7527223550922113e-7,0.002285907486206133,5.225373035493241e-6,2.645286867528906
churn_bid|動いた窓,log1p,絶対値,全日,前向き|1s,sub,5530910.0,0.000019221140736450818,0.2040274326520576,0.041627193274589906,490.139316501956
churn_ask|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|500ms,sub,11577493.0,-1.5583691826022345e-6,-0.02096048114916981,0.000439341770004703,-71.33520218996162
churn_deep|動いた窓,生,絶対値,全日,前向き|5m,sub,17886.0,9.015290404167908e-7,0.1840708739339858,0.0338820866308213,25.043921713201392
churn_bid|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|2s,full,26783212.0,1.1458928437495844e-6,0.0011133380561337187,1.2395216272356075e-6,5.76180607031677
churn_imb|動いた窓,生,絶対値,全日,前向き|1s,sub,5530910.0,-1.3067910159173021e-8,-0.00004515382518698862,2.0388679290171275e-9,-0.1061922358863215
churn_cnt|全窓,log1p,絶対値,閉場日,前向き|30s,full,26774532.0,0.00006870584644774082,0.0441028513071283,0.0019450614934186684,228.42854427100252
churn_bid|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|500ms,full,26783677.0,-3.025224053520285e-9,-0.00020792252418082413,4.3231776061725396e-8,-1.0760603560062796
churn_total|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|1m,full,55257144.0,4.3263613600569376e-7,0.2039592494221615,0.04159937542485149,1548.6884890315528
churn_bid|動いた窓,log1p,絶対値,立会日,前向き|1s,full,44159226.0,0.000018111855028206325,0.16851440047765306,0.02839710316834284,1136.0654064993748
churn_cnt|全窓,log1p,符号つき,全日,前向き|30s,full,84642353.0,6.375520586007096e-7,0.0007247100654477853,5.252046789613332e-7,6.6674269498242
churn_cnt|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|1m,sub,44584.0,-3.0110361699465465e-6,-0.0044112565347621336,0.000019459184215481625,-0.9314216190515197
churn_cnt|動いた窓,生,符号つき,全日,前向き|30s,full,55282314.0,1.4699000637393765e-8,0.0003673301731499075,1.3493145610634103e-7,2.731176278013281
churn_deep|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|10s,full,44154180.0,1.7915776499322926e-7,0.2343619842330569,0.05492553965365561,1601.9171645760823
churn_deep|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5m,sub,8872.0,1.0968655394533499e-6,0.12725296901203473,0.01619331812237787,12.083002069453475
churn_imb|全窓,生,符号つき,立会日,前向き|200ms,sub,28943881.0,9.948847976534501e-7,0.005429075267824594,0.00002947485826370469,29.208592526219622
churn_total|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|200ms,sub,22047223.0,3.179340175246874e-8,0.30540238131534625,0.09327061451308415,1505.9498218997792
churn_deep|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|5m,sub,3486.0,1.569909325034845e-7,0.018179723211374912,0.00033050233604220376,1.0732431356223606
churn_ask|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|1m,sub,44584.0,-1.2873137695231324e-7,-0.01416901409471933,0.00020076096041635503,-2.992009754992036
churn_top|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|5m,full,57686921.0,5.2585987559297844e-6,0.1244962789504734,0.015499323472514086,952.9871260779216
churn_bid|動いた窓,log1p,符号つき,全日,後ろ向き(帰無対照)|100ms,sub,55301433.0,5.5375990202073284e-8,0.0005320401400117588,2.8306671058373194e-7,3.9565134392377734
churn_cnt|全窓,生,符号つき,全日,後ろ向き(帰無対照)|200ms,sub,42335759.0,-4.525114149165486e-9,-0.00036026074672901054,1.2978780563374429e-7,-2.344070330432522
churn_cnt|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|200ms,sub,27656842.0,0.0000222659749137791,0.08295453353009337,0.006881454633195385,437.76482067837924
churn_ask|全窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|500ms,sub,5356724.0,4.578162205144387e-7,0.0006580049144629188,4.329704674573531e-7,1.5229259445452297
churn_cnt|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|30s,full,84642353.0,-1.792446295398049e-6,-0.0020372255341280948,4.150287876903501e-6,-18.742774106014874
churn_top|全窓,生,符号つき,立会日,前向き|500ms,full,57887586.0,-2.9576388110081173e-9,-0.0010874901953146774,1.1826349249055553e-6,-8.274053391170684
churn_total|全窓,log1p,絶対値,全日,後ろ向き(帰無対照)|100ms,full,84671655.0,5.769803209593072e-6,0.05757183353929497,0.0033145160170762896,530.6400358637383
churn_total|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|1m,full,44126102.0,-8.93629772753233e-9,-0.0038417878249755637,0.000014759333692130472,-25.520216435456046
churn_ask|全窓,生,絶対値,立会日,前向き|5m,sub,19189.0,1.3625637021812063e-6,0.15401095820720928,0.023719375247902765,21.590754810601553
churn_ask|動いた窓,log1p,絶対値,閉場日,前向き|500ms,sub,2254876.0,7.445075433699642e-6,0.012292036497961064,0.0001510941612672069,18.45940901263116
churn_deep|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,1.0655157289567165e-7,0.013986977152712705,0.0001956355298705072,46.69185902400116
churn_ask|動いた窓,log1p,絶対値,立会日,前向き|500ms,sub,8925975.0,0.000012992351365673675,0.15609934565576114,0.024367005714156793,472.1561245369583
churn_ask|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|5s,sub,535623.0,0.00003075717754492116,0.2520053296853085,0.06350668618980101,190.58388834151293
churn_total|動いた窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|5m,sub,3486.0,0.0000771832664015458,0.10636546163510702,0.011313611428849422,6.314085012086797
churn_bid|動いた窓,log1p,絶対値,全日,前向き|10s,sub,547277.0,0.000057407885346178376,0.255824544210865,0.06544619742069681,195.76852081689643
churn_deep|動いた窓,log1p,符号つき,全日,前向き|5m,full,55115938.0,8.91826824211893e-7,0.0005252562457569917,2.7589412370672924e-7,3.8995085665104403
churn_imb|全窓,生,符号つき,立会日,前向き|2s,sub,2894293.0,4.369274365486735e-6,0.007174277612874399,0.00005147025926659079,12.205637061514896
churn_total|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|30s,full,57867821.0,0.00008977545233166983,0.2547499969187022,0.06489756093007878,2004.0250679442004
churn_cnt|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|500ms,full,44159466.0,1.2347367684147823e-6,0.27578013698071985,0.07605468395310461,1906.565568246434
churn_cnt|動いた窓,生,絶対値,全日,前向き|10s,sub,547277.0,3.4100333426962645e-6,0.22472205815037744,0.05050000341934162,170.60864149497974
churn_deep|全窓,生,絶対値,立会日,後ろ向き(帰無対照)|2m,full,57807521.0,5.794469762169906e-7,0.21250673408031423,0.045159112029481384,1653.4815685553574
churn_ask|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|500ms,full,11141655.0,-1.1711690051971435e-8,-0.0009195473039001492,8.455672441100334e-7,-3.0693687931153293
churn_deep|動いた窓,log1p,符号つき,立会日,前向き|200ms,full,44159608.0,-1.969935212264984e-8,-0.00038443683126726205,1.477916772348133e-7,-2.5546865172305493
churn_total|全窓,生,符号つき,立会日,前向き|5m,full,57686921.0,1.6655908542100283e-8,0.0030432500542118663,9.261370892460527e-6,23.11417098941095
churn_imb|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5m,full,26690832.0,-5.9450768417308355e-6,-0.0018340362980228972,3.3636891424655334e-6,-9.475228602321959
churn_bid|全窓,log1p,符号つき,立会日,後ろ向き(帰無対照)|100ms,full,57887854.0,3.802921339670354e-8,0.0011898855631008144,1.4158276532757422e-6,9.053139659291146
churn_total|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|2s,sub,2210194.0,1.0227518467611426e-7,0.2415936165706092,0.05836747556766654,370.13463950783574
churn_total|全窓,生,符号つき,閉場日,前向き|100ms,full,26783801.0,5.754050888343844e-10,0.0001604333859915817,2.573887134072384e-8,0.83029198130585
churn_bid|動いた窓,log1p,符号つき,閉場日,前向き|5s,full,11140822.0,2.302661254883552e-6,0.002048753051314768,4.197389065271572e-6,6.838315021025622
churn_total|全窓,生,絶対値,閉場日,前向き|10s,full,26780732.0,2.8523131445790805e-7,0.02483708245686368,0.0006168806649690455,128.57181653602
churn_deep|動いた窓,生,符号つき,全日,前向き|100ms,sub,55301393.0,-8.074300830189735e-11,-0.00024038954392457138,5.7787132828263434e-8,-1.7876546120477506
churn_deep|全窓,生,符号つき,立会日,前向き|2m,sub,48133.0,4.2955047133798464e-8,0.010413373520155202,0.00010843834807026954,2.284690823454648
churn_top|動いた窓,log1p,絶対値,立会日,前向き|100ms,full,44159656.0,3.980743158201393e-6,0.12000469248980118,0.014401126219571745,803.2689134978679
churn_total|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|2s,sub,4233435.0,-1.6740616932798907e-7,-0.0013666772456633139,1.867806693813862e-6,-2.81198315507501
churn_total|全窓,log1p,符号つき,全日,前向き|5m,full,84377753.0,-2.883902777999562e-7,-0.00022509768292769208,5.06689668594158e-8,-2.0676880049267057
churn_deep|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|2s,sub,2894293.0,0.00002941017505854294,0.2233192317109712,0.04987147925197845,389.7678780374558
churn_bid|全窓,log1p,符号つき,閉場日,前向き|1m,full,26765232.0,4.031438690782879e-6,0.003594135593400495,0.000012917810663748329,18.594424967683597
churn_deep|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|1m,full,55257144.0,4.476595907011943e-7,0.20158986744318735,0.04063847465576185,1529.9307019477083
churn_deep|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|200ms,sub,27656842.0,-4.150573520546419e-10,-0.0008607193920449029,7.408378718421472e-7,-4.5265052376740815
churn_top|全窓,log1p,絶対値,閉場日,前向き|1s,sub,2678336.0,0.000025004609265426785,0.00967287179365143,0.00009356444873641745,15.830991547960515
churn_bid|動いた窓,生,絶対値,立会日,後ろ向き(帰無対照)|2s,full,44158939.0,1.6782821566549015e-7,0.2426066991197675,0.0588580104577894,1661.8220573953702
churn_total|動いた窓,log1p,符号つき,閉場日,前向き|1m,sub,17441.0,6.019268561939689e-6,0.01502480810273781,0.00022574485852409575,1.9843521594798545
churn_total|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|30s,sub,145749.0,-2.7543949519965497e-9,-0.0015608579735451472,2.4362776135794636e-6,-0.5958867496616301
churn_imb|全窓,生,符号つき,閉場日,前向き|2m,full,26746632.0,1.1788895669549533e-6,0.0003877342358931548,1.5033783768364863e-7,2.005250888053096
churn_imb|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|1s,full,26783522.0,-1.5923033310767688e-6,-0.0006151128382047171,3.783638037242625e-7,-3.1833815885992607
churn_ask|動いた窓,log1p,符号つき,閉場日,前向き|10s,sub,107830.0,2.3165959331458153e-7,0.0013566415266722486,1.8404762318916094e-6,0.44548314938340167
churn_cnt|動いた窓,生,符号つき,全日,前向き|500ms,sub,11180851.0,1.203206182429009e-8,0.0008084916646924147,6.536587718771119e-7,2.7034172454738763
churn_total|全窓,生,符号つき,全日,後ろ向き(帰無対照)|1m,full,84612953.0,-9.068234050888784e-9,-0.003250179353302947,0.000010563665828636763,-29.897029639838802
churn_total|全窓,生,絶対値,全日,後ろ向き(帰無対照)|500ms,full,84671263.0,6.362582281470245e-8,0.06434474017610181,0.00414024558833005,593.3104184919246
churn_ask|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|500ms,sub,11180856.0,-1.3902579509936418e-8,-0.010349040943196466,0.00010710264844395679,-34.60675287173927
churn_bid|全窓,log1p,絶対値,立会日,前向き|10s,sub,578773.0,0.000046620487349574254,0.22113493846357435,0.04890066100928881,172.50345825833605
churn_imb|全窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2s,full,26783212.0,-1.9396321400436063e-6,-0.0007478859228802228,5.593333536424026e-7,-3.8704975196791502
churn_deep|動いた窓,log1p,絶対値,全日,後ろ向き(帰無対照)|2s,full,55300386.0,0.00003763415730082817,0.08356429427947314,0.006982991278426387,623.6005358016376
churn_cnt|動いた窓,log1p,絶対値,閉場日,前向き|200ms,full,11141717.0,0.000010854739733589667,0.011033505748522765,0.00012173824910268491,36.8312098452434
churn_top|動いた窓,生,符号つき,立会日,前向き|100ms,full,44159656.0,-2.5315745102978857e-10,-0.000337890085558072,1.1416970991844121e-7,-2.245372009910082
churn_cnt|動いた窓,生,符号つき,閉場日,前向き|5m,sub,3485.0,4.690281766541688e-6,0.03865304869302581,0.0014940581732654245,2.2828909386278218
churn_top|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|2m,full,11120350.0,8.546681983920948e-6,0.056311036689545346,0.0031709328530513223,188.07989135920855
churn_bid|全窓,生,絶対値,全日,後ろ向き(帰無対照)|10s,sub,846557.0,4.2095227687469457e-7,0.2741684700414253,0.07516834996485593,262.3093408486451
churn_bid|全窓,log1p,符号つき,全日,前向き|2s,sub,4233435.0,2.7942305789173683e-7,0.002067278708140405,4.273641257130662e-6,4.253498706698969
churn_total|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|10s,sub,439446.0,-3.4883867598972297e-9,-0.003634522007959046,0.000013209750226338655,-2.4093613596461565
churn_bid|全窓,log1p,絶対値,立会日,前向き|5m,full,57686921.0,0.00023013888300111443,0.19866434434810898,0.03946752171526402,1539.5811083842013
churn_top|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|2s,sub,2210194.0,0.00003768898984661751,0.19286083277800886,0.037195300819827096,292.20654440749684
churn_total|全窓,log1p,絶対値,全日,前向き|500ms,sub,16934217.0,0.000011235993603452983,0.050179193081178186,0.002517951418278161,206.75387774802036
churn_total|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|2m,full,55212435.0,5.996288713134427e-7,0.21376264772595477,0.04569446956281063,1625.9475891212073
churn_top|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|500ms,sub,11180856.0,-2.980095723877429e-9,-0.0003993973388535461,1.595182342832943e-7,-1.3354963018923391
churn_ask|全窓,log1p,符号つき,立会日,前向き|200ms,sub,28943881.0,-1.291902594695717e-7,-0.002820199848449721,7.953527185195829e-6,-15.172598967717809
churn_deep|全窓,生,符号つき,全日,前向き|5s,full,84666853.0,-1.3628129305221416e-10,-0.00008517842392864242,7.255363902967524e-9,-0.7837657934486671
churn_top|全窓,log1p,絶対値,閉場日,後ろ向き(帰無対照)|500ms,sub,5356724.0,0.000030954739691233824,0.01716274920515285,0.00029455996027897484,39.72833668214509
churn_cnt|全窓,log1p,絶対値,立会日,前向き|5s,full,57884571.0,0.000058483861825990295,0.21424167787870826,0.0458994965402842,1668.738556124379
churn_total|動いた窓,生,符号つき,閉場日,前向き|500ms,full,11141654.0,-2.565913677954548e-9,-0.00039950679918415526,1.5960568259436897e-7,-1.3335183750181747
churn_deep|全窓,生,符号つき,閉場日,後ろ向き(帰無対照)|5s,full,26782282.0,-8.120989263037279e-9,-0.0006911490768758245,4.776870464663043e-7,-3.5768078424971006
churn_cnt|動いた窓,生,符号つき,閉場日,前向き|2s,sub,552515.0,5.888550277725879e-8,0.00529181792578042,0.000028003336959610987,3.93352780581822
churn_cnt|全窓,log1p,絶対値,立会日,前向き|2s,sub,2894293.0,0.000038997811980154114,0.16929572784405048,0.028661043466246806,292.2346391950425
churn_total|動いた窓,log1p,符号つき,閉場日,後ろ向き(帰無対照)|30s,sub,34988.0,-2.615420794329546e-6,-0.008288294506407006,0.00006869582582493656,-1.5503410194738667
churn_imb|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|500ms,full,55301121.0,0.000012516092520649899,0.014185296997919511,0.00020122265091918428,105.49918192883842
churn_ask|動いた窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|1m,full,44126102.0,0.00014042786686081386,0.23282940144541434,0.05420953017742991,1590.3332069532994
churn_bid|動いた窓,生,符号つき,全日,後ろ向き(帰無対照)|5s,full,55297916.0,2.3556580324728105e-8,0.008592779858564993,0.00007383586569776022,63.90047608044787
churn_total|全窓,log1p,符号つき,全日,後ろ向き(帰無対照)|2m,full,84554153.0,-2.6897438553605694e-6,-0.0031827142434347313,0.000010129669955362314,-29.266265890838103
churn_cnt|動いた窓,生,絶対値,立会日,前向き|10s,sub,439447.0,2.8265080558531977e-6,0.19000424834424517,0.03610161438886159,128.29211025067085
churn_deep|全窓,log1p,符号つき,閉場日,前向き|10s,full,26780732.0,1.017365825116419e-6,0.0012061367020122144,1.4547657439409013e-6,6.241774209231959
churn_ask|全窓,log1p,絶対値,閉場日,前向き|1m,full,26765232.0,0.0000495270147473253,0.047219941160702654,0.0022297228432202206,244.56575768400737
churn_deep|動いた窓,生,符号つき,閉場日,後ろ向き(帰無対照)|1m,sub,17435.0,2.09466055254948e-8,0.004766805028204163,0.00002272243017691249,0.6293878981125459
churn_cnt|動いた窓,生,符号つき,全日,前向き|200ms,full,55301325.0,-4.622983272226982e-9,-0.0004069066674472627,1.6557303601303726e-7,-3.0259559581563837
churn_cnt|全窓,log1p,絶対値,全日,前向き|30s,full,84642353.0,0.00017040964471177255,0.21809361604839236,0.04756482536106359,2055.9810103651416
churn_bid|全窓,生,絶対値,閉場日,前向き|30s,sub,89224.0,5.197667318055873e-7,0.08598815380175767,0.007393962594234732,25.780191880269886
churn_cnt|動いた窓,生,絶対値,全日,後ろ向き(帰無対照)|2m,full,55212435.0,0.000012081999641791714,0.21114520855899804,0.044582299097422784,1605.103462668284
churn_cnt|動いた窓,生,絶対値,全日,前向き|5s,full,55298092.0,2.4890708555643483e-6,0.0897984714042998,0.00806376546654885,670.4742945137094
churn_deep|動いた窓,生,符号つき,立会日,後ろ向き(帰無対照)|2m,sub,36205.0,5.762834244647419e-9,0.0014559907060135572,2.1199089359978566e-6,0.2770328967957784
churn_top|動いた窓,生,絶対値,閉場日,後ろ向き(帰無対照)|5m,sub,3486.0,0.000015396935846368498,0.0913371814566372,0.008342480716442672,5.413845082575661
churn_total|全窓,log1p,絶対値,全日,前向き|1m,full,84612953.0,0.0001332707835785477,0.24730986317824338,0.06116216842524146,2347.81875371801
churn_top|動いた窓,log1p,絶対値,全日,前向き|500ms,sub,11180851.0,0.00001739793725475987,0.05205843487329301,0.0027100806414568895,174.30818610050878
churn_bid|動いた窓,生,符号つき,全日,前向き|5s,sub,1097608.0,-5.118108528705914e-9,-0.004315568076751264,0.0000186241278250746,-4.521320068987819
churn_bid|全窓,log1p,絶対値,立会日,後ろ向き(帰無対照)|5m,sub,19189.0,0.0002863539262370839,0.24013462718577033,0.05766463917364891,34.26538241779357
churn_bid|動いた窓,生,絶対値,閉場日,前向き|2m,full,11121951.0,7.751692610260656e-7,0.04144408703351165,0.0017176123500412884,138.33316775459738
