ts,open,high,low,close,volume,dtm,symbol
1777248000,46460.0,47050.0,46300.0,46610.0,0,2026-04-27T00:00:00.000000,8035.T
1777251600,46620.0,47380.0,46440.0,47280.0,569800,2026-04-27T01:00:00.000000,8035.T
1777255200,47280.0,47540.0,47230.0,47350.0,213500,2026-04-27T02:00:00.000000,8035.T
1777258800,47160.0,47710.0,46750.0,47640.0,483500,2026-04-27T03:00:00.000000,8035.T
1777262400,47630.0,47650.0,47210.0,47230.0,267800,2026-04-27T04:00:00.000000,8035.T
1777266000,47240.0,47280.0,46990.0,47020.0,295700,2026-04-27T05:00:00.000000,8035.T
1777269600,47010.0,47220.0,46930.0,47200.0,192800,2026-04-27T06:00:00.000000,8035.T
1777334400,46660.0,46970.0,45720.0,45930.0,0,2026-04-28T00:00:00.000000,8035.T
1777338000,45940.0,45990.0,45700.0,45820.0,366200,2026-04-28T01:00:00.000000,8035.T
1777341600,45820.0,45940.0,45760.0,45940.0,136700,2026-04-28T02:00:00.000000,8035.T
1777345200,45920.0,45960.0,45450.0,45540.0,332700,2026-04-28T03:00:00.000000,8035.T
1777348800,45550.0,45600.0,45390.0,45410.0,229000,2026-04-28T04:00:00.000000,8035.T
1777352400,45420.0,45470.0,45040.0,45140.0,373100,2026-04-28T05:00:00.000000,8035.T
1777356000,45150.0,45250.0,45010.0,45110.0,227100,2026-04-28T06:00:00.000000,8035.T
1777507200,44730.0,45290.0,44680.0,45110.0,0,2026-04-30T00:00:00.000000,8035.T
1777510800,45100.0,45190.0,44530.0,44720.0,403800,2026-04-30T01:00:00.000000,8035.T
1777514400,44720.0,44810.0,44560.0,44670.0,240800,2026-04-30T02:00:00.000000,8035.T
1777518000,44410.0,44500.0,44150.0,44230.0,334100,2026-04-30T03:00:00.000000,8035.T
1777521600,44230.0,44250.0,43980.0,44090.0,352000,2026-04-30T04:00:00.000000,8035.T
1777525200,44100.0,44450.0,44080.0,44230.0,320600,2026-04-30T05:00:00.000000,8035.T
1777528800,44230.0,44340.0,44050.0,44170.0,247200,2026-04-30T06:00:00.000000,8035.T
1777593600,47000.0,48060.0,46710.0,47690.0,0,2026-05-01T00:00:00.000000,8035.T
1777597200,47690.0,48190.0,47650.0,47960.0,895500,2026-05-01T01:00:00.000000,8035.T
1777600800,47960.0,48160.0,47950.0,48080.0,258000,2026-05-01T02:00:00.000000,8035.T
1777604400,48080.0,48080.0,47650.0,47690.0,355600,2026-05-01T03:00:00.000000,8035.T
1777608000,47700.0,47760.0,47320.0,47640.0,480800,2026-05-01T04:00:00.000000,8035.T
1777611600,47640.0,47850.0,47420.0,47550.0,416800,2026-05-01T05:00:00.000000,8035.T
1777615200,47560.0,47730.0,47520.0,47620.0,216500,2026-05-01T06:00:00.000000,8035.T
1778112000,51180.0,51470.0,50240.0,51250.0,0,2026-05-07T00:00:00.000000,8035.T
