feature,target,n,n_days,d1,d10,spread_bp,se_bp,t,monotone_rho,max_dec_share,n_dec_pop,family,ab
delta1_bp,fwd_micro_60s,1692164,98,1.4707711235903842,-1.5047708822761157,-3.100138674848211,0.16337227928993092,-18.975916161067364,-0.9999999999999999,0.10842920662536255,10,4 マイクロプライス,3.100138674848211
obi_x_spread,fwd_micro_60s,1692164,98,1.4707711235903842,-1.5047708822761157,-3.100138674848211,0.16337227928993092,-18.975916161067364,-0.9999999999999999,0.10842920662536255,10,4 マイクロプライス,3.100138674848211
delta1,fwd_micro_60s,1692164,98,1.4860258478488293,-1.4921055413932902,-3.0800821585991005,0.15570361316866027,-19.781699961340742,-0.9999999999999999,0.10825960131523894,10,4 マイクロプライス,3.0800821585991005
delta1_bp,fwd_micro_30s,1692164,98,1.351429464407581,-1.4195343047120896,-2.9393905290683566,0.14474204787553144,-20.30778596967232,-0.9878787878787878,0.10842920662536255,10,4 マイクロプライス,2.9393905290683566
obi_x_spread,fwd_micro_30s,1692164,98,1.351429464407581,-1.4195343047120896,-2.9393905290683566,0.14474204787553144,-20.30778596967232,-0.9878787878787878,0.10842920662536255,10,4 マイクロプライス,2.9393905290683566
delta1,fwd_micro_30s,1692164,98,1.354901716282539,-1.4189353073778366,-2.9205094077774763,0.13781857862438168,-21.190970309867968,-0.9878787878787878,0.10825960131523894,10,4 マイクロプライス,2.9205094077774763
delta1_bp,fwd_micro_10s,1692164,98,1.1162414825735103,-1.167419108411283,-2.46692598425312,0.11918239599490935,-20.698744673319794,-0.9878787878787878,0.10842920662536255,10,4 マイクロプライス,2.46692598425312
obi_x_spread,fwd_micro_10s,1692164,98,1.1162414825735103,-1.167419108411283,-2.46692598425312,0.11918239599490935,-20.698744673319794,-0.9878787878787878,0.10842920662536255,10,4 マイクロプライス,2.46692598425312
delta1,fwd_micro_10s,1692164,98,1.1176444608560885,-1.1655797342135772,-2.446245860680463,0.11347444938123302,-21.55767993605295,-0.9878787878787878,0.10825960131523894,10,4 マイクロプライス,2.446245860680463
delta1_bp,fwd_micro_5s,1692164,98,0.9476504285075891,-0.9875420815874677,-2.0968053857370594,0.10199426218862999,-20.558072000748343,-0.9878787878787878,0.10842920662536255,10,4 マイクロプライス,2.0968053857370594
