dt,n,bid_exact,ask_exact,bid_1tick,ask_1tick,mid_abs_p50,mid_abs_p90,mid_abs_p99,mid_abs_max,mid_gt_1bp,mid_gt_10bp,obi_gt_02,spread_real,spread_mine,szb_real,szb_mine,sza_real,sza_mine,obi_corr,obi_sign,cross_mine
2026-05-30,86399,0.9645250523732913,0.9819326612576534,0.9657287700089121,0.9836340698387713,0.0,1.1700510242642958e-12,0.7749758383551284,404.95510783376017,0.006388962835218,0.0007407493142281739,0.09871642032893899,1.341347021951613,1.436162573603192,1.276,1.24,1.251,1.281,0.9238221229390142,0.9491892267271612,0.0
2026-05-31,86399,0.891885322746791,0.9801965300524311,0.8948714684197734,0.9809951504068334,0.0,0.2040181372110529,1.0213651203849534,500.8692478851677,0.011099665505387794,0.0010185303070637391,0.1502216460838667,1.1218937566613834,1.3106093829549752,2.407,1.724,1.845,1.82,0.8707002464836512,0.9176379356242549,0.0
2026-06-01,86399,0.9883100498848366,0.9657750668410514,0.9930554751791109,0.9818169191773053,0.0,1.1291338106134581e-12,1.4677821811240985,500.5935892362499,0.01273162883829674,0.0011342723874118914,0.07122767624625286,0.9985520994560161,1.9193857965433598,8.519,8.636000000000001,9.267,9.135,0.948030148257941,0.9633792057778446,0.0
2026-06-02,86399,0.9878239331473744,0.975879350455445,0.9940855796942094,0.9871526290813551,0.0,0.0,1.4071954594501705,13.95572666025068,0.010486232479542588,0.00010416787231333695,0.057419646060718296,1.8768768768773039,1.8875047187622263,7.542,7.753,7.254,7.409,0.9594186386493255,0.9687612125140337,0.0
2026-06-03,86399,0.9879165268116529,0.9804974594613364,0.9932869593398072,0.9898262711373974,0.0,0.0,0.9438432164796077,249.58871915393613,0.008553339737728446,0.0002546325767659348,0.05177143253972847,1.8733608092922958,1.8763486255750583,5.406,5.389,5.058,5.095,0.9628895888202512,0.9725807011655228,0.0
2026-06-04,86399,0.9853470526279239,0.9759603699116888,0.9898841421775715,0.9828817463165083,0.0,1.126002453539504e-12,1.0620155942260994,669.0082122552121,0.010463084063472957,0.0006134330258452065,0.05416729360293522,1.9634792852939864,1.9735543714222594,3.45,3.498,3.341,3.4130000000000003,0.9578976696460462,0.9709024410004745,0.0
2026-06-05,86399,0.9788886445444971,0.9590504519728238,0.979826155395317,0.9612726999155082,0.0,1.2767432628106412e-12,1.813275385924747,814.2574425077514,0.022465537795576338,0.0009143624347504022,0.07404020879871295,1.7367845171446945,1.809039878688688,1.143,1.168,1.666,1.691,0.9416381666890955,0.9630551279528698,0.0
2026-06-06,86399,0.9638768967233418,0.954837440248151,0.9678584242873182,0.9585527610273267,0.0,1.3365330494776226e-12,2.1446281615620095,708.3321113294438,0.02652808481579648,0.0018865959096748806,0.1309621639139342,1.8275480016914167,1.892460908853975,0.563,0.5700000000000001,0.745,0.8150000000000001,0.8927995887371868,0.9318047662588688,0.0
2026-06-07,86399,0.9755436984224355,0.94550862857209,0.9768863065544741,0.9480202317156449,0.0,1.2993479389634886e-12,4.1321532988092695,1199.195422545216,0.03482679197675899,0.0004513941133577935,0.14105487332029307,1.693814753126243,1.7887487702361355,0.651,0.651,0.821,0.847,0.8714699245673466,0.9266310952673064,0.0
2026-06-08,86399,0.9823261843308372,0.9707751247120916,0.9831132304772046,0.9724765332932094,0.0,1.2598275456739366e-12,1.4691611317586681,328.55151685489915,0.01716455051563097,0.00015046470445259782,0.07045220430792024,1.451873195628694,1.4897066996693478,1.0,1.0130000000000001,1.25,1.25,0.9415968675507758,0.9634023541939143,0.0
2026-06-09,86399,0.9698839106934108,0.9674764754221692,0.9712843898656235,0.9691778840032871,0.0,1.2385198978306076e-12,1.7057347340148428,4526.385270806146,0.021018761791224437,0.0006713040660192827,0.08177177976596951,1.5117386506218515,1.5997013890737972,0.868,0.891,0.846,0.867,0.9321202348713481,0.9586222062755356,0.0
2026-06-10,86399,0.960288892232549,0.9778585400293985,0.9616777971967269,0.9788423477123578,0.0,1.2703632266123431e-12,2.276007902303035,3978.7106189372466,0.025706316045324598,0.00048611673746223915,0.06526695910832302,1.566345938688592,1.6639765712096253,0.601,0.628,0.578,0.578,0.9494309903017114,0.9676500885426914,0.0
2026-06-11,86399,0.9856132594127247,0.9763307445688029,0.9863077118948136,0.977198810171414,0.0,1.2437772508094901e-12,1.2522667389200552,107.64906405119287,0.013310339240037501,0.00021990995266148915,0.05152837417099735,1.6296288248744073,1.652938097469252,1.5,1.5,1.0,1.022,0.961539817370113,0.9737149735529347,0.0
2026-06-12,86399,0.9870600354170765,0.9777312237410155,0.9875230037384692,0.9798724522274563,0.0,1.1538179630940115e-12,1.1212262968253737,400.71949635255226,0.012592738341878957,0.00034722624104445654,0.06813736270095719,1.8050360505806196,1.828580716601112,1.174,1.203,1.583,1.605,0.958963887696626,0.9679625921596314,0.0
2026-06-13,86399,0.9818632160094446,0.9791779997453675,0.982337758538872,0.9804858852533015,0.0,1.1542982812632354e-12,1.0653138871276417,208.44875698260245,0.011794117987476706,0.0005787104017407609,0.13966596835611522,1.424979897604877,1.5214601960652734,0.755,0.755,0.755,0.755,0.8857367495167616,0.9309829974883969,0.0
2026-06-14,86399,0.9789928124168104,0.9843748191529994,0.9846294517297653,0.9886572761258811,0.0,1.135902859785343e-12,0.9930989554063232,100.36014405762349,0.008680656026111414,0.0006713040660192827,0.11064942881283348,1.9083873624585512,1.9258545979761013,1.508,1.545,1.0,1.042,0.8953255546603943,0.9431590643410225,0.0
2026-06-15,86399,0.9786571603838007,0.97901596083288,0.9886225535017766,0.9879975462678966,0.0,0.0,1.385361348419219,600.3491247636142,0.010544103519716663,0.0004166714892533478,0.08061435896248799,0.9702614854716578,0.9712038071202487,3.31,3.247,2.647,2.706,0.9380871760103191,0.958471741571083,0.0
2026-06-16,86399,0.9907753561962522,0.9831826757254135,0.9951388326253776,0.9910994340212271,0.0,0.0,0.9330534173072923,471.4843561683446,0.006713040660192827,0.0001388904964177826,0.05458396509218857,1.782213509178805,1.8026137899959034,5.819,6.5280000000000005,3.986,4.0,0.9613188553008744,0.97024271114249,0.0
2026-06-17,86399,0.9888193150383685,0.9786108635516615,0.9928471394344842,0.9876618942348869,0.0,0.0,0.9655352214152298,930.6213429924775,0.009687612125140337,0.00023148416069630436,0.0552205465341034,1.8772292096869294,1.8821757952197018,3.491,3.532,4.236,4.293,0.957358040885426,0.972441810669105,0.0
2026-06-18,86399,0.9890970960312041,0.9783330825588259,0.993240662507668,0.9880785657241403,0.0,1.991536090419831e-12,1.2983112437186297,3465.058236272877,0.010150580446532945,0.00026620678480075,0.0677669880438431,1.7522340984759546,1.7610284406077141,3.396,3.419,2.998,3.0,0.9470734434094148,0.9638884709313765,0.0
2026-06-19,86399,0.9832521209736224,0.9727311658699753,0.9887035729580204,0.9826155395317075,0.0,2.0336628544629674e-12,1.3508037282170613,502.15905001799155,0.01534739985416498,0.0005902846097755761,0.10510538316415699,1.76258041773196,1.7744654422859152,1.656,1.661,2.221,2.183,0.9158421757772977,0.9474878181460433,0.0
2026-06-20,86399,0.9829974883968564,0.9759719441197237,0.9885531082535678,0.9863655829349877,0.0,2.00426352367431e-12,1.3193192312754611,836.6254060223,0.011747821155337446,0.00024305836873111957,0.10688781120151854,1.758860258552858,1.7599436818025824,1.806,1.7830000000000001,1.41,1.419,0.89664961167627,0.9399761571314483,0.0
2026-06-21,86399,0.9881827335964537,0.9783099341427562,0.9924883389854049,0.9879396752277225,0.0,1.990925751440235e-12,1.3051990428548266,217.03933838008098,0.010046412574219609,0.0004166714892533478,0.10539473836502737,1.744743958824439,1.745810055866319,1.601,1.621,1.379,1.419,0.9133198162581049,0.9434484195418928,0.0
2026-06-22,86399,0.9821988680424542,0.9773839974999711,0.9877776363152351,0.9866202155117536,0.0,1.9463591460643046e-12,1.2755709471816676,121.18747458316278,0.013125151911480457,0.0005902846097755761,0.06591511475827266,1.6907599966188642,1.7054660185880284,3.476,3.451,2.454,2.466,0.9452441660988888,0.9665389645713492,0.0
2026-06-23,86399,0.9789233671686015,0.9622680818065024,0.9854975173323766,0.9746177617796502,0.0,2.028401582971873e-12,2.115148694953255,426.83758352652643,0.024722508362365305,0.0017361312052222827,0.07898239562957905,1.837897445322969,1.8554596901386533,4.365,4.398,4.887,4.83,0.9421295076024121,0.9595249945022511,0.0
2026-06-24,86399,0.975011284852834,0.9569207976944177,0.983090082061135,0.9712380930334842,0.0,2.0675973032939175e-12,2.329807557895718,1777.2489734975763,0.028426254933506173,0.0010879755552726305,0.08928344078056459,1.819505094614679,1.831166453030997,7.927,7.9750000000000005,8.225,8.25,0.9299942801788427,0.9544323429669325,0.0
2026-06-25,86399,0.983090082061135,0.9667473003159759,0.9889234829106819,0.9791664255373326,0.0,1.8939125854252806e-12,1.636461675348933,402.89796739786823,0.018773365432470282,0.0007754719383326196,0.07574161737983079,1.6290624745462696,1.6384041943132472,6.968,6.968,6.968,7.106,0.9456006730272484,0.9600574080718527,0.0
2026-06-26,86399,0.983587773006632,0.9692589034595308,0.9906480399078693,0.980775240454172,0.0,1.987445264133841e-12,1.6838801482240855,392.75838230211093,0.01609972337642797,0.0014120533802474565,0.06621604416717786,1.6913319238885252,1.7037226339555793,3.813,3.899,4.489,4.622,0.954232676644309,0.9675343464623433,0.0
2026-06-27,86399,0.9810645956550423,0.9759024988715147,0.988344772508941,0.986411879767127,0.0,2.00117651331836e-12,1.3129700434714842,281.77113283496385,0.010301045150985544,0.0012963112998993045,0.10700355328186668,0.8805529872772105,0.8805529872752084,1.328,1.343,1.713,1.738,0.9223207210746451,0.9454276091158462,0.0
2026-06-28,86397,0.981885945113835,0.9804507100941005,0.9892820352558538,0.9915159091172148,0.0,2.012067390321066e-12,0.8890880446794854,150.6089841533156,0.009074389157030915,0.0011342986446288643,0.10018866395823929,0.8864855281229471,0.886957293005535,1.433,1.46,1.213,1.254,0.9314006093303892,0.9469426021736865,0.0
2026-06-29,86399,0.9862035440225002,0.9753469368858436,0.9913772150140626,0.9844789870253128,0.0,2.005589445560837e-12,1.3674478278976723,463.27093034305807,0.014016365930161229,0.0007754719383326196,0.06458408083426892,0.9063307200809937,0.9275147242975135,4.048,4.136,4.0,4.0,0.9561778991603516,0.9662611835785136,0.0
2026-06-30,86399,0.9938077987013738,0.9859720598618039,0.9966319054618688,0.9922105579925694,0.0,1.9831117303495885e-12,0.8660648094883604,96.75583380762625,0.005914420305790576,0.00037037465711408697,0.043600041667148925,0.8787732325665367,0.879700901692624,3.6,3.697,3.655,3.758,0.9715182602285558,0.9760992604081066,0.0
2026-07-01,86399,0.9864350281831966,0.9650227433187885,0.9923725969050567,0.9807983888702415,0.0,2.0147417078838517e-12,1.4251104460582737,5698.945442288245,0.013761733353395294,0.0009375108508200326,0.07802173636268939,0.9640877319827337,0.9667907381460477,6.03,6.181,7.526,7.525,0.9288159770725853,0.955717080058797,0.0
2026-07-02,86399,0.9864350281831966,0.9736108056806213,0.9895600643525967,0.9813192282318083,0.0,1.141201519403665e-12,1.3521799631884461,411.5921369322481,0.0111806849616315,0.0006713040660192827,0.05357700899315964,1.922152811146738,1.9324555916625175,5.734,5.918,5.484,5.694,0.9623979030107829,0.9710181830808227,0.0
2026-07-03,86399,0.9811919119434253,0.9714117061540064,0.9888887602865774,0.9821409970022801,0.0,1.1213378480210686e-12,1.4649195716474281,259.23054559550343,0.013622842856977511,0.0014236275882822719,0.09739696061297005,0.985270210355414,0.9861446674229352,2.02,2.019,2.982,2.94,0.9203376786220671,0.9495943240083797,0.0
2026-07-04,86399,0.9892128381115523,0.9832984178057617,0.9958332851074665,0.9942591928147316,0.0,0.0,0.4884482000690491,317.2861184274692,0.004213011724672739,0.0007176008981585435,0.07906341508582275,0.9716756546677978,0.9717700791983777,1.386,1.412,1.346,1.33,0.9353447681137504,0.9594208266299379,0.0
2026-07-05,86399,0.9796178196506904,0.984907232722601,0.991296195557819,0.9921179643282908,0.0,0.0,0.9652043820292112,253.7291956448755,0.006886653780715055,0.0015625180847000544,0.10510538316415699,0.9662302526683322,0.966510414151031,1.29,1.325,1.508,1.613,0.9294722022556959,0.9417585851688098,0.0
2026-07-06,86399,0.9867591060081714,0.9776270558687021,0.990416555747173,0.9837961087512587,0.0,1.1358461157120195e-12,0.9954706087316354,586.1095985347265,0.008912140186807718,0.0008449171865415109,0.053750622113681874,0.9985520994560161,0.9996501224562307,3.748,3.829,2.982,2.982,0.9641911711669767,0.9714811514022152,0.0
2026-07-07,86399,0.9803238463408142,0.9757636083750969,0.981585435016609,0.9770830680910658,0.0,1.225311350494881e-12,1.129014297613584,586.8630598984982,0.012176066852625608,0.0005324135696015,0.0614590446648688,1.3714454507571483,1.395291428080728,2.828,2.873,2.533,2.637,0.9558180945533292,0.9679162953274922,0.0
2026-07-08,86399,0.9854743689163069,0.9819673838817579,0.9863887313510573,0.9829164689406127,0.0,1.2233612402697368e-12,0.9044119785426004,624.5399248382481,0.008935288602877348,0.00030092940890519564,0.046505167883887547,1.4751749135967542,1.4844189030142858,3.152,3.152,3.077,3.152,0.9671749657772429,0.9749186911885555,0.0
2026-07-09,86399,0.9871410548733203,0.9788770703364622,0.9904397041632427,0.9867475318001365,0.0,1.1547144896537592e-12,0.9723369774598765,95.22258015355611,0.006539427539670598,0.00033565203300964133,0.05928309355432355,0.9976555095527784,0.998851320981099,3.645,3.763,3.82,3.887,0.9636382522813397,0.9710066088727879,0.0
2026-07-10,86399,0.9816085834326786,0.9871294806652855,0.9829396173566823,0.9880901399321751,0.0,1.1613436956009504e-12,0.6562792804458587,91.09378403984222,0.005544045648676489,0.00023148416069630436,0.05800993067049387,0.8162515687339014,0.8223177024435915,2.173,2.216,2.146,2.212,0.9609962604867032,0.9691778840032871,0.0
2026-07-11,86399,0.9931596430514242,0.9866665123438929,0.994050857070105,0.9878239331473744,0.0,1.1546030805331496e-12,0.3546149245615722,249.5193746544319,0.0014583502123867173,0.00033565203300964133,0.07025544277132838,0.20329748520992305,0.303900563736421,0.744,0.752,0.764,0.77,0.9453184594590887,0.9598259239111564,0.0
2026-07-12,86399,0.9922452806166738,0.9905785946596604,0.9930901978032153,0.9914235118462019,0.0,1.1600046703666225e-12,0.254640829110308,495.6756729143358,0.0009953818909941088,0.00003472262410444565,0.06654012199215269,0.10252572114019781,0.10256042090787414,0.751,0.758,0.757,0.769,0.9494535540056301,0.9568166298221045,0.0
2026-07-13,86399,0.9884836630053588,0.9885299598374981,0.9896179353927708,0.9895947869767011,0.0,1.2228138485623665e-12,0.4907999018712685,843.4668194647822,0.003958379147906805,0.00017361312052222827,0.04252364031991111,0.7604108391139044,0.8460415829442346,1.826,1.879,1.469,1.55,0.9728942433078952,0.9779395594856422,0.0
2026-07-14,86399,0.9880438431000359,0.9906596141159041,0.9892012639035174,0.9915855507586894,0.0,1.1729301135574852e-12,0.4857896394619757,645.9370111427801,0.004432921677334228,0.00033565203300964133,0.04415560365282006,0.810643752469193,0.815070656437947,1.55,1.552,1.546,1.55,0.9683702494294956,0.9747219296519636,0.0
2026-07-15,86399,0.9876271716107825,0.9829974883968564,0.9887614439981944,0.9848493616824269,0.0,1.1738893248741092e-12,0.6165456816042565,135.92126078859408,0.004942186830866098,0.0002546325767659348,0.04451440410189933,0.9042726884532598,0.9205042317616727,1.663,1.665,1.669,1.672,0.9702571753851258,0.9775923332445977,0.0
2026-07-16,86399,0.9887614439981944,0.9875693005706084,0.9894211738561789,0.9885183856294633,0.0,1.3136912147170792e-12,0.6076535652861484,778.5803784348719,0.004826444750517946,0.00033565203300964133,0.041262051644116254,1.0057495348411958,1.0248410073052014,1.697,1.705,1.701,1.714,0.9751763805482605,0.9786108635516615,0.0
2026-07-17,86399,0.9899535874257804,0.9849766779708099,0.9908679498605308,0.9862382666466047,0.0,1.3584766776394905e-12,0.6745755543040124,585.2755351700334,0.006192201298626142,0.00033565203300964133,0.044352365189411914,0.8566306269930433,0.9166848093860187,1.827,1.832,1.844,1.855,0.971235827842178,0.9781131726061644,0.0
2026-07-18,86399,0.9973379321519925,0.9894443222722485,0.9975231194805495,0.9905438720355559,0.0,1.3478452457979377e-12,0.23645279196406443,126.6070380710216,0.002546325767659348,0.00026620678480075,0.059769210291785786,0.4723832918025393,0.47274618257414575,1.231,1.231,0.749,0.792,0.9619372968549694,0.9650690401509276,0.0
2026-07-19,86399,0.9912383245176449,0.9889582055347863,0.9923031516568479,0.9898378453454323,0.0,1.3378148579553426e-12,0.41209195537729204,598.3757278577993,0.0021643769025104457,0.0003819488651489022,0.051632542043310685,0.7047050809243277,0.7058159232065855,1.411,1.5090000000000001,1.616,1.731,0.9675034792859748,0.9637264320188891,0.0
2026-07-20,86399,0.991793886503316,0.9905785946596604,0.9929281588907279,0.9912846213497841,0.0,1.3029815913803625e-12,0.3512074648205514,97.83272544621255,0.0030555909211912174,0.0001388904964177826,0.03443326890357527,0.803125304757944,0.8060847886048402,1.738,1.74,1.743,1.745,0.9814916613580689,0.9834257340941446,0.0
2026-07-21,86399,0.9831826757254135,0.9712612414495538,0.9849766779708099,0.9735760830565169,0.0,1.2406892539900475e-12,0.8233800819811783,599.4431926632451,0.0072917510619335876,0.0009375108508200326,0.06597298579844674,0.6258083357664632,0.6605383387454773,1.689,1.686,1.684,1.686,0.9425134582973101,0.9635991157305062,0.0
2026-07-22,86399,0.9802544010926052,0.9766548223937777,0.981585435016609,0.9788886445444971,0.0,1.1879092750574122e-12,0.8718232192439315,576.056034261417,0.007905184087778794,0.0006944524820889131,0.06401694464056297,0.7255126524229534,0.7513591550434985,1.944,1.929,2.543,2.548,0.9413915070683414,0.9645134781652566,0.0
2026-07-23,86399,0.9925925068577183,0.9718978228914686,0.9933332561719465,0.9739117350895266,0.0,1.157553864779775e-12,0.9188162809198362,589.2049515125277,0.009259366427852174,0.0004398199053229783,0.055046933413581176,0.7154208974449255,0.7220626234603308,2.58,2.696,2.526,2.5300000000000002,0.965920761565781,0.9723723654208961,0.0
2026-07-24,86399,0.9858563177814558,0.9826618363638469,0.9870137385849374,0.9842937996967558,0.0,1.1998091663550181e-12,0.6227328509714336,604.3232312190864,0.005706084561163902,0.00024305836873111957,0.05511637866179007,0.6198539210920321,0.6431488568035407,3.0,3.221,2.5,2.553,0.9658907950350244,0.9733445988958206,0.0
2026-07-25,86399,0.9796756906908645,0.9486799615736293,0.9811108924871815,0.9602773180245142,0.0,1.230996526624503e-12,0.6538798326203236,426.9050192801013,0.004502366925543119,0.00011574208034815218,0.10045255153416127,0.43225018640749974,0.43413141157788987,1.339,1.3880000000000001,1.513,1.472,0.9094088081262645,0.9292468662831745,0.0
2026-07-26,86399,0.9815507123925046,0.9765506545214644,0.985219736339541,0.9807405178300674,0.0,1.2119421326213926e-12,0.47946162227559375,798.0350504514072,0.002824106760494913,0.0001388904964177826,0.07423697033530481,0.427213499947424,0.42858214312583504,1.586,1.589,1.591,1.593,0.9436671779133553,0.9553814280257873,0.0
2026-07-27,86399,0.9872799453697381,0.9801733816363616,0.9887961666222989,0.9824187779951157,0.0,1.2264044906253156e-12,0.6248210148140805,256.93905416966555,0.0051157999513883265,0.00011574208034815218,0.05561406960728712,0.630351420916588,0.636300970358401,2.792,2.83,2.749,2.787,0.9615619507409912,0.972314494380722,0.0
