dt,n,bid_exact,ask_exact,bid_1tick,ask_1tick,mid_abs_p50,mid_abs_p90,mid_abs_p99,mid_abs_max,mid_gt_1bp,mid_gt_10bp,obi_gt_02,spread_real,spread_mine,szb_real,szb_mine,sza_real,sza_mine,obi_corr,obi_sign,cross_mine
2026-05-04,86399,0.9877660621072003,0.985775298325212,0.9879975462678966,0.986597067095684,0.0,1.968910093722243e-12,1.598394501521461,594.7471793084101,0.014514056875658283,0.0009953818909941088,0.07378557622194701,4.104760629991847,4.143145683360248,0.871,0.899,1.403,1.419,0.9620962836554153,0.9582286832023519,0.0
2026-05-05,86399,0.9757867567911666,0.9663884998668966,0.9770020486348222,0.96774268220697,0.0,1.8961711542066854e-12,2.1256522351438756,713.6439982813182,0.029757288857509924,0.0006597298579844674,0.0705795205963032,3.9404140861221104,4.034385376904554,2.032,1.747,2.218,2.141,0.9330281286164548,0.9592703619254852,0.0
2026-05-06,86399,0.9916665702149331,0.9803354205488489,0.9923147258648827,0.9814696929362609,0.0,1.686348014145248e-12,1.3975520772041203,605.4517249021204,0.01379645597749974,0.00024305836873111957,0.05956087454715911,4.288427372418868,4.352426477762512,2.213,2.395,2.015,1.838,0.9600142485436409,0.9614463130360306,0.0
2026-05-07,86399,0.9902197942105812,0.9863655829349877,0.9903702589150337,0.9868979965045892,0.0,1.7257571018742045e-12,1.3969666015367967,85.14068557828813,0.012882093542749338,0.00017361312052222827,0.04442181043762081,3.593834230490061,3.646806764826687,1.24,1.239,1.244,1.24,0.960873808901159,0.9704857695112212,0.0
2026-05-08,86399,0.9823146101228023,0.9785529925114874,0.982650262155812,0.9792127223694719,0.0,1.7062281946198219e-12,1.4075350040552852,637.2943520192101,0.016909917938865034,0.00033565203300964133,0.05623907684116714,3.6917397323500083,3.7591966059821265,1.128,1.12,1.072,1.069,0.9380612927441306,0.9610759383789165,0.0
2026-05-09,86394,0.9828113063407181,0.9838761951061417,0.9838414704724865,0.9860869967821839,0.0,1.4807446745067018e-12,1.1177812699300098,607.0824085721238,0.010938259601361206,0.0007639419404125286,0.16997708174178763,5.591423017157215,5.668672673701313,0.253,0.257,0.258,0.26,0.8905089201112042,0.8866703706275899,0.0
2026-05-10,86399,0.9241773631639255,0.9624069723029202,0.9332399680551858,0.9666315582356277,0.0,0.0659500098924415,2.4483589551942693,600.0526939797123,0.03147027164666258,0.0008449171865415109,0.24325513026771142,2.973900788083944,3.2221685194135654,0.301,0.262,0.262,0.263,0.7299540817224541,0.8466070209145939,0.0
2026-05-11,86399,0.9776502042847718,0.9746293359876851,0.9785761409275571,0.9756478662947488,0.0,1.4527035646417543e-12,2.563735329597521,641.019072382832,0.02642391694348314,0.001064827139203,0.07651708931816341,3.457925372848824,3.555916791548175,2.028,2.039,1.866,1.852,0.9443816269366274,0.9566314424935474,0.0
2026-05-12,86399,0.9732172826074376,0.9810298730309378,0.975879350455445,0.9818284933853401,0.0,1.477680640033483e-12,1.8351062146818853,399.2699795081976,0.019664579451151055,0.0004166714892533478,0.06603085683862081,2.6051164487058496,2.6910139356083467,2.689,2.7,2.036,2.067,0.9446487181756312,0.9632287410733921,0.0
2026-05-13,86399,0.9810645956550423,0.9735413604324125,0.9825345200754638,0.9750460074769384,0.0,1.42769749554645e-12,1.3477577812921546,68.43218332754596,0.014189979050683458,0.00024305836873111957,0.07260500700239586,1.904217842520896,1.9934217083620072,1.975,2.009,1.823,1.866,0.9392677745748917,0.9597680528709823,0.0
2026-05-14,86399,0.9743284065787798,0.9801270848042223,0.9756131436706443,0.9826155395317075,0.0,1.439447422706095e-12,1.3250313875286983,2738.867087527725,0.014687669996180512,0.0001388904964177826,0.06932950612854316,1.6719934663639342,1.762846745658818,2.201,2.244,2.184,2.259,0.9482184012860091,0.9636222641465758,0.0
2026-05-15,86399,0.9742821097466405,0.9720714360119909,0.9756247178786791,0.9737381219690042,0.0,1.5353065191899543e-12,1.6356155187177392,606.5861314061141,0.019479392122594013,0.0002893552008703804,0.06306785958170812,1.9656792404612435,2.0396092108748873,2.335,2.362,2.492,2.5020000000000002,0.9494363486269236,0.9663769256588618,0.0
2026-05-16,86399,0.9793979096980289,0.9550573502008125,0.982650262155812,0.9594902718781467,0.0,1.5914056625551672e-12,1.3915252976601824,399.6508989352418,0.0143751663792405,0.0004398199053229783,0.17504832231854536,1.6709368385875645,1.6754160616553744,0.509,0.514,0.467,0.454,0.7912983508848587,0.904732693665436,0.0
2026-05-17,86399,0.975508975798331,0.9713538351138323,0.9795368001944467,0.9744672970751976,0.0,1.5847947714064912e-12,0.9885958408351705,55.400522465324315,0.009930670493871457,0.0004050972812185326,0.15269852660331718,1.6567949302075764,1.6796371983652167,0.504,0.513,0.493,0.509,0.8723328944755508,0.9172791351751757,0.0
2026-05-18,86399,0.9772335327955185,0.9636454125626454,0.9786918830079052,0.9663306288267225,0.0,1.6172474834681106e-12,1.7781303643114936,412.4619628201386,0.020254864060926633,0.0005324135696015,0.06530168173242745,1.8991826210180411,1.9455689666783222,2.691,2.698,2.489,2.498,0.9475149600818525,0.9634949478581928,0.0
2026-05-19,86399,0.9745135939073369,0.9552078149052651,0.9759024988715147,0.9579740506255859,0.0,1.689417814820392e-12,1.6856550140747166,408.44930839692694,0.021111355455502957,0.00030092940890519564,0.071030914709661,1.9357480549453963,2.044810562906937,2.732,2.709,3.437,3.282,0.9388853777485148,0.9610527899628468,0.0
2026-05-20,86399,0.9810530214470075,0.9722913459646524,0.9816896028889224,0.9743978518269888,0.0,1.5714474571961344e-12,1.0920196057624607,624.6522755090682,0.01111123971342261,0.0001388904964177826,0.05491961712519821,1.4227382019421664,1.5143067572499314,3.184,3.196,2.45,2.419,0.9595282473761255,0.9717589323950508,0.0
2026-05-21,86399,0.977893262653503,0.972569126957488,0.9799997685158393,0.9742126644984317,0.0,1.5171798502878042e-12,1.3412114432430502,981.8992480202298,0.014699244204215327,0.001493072836491163,0.059908100788203564,1.594154765857069,1.6152261989690084,3.845,3.903,2.411,2.428,0.9535840002935888,0.9688306577622426,0.0
2026-05-22,86399,0.9833910114700402,0.9648028333661269,0.9841896318244424,0.9679741663676663,0.0,1.5022739915510897e-12,0.9794830941223893,124.53151165572274,0.009132050139469206,0.0005092651535318696,0.06704938714568455,1.325416180681035,1.4294718101663206,2.185,2.192,2.501,2.456,0.9438628436462858,0.9651963564393107,0.0
2026-05-23,86397,0.9371737444587196,0.9550678843015382,0.940090512402051,0.9591420998414297,0.0,0.06753197639075963,3.3560876073109016,404.0050601566493,0.02938759447666007,0.001828767202564904,0.14525967336828824,1.7384211124557263,1.828559486958274,0.791,0.79,0.558,0.531,0.8440076237251346,0.9103904070743197,0.0
2026-05-24,86399,0.972812185326219,0.977013622842857,0.9749534138126599,0.978205766270443,0.0,1.4673908231843102e-12,0.9067203758021195,501.1321923243171,0.0090510306832255,0.00015046470445259782,0.11169110753596685,1.8084350578051582,1.9141320368276105,0.343,0.321,0.357,0.367,0.8881384629648731,0.9300454866375768,0.0
2026-05-25,86399,0.9623375270547113,0.916445792196669,0.9653699695598329,0.921515295315918,0.0,0.18922335167756327,2.4809342117779924,239.93382877564292,0.02362295859905786,0.0004050972812185326,0.16049954281878262,1.637331150225076,1.6665064256641404,0.495,0.488,0.758,0.713,0.8000069206932797,0.9062720633340664,0.0
2026-05-26,86399,0.9686801930577901,0.9698028912371671,0.970624660007639,0.9722450491325131,0.0,1.4538237654381612e-12,1.501849387720545,650.119454019948,0.017951596661998404,0.0003240778249748261,0.07365825993356405,1.430009295060368,1.5331544653122304,2.728,2.725,2.456,2.5180000000000002,0.9401849894172042,0.9608444542182201,0.0
2026-05-27,86399,0.9726848690378361,0.9573258949756362,0.9741200708341532,0.9595018460861815,0.0,1.2422279399423726e-12,1.816393399700924,739.0356324694317,0.02175951110545261,0.0006018588178103913,0.12437643954212434,1.2111936313238199,1.3129677447591201,2.86,4.349,4.117,4.238,0.9189083589764884,0.914374008958437,0.0
2026-05-28,86399,0.9769094549705436,0.9699533559416197,0.9783446567668608,0.9719788423477124,0.0,1.2468874953701452e-12,1.181571723494266,401.187169852421,0.012916816166853784,0.0004050972812185326,0.06613502471093416,1.2705942145610578,1.31236466239424,4.19,4.425,3.073,3.309,0.9532145719135876,0.965925531545504,0.0
2026-05-29,86399,0.9820021065058623,0.965925531545504,0.9832868435977268,0.96805518582391,0.0,1.2113636048438974e-12,1.0851865776240686,492.48236458567885,0.011273278625910023,0.0012615886757948588,0.07268602645863957,1.3887034317009923,1.4558462626345237,3.076,3.11,3.7,3.846,0.9421837484832973,0.9633676315698099,0.0
