dt,n_msg,n_block,n_sec_active,n_trade,msg_per_sec,msg_per_sec_active,msg_per_sec_p50,msg_per_sec_p90,msg_per_sec_p99,msg_per_sec_max,mpb_mean,mpb_p50,mpb_p99,mpb_max,opb_mean,opb_p50,gap_mean_ms,gap_p50_ms,gap_p99_ms,gap_var_ms2,gap_sd_ms,cv,burstiness,memory,block_base_ms,share_1blk,mpb_cv,entropy,entropy_norm,top1pct_share,fano_1s,fano_1s_busy,acf1,acf60,busy_hour,NEW_per_sec,NEW_share,UPDATE_per_sec,UPDATE_share,REMOVE_per_sec,REMOVE_share,REJECTED_per_sec,REJECTED_share,order_to_trade,msg_to_trade
2026-06-14,1666063,348464,76423,40619,19.283136574074074,21.80054433874619,7.0,50.0,187.00999999999476,946.0,4.781162473024473,2.0,42.0,333,4.547999219431563,2.0,247.94547272843317,134.187453,1938.3131732000008,164109.31373886962,405.1040776626047,1.6338434140570188,0.2406534157171794,0.22704239412764815,67.2593605,0.38932684388299477,1.7530547324454104,10.399192721989817,0.9148788499352476,0.13417559840174112,72.88207866688619,50.28609496659589,0.5295682267535602,0.1402172388896601,22,9.40857638888889,0.4879173236546277,0.03675925925925926,0.0019062904584040339,9.37306712962963,0.4860758566752878,0.4647337962962963,0.02410052921168047,20.012826509761442,41.01683941012826
2026-06-15,6990148,700555,85585,71504,80.90449074074074,81.674919670503,37.0,214.0,538.0099999999948,1252.0,9.97801457415906,4.0,80.0,444,9.552323514927451,4.0,123.33067417242638,73.3221085,600.1151949699998,14542.784854765474,120.59346937029996,0.9778059690300598,-0.011221541100325652,0.2618616801699699,67.2179905,0.5913148736571342,1.6040311651034749,10.701337373603405,0.9414603124364477,0.0831065379445471,154.46925728290626,97.38327135235872,0.6432464369811589,0.45945404280779767,14,34.93194444444445,0.43176768217210854,0.08605324074074074,0.0010636398542634576,34.85438657407408,0.4308090472476405,11.032106481481481,0.1363596307259875,42.20910718281495,97.75883866636832
2026-06-16,9807936,747596,85663,75836,113.51777777777778,114.49442583145581,56.0,306.0,620.0,1407.0,13.11929972873049,6.0,95.0,952,12.582174061926494,6.0,115.57029502348865,71.593349,535.3065100199995,12215.160476321847,110.52221711638728,0.9563202819022362,-0.022327488245069783,0.2660938523985139,67.219407,0.62290545014346,1.4740511610277374,10.764098768374318,0.946981805710337,0.06492120258533497,170.13212797201507,83.92262918602685,0.638521092267186,0.4631100927068721,14,48.43283564814815,0.4266541910550803,0.10935185185185185,0.000963301554985677,48.34469907407407,0.4258777789740879,16.630891203703705,0.1465047284158461,55.17955852101904,129.33087188142835
2026-06-17,10993610,760766,85786,80868,127.24085648148149,128.15156319212926,71.0,334.0,660.0,1597.0,14.45071151970514,7.0,104.0,442,13.848515837984348,6.0,113.56952975443666,72.292518,489.91354635999994,10696.693445935596,103.42482026059119,0.9106740204368139,-0.04675103058279119,0.24632234539773942,67.262473,0.6262709246613606,1.455856002241436,10.821589229841276,0.9520395836239934,0.06131261705663563,171.27491986495974,81.25029686355734,0.6539200423966123,0.5104976113426326,19,54.14800925925926,0.42555520888952764,0.10155092592592592,0.0007980999871743677,54.05596064814815,0.42483178864813287,18.935335648148147,0.14881490247516513,57.8521541277143,135.94512044319137
2026-06-18,8712663,698466,85496,74183,100.84100694444444,101.90725881912604,56.0,250.0,611.0,1744.0,12.473997302660402,6.0,93.0,454,11.964483596910945,6.0,123.69970329929345,74.550303,605.2116766399998,14982.810891749914,122.40429278317781,0.9895277799253781,-0.005263671198908668,0.24855273479773907,67.267411,0.5941915486101665,1.4904055146347714,10.800606807570357,0.9501936351095975,0.07568788096130885,158.9072595729223,190.94577952092942,0.6556293558844088,0.48931490412683154,13,43.546851851851855,0.43183674153355867,0.062314814814814816,0.0006179511361796043,43.48539351851852,0.4312272837822374,13.746446759259259,0.1363180235480243,50.71846649501908,117.44824285887603
2026-06-19,4007299,532173,83279,63972,46.380775462962966,48.118961562939035,21.0,117.0,325.0,1193.0,7.530068229692224,4.0,59.0,321,7.202650265984934,4.0,162.3526152767301,94.145622,1069.6255002000007,41531.76155219733,203.79342862859275,1.255251898968346,0.11318110366523128,0.25041821198641095,67.2894275,0.5081289507903459,1.5810646805886013,10.686990627070958,0.9401981437932835,0.09326456548413282,95.7717374890279,86.00476628658153,0.5201625098173842,0.16490506752315465,4,20.195266203703703,0.4354232114948248,0.04689814814814815,0.0010111548951051569,20.14991898148148,0.43444549558193685,5.98869212962963,0.12912013802813316,27.275542424810855,62.64145251047333
2026-06-20,1916415,423784,82231,29633,22.180729166666666,23.305262005812892,10.0,55.0,185.0,951.0,4.522150435127329,2.0,38.0,355,4.386449228852435,2.0,203.87715896459508,133.861393,1287.91923892,76894.3730456984,277.2983466335463,1.36012463603979,0.15258712634942326,0.24325561561350897,67.2652285,0.3993978050086955,1.736967415626673,10.605109980767878,0.932994616219137,0.11925391942768138,63.56363883295763,125.50011134739998,0.51914864595864,0.11805217149876349,9,10.525474537037036,0.47453239512318574,0.017604166666666667,0.0007936694296381525,10.510844907407407,0.4738728302585818,1.1268055555555556,0.05080110518859433,30.688792899807645,64.67164984982958
2026-06-21,1688451,434168,82035,31612,19.542256944444443,20.582080819162552,8.0,51.0,168.0,622.0,3.8889346980892188,2.0,33.0,267,3.7903898951557924,2.0,199.00137478379287,133.598592,1229.195386619999,62015.280524880545,249.02867410175992,1.251391727179371,0.11166058937878579,0.22281313082299822,67.269821,0.40667531157365716,1.7014271234730307,10.552528526726004,0.9283687128930038,0.11811358458137074,58.18031540145129,51.86415930770202,0.5302074682910637,0.15041472709083387,23,9.269155092592593,0.4743134387672488,0.016944444444444446,0.0008670669151784683,9.251435185185185,0.4734066905110068,1.0047222222222223,0.0514128038065659,25.333892192838164,53.411710742755915
2026-06-22,8838674,808432,86153,86696,102.29946759259259,102.59275939317261,58.0,248.0,617.0,1446.0,10.933107546460308,5.0,82.0,389,10.57770103113187,5.0,106.87252254457339,70.373881,405.51130139999987,6600.908418251243,81.24597478183915,0.7602138776873526,-0.13622556062771704,0.22152359596950974,67.224214,0.64041210690832,1.5032854679790746,10.819495944000696,0.9518554248153616,0.07541312192303959,154.29885518749865,180.7597235167241,0.6663731966116229,0.45240438486582113,13,44.21288194444445,0.43219073358741367,0.08857638888888889,0.0008658538599794494,44.13097222222222,0.4313900478736969,13.867037037037036,0.13555336467891,44.06192903940205,101.95019378056658
2026-06-23,14973095,946136,86362,200714,173.29971064814814,173.37596396563302,133.0,363.0,718.0,1461.0,15.82552085535272,9.0,97.0,356,15.252444680257383,9.0,91.31871597681516,68.736322,267.72285572,2358.346615414327,48.5628110328709,0.5317947204294953,-0.30565797970580943,0.1250937162479744,67.195831,0.7172264000380495,1.2507206902065178,11.047429375400998,0.9719080847819711,0.049467528256516104,129.0322493774845,155.12870319729993,0.5753648720501631,0.32930698523260943,13,75.55167824074074,0.43595963292826234,0.17502314814814815,0.0010099448377239308,75.38438657407407,0.43499430144535917,22.188622685185184,0.1280361207886546,32.52222067220025,74.59915601303346
2026-06-24,17327014,926201,86355,217297,200.54414351851852,200.64864802269702,131.0,471.0,972.0099999999948,2441.0,18.707617461004684,9.0,129.0,493,17.822678878558758,9.0,93.28427434047721,69.1915995,279.1193625800002,2804.0005399058787,52.95281427748556,0.5676499565641009,-0.27579501509603777,0.12233951843416968,67.2195345,0.7053854459080112,1.417628611653335,10.927069671817858,0.9613193256218638,0.0617352764879165,219.63013775117977,267.07546161409215,0.6474893854516197,0.4613056706014538,20,80.67152777777778,0.4022631943391977,0.18210648148148148,0.0009080618276178457,80.51178240740741,0.4014666347011666,39.17872685185185,0.1953621091320178,32.07600657165078,79.73885511534904
2026-06-25,14289750,871436,86265,181917,165.390625,165.64945226917058,98.0,412.0,837.0,1939.0,16.39793398482505,7.0,119.0,492,15.715380131185768,7.0,99.14665156150258,69.736069,350.3424291400006,4552.047802511119,67.46886543073865,0.6804956533391994,-0.19012506579587707,0.17748094466149214,67.2141435,0.6777418855106807,1.4822687912640542,10.87502375472933,0.9567405366674971,0.061137248727234556,203.25276120339754,143.47502169829866,0.6456171237716232,0.45806268622756463,14,71.53248842592592,0.43250630696828146,0.17078703703703704,0.0010326282825101909,71.38143518518518,0.43159299497891845,22.30591435185185,0.1348680697702899,33.973773753964714,78.55093256814921
2026-06-26,15432619,904632,86260,156578,178.61827546296297,178.90817296545328,120.0,412.0,867.0,1658.0,17.05955460341885,8.0,123.0,759,16.36868583026026,8.0,95.50848350867592,70.073063,318.47925749999814,3643.7747997167776,60.363687757763586,0.6320243557451124,-0.22547190730305353,0.17785542842855534,67.25107,0.6904616357387708,1.4413716999743567,10.95187865211658,0.9635019192106687,0.05746062933323242,183.81955786915003,127.41966703500205,0.6087709687811093,0.4321134048256886,14,78.66039351851852,0.4403826725716484,0.19119212962962964,0.0010703951156961758,78.48969907407407,0.43942703438735836,21.27699074074074,0.11911989792529706,43.40493555927397,98.5618605423495
2026-06-27,1779067,419992,78979,38030,20.59105324074074,22.52582332012307,9.0,51.0,171.0,1418.0,4.235954494371321,2.0,36.0,381,4.117164136459742,2.0,205.71841768414325,133.596502,1200.334128799995,30941869.191784855,5562.541612589056,27.03958972273301,0.9286722801661215,0.0004726488856914519,67.324298,0.40817779428606804,1.8498384338165839,10.559574012435375,0.9289885461853895,0.1264544842886749,64.34969997428713,112.61501266293904,0.4804059037623337,0.12356649552227277,2,9.653113425925927,0.4688013436256195,0.022453703703703705,0.0010904592126097555,9.628564814814816,0.467609145692658,1.2869212962962964,0.06249905146911274,21.930817775440445,46.78062056271365
2026-06-28,2341100,457044,80888,44871,27.096064814814813,28.942488378993176,11.0,70.0,220.0,1001.0,5.122263939576934,2.0,43.0,512,4.970934964686113,2.0,189.0402157608015,129.943348,1350.1577866600007,70925.53061571773,266.3184759188099,1.4087926997279299,0.1697085431112866,0.27720197176123507,67.355739,0.4479009633666854,1.790936461795457,10.555827722273076,0.9286589627526333,0.11433428730084148,76.04190622444023,75.58290004730675,0.5258351282749859,0.17392159625520612,22,12.711435185185184,0.4691247704070736,0.027002314814814816,0.000996540087992824,12.689606481481482,0.4683191662039212,1.6680208333333333,0.061559523301012345,24.476120434133403,52.174009939604645
2026-06-29,13460115,836332,86061,155344,155.78836805555557,156.40202879353018,91.0,387.0,877.0,1811.0,16.094224542406604,7.0,128.0,650,15.46690548729452,7.0,103.3083450336637,70.92512,401.91474609999995,6318.396341982611,79.48834091854359,0.769428073720877,-0.1303087306590882,0.21288519463339056,67.293397,0.6508320270323592,1.5735412684928993,10.841710613644564,0.9538097814619594,0.06751747663374347,216.36098735485507,122.09453660253924,0.6434692794846746,0.4905298015987314,14,68.00598379629629,0.436527994003023,0.17060185185185187,0.00109508722622355,67.84274305555556,0.43548015748751034,19.769039351851852,0.12689676128324312,37.82390694201256,86.64715083942734
2026-06-30,9616315,775590,85947,78852,111.29994212962963,111.88656963012089,62.0,271.0,743.0,1790.0,12.398709369641177,5.0,107.0,666,11.961134104359262,5.0,111.39895648571473,71.09228,471.30470732,9142.010403714647,95.61386093927305,0.8583012261118812,-0.07625177871974757,0.22651242258939747,67.2621345,0.6241140604108619,1.7049298803512662,10.774077206926044,0.9478596683127916,0.08334107191788123,194.52393375214004,279.1764218791862,0.6014799726452342,0.42560005898831277,13,49.52675925925926,0.4449845912909467,0.10299768518518519,0.0009254064576711558,49.42571759259259,0.4440767591327863,12.244467592592592,0.11001324311859584,54.26764064323036,121.95397707096839
2026-07-01,12748768,859429,86208,139242,147.5551851851852,147.88381588715666,92.0,356.0,792.0,2515.0,14.833997921876037,7.0,113.0,483,14.303505001576628,7.0,100.5315983744758,69.7864755,397.87396441999977,5197.28206162263,72.09217753420013,0.7171096321940483,-0.1647479942468709,0.21294311632737215,67.20418,0.6675195595209837,1.5165002851962024,10.880794262160823,0.9572482025357624,0.0648202241973499,185.33985235883475,152.11181727376405,0.6191014747097252,0.4305219983151352,13,63.64465277777778,0.43132779575249935,0.16136574074074075,0.0010935958674595067,63.500162037037036,0.4303485638769174,20.24900462962963,0.13723004450312376,39.49166199853492,91.55835164677325
2026-07-02,22528117,955247,86393,176361,260.7420949074074,260.7632215573021,179.0,609.0,1124.0,2497.0,23.583551688725535,12.0,163.0,626,22.643266087200484,11.0,90.4477840854806,68.782166,266.2120077000001,2083.2307449803343,45.64242264582736,0.5046273173778533,-0.3292328119400647,0.11524293561030403,67.19122,0.716036497404857,1.401269446286496,10.983126965480386,0.9662510192376585,0.048952648816587736,233.71125159287934,165.9140466700092,0.6055979178912336,0.4555068523307931,15,106.84350694444444,0.4097670036070924,0.24053240740740742,0.000922491657869142,106.62298611111112,0.408921260485286,47.035069444444446,0.18038924424975245,52.34308605644105,127.73865537165246
2026-07-03,6395045,647597,84452,97795,74.01672453703704,75.72402074551225,34.0,190.0,550.0,1730.0,9.875038025191593,4.0,86.0,752,9.483646465317165,4.0,133.41641087636273,72.9682855,803.5801328500017,24642.681910996067,156.97987740788966,1.1766159528407885,0.08114245078939164,0.2803506407163124,67.2063175,0.5786879474240113,1.7620842399242784,10.632705570744974,0.9354223644392604,0.09362467347766903,164.36573047305282,144.74526208885396,0.5410662945707729,0.283619138957786,0,33.99628472222222,0.4593054466387649,0.08873842592592593,0.0011988969585045922,33.910636574074076,0.45814830075472496,6.021064814814815,0.0813473556480056,30.035063142287438,65.39235134720589
2026-07-04,1602194,409558,84397,27174,18.543912037037035,18.98401601952676,7.0,47.0,164.0,1282.0,3.9120075789021334,2.0,36.0,345,3.8097216999790016,2.0,210.95566079978613,134.755531,1081.5624778400002,62969.75122203919,250.93774371751886,1.1895283718206497,0.08656127696717263,0.23426984720967317,67.37875,0.3598571139060009,1.961422870087203,10.536050660181385,0.9269190569440521,0.13324353979605466,64.5071903887616,108.76266879541201,0.4392363243116716,0.08925055118695226,0,8.649456018518519,0.46643103144812675,0.03180555555555555,0.001715148103163537,8.616400462962963,0.46464847577759,1.24625,0.06720534467111973,27.50103039670273,58.960550526238315
2026-07-05,2553437,496267,85157,67989,29.553668981481483,29.98505114083399,12.0,76.0,238.0,1063.0,5.14528872562552,2.0,47.0,419,4.994843501582817,2.0,174.09983328859522,131.673102,876.6849987999994,29476.726111933283,171.68787409695912,0.9861461142950209,-0.00697526008044807,0.2573120730973923,67.4989385,0.4103404222735388,1.9286428219568084,10.602601386952962,0.9327739202972803,0.11562024048370882,81.95403808158684,89.82352675682097,0.510945366408218,0.1450586645496444,23,13.717118055555556,0.46414264381694165,0.05668981481481482,0.0019181988825257878,13.661423611111111,0.4622581250291274,2.1184375,0.07168103227140517,17.431628645810353,37.55661945314683
2026-07-06,14847051,863747,86356,145508,171.84086805555555,171.92842419750798,112.0,393.0,932.0,1871.0,17.18912019376044,8.0,131.0,565,16.527987940913253,8.0,100.02935689198792,73.7197855,335.59102915000005,3545.36155532488,59.54293875284357,0.595254639266933,-0.25371834111641234,0.15250766069620844,67.356865,0.6374246595642701,1.516154874918988,10.920137455532757,0.960709457314586,0.06487598109550509,202.62433671810624,315.9637711842648,0.6048144117415369,0.40601815854317697,13,74.01171296296296,0.43069913345081123,0.2425115740740741,0.001411256686597224,73.78622685185185,0.42938695367854535,23.800416666666667,0.13850265618404625,43.94680704840971,102.03597740330429
2026-07-07,22738040,926669,86393,179183,263.17175925925926,263.19308277290986,179.0,600.0,1182.0099999999948,2190.0,24.537391452611452,12.0,171.0,704,23.58293522282498,12.0,93.23711493479111,71.0156285,228.57052761999995,1950.264121185389,44.16179481390434,0.47365037887316186,-0.35717401404891946,0.05959319137219527,67.3046145,0.6713882426068452,1.4094012872124784,10.985172785460016,0.966431002192122,0.05273119406949763,241.53471350620336,160.7923382782325,0.5828762197246915,0.39975026441367856,14,104.42215277777778,0.3967832759551835,0.23221064814814815,0.0008823539759803395,104.20980324074074,0.39597639022536685,54.30759259259259,0.20635797984346935,50.3511717071374,126.89842228336394
2026-07-08,25815505,955488,86395,158614,298.7905671296296,298.80785925111405,209.0,662.0,1274.0099999999948,2367.0,27.018136282192973,14.0,187.0,743,25.84035068990924,13.0,90.42500833038963,69.959963,203.45766972,1444.3161930901942,38.004160207669294,0.42028373465902163,-0.4081693334889562,0.01061167734833245,67.254829,0.6882155382543143,1.3870553667411365,11.026270470165521,0.9700466100112624,0.04995218958528993,244.0514352638932,185.06722032048597,0.5676819005869487,0.37520617696391423,14,124.68798611111112,0.4173089776860844,0.23050925925925925,0.0007714743523320578,124.46847222222222,0.4165743029237662,49.40359953703704,0.1653452450378174,67.9198683596656,162.75678691666562
2026-07-09,22056011,965672,86396,173680,255.2779050925926,255.28972406129913,179.0,552.0,1122.0099999999948,2495.0,22.84006474247985,12.0,161.0,781,21.85922445716558,12.0,89.47144023175284,69.208058,202.45313730000004,1298.4167068191896,36.033549739363586,0.40273800942544247,-0.42578299480114207,-0.03412670132077362,67.237009,0.6966824104689899,1.4034175691216428,11.044142369287576,0.9716189072993364,0.053753373626808584,208.91182155380778,165.08377833656095,0.5557684798535613,0.29668578310794735,14,114.62833333333333,0.4490335083710287,0.24943287037037037,0.0009771032486336718,114.39291666666666,0.4481113107896074,26.00722222222222,0.10187807759073025,57.02376784891755,126.99223284200829
2026-07-10,21169251,926241,86366,156648,245.01447916666666,245.11093485862492,162.0,567.0,1239.0,2478.0,22.8550139758443,11.0,175.0,816,21.896209517825273,11.0,93.28025223951245,69.636487,267.94079619,2335.7378313284253,48.3294716640729,0.5181104307048721,-0.31742721711712524,0.14585769789274988,67.290184,0.6802135515633098,1.5137213238319487,10.94556571639961,0.9629465326991519,0.06078472025297447,267.67189027550205,318.4399866129777,0.6219551710097982,0.424156576146473,13,104.97131944444445,0.42842904550567235,0.23724537037037038,0.000968291225797266,104.74342592592592,0.42749892284804974,35.06248842592593,0.14310374042048063,57.89746437873449,135.13898038915275
2026-07-11,3090630,558576,85177,38377,35.77118055555555,36.28479519119011,22.0,76.0,237.0,1326.0,5.533051903411532,3.0,46.0,535,5.323801953538999,3.0,154.67901454105356,128.724017,671.81201334,33496.63776182454,183.02086701200093,1.1832301075555736,0.08392615460984319,0.19248326192133425,67.41851,0.43100926464664546,1.7299762908281515,10.848001695284827,0.9543632453403355,0.09501913849279921,64.38660863305648,65.54760784927292,0.4766941195436603,0.12286016523943734,0,17.428055555555556,0.4872094039079411,0.031053240740740742,0.0008681077967922397,17.398842592592594,0.4863927419328745,0.9132291666666666,0.025529746362392133,39.23662610417698,80.53339239648749
2026-07-12,3693465,545280,84934,49508,42.7484375,43.486295241010666,23.0,92.0,362.0,1861.0,6.773520026408451,3.0,63.0,797,6.547643412558686,3.0,158.4506576352931,129.742454,757.2078702199989,24045.512048455726,155.06615378107412,0.9786400138394556,-0.010795286667177205,0.2532961486239988,67.403678,0.4318303107216673,1.913447429311224,10.686370682134067,0.9401436035490501,0.12522847786563565,117.75086843629558,178.43982838578845,0.5982918594603864,0.2957690146517209,23,20.208900462962962,0.4727400963593807,0.03824074074074074,0.0008945529468940412,20.175196759259258,0.4719516768129656,2.326099537037037,0.05441367388075967,35.26801729013493,74.60339743071827
2026-07-13,23933554,944947,86390,158878,277.00872685185186,277.0407917583054,197.0,619.0,1184.0,2445.0,25.327932677705732,13.0,177.0,818,24.089725667153818,12.0,91.43351419502913,69.9235455,204.31866805,1639.7996991443727,40.494440348575914,0.4428839983356718,-0.38611281454846447,0.05189834075060021,67.287814,0.6840433209940039,1.408802975329919,11.022077699705736,0.9696777470505655,0.04989100239772162,229.59222827583204,152.80236304344007,0.5826445788458949,0.3654095606612578,14,121.09532407407407,0.4371534624569339,0.26871527777777776,0.0009700606938693684,120.83525462962963,0.4362146131744579,34.80943287037037,0.12566186367473883,65.85327106333162,150.64108309520512
2026-07-14,22646904,903591,86282,164021,262.11694444444447,262.4754178159987,179.0,622.0,1173.0,2664.0,25.063224401305458,12.0,176.0,890,23.84709232385006,12.0,95.61848122563552,70.335228,272.59541067,3052.355243510171,55.248124343819775,0.5777975516411741,-0.26758974744235375,0.18118655380753637,67.286955,0.6654976261357474,1.4325012210900616,10.946947032715208,0.9630680553130697,0.05262940135216716,257.06037162489554,173.57197811455626,0.6226137656836862,0.4395251058079959,14,113.1607638888889,0.43171861372309434,0.2592939814814815,0.0009892301393603293,112.90798611111111,0.43075424349394514,35.788900462962964,0.1365379126436002,59.608769608769606,138.07319794416568
2026-07-15,20758595,868669,86304,140548,240.2615162037037,240.5287703930293,135.0,629.0,1216.0,2515.0,23.8970137071773,10.0,183.0,767,22.776470669495517,10.0,99.46246268879825,72.6210095,334.4064365699999,3415.221366545053,58.43989533311172,0.5875572930057099,-0.2597970535056506,0.18853131637408319,67.3286895,0.6378593432703864,1.5381894922911048,10.840004441381705,0.9536596793377499,0.05879424884005878,311.5770764852524,137.97975904194848,0.6788033845646384,0.5258727696089082,14,101.21318287037037,0.4212625661804183,0.19758101851851853,0.0008223581605595176,101.01782407407407,0.42044945720074023,37.83292824074074,0.15746561845828197,62.219448160059194,147.6975481685972
2026-07-16,27063355,930736,86389,169707,313.233275462963,313.2731597772865,217.0,730.0,1316.0099999999948,2306.0,29.077369952381773,14.0,196.0,709,27.674510280036444,14.0,92.82977030462376,70.543014,214.08210136000125,1834.931405112008,42.83609932185712,0.4614478650683841,-0.3685058822857263,0.08190956133337937,67.3177975,0.6740264414683019,1.3809939845133783,10.977487909832504,0.9657549179648217,0.04859582265391708,278.46898403147145,132.38585901898298,0.6506473242964143,0.4757755770926793,14,130.43684027777778,0.41642076527466754,0.24109953703703704,0.0007697124026197048,130.20127314814815,0.4156687151315866,52.3540625,0.16714080719112615,66.40706040410825,159.47105894276606
2026-07-17,35213663,950692,86391,240547,407.5655439814815,407.6080031484761,296.0,930.0,1686.0,2654.0,37.04003294442364,19.0,239.0,1134,34.92762009147021,18.0,90.88119481939873,70.401228,203.89396279999997,1584.646795931167,39.8076223345626,0.4380182546418899,-0.3908029286443659,0.05825975750973263,67.321662,0.6856686347088591,1.3266326913239235,10.995703987646678,0.9673574947000063,0.04644535275980803,342.72051597768836,132.6607721186473,0.7181388763065528,0.5818734445665618,14,169.50234953703705,0.41588979255012465,0.34752314814814816,0.0008526803928350197,169.17435185185184,0.41508501969817796,68.54131944444444,0.16817250735886238,60.88208541366137,146.38994874182592
2026-07-18,2289359,447638,75611,29810,26.497210648148148,30.278120908333445,12.0,64.0,236.0,1066.0,5.114308883517485,2.0,48.0,436,4.960745066325915,2.0,193.01311795711706,132.643007,1076.3407268000005,109668412.38913934,10472.268731709444,54.25677198808909,0.9638053413537963,0.00014531765136501125,67.406198,0.41402073555135077,1.8784087922704988,10.52569889443326,0.9260083505271572,0.12244125975873596,81.80845526095565,114.31287928063328,0.49588428823664477,0.15398530501104138,0,12.304108796296296,0.46435486963818257,0.032268518518518516,0.0012178081288255795,12.270347222222222,0.4630807138592069,1.890486111111111,0.07134660837378498,35.66169070781617,76.79835625628984
2026-07-19,4737758,547990,83278,44802,54.83516203703704,56.890871538701695,17.0,142.0,613.0,1705.0,8.645701563897152,3.0,98.0,569,8.264926367269476,3.0,157.66728883593467,119.404667,870.81651656,37257.651296846634,193.0224113849131,1.2242387930306093,0.10081597071916701,0.26621335850208044,67.40097,0.4636461680800162,2.1838489318104854,10.309333933450603,0.9069734377255583,0.14533329899923128,238.94934574069242,188.22252544460054,0.6975596086385843,0.48414200387557293,23,25.36310185185185,0.4625335443473474,0.051076388888888886,0.0009314532316762486,25.315185185185186,0.4616597133074336,4.105798611111111,0.07487528911354273,48.91236998348288,105.74880585688139
2026-07-20,28337947,915194,86293,137610,327.9854976851852,328.39218708354093,236.0,761.0,1407.0,2660.0,30.963868862776636,14.0,208.0,855,29.37283351945052,14.0,94.40624839630111,70.734733,269.17853176,2670.145234232304,51.67344805828525,0.5473519913784631,-0.29253073065702007,0.16450617014007252,67.286529,0.668747466381408,1.4087645054703954,10.953150246940858,0.9636137889722473,0.050015196937166974,303.02896934730666,147.85488964974687,0.6491913397741278,0.47453795139800037,14,137.60717592592593,0.4195526232016737,0.24384259259259258,0.0007434554098079159,137.3681134259259,0.41882374188927657,52.76636574074074,0.16088017949924177,86.39822687304702,205.92941646682655
2026-07-21,23435358,906403,86384,180020,271.2425694444444,271.2928088534914,176.0,644.0,1286.0099999999948,2777.0,25.855340284619533,11.0,189.0,781,24.594050328606592,10.0,95.32185245641116,70.8853735,267.70636250999996,2185.427587483123,46.7485570631129,0.49042854139338204,-0.34189593425943543,0.09638591351801641,67.297284,0.6567560530537223,1.516685083480629,10.919081685962416,0.9606165749845694,0.05641863887891109,290.0884783680106,176.3068505910837,0.619121251448299,0.4178844807119793,14,112.64402777777778,0.4152888980829736,0.2719560185185185,0.001002630299054958,112.38662037037037,0.41433990468590237,45.93996527777778,0.16936856693206906,54.06312631929786,130.18196867014777
2026-07-22,25871266,934717,86395,189189,299.4359490740741,299.4532785462122,211.0,679.0,1296.0,2704.0,27.67818066858739,12.0,196.0,816,26.21935409327101,12.0,92.4344453475783,70.2272205,206.08820124999997,1697.6458421689945,41.20249800884644,0.4457483122651301,-0.3833666503587298,0.02779339864333244,67.2875995,0.672610718121868,1.4696057955882826,10.981647140727945,0.966120830250512,0.051556850754810375,268.2059366380515,377.7271232530516,0.5813301426453384,0.34963362927706204,13,126.95255787037037,0.4239723328576189,0.31452546296296297,0.0010503931272632734,126.64153935185185,0.4229336515654085,45.52732638888889,0.15204362244970926,57.97747754890612,136.74825703397133
2026-07-23,33623664,938300,86387,217789,389.16277777777776,389.22134117401924,290.0,884.0,1569.0,2801.0,35.83466268783971,16.0,254.0,896,33.47549824150059,16.0,92.0814308627026,70.00898,209.42384664000002,1838.876936918143,42.88212840937519,0.46569789378397364,-0.3645376775678004,0.06966714523288244,67.266069,0.67997514651513,1.4362651626252867,10.98513365977864,0.9664275600731674,0.046305601911796404,326.2006603650731,147.84179839543415,0.6380449770711342,0.49112455629069823,14,165.98503472222222,0.42651826998985,0.3416666666666667,0.0008779530987461688,165.645625,0.4256461163780366,57.19045138888889,0.1469576605333672,65.84862871862215,154.38641988346518
2026-07-24,29925164,920012,86364,189388,346.35606481481483,346.5004399981474,228.0,835.0,1547.0099999999948,3493.0,32.52692790963596,14.0,236.0,977,30.62332230449168,13.0,93.91189234077854,70.144992,268.2103265,2289.90528033282,47.85295477118231,0.5095515975499468,-0.3248967463225951,0.12805195581184584,67.2878825,0.6717289249802448,1.4900882416333376,10.91414833698986,0.960182558926304,0.05203924696954042,357.17761319610605,170.14745989840952,0.6772948653497792,0.5255021810993465,14,148.1832523148148,0.4278350153736835,0.2670486111111111,0.0007710233434309666,147.9341435185185,0.42711578790345145,49.97162037037037,0.1442781733794341,67.60213424292986,158.00982110798995
2026-07-25,2771951,526045,85398,34605,32.082766203703706,32.45920279163447,12.0,74.0,330.0,1596.0,5.26941801556901,2.0,58.0,541,5.094229581119486,2.0,164.24427588947884,132.469093,734.0891741200006,31422.01554195156,177.26256102728394,1.0792617281016552,0.038120130347428796,0.2790863340808819,67.4533365,0.41974815794876474,2.295671744712297,10.44190687628576,0.9186366682008515,0.1495744333142974,133.7098978801852,179.80136767486263,0.541151128766603,0.19601519532582792,0,15.09480324074074,0.47049569058038904,0.045335648148148146,0.0014130841418192458,15.053159722222222,0.4691976878379163,1.8894675925925926,0.05889353743987538,37.68793526946973,80.10261522901315
