dt_open,user,n,vol,n_bid,n_touch,n_inside,sum_dist,n_dist,sum_life,n_fast,n_fill,fill_vol,sz_med,life_med,vol_c,fill_c,bid_share,touch_share,fast_share,fill_rate,life_s,mean_dist
2026-05-04,0xc1914d36f97dc5557e4df26cbdab98e9c988ef37,18455,1989287470,9060,121,107,914445,18348,948505210621852,763,116,1301800,74700.0,17011898654.0,1989287.47,1301.8,0.4909238688702249,0.0065564887564345704,0.04134380926578163,0.006285559468978597,17.011898654,49.83894702419882
2026-05-04,0x303729b53e97d3f43a1bd13e7f4c6bf77ae41e83,17297,1903050000,11086,5052,915,52070,16382,86314374039314,12663,188,3674520,309000.0,17713145234.5,1903050.0,3674.52,0.6409203908192173,0.2920737700179222,0.7320922703358964,0.01086893680985142,17.7131452345,3.1784885850323525
2026-05-04,0x77001f3760e212769cb102dd82477e1b07f84216,34533,1026544200,16931,14652,11290,98530,23243,169972824755690,20437,1065,12244150,30440.0,657996881.0,1026544.2000000001,12244.15,0.49028465525729015,0.4242898097471983,0.5918107317638202,0.03084006602380332,0.6579968810000001,4.239125758292819
2026-05-04,0x52ea814df88c423bd5325e84f4b6f8bf429a61d5,4779,852842330,2283,31,22,178545,4757,478956556405897,539,80,3889370,269695.0,101913542735.0,852842.3300000001,3889.37,0.47771500313873194,0.006486712701401967,0.11278510148566646,0.016739903745553463,101.91354273500001,37.53310910237545
2026-05-04,0x35f13dc71426d4a429cf8bad69c4b39abbbf9896,33613,730505350,16952,3670,1904,269733,31709,456767796469922,11500,441,3474540,33325.0,22530265755.0,730505.35,3474.54,0.5043286823550412,0.1091839466872936,0.3421295332163151,0.013119923838990867,22.530265755000002,8.50651234665237
2026-05-04,0x10761b48b1892a0fec8d808464d0c75216f6166d,11524,621900980,5926,90,13,185977,11511,290310759482778,1056,37,1909640,57980.0,11708709799.0,621900.98,1909.64,0.5142311697327316,0.007809788267962513,0.09163484901076015,0.0032106907323845887,11.708709799000001,16.156459039179914
2026-05-04,0x156af5e38df5a367fe380fc0d41680371eeaf303,11798,614703480,3534,73,29,136766,11769,247557984903005,2976,9,388960,67615.0,17366038999.5,614703.48,388.96000000000004,0.2995422953042889,0.006187489404983895,0.252246143414138,0.0007628411595185624,17.366038999500002,11.62086838304019
2026-05-04,0xf36c562be0598b8ce109998b6aa2d53ffcd8316b,33773,457048330,16855,585,308,1675548,33465,1557795820786334,2144,135,302020,7840.0,14829605704.0,457048.33,302.02,0.4990673022828887,0.017321529032067035,0.06348266366624226,0.003997275930477009,14.829605704,50.0686687584043
2026-05-04,0xb0a9214592fb899aefab0b615f2b870276cee092,13096,321023910,13096,7,1,362540,13095,230878399365249,5431,2,38230,19300.0,1586913134.0,321023.91000000003,38.230000000000004,1.0,0.0005345143555284056,0.4147067806963958,0.00015271838729383018,1.586913134,27.68537609774723
2026-05-04,0x399965e15d4e61ec3529cc98b7f7ebb93b733336,83958,311362480,42406,24545,7226,27187995,76732,287135816978428,51631,2365,6082900,1560.0,4266051278.5,311362.48,6082.900000000001,0.5050858762714691,0.292348555229996,0.614962243026275,0.028168846327925868,4.2660512785,354.3240760047959
2026-05-04,0x9b89b84179fb680d97c7b2ea80ad2e88e0811869,19580,206986740,10030,5858,1958,47141,17622,61219973407569,12240,1030,8816100,10550.0,12318466132.0,206986.74,8816.1,0.5122574055158324,0.2991828396322778,0.6251276813074566,0.052604698672114404,12.318466132000001,2.6751220065826806
2026-05-04,0x07d431758c8bbbc111996d0af6f09c48416d2160,7126,186762940,3885,174,45,80485,7081,275400752683989,965,61,974640,19465.0,47145409999.5,186762.94,974.64,0.5451866404715128,0.024417625596407522,0.13541959023294975,0.008560202076901488,47.1454099995,11.366332438921056
2026-05-04,0xcb02837caaee310c178501855b63bf7f4f4b1f8b,350,176010830,169,0,0,103085,350,164391183052468,0,0,0,508105.0,2581727452273.0,176010.83000000002,0.0,0.4828571428571429,0.0,0.0,0.0,2581.7274522730004,294.5285714285714
2026-05-04,0x034d4f0b00827e4ac77d910071377f707ddd23d3,3872,147017030,2366,22,10,42389,3862,85913294828217,421,15,361940,40292.5,87105229980.75,147017.03,361.94,0.6110537190082644,0.005681818181818182,0.10872933884297521,0.0038739669421487604,87.10522998075001,10.975919212843086
2026-05-04,0xc897e2a9cf140a9035e2aebaa834ae98196c152a,8245,137023540,4063,81,8,345121,8237,2326023608798315,986,15,77670,19207.5,3113590966855.0,137023.54,77.67,0.4927835051546392,0.009824135839902971,0.11958762886597939,0.0018192844147968466,3113.5909668550003,41.89887094816074
2026-05-04,0x83bec364a5206feaa378718a46e1c947de5f057f,1764,129184320,1607,143,29,8235,1735,7852097809786,828,12,503070,79950.0,1243116236.5,129184.32,503.07,0.9109977324263039,0.0810657596371882,0.46938775510204084,0.006802721088435374,1.2431162365000001,4.746397694524496
2026-05-04,0x36076e4bfad9624d7feba562326fdfa2063ede23,1966,120633510,983,0,0,971983,1966,381137623257758,2,0,0,98592.5,215684457399.5,120633.51000000001,0.0,0.5,0.0,0.001017293997965412,0.0,215.68445739950002,494.3962360122075
2026-05-04,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,13106,116866880,6569,194,83,1408010,13023,1864180869820296,625,107,255850,6745.0,749882115547.75,116866.88,255.85,0.5012208148939417,0.014802380589043186,0.047688081794597895,0.00816419960323516,749.88211554775,108.117177301697
2026-05-04,0x912f6ba145f003477d44922dfd1a0a1bfe015b27,2124,101679900,1102,1655,356,1044,1768,4657762527490,1462,376,13287290,51090.0,647584046.0,101679.90000000001,13287.29,0.5188323917137476,0.7791902071563088,0.6883239171374764,0.17702448210922786,0.6475840460000001,0.5904977375565611
2026-05-04,0xf21cd17b9db49fdb21bfdf714558cf8bde3221bd,3562,97819130,1894,7,4,45802,3558,106441709174007,226,22,482590,27810.0,11993998422.5,97819.13,482.59000000000003,0.5317237507018528,0.0019651880965749578,0.06344750140370578,0.006176305446378439,11.9939984225,12.872962338392355
2026-05-04,0x023a3d058020fb76cca98f01b3c48c8938a22355,6346,68959760,3860,107,36,55874,6310,89078522189303,1212,38,368370,9870.0,6438881757.0,68959.76,368.37,0.6082571698707847,0.016861014812480302,0.19098644815631893,0.005988023952095809,6.438881757000001,8.854833597464342
2026-05-04,0xe3a0d8e565159f5bea7ae719db0a4f058f6da0b4,422,63726160,208,0,0,149119,422,163230905757439,0,0,0,152345.0,1995593612858.25,63726.16,0.0,0.4928909952606635,0.0,0.0,0.0,1995.59361285825,353.36255924170615
2026-05-04,0x669d24a6cbe89d6aca157d6a8d578475e81b8817,3853,61201930,2499,37,11,44183,3842,83215149843577,402,19,224750,15920.0,6531680160.0,61201.93,224.75,0.6485855177783545,0.009602906825849987,0.1043342849727485,0.004931222424085129,6.5316801600000005,11.5
2026-05-04,0x6ecbb68c07bd4be7adb7f0365e9263e382aeca2d,3772,57561660,2362,15,7,45377,3765,94685790126854,383,17,208430,16065.0,37672711338.5,57561.66,208.43,0.6261930010604454,0.003976670201484623,0.10153764581124072,0.004506892895015907,37.6727113385,12.052324037184595
2026-05-04,0xbfa317b7468a97e4e6a7a3c138b86ca0b7395477,4455,56595590,2311,81,47,47111,4408,139379582952540,339,35,346250,12610.0,22387106928.5,56595.590000000004,346.25,0.518742985409652,0.01818181818181818,0.07609427609427609,0.007856341189674524,22.3871069285,10.687613430127042
2026-05-04,0x90e56dc997fea87c8463d661e621b1e7fd5181af,1123,55754090,0,54,21,5042,1102,590795890209,1067,4,193850,49640.0,470257283.0,55754.090000000004,193.85,0.0,0.04808548530721282,0.95013357079252,0.003561887800534283,0.470257283,4.575317604355717
2026-05-04,0xbf05192ab8cd05ce1baf15060dc579fd188fb9ce,399,40137770,176,0,0,103878,399,123193956235280,1,0,0,101305.0,2528079946148.75,40137.770000000004,0.0,0.44110275689223055,0.0,0.002506265664160401,0.0,2528.07994614875,260.34586466165416
2026-05-04,0xbda495ebf6fc94d61f9a7f22b9877273378ed82b,1485,34557800,187,2,0,19435,1485,42879434018346,227,0,0,30890.0,10820075912.0,34557.8,0.0,0.1259259259259259,0.0013468013468013469,0.15286195286195287,0.0,10.820075912,13.087542087542088
2026-05-04,0x09748ec2bb6a4df6bd217abf8d5d761f6b6172a8,1346,34060370,1139,97,95,18456,1251,5762852887370,585,92,1020790,30145.0,1346110204.5,34060.37,1020.7900000000001,0.8462109955423477,0.07206537890044576,0.4346210995542348,0.06835066864784546,1.3461102045000002,14.752997601918466
2026-05-04,0xdf7c8b70b3586a9f5c85a55f88ae4c2081e28b57,2420,30167880,1394,7,6,42973,2414,35864604523609,683,9,102540,12360.0,2622891834.0,30167.88,102.54,0.5760330578512397,0.002892561983471074,0.2822314049586777,0.00371900826446281,2.6228918340000003,17.801574150787076
2026-05-04,0x9a3664a58b6a6579319c44bdd06a381ec8b47b6a,2247,27137120,1975,6,2,24928,2245,46768488875594,235,5,83260,8787.5,9091552002.25,27137.12,83.26,0.8789497107254116,0.0026702269692923898,0.1045838896306186,0.0022251891410769915,9.091552002250001,11.103786191536749
2026-05-04,0xa811c97b3006406f302dc0c2c2d50a22869ec80b,1281,21658910,1067,1,1,17899,1280,37598652540913,116,4,76330,16210.0,17432032171.5,21658.91,76.33,0.8329430132708822,0.00078064012490242,0.09055425448868072,0.00312256049960968,17.4320321715,13.98359375
2026-05-04,0x9c70d39a75f55ef8ae41af10292a1c915e3c4323,6540,17080160,3184,2336,414,11449,6126,138937882773563,1085,654,1336610,3065.0,12977657709.25,17080.16,1336.6100000000001,0.4868501529051988,0.35718654434250763,0.1659021406727829,0.1,12.977657709250002,1.8689193601044727
2026-05-04,0x3eb6bed67d046fbffb8ada21167e592f3fef5470,448,13449600,329,83,42,1899,406,2432833499227,127,46,1109480,30000.0,2169320148.0,13449.6,1109.48,0.734375,0.18526785714285715,0.28348214285714285,0.10267857142857142,2.169320148,4.677339901477833
2026-05-04,0xe9ffe7698f46f96f980f2877e18c43f5b4165903,130,13000000,26,46,23,4829,107,85140759684293,26,18,1471270,100000.0,3854103651013.75,13000.0,1471.27,0.2,0.35384615384615387,0.2,0.13846153846153847,3854.10365101375,45.13084112149533
2026-05-04,0xaf1cb7f8573bc7cb2f0d006c19c68e5b2e745982,380,11543690,184,0,0,52080,380,3724664603710,16,0,0,30310.0,6342244117.0,11543.69,0.0,0.4842105263157895,0.0,0.042105263157894736,0.0,6.342244117000001,137.05263157894737
2026-05-04,0x64ab81622de692bcdabcfdd16f982cb0a2a732f3,3091,10783580,1301,2631,960,1026,2131,7255626807921,852,111,205180,3970.0,2089763869.0,10783.58,205.18,0.4208993853121967,0.8511808476221288,0.27563895179553544,0.03591070850857328,2.089763869,0.48146410136086343
2026-05-04,0xbd7b48a5f74fec74643899795b6964a8fac7e69a,1007,10232180,494,0,0,159600,1007,13709002632108,44,0,0,10130.0,5653396999.0,10232.18,0.0,0.49056603773584906,0.0,0.04369414101290963,0.0,5.653396999,158.49056603773585
2026-05-04,0x934de82f50e7f5840de6124ace12f06dd7f992c9,2,10000000,2,0,0,6,2,11302030635,0,2,10000000,5000000.0,5651015317.5,10000.0,10000.0,1.0,0.0,0.0,1.0,5.651015317500001,3.0
2026-05-04,0xc9b21c274a570445c82179f5e8f6bdb1c9b0481e,971,9865390,478,0,0,148597,971,13613800868104,54,0,0,10120.0,5457699674.0,9865.39,0.0,0.4922760041194645,0.0,0.055612770339855816,0.0,5.4576996740000006,153.03501544799175
2026-05-04,0xcfea17596c15e0f4fe3ba9cab1fcbe804bbbdbbf,332,9578620,8,0,0,4285,332,10946113522947,17,0,0,28910.0,12603205697.0,9578.62,0.0,0.024096385542168676,0.0,0.05120481927710843,0.0,12.603205697,12.906626506024097
2026-05-04,0x46e8b6782a42baa35d3390883fc4dc2da56c6d41,15733,7731120,7864,583,151,78882,15582,46903189822483,7540,114,53770,490.0,1069773807.0,7731.12,53.77,0.49984109832835444,0.03705586982775059,0.47924744168308653,0.007245916227038709,1.069773807,5.0623796688486715
2026-05-04,0xcb44a705a86ce19ea5e0b0c67f1a9df24436d1f6,477,7220040,41,369,160,647,317,2369897676524,62,59,342500,18000.0,2268296050.0,7220.04,342.5,0.0859538784067086,0.7735849056603774,0.129979035639413,0.12368972746331237,2.26829605,2.0410094637223977
2026-05-04,0x417e99d72cfef3a31d9a525c41236912752f2c1e,633,7162650,40,2,0,8143,633,20581351774439,124,5,50320,14790.0,9949364455.0,7162.650000000001,50.32,0.0631911532385466,0.00315955766192733,0.19589257503949448,0.007898894154818325,9.949364455000001,12.864139020537126
2026-05-04,0x483e1d004247248d516865b9b9e893d48359ce10,438,6342350,429,2,2,5784,436,10162868614410,63,0,0,14625.0,4528253743.5,6342.35,0.0,0.9794520547945206,0.0045662100456621,0.14383561643835616,0.0,4.5282537435000005,13.26605504587156
2026-05-04,0xe97ac035f289f2eb4c04b1dddd1d2d99d85c85b6,110,5595750,55,0,0,33409,110,144373740660900,0,0,0,51432.5,3750988673923.5,5595.75,0.0,0.5,0.0,0.0,0.0,3750.9886739235003,303.7181818181818
2026-05-04,0xd2ccf2ebc5be12ef15235ed6dd70d3ec84859541,545,5574260,536,0,0,12701,545,31918888196934,75,5,41360,10270.0,14384907775.0,5574.26,41.36,0.9834862385321101,0.0,0.13761467889908258,0.009174311926605505,14.384907775,23.304587155963304
2026-05-04,0xa31441e058492bc7cfffda9aa7623c407ae83a81,428,5290770,0,404,357,179,71,302662299232,265,341,3086140,15405.0,366081812.0,5290.77,3086.14,0.0,0.9439252336448598,0.6191588785046729,0.7967289719626168,0.366081812,2.5211267605633805
2026-05-04,0x196b168da239b62db3a200f21f82a4917674ad93,3443,5260570,1804,0,0,1076460,3443,51787300748975,300,0,0,1030.0,17310909043.75,5260.57,0.0,0.5239616613418531,0.0,0.08713331397037467,0.0,17.31090904375,312.6517571884984
2026-05-04,0x84965752dc5abd206f1eeae2ff58b41e5e3c7806,10,4917710,4,0,0,694,10,967205340994,0,0,0,490275.0,80916176891.5,4917.71,0.0,0.4,0.0,0.0,0.0,80.9161768915,69.4
2026-05-04,0x9ea9f8d0697672dd2a504c3ae4f85eee67c5b4e4,2603,4700120,1890,383,111,4095,2492,41582277122396,105,1147,1801100,1270.0,16055718022.0,4700.12,1801.1000000000001,0.7260852862082213,0.14713791778716864,0.040338071456012294,0.4406454091432962,16.055718022,1.6432584269662922
2026-05-04,0xa4b00205646b41142f8aadacee815a98ecd3b35c,43,4337240,19,0,0,10320,43,744257781395,2,0,0,99660.0,12544261785.0,4337.24,0.0,0.4418604651162791,0.0,0.046511627906976744,0.0,12.544261785000002,240.0
2026-05-04,0x75ec3ba266176e733f1b1fdaa15052f5eff724b8,2,4086980,2,2,2,0,0,1924788542821,0,1,3137060,2043490.0,962394271410.5,4086.98,3137.06,1.0,1.0,0.0,0.5,962.3942714105001,0.0
2026-05-04,0x211b221752f592aa807355786b59202f5d630e40,1204,3988990,551,951,642,461,562,695102203672,1086,71,211210,3540.0,134375078.0,3988.9900000000002,211.21,0.457641196013289,0.7898671096345515,0.9019933554817275,0.058970099667774084,0.134375078,0.8202846975088968
2026-05-04,0xaac6dbc4757c4d2594fb94149fb03ef5e02b1b76,5157,3746100,2545,3663,1457,11225,3700,230791204621935,1246,2097,1449170,420.0,1810777900.0,3746.1,1449.17,0.49350397517936784,0.7102966841186736,0.2416133410897809,0.40663176265270506,1.8107779000000002,3.0337837837837838
2026-05-04,0xd8592afc09c864df215d8012122aed08e4ae453f,103,3691980,101,3,3,7950,100,95738110060697,2,21,2773000,10200.0,1142504781566.0,3691.98,2773.0,0.9805825242718447,0.02912621359223301,0.019417475728155338,0.20388349514563106,1142.504781566,79.5
2026-05-04,0x649b2718840b5e43f962691c2a2c070b44c0e65c,629,3344720,17,8,7,8086,622,5916512060881,275,5,35420,2940.0,1433329796.0,3344.7200000000003,35.42,0.02702702702702703,0.012718600953895072,0.43720190779014306,0.00794912559618442,1.433329796,13.0
2026-05-04,0x069c6ca3f7a6e522bf8499e4d3763625ffd21d9f,618,3025770,308,1,0,10667,618,13048265186938,22,5,20530,4570.0,13407026669.5,3025.77,20.53,0.49838187702265374,0.0016181229773462784,0.03559870550161812,0.008090614886731391,13.4070266695,17.26051779935275
2026-05-04,0x246f074547d510507676dcb33cf92656c3fd574c,15250,3017480,7048,11965,2355,6520,12895,30392475664424,2124,2663,494290,210.0,4652239687.5,3017.48,494.29,0.4621639344262295,0.7845901639344263,0.13927868852459016,0.17462295081967213,4.652239687500001,0.5056223342380768
2026-05-04,0xb81103c054e34f4da5ae2b5d26cf46439049f547,242,2452000,202,33,10,1074,232,5767116843950,41,13,73530,2000.0,4114045562.5,2452.0,73.53,0.8347107438016529,0.13636363636363635,0.16942148760330578,0.05371900826446281,4.1140455625,4.629310344827586
2026-05-04,0xe0e1b3f7cb3fc82ade5871085a9ec46c4f7f77c6,1,2201240,0,1,1,0,0,82886866864,0,1,2201240,2201240.0,82886866864.0,2201.2400000000002,2201.2400000000002,0.0,1.0,0.0,1.0,82.886866864,0.0
2026-05-04,0x984e16e759ac515784f90dd88443260e482c63c1,82,2096480,53,1,0,1530,82,4701331873999,24,0,0,29380.0,2875411211.0,2096.48,0.0,0.6463414634146342,0.012195121951219513,0.2926829268292683,0.0,2.8754112110000003,18.658536585365855
2026-05-04,0x0554bd54cc6f5451403b1a3b0f9b5547cd563123,5,2081790,5,4,3,1,2,682796552361,0,4,792090,444110.0,105496567927.0,2081.79,792.09,1.0,0.8,0.0,0.8,105.496567927,0.5
2026-05-04,0xc1f8dc3c50ba9905f714f979ecbd814808ff0a28,19,1911310,10,0,0,4918,19,41834429721,6,0,0,102270.0,1775785776.0,1911.31,0.0,0.5263157894736842,0.0,0.3157894736842105,0.0,1.7757857760000002,258.8421052631579
2026-05-04,0x50415b9d886892be314f5cbaf600c3a4b625cbe5,5,1900000,5,4,2,4,3,169044740430,1,5,1900000,100000.0,24451002988.0,1900.0,1900.0,1.0,0.8,0.2,1.0,24.451002988000003,1.3333333333333333
2026-05-04,0xf8b5bde5f6aa989c01754931e077e1e5a915e2bb,8,1815440,4,0,0,366,8,6840012806470,0,0,0,226930.0,89630036118.5,1815.44,0.0,0.5,0.0,0.0,0.0,89.6300361185,45.75
2026-05-04,0x3a516707c6a34a44a02c608a11f73351269dc6c4,4025,1664990,1992,400,165,13317,3860,75660861700303,168,1178,468330,420.0,13994294286.0,1664.99,468.33,0.49490683229813665,0.09937888198757763,0.04173913043478261,0.29267080745341617,13.994294286,3.45
2026-05-04,0xcac2edcd082628ba3ba31b3b74537792550319e6,1110,1587010,585,272,55,8021,1055,26165042954826,26,312,436900,1130.0,18567554179.5,1587.01,436.90000000000003,0.527027027027027,0.24504504504504504,0.023423423423423424,0.2810810810810811,18.5675541795,7.602843601895734
2026-05-04,0x7061b061652aa96bd491222ccc9b6fbe5add93bd,3,1500000,3,0,0,12,3,71474069640,0,1,500000,500000.0,27595139197.0,1500.0,500.0,1.0,0.0,0.0,0.3333333333333333,27.595139197,4.0
2026-05-04,0x6fefdc7b1f6e21c2df6564444547a88d3682e993,6,1394440,6,6,4,0,2,685963151487,0,3,501200,200185.0,113079234552.0,1394.44,501.2,1.0,1.0,0.0,0.5,113.079234552,0.0
2026-05-04,0xab038808c69f6ec0a5d03ba534416423ac1ec403,3,1146040,3,2,1,14,2,277494397792,0,2,1038380,413240.0,24338856006.0,1146.04,1038.38,1.0,0.6666666666666666,0.0,0.6666666666666666,24.338856006,7.0
2026-05-04,0x9613eca44f5e6b3045284537a6ba4b56ba0e7ca8,1038,1009570,435,268,51,4606,987,24294228478749,17,254,247380,635.0,20538203749.0,1009.57,247.38,0.4190751445086705,0.2581888246628131,0.016377649325626204,0.24470134874759153,20.538203749,4.666666666666667
2026-05-04,0xe7403f78f5711e9a788f300802251ce0d60cb3be,10,995090,4,0,0,4935,10,12347223756,7,0,0,97320.0,663051044.5,995.09,0.0,0.4,0.0,0.7,0.0,0.6630510445000001,493.5
2026-05-04,0xe41aa443bad860e6b584060cc365b58dc34caf92,1,985510,0,1,1,0,0,11228980567,0,1,23730,985510.0,11228980567.0,985.51,23.73,0.0,1.0,0.0,1.0,11.228980567,0.0
2026-05-04,0x5cbdb794b3b36df58a7ce6c1a552f117f061103b,2678,958090,1343,11,9,257560,2669,1009018038199565,12,42,7900,232.5,2952965588126.75,958.09,7.9,0.5014936519790889,0.004107542942494399,0.004480955937266617,0.01568334578043316,2952.9655881267504,96.50056200824278
2026-05-04,0xeef2ac84ad2aa591c53ba5189922ffc050bc153f,1,914300,1,0,0,2493,1,86589721132507,0,0,0,914300.0,86589721132507.0,914.3000000000001,0.0,1.0,0.0,0.0,0.0,86589.72113250701,2493.0
2026-05-04,0x3b2e0b95acd47d987c1abdf42967fd82d469bdbb,2,887330,2,2,2,0,0,4089549919,0,2,887330,443665.0,2044774959.5,887.33,887.33,1.0,1.0,0.0,1.0,2.0447749595,0.0
2026-05-04,0x841cff8895461fce9437709ef2820c751a40f8e7,2,840620,2,0,0,1950,2,1207869165166879,0,0,0,420310.0,603934582583439.5,840.62,0.0,1.0,0.0,0.0,0.0,603934.5825834395,975.0
2026-05-04,0xf2f79c84483b18f23404c2936977e1d86ce5e177,1,793650,0,0,0,388,1,71197060688895,0,1,793650,793650.0,71197060688895.0,793.65,793.65,0.0,0.0,0.0,1.0,71197.060688895,388.0
2026-05-04,0x06c7ff9d0e2483dc1ab6df816e84f6313bf0bfa0,2,786410,2,0,0,913,2,43177830980833,0,0,0,393205.0,21588915490416.5,786.41,0.0,1.0,0.0,0.0,0.0,21588.9154904165,456.5
2026-05-04,0x24fb6523036ebcb3cc51deff138066dccf6bed0f,1,777000,0,0,0,13,1,11593433526,0,0,0,777000.0,11593433526.0,777.0,0.0,0.0,0.0,0.0,0.0,11.593433526,13.0
2026-05-04,0x0e4ed8863e8fc846d75cd839eca2c6013c7d7a1c,6,740460,6,2,2,31,4,149617294551,1,3,337850,117570.0,9706425432.0,740.46,337.85,1.0,0.3333333333333333,0.16666666666666666,0.5,9.706425432000001,7.75
2026-05-04,0x6809111be108b5f2fc57ac50799039af8ee14f8f,3,716670,0,0,0,604,3,1508796942414,0,0,0,238960.0,502947177934.0,716.67,0.0,0.0,0.0,0.0,0.0,502.947177934,201.33333333333334
2026-05-04,0xbaf51d2f720e7bb159f97cd3a756f82f1c6cdccd,483,674230,219,53,44,6768,439,1099856997914506,44,422,589660,1470.0,124078907292.0,674.23,589.66,0.453416149068323,0.10973084886128365,0.09109730848861283,0.8737060041407867,124.07890729200001,15.416856492027335
2026-05-04,0x57ebaca87e24e2fbf11d218cced6efbfe63bcea3,66,671950,66,0,0,6179,66,661482490037,5,0,0,10180.0,6520123142.5,671.95,0.0,1.0,0.0,0.07575757575757576,0.0,6.5201231425,93.62121212121212
2026-05-04,0x4542227422bcb4c86e8f430200408cfa2c8c6bbf,131,657510,60,0,0,38717,131,164691063486331,0,0,0,5057.5,3519211404933.5,657.51,0.0,0.4580152671755725,0.0,0.0,0.0,3519.2114049335,295.5496183206107
2026-05-04,0x259b9c4cfeadaef8a5b842710a777364988415b3,6,642540,6,1,1,382,5,37206858837388,0,5,458980,137690.0,16058659399550.5,642.54,458.98,1.0,0.16666666666666666,0.0,0.8333333333333334,16058.6593995505,76.4
2026-05-04,0xaaf4aa93e98c43355c1fe96fa760aa5c239a4b15,46,636430,42,3,2,903,44,1265678281019,20,2,27990,14055.0,1359433247.0,636.4300000000001,27.990000000000002,0.9130434782608695,0.06521739130434782,0.43478260869565216,0.043478260869565216,1.3594332470000001,20.522727272727273
2026-05-04,0xe4d3ba244c6b8b112cede0dce72b138349e3a87b,5,600000,5,5,5,0,0,40789545484,3,5,600000,100000.0,0.0,600.0,600.0,1.0,1.0,0.6,1.0,0.0,0.0
2026-05-04,0x82f8d6ffdd7ed13d9a6ae06e932cdeb3aa0e4935,1,600000,0,0,0,226,1,31751174483084,0,1,600000,600000.0,31751174483084.0,600.0,600.0,0.0,0.0,0.0,1.0,31751.174483084003,226.0
