bucket,visit,dwell_h,vol_usd,liq_usd,n_liq
760.0,26,0.4941611111111111,16188519.441,344499.56973,88
760.0,27,0.3194430555555555,19975372.96014,55468.39659999999,18
760.0,28,0.5696769444444444,23601171.42829,0.0,0
760.0,29,0.39782666666666666,20225802.80837,0.0,0
760.0,30,0.6913538888888888,19992961.12189,168.3192,3
770.0,1,5.826041666666667,1404007.98583,8140.76424,9
770.0,2,18.19112833333333,9172674.2664,27362.324430000004,45
770.0,3,0.4045802777777778,2807021.4072399996,34533.41230999999,13
770.0,4,0.9174866666666668,927830.5338300001,0.0,0
770.0,5,1.2303136111111113,4641206.9457,0.0,0
770.0,6,0.3902852777777778,2791755.7056299997,0.0,0
770.0,7,0.29999805555555553,2301754.97916,0.0,0
770.0,8,0.41692111111111113,7531505.0947,0.0,0
770.0,9,8.348379444444443,35887489.38063,0.0,0
770.0,10,0.050334722222222225,699882.50214,0.0,0
770.0,11,0.9800280555555556,2837348.59286,0.0,0
770.0,12,2.571265833333333,4457985.0328,0.0,0
770.0,13,0.0046569444444444445,93237.47271,0.0,0
770.0,14,0.007314444444444444,495522.15881000005,0.0,0
770.0,15,0.0009255555555555555,94290.772,0.0,0
770.0,16,0.9500638888888889,2668902.03641,0.0,0
770.0,17,0.9593586111111111,6763342.704770001,24166.015629999998,19
770.0,18,0.3698255555555555,4430214.97074,36812.10467,17
770.0,19,0.025895277777777784,300855.48656000005,30947.997040000002,14
770.0,20,1.6435280555555556,14403771.25761,0.0,0
770.0,21,0.6060361111111111,1881085.46001,0.0,0
770.0,22,20.415086388888888,8827003.98065,0.0,0
770.0,23,4.1431241666666665,9368677.50464,0.0,0
770.0,24,0.009865833333333334,41530.0997,0.0,0
770.0,25,0.025663055555555557,1135394.7625799999,0.0,0
770.0,26,2.1635738888888887,3704305.8116499996,0.0,0
770.0,27,0.047434166666666666,11868560.84174,462336.33911999996,93
770.0,28,0.4333305555555555,13773042.02859,541007.24591,86
770.0,29,2.110079166666667,119949524.32331,60867.090319999996,11
770.0,30,0.38088138888888895,11047030.54794,765.77644,3
770.0,31,0.11605166666666666,15317999.56222,21244.7919,35
780.0,1,0.0,6569.60364,0.0,0
780.0,2,0.0,59190.02478,0.0,0
780.0,3,4.615660277777778,10603991.29059,13191.13953,22
780.0,4,3.245951111111111,30622910.820469998,0.0,0
780.0,5,0.026795277777777776,89366.98598,0.0,0
780.0,6,0.06008611111111111,417013.53306,0.0,0
780.0,7,1.8852433333333334,4349350.67496,0.0,0
780.0,8,1.1706388888888888,4345025.01971,0.0,0
780.0,9,0.007250277777777778,266948.06363000005,0.0,0
780.0,10,0.00947611111111111,407060.48273000005,0.0,0
