bucket,visit,dwell_h,vol_usd,liq_usd,n_liq
850.0,30,0.80563,40690182.314840004,81443.70532,19
850.0,31,0.030863055555555557,3616080.21285,0.0,0
850.0,32,0.00003805555555555556,51902.97647000001,0.0,0
860.0,1,0.2025688888888889,11956830.61656,0.0,0
860.0,2,0.07322611111111112,2323026.03388,0.0,0
860.0,3,0.6222830555555555,13495933.950170001,85809.95837000001,60
860.0,4,1.4328772222222224,4312570.20472,0.0,0
860.0,5,1.2523055555555556,3371319.27658,0.0,0
860.0,6,3.06694,4908713.3153099995,0.0,0
860.0,7,2.4142119444444448,3927270.8406,0.0,0
860.0,8,0.5463708333333334,361309.96944,0.0,0
860.0,9,0.0,36185.276450000005,0.0,0
860.0,10,0.009956666666666667,89962.42387,0.0,0
860.0,11,0.08155611111111111,1704058.8379699998,0.0,0
860.0,12,0.3435430555555556,24679462.539389998,364761.76113,50
860.0,13,0.08387583333333333,609259.83763,16254.46728,19
860.0,14,2.822046666666666,58132077.33818,353927.45025,109
860.0,15,0.07636555555555553,1816848.96027,0.0,0
860.0,16,0.003918055555555556,7452.37286,0.0,0
860.0,17,0.016032777777777778,1922893.5187400002,5558.53507,6
860.0,18,0.736061111111111,50252342.89912,40902.68019,15
860.0,19,0.7196236111111113,23313248.956710003,0.0,0
860.0,20,4.065036111111111,24263508.23343,0.0,0
860.0,21,1.1202122222222222,10122363.482590001,0.0,0
860.0,22,0.06795638888888889,2912655.52663,0.0,0
860.0,23,1.8371841666666668,18365865.56481,0.0,0
860.0,24,0.40843777777777773,2250502.19044,0.0,0
860.0,25,0.10820611111111111,1378784.7067800001,0.0,0
860.0,26,1.2291158333333334,75130455.64399001,32720.49413,27
860.0,27,3.623258888888889,23979732.58419,5493.24741,6
860.0,28,0.3822922222222222,5809786.453670001,0.0,0
860.0,29,1.099025,35238733.83049,0.0,0
860.0,30,0.14373861111111114,41062640.59674,27503.859630000003,19
860.0,31,0.0676236111111111,1912559.13277,0.0,0
860.0,32,0.4563877777777778,14642002.50392,0.0,0
860.0,33,2.295169444444445,46865202.98215,49.430400000000006,1
860.0,34,0.08007555555555555,2467947.49517,0.0,0
860.0,35,0.00032,6119.69587,0.0,0
860.0,36,0.5614625,15523798.7663,4960.87142,16
860.0,37,4.371724444444444,25556015.38132,0.0,0
860.0,38,0.10548388888888888,9216948.73627,0.0,0
860.0,39,1.5513666666666668,41182710.58215,21820.0648,8
860.0,40,2.7444144444444443,40948494.07498,0.0,0
860.0,41,4.082814444444445,18252534.79625,0.0,0
870.0,1,1.3312908333333335,29507934.31927,0.0,0
870.0,2,0.004246111111111111,414953.9095099999,4322.80131,1
870.0,3,0.7247899999999999,30645562.346210003,2841928.92982,298
870.0,4,1.946676388888889,11171899.69703,0.0,0
870.0,5,0.06921805555555556,521765.61478,0.0,0
870.0,6,12.974686666666667,24414198.00399,0.0,0
870.0,7,2.6248347222222224,5370762.99758,0.0,0
870.0,8,0.0626663888888889,2699144.43975,11456.29234,12
870.0,9,1.3286569444444445,15124090.568979999,0.0,0
870.0,10,0.4089775,19253743.3642,407144.48237000004,62
870.0,11,2.459869722222222,12518649.70662,12364.3662,24
870.0,12,0.14644027777777777,2716290.1268499997,150940.91822000002,38
870.0,13,0.09378472222222223,3627448.77582,0.0,0
870.0,14,0.30162249999999996,8677069.92357,0.0,0
870.0,15,1.0313947222222222,10634792.59114,47755.13507999999,18
870.0,16,0.5675213888888889,34877942.0653,0.0,0
870.0,17,0.2933366666666667,27428595.72628,35405.2605,4
870.0,18,0.09733527777777777,5264440.9934,0.0,0
870.0,19,0.9251608333333334,12526179.693410002,0.0,0
870.0,20,0.47932777777777774,8305382.5077100005,0.0,0
870.0,21,0.10312138888888887,503708.78553,0.0,0
870.0,22,1.4710327777777776,26375488.67027,0.0,0
870.0,23,0.9422097222222222,23801939.94304,0.0,0
870.0,24,0.6613544444444445,5842241.8419200005,0.0,0
870.0,25,3.303112222222222,18648681.240500003,0.0,0
870.0,26,1.9457527777777774,95823927.27621001,91789.64108,34
870.0,27,1.6690033333333334,22899339.26684,2639.4470499999998,2
870.0,28,0.006608888888888889,36919.34629999999,0.0,0
870.0,29,2.075992777777778,42879800.65605,3016.54994,3
870.0,30,0.09133777777777778,31611080.735530004,39155.89191,16
870.0,31,1.307071388888889,33311506.148889996,194.24192,1
870.0,32,0.2722383333333333,6368762.72703,0.0,0
870.0,33,0.19089416666666664,6195121.08956,0.0,0
870.0,34,3.9558594444444446,41798431.733669996,0.0,0
870.0,35,0.043116388888888885,12821233.457249999,0.0,0
870.0,36,0.010760555555555556,207260.10502,0.0,0
870.0,37,5.218983888888889,37773775.695690006,449.12635,1
870.0,38,0.27485055555555554,15593849.910990002,13167.44048,1
870.0,39,0.3479316666666667,3573448.9893,0.0,0
870.0,40,0.7169761111111111,2884349.40441,0.0,0
870.0,41,0.030108333333333334,606793.2331899999,0.0,0
870.0,42,0.13342055555555554,12585808.6486,0.0,0
870.0,43,20.711289444444446,62327167.89783001,0.0,0
870.0,44,1.5051519444444446,428290.89396,0.0,0
870.0,45,0.020499444444444445,7763.109060000001,0.0,0
870.0,46,0.4387733333333333,416465.46686000004,0.0,0
870.0,47,0.26656694444444445,86623.68575,0.0,0
870.0,48,8.334034444444447,49754076.72916,0.0,0
870.0,49,1.7702274999999998,8847310.96256,0.0,0
870.0,50,4.88574888888889,66270270.42953,0.0,0
880.0,1,1.5401777777777779,45609423.681310005,0.0,0
880.0,2,0.0034972222222222223,450720.40234000003,661.48296,1
880.0,3,1.0478833333333333,16934228.13137,1827669.9617899999,316
880.0,4,0.03053333333333333,4685669.9103,52892.06777,21
880.0,5,0.85325,33144131.678290002,59322.13368,20
880.0,6,0.18554388888888892,1636823.79577,0.0,0
880.0,7,0.7491627777777777,1317205.2818800001,702.108,2
880.0,8,3.2677530555555556,5872906.42201,40.03155,1
880.0,9,0.45939277777777776,2019318.0154499998,0.0,0
880.0,10,0.024990277777777778,776723.9762500001,0.0,0
880.0,11,0.1430875,3730940.52047,0.0,0
880.0,12,0.22939555555555555,3366823.76717,17.63136,2
880.0,13,1.12164,8367903.458629999,0.0,0
880.0,14,0.3927611111111111,31240974.32249,2412461.6920499997,228
880.0,15,1.9703469444444444,10582566.70126,126050.94815,27
880.0,16,1.2368555555555556,30907249.647540003,474901.12011,128
880.0,17,0.47089000000000003,27917897.79516,0.0,0
880.0,18,0.6045452777777779,2851281.7361,0.0,0
880.0,19,2.116356666666667,22022546.9401,87.813,1
880.0,20,0.05341666666666667,5270629.89104,0.0,0
880.0,21,0.0021377777777777775,261016.57770999998,0.0,0
880.0,22,1.1024058333333333,37048270.39733,5630.24139,3
880.0,23,0.022238888888888888,437396.79094,0.0,0
880.0,24,5.112930833333333,69958593.2413,787.8552400000001,2
880.0,25,2.321438611111111,15273949.879590001,0.0,0
880.0,26,0.6265983333333333,45372437.43932,179540.09654,39
880.0,27,1.2069311111111112,31262902.059660003,0.0,0
880.0,28,1.8941955555555554,26972856.24234,326215.59711000003,73
880.0,29,1.1105419444444444,39073811.00469001,0.0,0
880.0,30,0.037041666666666674,2127224.5885699997,0.0,0
880.0,31,0.1113313888888889,1403478.2717499998,0.0,0
880.0,32,0.09240694444444444,8946593.97772,0.0,0
880.0,33,0.005316388888888888,235792.67897,0.0,0
880.0,34,0.05067833333333333,13651747.492540002,2527.7238,1
880.0,35,0.8410733333333333,24686779.429179996,0.0,0
880.0,36,0.0012091666666666665,125247.51913,0.0,0
880.0,37,5.756101388888889,63196574.43104,0.0,0
880.0,38,1.3418233333333334,28597773.133050002,0.0,0
880.0,39,2.383031388888889,47628736.512830004,0.0,0
880.0,40,0.08199749999999999,5601659.79031,0.0,0
880.0,41,10.563962222222223,97072948.23529,0.0,0
880.0,42,0.08203555555555554,962999.0100599999,0.0,0
880.0,43,0.22947805555555556,22744015.94296,0.0,0
880.0,44,0.003241388888888889,151050.11705000003,0.0,0
880.0,45,0.03524722222222223,71758.84760000001,0.0,0
880.0,46,0.12857833333333332,64309.93604999999,0.0,0
880.0,47,31.028956111111114,28749287.21647,0.0,0
880.0,48,0.05451500000000001,340694.73126000003,0.0,0
880.0,49,0.011847222222222223,46307.892629999995,0.0,0
880.0,50,2.5731488888888885,8969139.34776,0.0,0
880.0,51,0.20266583333333335,13045710.66742,0.0,0
880.0,52,0.7538630555555554,8198889.677070001,0.0,0
890.0,1,0.011845000000000001,444595.39188,0.0,0
890.0,2,0.9780633333333334,11871244.86503,0.0,0
890.0,3,0.35556194444444444,6626625.826649999,0.0,0
890.0,4,0.560663888888889,40038365.93207,4961.831020000001,15
890.0,5,1.0003027777777778,11673125.04259,0.0,0
890.0,6,0.07260611111111111,2184382.21056,0.0,0
890.0,7,0.7148477777777777,17644432.84012,94952.6676,90
890.0,8,0.20349027777777778,862593.05033,104.48181,2
890.0,9,1.1965761111111108,5625544.40299,104.06244000000001,1
890.0,10,0.09347305555555555,317663.01288,0.0,0
890.0,11,5.277535277777778,25640946.64478,0.0,0
890.0,12,2.359728333333333,13912126.832449999,0.0,0
890.0,13,0.8980155555555555,40273801.46800999,656246.05134,81
890.0,14,0.03886777777777777,499861.05270000006,0.0,0
890.0,15,1.4199402777777776,10485889.12525,0.0,0
890.0,16,1.9432316666666667,10156678.254129998,0.0,0
890.0,17,1.8489513888888889,19535938.189999998,0.0,0
890.0,18,0.4572711111111111,4551175.73152,0.0,0
890.0,19,0.536393888888889,2630342.54002,0.0,0
890.0,20,0.0214625,1840541.18881,0.0,0
890.0,21,0.027322500000000007,516573.1180700001,0.0,0
890.0,22,0.16756194444444447,14497491.49602,88802.07187,57
890.0,23,1.4938261111111113,18642548.07299,66178.59873,37
890.0,24,0.8023647222222222,16652859.65476,0.0,0
890.0,25,0.14363027777777776,1500575.54862,0.0,0
890.0,26,0.06307138888888889,174092.59097000002,0.0,0
890.0,27,5.452149166666667,20712214.67807,0.0,0
890.0,28,1.0210872222222223,34174373.759780005,34822.86532,15
890.0,29,1.058951111111111,24928254.074380003,327.61857,4
890.0,30,1.1900988888888888,10546271.44956,0.0,0
890.0,31,0.5205533333333333,7069678.017820001,0.0,0
890.0,32,0.3699222222222222,3868424.1387899998,0.0,0
890.0,33,0.12097027777777776,21750047.124169998,706120.19154,98
890.0,34,2.757367777777778,27983954.936839998,0.0,0
890.0,35,0.007206666666666668,156682.70115000004,0.0,0
890.0,36,1.1523750000000001,41628822.24736,22827.8222,11
890.0,37,2.1423091666666667,18938506.21041,0.0,0
890.0,38,1.336856111111111,32000328.752499998,0.0,0
890.0,39,0.012142777777777777,118919.28029000002,0.0,0
890.0,40,0.04232027777777778,5082114.5634200005,0.0,0
890.0,41,4.941243611111111,56932691.23903,39487.44246,22
890.0,42,1.142453611111111,11348059.52446,0.0,0
890.0,43,1.4203419444444443,5862009.65684,0.0,0
890.0,44,0.9492494444444444,6064851.86081,0.0,0
890.0,45,0.20731000000000002,23028727.604750004,0.0,0
890.0,46,1.5225374999999999,46155929.316640005,0.0,0
890.0,47,3.5693655555555557,65789333.90853,0.0,0
890.0,48,0.40684027777777776,3402420.2239300003,0.0,0
890.0,49,0.1161488888888889,192747.12041000003,0.0,0
890.0,50,4.425013333333333,45603162.960099995,0.0,0
890.0,51,0.07834999999999999,12653690.05585,0.0,0
890.0,52,0.09533333333333334,5347848.335759999,17081.23555,2
900.0,1,3.341711666666667,22597946.035439998,0.0,0
900.0,2,2.3244402777777777,55930946.91423,0.0,0
900.0,3,2.5477608333333333,10478443.4967,0.0,0
900.0,4,0.5885658333333335,5438781.565200001,0.0,0
900.0,5,1.1939875,9532938.2751,0.0,0
900.0,6,0.12742611111111113,3990003.50701,0.0,0
900.0,7,1.1003180555555554,22051412.651639998,53023.39796999999,50
900.0,8,5.455069166666666,16331482.54221,0.0,0
900.0,9,3.5333608333333335,24295433.98375,0.0,0
900.0,10,1.4984202777777778,10895851.101300001,0.0,0
900.0,11,0.2502797222222222,14886377.96898,136130.33586,41
900.0,12,1.4049705555555556,37881169.36765,0.0,0
900.0,13,5.636893888888888,36339534.70321,0.0,0
900.0,14,0.27563916666666666,6198773.94025,0.0,0
900.0,15,2.502361666666667,25674405.9564,0.0,0
900.0,16,3.1716283333333335,14157358.26523,0.0,0
900.0,17,1.2260330555555556,18038091.12918,0.0,0
900.0,18,0.5427413888888889,45637496.427300006,254841.86575999996,51
900.0,19,0.039043888888888885,708549.06763,0.0,0
900.0,20,1.2840947222222223,12737428.415150002,97902.26846000002,26
900.0,21,2.1344430555555554,27234630.07405,0.0,0
900.0,22,0.06191166666666667,5099298.324380001,0.0,0
900.0,23,0.8171405555555555,21055294.33185,0.0,0
900.0,24,4.9483524999999995,41854529.96241,0.0,0
900.0,25,2.1985105555555555,10996290.54141,0.0,0
900.0,26,0.03546861111111111,1884003.55298,2002.7669999999998,2
900.0,27,0.0190475,799037.99284,0.0,0
900.0,28,3.369170555555556,35623746.92599,621.2716800000001,3
900.0,29,0.3104913888888889,6390738.99415,0.0,0
900.0,30,0.54653,6042111.83865,0.0,0
900.0,31,0.043636944444444443,10027896.83453,81891.53311,16
900.0,32,0.014514722222222222,396532.03689,0.0,0
900.0,33,2.3058880555555556,75929721.79887,103905.78472999998,22
900.0,34,3.330165277777778,57236838.51525,0.0,0
900.0,35,1.0196366666666667,24166154.430299997,0.0,0
900.0,36,0.08475055555555555,1724606.6136100001,0.0,0
900.0,37,0.006280555555555556,130081.86650999999,0.0,0
900.0,38,2.086383888888889,18077226.81173,0.0,0
900.0,39,0.5174863888888889,30967811.34333,0.0,0
900.0,40,0.3276602777777778,13339798.92244,0.0,0
900.0,41,0.9057847222222222,22864459.05213,781.8885899999999,4
900.0,42,0.7541869444444445,4623776.10469,0.0,0
900.0,43,0.8737361111111112,29210382.275840003,0.0,0
910.0,1,0.5797383333333334,5361229.87741,0.0,0
910.0,2,1.424138611111111,4950467.00429,1937.74446,8
910.0,3,0.5634405555555555,4018650.5051700007,0.0,0
910.0,4,0.2212975,8332902.3617,0.0,0
910.0,5,1.6566997222222222,43933532.198149994,0.0,0
910.0,6,2.577810277777778,12493348.59935,0.0,0
910.0,7,4.755816111111112,32054035.020549998,0.0,0
910.0,8,0.040636666666666675,1539630.97424,7534.13258,20
910.0,9,0.2608013888888889,4743079.8654,25584.470889999997,25
910.0,10,0.2804408333333333,1718098.0850499999,0.0,0
910.0,11,0.0,64108.71615,0.0,0
910.0,12,0.1825725,322024.37149,0.0,0
910.0,13,0.30665666666666663,7266311.44788,694.6872000000001,2
910.0,14,0.22104638888888886,2308004.91933,0.0,0
910.0,15,0.07934027777777777,714032.9736499999,0.0,0
910.0,16,0.23855749999999998,4019713.54081,0.0,0
910.0,17,0.013843055555555558,1539665.48738,0.0,0
910.0,18,0.2616383333333333,11018648.22473,237400.06222999998,56
910.0,19,0.53735,22294534.75176,0.0,0
910.0,20,2.6868172222222224,17281964.63375,0.0,0
910.0,21,0.9835988888888889,4641959.82382,0.0,0
910.0,22,0.03143666666666667,374311.25432,0.0,0
910.0,23,1.3208308333333334,37996308.45278999,0.0,0
910.0,24,0.7034955555555555,7501675.03249,18254.36745,6
910.0,25,2.640065,7834329.27542,0.0,0
910.0,26,0.4212025,847720.7257600001,0.0,0
910.0,27,3.3044208333333334,28275430.299080003,0.0,0
910.0,28,0.1692294444444445,4593914.97302,131512.90432,22
910.0,29,1.2286758333333334,52735679.19993,24828.428840000004,10
910.0,30,0.6288086111111112,13031712.96003,0.0,0
910.0,31,0.7415475,10159229.26396,0.0,0
910.0,32,1.5189697222222223,7860760.747810001,0.0,0
910.0,33,0.13385055555555556,6298903.95203,0.0,0
910.0,34,0.26134805555555557,11493566.66971,0.0,0
910.0,35,1.3860436111111112,12952888.69573,41152.052319999995,25
910.0,36,0.31443611111111114,13005087.68051,0.0,0
910.0,37,0.5477477777777778,7620083.2551299995,0.0,0
910.0,38,0.5568727777777778,5784759.699449999,19819.14243,9
910.0,39,0.5730902777777778,14263807.2714,0.0,0
910.0,40,0.8130338888888887,10969702.70411,0.0,0
910.0,41,0.027509166666666668,376565.88889,0.0,0
910.0,42,0.0,15417.28588,0.0,0
910.0,43,4.649611944444445,55861357.78712001,44973.66949,16
910.0,44,6.0227747222222225,43722759.61088,7008.683220000001,20
910.0,45,0.10800972222222222,10420707.97469,0.0,0
910.0,46,0.0652911111111111,1682723.69709,3669.04389,3
910.0,47,1.0912902777777778,52657629.85334,63832.88407999999,28
910.0,48,1.2366613888888889,16659680.60313,0.0,0
910.0,49,2.097976111111111,47704674.708450004,0.0,0
910.0,50,0.08775638888888888,550124.74774,0.0,0
910.0,51,3.852665555555556,109862033.01730001,0.0,0
910.0,52,0.15699916666666666,11808062.18107,98.43661,4
910.0,53,0.3550330555555556,6455308.73057,0.0,0
920.0,1,0.05923416666666667,3698924.6846799995,249114.25269,80
920.0,2,1.4281430555555554,9136244.81559,0.0,0
920.0,3,0.045017777777777775,678554.31806,0.0,0
920.0,4,0.14042916666666666,4274620.35238,0.0,0
920.0,5,0.08095611111111112,1859036.44413,0.0,0
920.0,6,2.2252408333333333,20370635.476729997,0.0,0
920.0,7,0.11296638888888888,945261.1824400001,0.0,0
920.0,8,0.9240438888888889,6497358.60003,8547.02004,13
920.0,9,1.2200775000000001,29962063.44523,0.0,0
920.0,10,2.032525,16903857.72126,0.0,0
920.0,11,0.015263055555555554,87428.09141,0.0,0
920.0,12,0.20610305555555555,9044179.88084,16672.14733,24
920.0,13,0.8382413888888889,9020586.16921,0.0,0
920.0,14,0.12318055555555557,3440964.74607,7083.578699999999,11
920.0,15,1.2924447222222222,23405982.12622,0.0,0
920.0,16,0.3779647222222222,22809151.63528,0.0,0
920.0,17,0.016461388888888887,381062.5502,0.0,0
920.0,18,0.04297722222222222,2893978.6985899997,5099.59443,11
920.0,19,0.042583055555555555,1633335.65521,0.0,0
920.0,20,2.3182327777777774,15756111.38161,0.0,0
920.0,21,0.833095,35924697.4862,0.0,0
920.0,22,0.09408694444444443,1577765.4182199999,3812.5868100000002,4
920.0,23,2.838100277777778,14231499.630239999,0.0,0
920.0,24,0.20726111111111112,4800150.0436,0.0,0
920.0,25,1.1373869444444444,11701558.43164,0.0,0
920.0,26,1.1672924999999998,12085812.29726,48457.16857000001,28
920.0,27,1.394026111111111,11913220.88422,0.0,0
920.0,28,1.5087702777777778,54550617.31421,0.0,0
920.0,29,0.7588211111111112,9535999.147149999,0.0,0
920.0,30,1.8994261111111113,13287334.623130001,0.0,0
920.0,31,0.07690027777777778,1771175.02857,72560.06447,6
920.0,32,0.9717872222222222,19427638.26031,18551.34159,7
920.0,33,0.027506944444444445,4186945.7643,0.0,0
920.0,34,0.8048275,25002391.384719998,0.0,0
920.0,35,5.510745277777777,46041139.48867,51619.472160000005,50
920.0,36,1.5426949999999997,33855633.49184,0.0,0
920.0,37,2.2503588888888886,13781099.07417,0.0,0
920.0,38,0.8857147222222224,14797730.772300001,10396.68408,6
920.0,39,1.8136969444444444,14335282.94597,0.0,0
920.0,40,0.21983111111111112,6968498.48471,0.0,0
920.0,41,2.0979091666666667,63856056.33587,9340.30845,5
920.0,42,0.5765980555555555,10975875.47797,0.0,0
920.0,43,0.5403413888888888,34959403.25261,266460.65773999994,61
920.0,44,0.5127997222222221,7943280.73556,156.46630000000002,2
920.0,45,1.146877222222222,7863732.76722,0.0,0
920.0,46,0.12278222222222222,1148048.62553,0.0,0
920.0,47,16.703018333333333,18498382.60217,0.0,0
920.0,48,0.36957805555555556,51214556.58846,13942.18532,3
920.0,49,0.00895388888888889,3360091.17301,243222.57337999996,62
920.0,50,0.26893055555555556,17910731.535099998,0.0,0
920.0,51,0.12847333333333333,1435299.26113,0.0,0
920.0,52,0.0012205555555555557,50664.12829,0.0,0
920.0,53,0.131555,22525576.534,118.49472,1
920.0,54,1.7026758333333336,30510209.161080003,11706.79932,4
930.0,1,0.4236830555555556,8944834.59712,160696.04737999997,92
930.0,2,1.0426452777777777,6700175.847449999,0.0,0
930.0,3,2.2833208333333332,23692197.018170003,0.0,0
930.0,4,0.05139888888888889,1527729.4754599999,0.0,0
930.0,5,0.8275405555555556,5787148.0026899995,0.0,0
930.0,6,2.577334722222222,52498702.210360005,65688.69400999999,31
930.0,7,10.706381944444447,17512023.30466,0.0,0
930.0,8,0.042719999999999994,544195.00864,0.0,0
930.0,9,0.8601483333333332,30192785.397299998,337996.9722300001,116
930.0,10,0.04630222222222222,1230688.01394,3056.1672099999996,9
930.0,11,1.2516475000000002,31155471.35093,49710.738809999995,7
930.0,12,0.7523536111111111,4739762.43502,0.0,0
930.0,13,0.05512388888888889,112357.67493,0.0,0
930.0,14,0.07618194444444444,1530859.0708400002,0.0,0
930.0,15,1.1711413888888886,13216041.269000001,64543.045939999996,24
930.0,16,0.18273472222222223,3526201.15601,0.0,0
930.0,17,0.02172722222222222,2028938.49267,120524.02051000002,13
930.0,18,0.2711436111111111,11179807.52232,0.0,0
930.0,19,0.26237499999999997,1425235.9518199998,0.0,0
930.0,20,0.038900833333333336,426252.60367,0.0,0
930.0,21,0.15176555555555554,6295912.28734,53.491080000000004,1
930.0,22,0.04718111111111112,2348907.41811,255448.54442999998,80
930.0,23,1.6133899999999999,15965676.2357,0.0,0
930.0,24,3.771901388888889,37753510.2088,0.0,0
930.0,25,1.5620483333333333,15609981.68107,153.12984999999998,2
930.0,26,1.478131388888889,11921938.9283,0.0,0
930.0,27,2.241017222222222,28157571.669379998,0.0,0
930.0,28,0.5936713888888889,28024716.087149996,186.188,2
930.0,29,0.9095705555555554,10076845.23217,0.0,0
930.0,30,0.1429852777777778,492517.81036,0.0,0
930.0,31,0.7476938888888889,5338359.7105,0.0,0
930.0,32,1.1098841666666668,12306651.85322,350574.28431,124
930.0,33,7.833777777777779,74708123.78099,0.0,0
930.0,34,1.1031977777777777,15400333.401279999,0.0,0
930.0,35,0.5050100000000001,5293639.36617,0.0,0
930.0,36,0.09961527777777777,1850748.8729,0.0,0
930.0,37,0.7880413888888889,36772325.21922,144025.08037,25
930.0,38,0.06508194444444444,2179084.62995,0.0,0
930.0,39,1.429328888888889,24454090.045259997,0.0,0
930.0,40,2.6101877777777776,88311882.82912,3434.2875100000006,13
930.0,41,14.833219444444444,20436281.719469998,0.0,0
930.0,42,2.071390833333333,2386478.13735,0.0,0
930.0,43,0.7834005555555557,9357008.705559999,0.0,0
930.0,44,1.4509336111111113,14142072.59232,0.0,0
940.0,1,2.044458888888889,21288256.96655,452828.80282000004,160
940.0,2,0.4660002777777778,4789869.8901,0.0,0
940.0,3,0.9687086111111112,13820890.11033,0.0,0
940.0,4,0.03816888888888889,2651322.48414,0.0,0
940.0,5,0.015446388888888888,2249670.5504900003,1622.99674,10
940.0,6,2.3594622222222217,35764381.98541,105.09994,2
940.0,7,0.0016919444444444445,36411.83547,0.0,0
940.0,8,0.07396916666666667,192056.12377000003,0.0,0
940.0,9,0.4955783333333333,1926933.8771700002,0.0,0
940.0,10,1.8868886111111112,8408888.659710001,0.0,0
940.0,11,0.4923033333333333,5580417.48689,0.0,0
940.0,12,0.24324444444444443,4804271.70887,25243.35569,21
940.0,13,1.1993119444444444,21967129.117810003,3336.9988900000003,4
940.0,14,1.22393,35326442.87117,2360.1159399999997,2
940.0,15,0.7448611111111111,23034302.98461,16574.31064,18
940.0,16,5.821995277777778,31893643.75929,0.0,0
940.0,17,0.6309911111111113,2878940.15271,524.9704,2
940.0,18,0.06698416666666666,4836245.15831,3967.5775499999995,5
940.0,19,0.006114444444444445,670986.0063799999,0.0,0
940.0,20,0.007107500000000001,1328463.0879000002,0.0,0
940.0,21,0.29485083333333334,14155858.82923,0.0,0
940.0,22,0.645665,11185810.719700001,4310.714709999999,7
940.0,23,1.8529280555555554,14571511.311770001,438464.57785,185
940.0,24,1.7719816666666666,7657553.80533,0.0,0
940.0,25,0.22709861111111113,2594963.88298,0.0,0
940.0,26,0.00133,4489.183660000001,0.0,0
940.0,27,0.15440333333333336,5806688.44713,0.0,0
940.0,28,0.005592222222222222,5810.728950000001,0.0,0
940.0,29,0.6327225,14173905.21473,2195.56561,5
940.0,30,0.8147719444444445,3540761.5186,0.0,0
940.0,31,0.8840461111111112,71920826.29646,27062.972760000008,38
940.0,32,6.181050277777778,38378957.29469,0.0,0
940.0,33,2.780368611111111,18100373.43569,0.0,0
940.0,34,0.8911566666666667,12427082.223590001,44447.16083000001,18
940.0,35,0.13929583333333334,1177734.4614,0.0,0
940.0,36,0.2713936111111111,4302437.800559999,0.0,0
940.0,37,0.02876888888888889,322731.03425,0.0,0
940.0,38,0.8481133333333333,7882634.87163,0.0,0
940.0,39,0.6052066666666667,7067594.8139700005,0.0,0
940.0,40,0.11206333333333333,3794450.3752499996,0.94928,1
940.0,41,0.07353972222222221,8835251.69821,8169.935609999999,7
940.0,42,0.23772583333333333,8642023.646720001,723.1017600000001,4
940.0,43,5.300216944444444,67178105.81479,236.12072,1
940.0,44,0.10423055555555556,12005019.470090002,0.0,0
940.0,45,0.1620213888888889,13223461.05827,0.0,0
940.0,46,0.8761077777777778,23734773.905810002,0.0,0
940.0,47,9.459991666666667,14341905.752969999,0.0,0
940.0,48,6.12862611111111,38910843.04609,0.0,0
940.0,49,0.09799083333333333,1960153.5104,0.0,0
940.0,50,1.4780205555555554,9668508.770350002,0.0,0
950.0,1,1.2780291666666665,12424067.719810002,378488.89174,128
950.0,2,0.30692222222222226,11315252.73322,0.0,0
950.0,3,1.214442777777778,6352440.45973,0.0,0
950.0,4,0.008086944444444442,436597.02963000006,0.0,0
950.0,5,2.7533069444444447,8402854.51653,20612.67074,7
950.0,6,0.5963905555555556,11796041.445750002,0.0,0
950.0,7,2.1352766666666665,47568333.889989994,0.0,0
950.0,8,0.0,11173.31633,0.0,0
950.0,9,1.0181527777777777,10228275.05786,272409.21842000005,148
950.0,10,0.028063888888888888,472771.54521999997,0.0,0
950.0,11,1.3372697222222223,10769252.276920002,950.5052800000001,2
950.0,12,1.5177258333333334,12920760.81485,0.0,0
950.0,13,0.0016933333333333331,325324.27850999986,0.0,0
950.0,14,0.007383611111111111,2356593.22812,125.5386,1
950.0,15,2.927623333333334,31437957.25765,97.33859999999999,1
950.0,16,0.038857222222222224,304144.27333,0.0,0
950.0,17,0.814321111111111,1935983.64291,0.0,0
950.0,18,1.8809280555555556,3186530.44005,0.0,0
950.0,19,0.4160691666666667,11804164.823989999,0.0,0
950.0,20,0.04172083333333333,1704541.99994,0.0,0
950.0,21,0.5319877777777777,6400277.14672,29220.2674,10
950.0,22,0.03645194444444445,941246.7843100001,0.0,0
950.0,23,0.19223638888888886,6699357.30285,99444.47810000001,32
950.0,24,0.21252749999999998,7132569.81828,0.0,0
950.0,25,0.9881922222222222,10677067.30756,116773.15241,66
950.0,26,0.02447222222222222,63986.33076999999,0.0,0
950.0,27,0.6186075,11015724.61931,0.0,0
950.0,28,0.20465472222222225,16253276.42199,2249.51242,4
950.0,29,0.03903611111111111,1036293.9772900001,0.0,0
950.0,30,1.2826758333333332,10931662.56551,0.0,0
950.0,31,0.3868830555555556,3731759.74804,0.0,0
950.0,32,0.05304111111111111,824525.27968,0.0,0
950.0,33,0.004087222222222222,829119.01317,0.0,0
950.0,34,0.03020361111111111,1581805.54423,1282.61977,5
950.0,35,0.34070194444444446,6967446.1768,2059.29971,6
950.0,36,2.2217591666666667,11801212.30218,0.0,0
950.0,37,0.1493675,7199990.99142,0.0,0
950.0,38,0.47843611111111106,16289231.62427,5710.068169999999,10
950.0,39,0.9270258333333332,40172231.66809,387514.4345,43
950.0,40,0.9386238888888889,16532717.15244,0.0,0
950.0,41,0.04173444444444445,748291.77886,0.0,0
950.0,42,0.1878811111111111,18660639.28654,0.0,0
950.0,43,0.10232638888888888,9617142.778239999,0.0,0
