metric,unit,side,day_type,hor,hor_ms,bin_i,n_up,n_dn,n,p_up,base,diff,lo,hi
kappa_depth,1/s,売り,閉場日,10s,10000,5,3661,3682,8502,0.49857006673021925,0.4993314564283994,-0.000761389698180126,-0.018745193454268207,0.013399701274876554
kappa_depth,1/s,売り,閉場日,10s,10000,6,159,156,373,0.5047619047619047,0.4993314564283994,0.005430448333505367,-0.04880727720967927,0.05897107255798605
kappa_depth,1/s,売り,閉場日,30s,30000,0,16686,15397,34872,0.5200885204002119,0.501467295939977,0.018621224460234953,0.004772456739797315,0.03424962658580942
kappa_depth,1/s,売り,閉場日,30s,30000,1,11625,12038,25472,0.4912732958627393,0.501467295939977,-0.010194000077237642,-0.018369982165959274,-0.0028286722959013945
kappa_depth,1/s,売り,閉場日,30s,30000,2,15333,15990,33890,0.4895124988027967,0.501467295939977,-0.011954797137180284,-0.025410004818943545,-0.004685051749218775
kappa_depth,1/s,売り,閉場日,30s,30000,3,13239,13229,28434,0.5001889073598308,0.501467295939977,-0.0012783885801461725,-0.017216586189431955,0.01110516023253193
kappa_depth,1/s,売り,閉場日,30s,30000,4,5213,5120,10997,0.5045001451659731,0.501467295939977,0.003032849225996115,-0.013181549077266954,0.018836240533837863
kappa_depth,1/s,売り,閉場日,30s,30000,5,4026,3964,8496,0.5038798498122653,0.501467295939977,0.0024125538722883366,-0.014870267485251339,0.017632764099269456
kappa_depth,1/s,売り,閉場日,30s,30000,6,180,176,373,0.5056179775280899,0.501467295939977,0.004150681588112937,-0.04424268976623811,0.04744078020521146
kappa_depth,1/s,売り,閉場日,50s,50000,0,16982,15882,34856,0.5167356377799416,0.49891458444090026,0.017821053339041326,0.007202962254819082,0.030119951923786296
kappa_depth,1/s,売り,閉場日,50s,50000,1,11827,12442,25461,0.4873295150191602,0.49891458444090026,-0.011585069421740035,-0.022041024255398913,-0.0026753235267918535
kappa_depth,1/s,売り,閉場日,50s,50000,2,15781,16422,33874,0.4900475111014502,0.49891458444090026,-0.008867073339450082,-0.020584079786545677,-0.0018514029802118844
kappa_depth,1/s,売り,閉場日,50s,50000,3,13436,13675,28415,0.4955921950499797,0.49891458444090026,-0.003322389390920555,-0.018977356836983525,0.00805668170090056
kappa_depth,1/s,売り,閉場日,50s,50000,4,5262,5232,10986,0.501429388221841,0.49891458444090026,0.0025148037809407664,-0.013626402433406515,0.016405534829644915
kappa_depth,1/s,売り,閉場日,50s,50000,5,4100,4035,8492,0.5039950829748002,0.49891458444090026,0.005080498533899969,-0.009696161596500063,0.014490460006533253
kappa_depth,1/s,売り,閉場日,50s,50000,6,181,175,373,0.5084269662921348,0.49891458444090026,0.009512381851234541,-0.047804337151288144,0.05455583719538358
kappa_depth,1/s,売り,閉場日,100s,100000,0,17089,16495,34821,0.5088434969032872,0.49681223405027813,0.012031262853009095,0.0020458590125051928,0.02305568105213012
kappa_depth,1/s,売り,閉場日,100s,100000,1,12030,12612,25432,0.488190893596299,0.49681223405027813,-0.00862134045397911,-0.022674799824345292,0.0013292730102660792
kappa_depth,1/s,売り,閉場日,100s,100000,2,16095,16571,33831,0.49271413702320455,0.49681223405027813,-0.004098097027073588,-0.012189605346886314,0.005327762795494797
kappa_depth,1/s,売り,閉場日,100s,100000,3,13595,13954,28388,0.4934843369995281,0.49681223405027813,-0.0033278970507500394,-0.017004029960245606,0.0128677782493231
kappa_depth,1/s,売り,閉場日,100s,100000,4,5258,5395,10968,0.49356988641697175,0.49681223405027813,-0.003242347633306386,-0.01723701934407826,0.01111770308234751
kappa_depth,1/s,売り,閉場日,100s,100000,5,4176,4083,8475,0.5056302215764621,0.49681223405027813,0.008817987526183957,-0.011903093251134018,0.02333431301688597
kappa_depth,1/s,売り,閉場日,100s,100000,6,175,186,373,0.48476454293628807,0.49681223405027813,-0.012047691113990067,-0.05574936651609303,0.029160176972954626
kappa_depth,1/s,買い,立会日,50ms,50,0,110,223,412685,0.3303303303303303,0.5,-0.16966966966966968,-0.22381773399014776,-0.12453813648110645
kappa_depth,1/s,買い,立会日,50ms,50,1,262,240,424584,0.5219123505976095,0.5,0.021912350597609542,-0.023918898407987072,0.0697499535116868
kappa_depth,1/s,買い,立会日,50ms,50,2,347,313,555777,0.5257575757575758,0.5,0.025757575757575757,-0.01637609016288317,0.06006348598640597
kappa_depth,1/s,買い,立会日,50ms,50,3,428,409,635641,0.5113500597371565,0.5,0.011350059737156526,-0.020116100138127386,0.046889022435897425
kappa_depth,1/s,買い,立会日,50ms,50,4,266,232,312992,0.5341365461847389,0.5,0.034136546184738936,-0.011651016833706352,0.08042201337429965
kappa_depth,1/s,買い,立会日,50ms,50,5,164,160,233142,0.5061728395061729,0.5,0.006172839506172867,-0.04317211864002671,0.05594789678211073
kappa_depth,1/s,買い,立会日,100ms,100,0,14693,24264,412685,0.37715943219447085,0.5065645217315792,-0.12940508953710833,-0.14466750903150735,-0.1124800631563402
kappa_depth,1/s,買い,立会日,100ms,100,1,33394,28708,424584,0.5377282535184053,0.5065645217315792,0.031163731786826077,0.023612881982118257,0.03730228252080692
kappa_depth,1/s,買い,立会日,100ms,100,2,43245,36998,555777,0.5389255137519784,0.5065645217315792,0.032360992020399215,0.027298265552989635,0.03725133451489506
kappa_depth,1/s,買い,立会日,100ms,100,3,48814,46641,635641,0.511382326750825,0.5065645217315792,0.00481780501924578,0.0018999071815176993,0.008153085320650188
kappa_depth,1/s,買い,立会日,100ms,100,4,26769,25756,312992,0.5096430271299381,0.5065645217315792,0.003078505398358966,-0.0018165954531558835,0.007153416399690837
kappa_depth,1/s,買い,立会日,100ms,100,5,18330,18055,233142,0.5037790298199808,0.5065645217315792,-0.002785491911598381,-0.008022818113079063,0.0024537115908813845
kappa_depth,1/s,買い,立会日,100ms,100,6,1422,1407,15287,0.5026511134676565,0.5065645217315792,-0.003913408263922724,-0.0193221281084782,0.012763856744952402
kappa_depth,1/s,買い,立会日,500ms,500,0,76195,124694,412684,0.3792890601277322,0.5062716967582784,-0.1269826366305462,-0.14190917464105562,-0.11148994140338694
kappa_depth,1/s,買い,立会日,500ms,500,1,161519,125866,424584,0.5620300294030656,0.5062716967582784,0.055758332644787134,0.04390030280111902,0.0638506057913887
kappa_depth,1/s,買い,立会日,500ms,500,2,190078,169791,555777,0.5281866456960728,0.5062716967582784,0.021914948937794332,0.018876581986438188,0.024788232979940733
kappa_depth,1/s,買い,立会日,500ms,500,3,216210,206818,635641,0.511100920033662,0.5062716967582784,0.004829223275383598,0.002496689170726968,0.007115398794628426
kappa_depth,1/s,買い,立会日,500ms,500,4,108341,105640,312992,0.5063113080133282,0.5062716967582784,0.00003961125504980956,-0.0027655852949558303,0.0029162379106478717
kappa_depth,1/s,買い,立会日,500ms,500,5,79808,78426,233142,0.5043669502129757,0.5062716967582784,-0.0019047465453027046,-0.0049327867073181795,0.002162613696765642
kappa_depth,1/s,買い,立会日,500ms,500,6,5393,5558,15287,0.4924664414208748,0.5062716967582784,-0.013805255337403621,-0.024739660120846316,-0.004231835769685283
kappa_depth,1/s,買い,立会日,1s,1000,0,107704,159158,412684,0.40359436712608016,0.5080245628903772,-0.10443019576429707,-0.11653869089931665,-0.09213809155507435
kappa_depth,1/s,買い,立会日,1s,1000,1,195283,148214,424582,0.5685144266179908,0.5080245628903772,0.06048986372761356,0.05074122421074186,0.06868640073841108
kappa_depth,1/s,買い,立会日,1s,1000,2,224931,204396,555775,0.52391533726041,0.5080245628903772,0.015890774370032723,0.013175321375899014,0.019206544304205823
kappa_depth,1/s,買い,立会日,1s,1000,3,256956,245511,635640,0.5113888076231872,0.5080245628903772,0.00336424473280994,0.0009161008607352028,0.006085359996447119
kappa_depth,1/s,買い,立会日,1s,1000,4,127298,124738,312991,0.505078639559428,0.5080245628903772,-0.0029459233309492294,-0.00576969609402205,0.00018795293616894363
kappa_depth,1/s,買い,立会日,1s,1000,5,94640,92584,233142,0.5054907490492672,0.5080245628903772,-0.0025338138411100664,-0.0054982992009312195,0.0008999584162117202
kappa_depth,1/s,買い,立会日,1s,1000,6,6222,6430,15287,0.4917799557382232,0.5080245628903772,-0.016244607152154034,-0.024397568731344556,-0.007544515588784805
kappa_depth,1/s,買い,立会日,3s,3000,0,172156,195912,412679,0.4677287892454655,0.5086098877188349,-0.04088109847336935,-0.0464604770639679,-0.03526750965707487
kappa_depth,1/s,買い,立会日,3s,3000,1,212031,177760,424571,0.5439607379339184,0.5086098877188349,0.03535085021508355,0.030433065810807094,0.039605710513822834
kappa_depth,1/s,買い,立会日,3s,3000,2,259301,243355,555768,0.5158617424242424,0.5086098877188349,0.007251854705407568,0.004203773701347816,0.010260651834908706
kappa_depth,1/s,買い,立会日,3s,3000,3,296156,286527,635634,0.5082626402349133,0.5086098877188349,-0.00034724748392156446,-0.0032423660670075015,0.002957200944690196
