dt,slope,iv_hat,omega_bp,half_spread_bp
2026-05-04,0.009696501543616006,132640.6231192029,0.06962938152682388,1.5511090429657794
2026-05-05,0.03969658509348381,216727.16639712307,0.14088396838086975,2.027575020275347
2026-05-06,0.04820480953846621,257054.93797458784,0.1552494920095815,2.249111600918149
2026-05-07,-0.012495687927555508,200237.6852017039,0.0,2.2237046920167733
2026-05-08,0.16953045654096016,248135.86116444014,0.2911446861450164,2.1133606661317623
2026-05-09,0.0678852262889169,21202.180480966184,0.18423521146745658,2.3717289904335543
2026-05-10,0.0827378464582441,91198.62330122168,0.20339351815906537,1.9590173568936704
2026-05-11,0.03683558258270202,299188.25817303505,0.13571216338763084,1.9776134161293026
2026-05-12,-0.03158425837163318,255523.7662489586,0.0,1.9925875742243402
2026-05-13,0.03825087320490324,225059.2687664888,0.13829474538987957,1.2503646897012102
2026-05-14,1.0220306928653426,777987.4129626655,0.7148533740793781,1.2884937508053576
2026-05-15,0.2709361099944278,318906.7369817792,0.3680598524658916,1.3708019191227387
2026-05-16,0.1142919193178768,248612.68170552427,0.23905221115676467,0.9396729937986389
2026-05-17,0.00799429449323271,34258.20967056973,0.06322299618506193,1.3895965538005992
2026-05-18,-0.005501227667127977,328885.2441799476,0.0,1.401279835583219
2026-05-19,0.009095397482887556,302934.68694935873,0.06743662759542308,1.3477694415742458
2026-05-20,-0.030392666817983353,259196.18717111534,0.0,0.9013068949982078
2026-05-21,-0.03769065461314783,283844.42573505105,0.0,0.8534607834774358
2026-05-22,0.8180349623311464,329828.39403435524,0.6395447452411545,0.835003340013194
2026-05-23,0.09057499591401807,76601.16813382356,0.21280859465023738,1.2464165524118633
2026-05-24,0.14584065046842187,194853.60420735888,0.27003763669942554,1.2252399428221825
2026-05-25,0.02685911602681155,32846.37684680416,0.11588596987299961,1.2131505519829724
2026-05-26,0.17819839813328267,293034.15100758465,0.29849488951511605,0.8246742536696364
2026-05-27,0.16572660108066287,339284.5156532366,0.28785986267684394,0.8416091567074576
2026-05-28,0.014409572449838476,189308.80954305877,0.08488101215772134,1.2313754463736462
2026-05-29,0.06664141220075728,185199.27052933924,0.18253960145781692,1.2573871495033797
2026-05-30,0.013088669375915902,29163.15535074408,0.08089706229498048,1.729355814959198
2026-05-31,0.009227313723929084,30026.124618211776,0.0679239049375442,1.72980453208753
2026-06-01,0.028698417906192417,440116.39167426404,0.11978818369562254,1.3777267508611313
2026-06-02,-0.049815274416208595,297389.81879299873,0.0,1.3879250520472421
2026-06-03,0.06987609625807727,376202.45147479634,0.18691722266564587,1.3336296954879368
2026-06-04,0.34319057440856365,387099.73208408686,0.4142406151070677,1.360235774200913
2026-06-05,0.8879058680632758,331208.79284923605,0.6662979318830563,1.3834447774960175
2026-06-06,0.043698278290223,104743.6901341425,0.14781454307716646,1.0555203715429606
2026-06-07,0.25142679509834504,171605.2154812357,0.35456085168722806,1.017811704834403
2026-06-08,-0.02207236241803329,551925.5285504209,0.0,1.014919313915063
2026-06-09,1.0737409424788111,461758.2751898878,0.732714454094776,1.3538517081096229
2026-06-10,-0.010828686083988447,446934.8866933648,0.0,0.9529254812271785
2026-06-11,-0.08316240960103159,453057.93404655595,0.0,0.911992704058186
2026-06-12,0.08270944917358262,324073.61070725304,0.2033586108007018,1.2033211664193628
2026-06-13,0.16905828199901735,120037.2659903203,0.29073895679717343,1.2010088474313192
2026-06-14,0.24464978060308734,140718.7694395628,0.3497497538262803,1.1806840096029414
2026-06-15,-0.006877652253736754,245291.19894987217,0.0,0.7823501799403858
2026-06-16,0.019262262471765705,265437.51592105476,0.09813832704852296,1.1814279525854028
2026-06-17,0.24594077999312614,503186.8972442437,0.3506713418524004,0.8387854386846175
2026-06-18,0.35638798548157674,369332.80564394704,0.4221303030354352,1.1224604332697699
2026-06-19,0.029178855590728355,146814.9343438036,0.12078670371925951,1.1171936096525952
2026-06-20,0.08371059517870291,100406.21905563906,0.20458567298164224,1.447492219729031
2026-06-21,0.007027462036233017,32658.77311723169,0.05927673251889403,1.1164867897861017
2026-06-22,-0.054951109717842464,304422.7730786169,0.0,1.0780896251842147
2026-06-23,0.553615921399015,502216.4906416016,0.5261254229739403,1.1618450098757265
2026-06-24,0.14511216697114337,303008.45228501485,0.2693623646420778,1.478524432615955
2026-06-25,0.06670977297406223,373014.1132931896,0.18263320203903538,1.4278574998212337
2026-06-26,0.2013291854287209,336426.5137460416,0.31727683923406774,1.1844131232968897
2026-06-27,0.19060428753633069,157768.84751874997,0.30871045296226257,1.5655577299409802
2026-06-28,0.5565564422417139,316574.30886252905,0.5275208252958901,1.5607928827841442
2026-06-29,0.043257887316517446,287802.4900066847,0.14706781992760593,1.207972619287342
2026-06-30,0.0018872086462835586,189471.80129031223,0.030718143224188848,1.139860936965733
2026-07-01,0.4914971388729055,302847.99442147824,0.4957303394351134,1.167905944640196
2026-07-02,0.0954346006835876,442768.7910705328,0.21844289949960333,1.272966436118349
2026-07-03,0.5184803884351001,293764.78860046295,0.5091563553738184,1.2246397518063898
2026-07-04,0.1299299859176766,100752.93129159092,0.25488231197719136,1.2126601721977903
2026-07-05,0.26081077219212423,146994.9389140589,0.3611168593351218,1.2086539623706192
2026-07-06,0.3182203055260816,336459.40855306154,0.39888614009895207,1.186098920650027
2026-07-07,0.7242776768166733,394400.8767674992,0.6017797258202844,0.9194556822359334
2026-07-08,0.8323960345335006,540429.326056061,0.6451341079703896,1.3597425554095606
2026-07-09,0.613925144387208,382237.1765934658,0.5540420310712934,1.290267085286092
2026-07-10,0.6124912764450815,363806.5540023741,0.553394649615029,0.9246417013405465
2026-07-11,0.13990141157706967,74368.20424947616,0.2644819573969741,1.328550551348529
2026-07-12,0.24467039871425056,109535.16700102479,0.34976449127537984,0.9002520705795831
2026-07-13,0.2137441838916075,317053.35786691273,0.3269129730460444,0.96983803704762
2026-07-14,0.2999655192649117,378963.61814129073,0.3872760767623736,0.9520182787507627
2026-07-15,0.3866968599423806,309301.7063098767,0.4397140320380853,0.9639483323691931
2026-07-16,-0.04975965983725289,281849.83953990514,0.0,1.0078613182824037
2026-07-17,-0.04956248873341196,398055.46089587186,0.0,1.0682619378269425
2026-07-18,0.007319861391402847,17815.5373438772,0.060497361063945786,1.0653030787256856
2026-07-19,0.02778487923613405,44692.63190157245,0.11786619370314384,1.0626992561103092
2026-07-20,-0.018760507711958,225975.27178027283,0.0,1.0299721907513766
2026-07-21,-0.027366348012777274,186339.75035469164,0.0,0.9742790335156972
2026-07-22,0.06507755204958125,234385.6936457825,0.18038507705680817,0.9732360097321664
2026-07-23,-0.06337572408435407,690105.3525330357,0.0,0.9892175289351188
2026-07-24,0.12724519923013447,516769.63764786086,0.25223520693009377,0.9741841207986371
2026-07-25,0.004816120066067532,36420.70144611361,0.04907198827267717,1.0746910263297162
2026-07-26,0.031908834452131336,40637.46590850119,0.12631079615799146,1.047339757016968
2026-07-27,-0.003583566868215581,298260.07094012026,0.0,1.0607828577488077
2026-07-28,-0.045205724921019395,343694.8168843981,0.0,1.122964626614038
2026-07-29,-0.029495884813507782,520198.3879086194,0.0,1.1710973181877404
2026-07-30,0.019812607206378858,400134.0454062773,0.09953041546778266,1.1889192723811686
2026-07-31,-0.04114824452158811,325655.22353093955,0.0,1.0559662090818496
2026-08-01,0.0019535149174270327,27067.78583347104,0.03125311918374735,1.1066843736164242
2026-08-02,0.011081897875228836,42822.26520549468,0.07443755058849276,1.0828370330263142
2026-08-03,0.01092771395654382,249649.77735468265,0.07391790702036896,1.0993843447667118
2026-08-04,-0.007896044636452186,247995.44865636103,0.0,0.5497223901932338
