metric,side,day_type,hor,hor_ms,x_form,y_kind,n,beta,r,r2,t
kappa_depth,売り,立会日,10ms,10,log1p,二乗,1407615,-9.606095567757644e-13,-0.0005456220307833203,2.977034004761145e-7,-0.647341719192717
kappa_depth,売り,立会日,20ms,20,log1p,二乗,1407615,-1.1978224567077318e-12,-0.0006541139901698405,4.2786511213591023e-7,-0.7760597604429391
kappa_depth,売り,立会日,50ms,50,log1p,二乗,1407615,4.490424278474384e-12,0.0005888290969531798,3.467197054186972e-7,0.6986038461955075
kappa_depth,売り,立会日,100ms,100,log1p,二乗,1407615,5.384720303083318e-10,0.009719280015656081,0.00009446440402273166,11.531777191490482
kappa_depth,売り,立会日,500ms,500,log1p,二乗,1407614,6.630636494597139e-9,0.020302633386696398,0.0004121969224345992,24.092583820656372
kappa_depth,売り,立会日,1s,1000,log1p,二乗,1407612,1.6803274048075303e-8,0.018383536529889017,0.0003379544153457639,21.81441808894502
kappa_depth,売り,立会日,3s,3000,log1p,二乗,1407590,5.5674043464262454e-8,0.009728500027038537,0.00009464371277608882,11.542615125992794
kappa_depth,売り,立会日,5s,5000,log1p,二乗,1407571,7.374816608551099e-8,0.01681876063970508,0.0002828707094556928,19.95677081392225
kappa_depth,売り,立会日,10s,10000,log1p,二乗,1407513,7.741113242767904e-7,0.001908483626027543,3.642309750815239e-6,2.264201782611314
kappa_depth,売り,立会日,30s,30000,log1p,二乗,1407337,4.566584267563641e-7,0.019317698201836916,0.00037317346381725324,22.921084903046413
kappa_depth,売り,立会日,50s,50000,log1p,二乗,1407153,7.970690289358924e-7,0.020233537778197468,0.0004093960510217441,24.006624188057756
kappa_depth,売り,立会日,100s,100000,log1p,二乗,1406704,1.6794957362146108e-6,0.01682562839857609,0.00028310177100697025,19.958772552592094
kappa_depth,売り,立会日,10ms,10,log1p,符号つき,1407615,8.240984861886463e-10,0.0004290324075064465,1.8406880669077757e-7,0.5090163974610529
kappa_depth,売り,立会日,20ms,20,log1p,符号つき,1407615,3.2979981182989636e-10,0.00014849804538127567,2.205166948205941e-8,0.1761823411103925
kappa_depth,売り,立会日,50ms,50,log1p,符号つき,1407615,3.758262074928835e-10,0.00005335764911930307,2.847038719538664e-9,0.06330504501645635
kappa_depth,売り,立会日,100ms,100,log1p,符号つき,1407615,-8.503588586917636e-8,-0.0016236208153485895,2.636144552033219e-6,-1.926312831087662
kappa_depth,売り,立会日,500ms,500,log1p,符号つき,1407614,-1.5221337132284435e-6,-0.008072683506061067,0.0000651682189890304,-9.577971885531811
kappa_depth,売り,立会日,1s,1000,log1p,符号つき,1407612,-1.986440801854667e-6,-0.006834130051016914,0.00004670533355421244,-8.108388573044701
kappa_depth,売り,立会日,3s,3000,log1p,符号つき,1407590,-1.1426883651248803e-6,-0.0020271754661703523,4.109440370642985e-6,-2.405082685308943
kappa_depth,売り,立会日,5s,5000,log1p,符号つき,1407571,1.9248652918238335e-6,0.002631598890843139,6.92531272228684e-6,3.122166397008942
kappa_depth,売り,立会日,10s,10000,log1p,符号つき,1407513,7.468190484585162e-7,0.0005956924802795429,3.548495310615936e-7,0.7067211582691824
kappa_depth,売り,立会日,30s,30000,log1p,符号つき,1407337,-1.8183397838674313e-7,-0.00009810543561201756,9.624676496623725e-9,-0.11638360807151316
kappa_depth,売り,立会日,50s,50000,log1p,符号つき,1407153,-1.492921839713746e-6,-0.000616113410927576,3.7959573512481213e-7,-0.7308547879279378
kappa_depth,売り,立会日,100s,100000,log1p,符号つき,1406704,-7.464250314851437e-6,-0.002151343099269725,4.6282771307754655e-6,-2.5515949579523105
kappa_depth,売り,立会日,10ms,10,log1p,絶対値,1407615,2.1575638999705465e-10,0.00011232550576029437,1.2617019244305924e-8,0.13326620176778486
kappa_depth,売り,立会日,20ms,20,log1p,絶対値,1407615,-9.598343406342094e-10,-0.0004321874473187657,1.8678598961991086e-7,-0.5127596282051454
kappa_depth,売り,立会日,50ms,50,log1p,絶対値,1407615,1.8997168113660058e-8,0.0026975142726964217,7.276583251400905e-6,3.2004199274507767
kappa_depth,売り,立会日,100ms,100,log1p,絶対値,1407615,1.9803056381319557e-6,0.0385612345568011,0.0014869688105446312,45.7842069148896
kappa_depth,売り,立会日,500ms,500,log1p,絶対値,1407614,0.000013092641685439938,0.07803949625678833,0.006090162976013279,92.87149639188023
kappa_depth,売り,立会日,1s,1000,log1p,絶対値,1407612,0.00001831916395747257,0.07206941008883203,0.0051939998705522435,85.72804916007796
kappa_depth,売り,立会日,3s,3000,log1p,絶対値,1407590,0.00002653434003036257,0.05567472873452892,0.0030996754196633797,66.15611886621747
kappa_depth,売り,立会日,5s,5000,log1p,絶対値,1407571,0.00003296330345970314,0.0545475992275488,0.0029754405814892827,64.81231880328234
kappa_depth,売り,立会日,10s,10000,log1p,絶対値,1407513,0.00004999146563521249,0.04572524704058671,0.002090798216922684,54.30457831834817
kappa_depth,売り,立会日,30s,30000,log1p,絶対値,1407337,0.00008643853623446918,0.058446543337397246,0.003415998428090254,69.45453688778966
kappa_depth,売り,立会日,50s,50000,log1p,絶対値,1407153,0.00011104470955796398,0.05741704804510001,0.003296717406213323,68.22260023718258
kappa_depth,売り,立会日,100s,100000,log1p,絶対値,1406704,0.00015356162152469714,0.05548151661866689,0.0030781986863074105,65.90507065271413
kappa_depth,売り,立会日,10ms,10,生,二乗,1407615,-4.483921572227288e-15,-0.0001037302733643233,1.0759969612237239e-8,-0.12306857140943514
kappa_depth,売り,立会日,20ms,20,生,二乗,1407615,-6.1262382885156464e-15,-0.000136256551160508,1.856584773415614e-8,-0.16165868090458316
kappa_depth,売り,立会日,50ms,50,生,二乗,1407615,-2.591225570910945e-14,-0.00013839156667930905,1.9152225727953645e-8,-0.16419172460853618
kappa_depth,売り,立会日,100ms,100,生,二乗,1407615,5.133147964523961e-12,0.003773612029722901,0.000014240147750869395,4.4771533967933586
kappa_depth,売り,立会日,500ms,500,生,二乗,1407614,9.554184000137988e-11,0.011914981777322128,0.0001419667907539184,14.137274564391118
kappa_depth,売り,立会日,1s,1000,生,二乗,1407612,3.093545568619744e-10,0.013784604225103636,0.00019001531364274502,16.35598631107593
kappa_depth,売り,立会日,3s,3000,生,二乗,1407590,9.54559233691572e-10,0.006793638582206348,0.00004615352518564267,8.060282049531777
kappa_depth,売り,立会日,5s,5000,生,二乗,1407571,1.0025271619363974e-9,0.009312108346137934,0.00008671536185021177,11.048458732923708
kappa_depth,売り,立会日,10s,10000,生,二乗,1407513,3.804762068069712e-9,0.00038205922014104447,1.459692476947831e-7,0.4532696237141896
kappa_depth,売り,立会日,30s,30000,生,二乗,1407337,5.109411596573308e-9,0.008802460542034856,0.00007748331159408056,10.442864843655384
kappa_depth,売り,立会日,50s,50000,生,二乗,1407153,9.092955817788105e-9,0.009401180368366855,0.00008838219231856635,11.15249223765364
kappa_depth,売り,立会日,100s,100000,生,二乗,1406704,2.099618886488428e-8,0.008568194094651954,0.00007341395004362862,10.162634131136727
kappa_depth,売り,立会日,10ms,10,生,符号つき,1407615,3.2290355291923872e-12,0.00006846779245866844,4.6878386041632945e-9,0.08123215245243455
kappa_depth,売り,立会日,20ms,20,生,符号つき,1407615,1.9010355820934288e-12,0.000034862867022139474,1.21541949700338e-9,0.04136230514024585
kappa_depth,売り,立会日,50ms,50,生,符号つき,1407615,7.524727951204068e-11,0.0004351138909410699,1.8932409808987726e-7,0.5162316458127428
kappa_depth,売り,立会日,100ms,100,生,符号つき,1407615,-7.870877079155246e-10,-0.0006120797619056476,3.7464163493447425e-7,-0.7261891167199652
kappa_depth,売り,立会日,500ms,500,生,符号つき,1407614,4.480991148893072e-10,0.00009679252866177937,9.368793604741381e-9,0.11483739124130858
kappa_depth,売り,立会日,1s,1000,生,符号つき,1407612,7.597412386872792e-9,0.0010645742180695216,1.1333182657783334e-6,1.2630407483700037
kappa_depth,売り,立会日,3s,3000,生,符号つき,1407590,1.904939083651083e-8,0.0013764202838433821,1.8945327977754967e-6,1.633011538218999
kappa_depth,売り,立会日,5s,5000,生,符号つき,1407571,3.987994586832703e-8,0.0022206648624825557,4.931352431464668e-6,2.6346257875397314
kappa_depth,売り,立会日,10s,10000,生,符号つき,1407513,2.05609794979935e-8,0.0006679880532959804,4.462080393461535e-7,0.7924916427988253
kappa_depth,売り,立会日,30s,30000,生,符号つき,1407337,-1.1409246719360489e-8,-0.0002506942068225137,6.284758533436927e-8,-0.29740143252053014
kappa_depth,売り,立会日,50s,50000,生,符号つき,1407153,1.7496776747038536e-9,0.00002940918946382409,8.64900424919102e-10,0.034886179195749746
kappa_depth,売り,立会日,100s,100000,生,符号つき,1406704,-1.3667435188661903e-7,-0.0016046005755703204,2.5747430071206035e-6,-1.9031304377468012
