feat,k,side,s_dec,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
obi,0,1,0,0.1,864668.0,18922.0,18455.897177751434,-21360.351352435137,-4569.590174683707,882.9859999999998
obi,0,1,0,0.5,864668.0,54218.0,42649.58607519792,-80882.9798382428,-43004.57776304488,10760.794000000005
obi,0,1,0,1.0,864668.0,83423.0,50225.60477703994,-125316.00335436831,-82431.62257732832,32016.10199999998
obi,0,1,0,3.0,864668.0,154538.0,38404.364050615615,-232795.07733264824,-207990.0572820326,164885.88900000005
obi,0,1,0,5.0,864668.0,200963.0,10992.903568444726,-301976.1139189262,-308667.9543504814,346312.182
obi,0,1,0,10.0,864668.0,278949.0,-58696.92487010073,-418331.12407057855,-501575.56094068,912306.0210000005
obi,0,1,0,30.0,864668.0,432817.0,-259378.98144895193,-650694.1090011601,-948160.9864501122,3742736.7039999985
obi,0,1,0,60.0,864668.0,529730.0,-422786.70140475384,-847689.6115703023,-1317092.5529750558,7955185.057999994
obi,0,1,1,0.1,836875.0,11155.0,11984.058247313114,-7370.941278186394,3631.476969126721,513.6989999999998
obi,0,1,1,0.5,836875.0,32501.0,28751.46023559751,-29763.207622304697,-3871.835386707187,6640.327000000002
obi,0,1,1,1.0,836875.0,53336.0,34720.91074652183,-53681.32491186202,-23653.9821653402,21897.967999999997
obi,0,1,1,3.0,836875.0,111156.0,23595.173470221554,-122011.04471285277,-108197.59924263119,130727.10299999999
obi,0,1,1,5.0,836875.0,152083.0,-2663.7727138213777,-172010.9212432217,-188057.99795704315,290750.3739999999
obi,0,1,1,10.0,836875.0,225921.0,-70417.84065439239,-272460.9432213617,-362759.83187575405,828356.956
obi,0,1,1,30.0,836875.0,378554.0,-266867.27061879635,-477396.9272822647,-777576.9499010606,3650814.654
obi,0,1,1,60.0,836875.0,476007.0,-425915.97627281706,-663132.9970140414,-1130937.5892868596,7881955.417999992
obi,0,1,2,0.1,834249.0,9770.0,10998.72626129757,-5367.206055827166,4771.7602054704075,458.39199999999994
obi,0,1,2,0.5,834249.0,28787.0,27095.304890551764,-22379.712466811874,2182.336423739907,5951.151999999999
obi,0,1,2,1.0,834249.0,48157.0,33730.54659206585,-43376.31274711581,-13883.582155049955,20146.384000000002
