k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
0,1,0.1,8553597.0,107281.0,121932.54961717842,-52351.30187472802,60140.51974245037,4927.837000000001
0,1,0.5,8553597.0,302514.0,284687.52607793285,-227059.33246893622,31006.961608996608,61371.448000000004
0,1,1.0,8553597.0,501758.0,357534.2586218456,-432804.7094646589,-119425.15484281309,207655.80500000002
0,1,3.0,8553597.0,1092336.0,275547.53781463444,-1061109.204035243,-881687.234220609,1317652.9710000001
0,1,5.0,8553597.0,1517211.0,25712.745120528085,-1560111.7997241002,-1667913.622603572,2975719.6719999993
0,1,10.0,8553597.0,2279125.0,-657283.4941645866,-2481397.4119267995,-3339243.906091387,8516688.472000001
0,1,30.0,8553597.0,3876424.0,-2701790.1394080007,-4509114.590478426,-7552030.0418864265,38083076.953999996
0,1,60.0,8553597.0,4869225.0,-4377053.371280044,-6285762.948939105,-11091308.12021915,81147029.81999998
0,-1,0.1,8553597.0,243761.0,281335.39880448865,58702.91834458973,201181.51245989904,10001.057999999999
0,-1,0.5,8553597.0,429943.0,435853.00802535226,218601.92445949712,179416.0995658551,63809.573
0,-1,1.0,8553597.0,625393.0,504980.87448934064,412316.88844246714,37629.40204687335,207952.27599999995
0,-1,3.0,8553597.0,1402983.0,583430.0988416185,997046.3691379946,-537078.7742963757,1586629.9029999997
0,-1,5.0,8553597.0,1968688.0,436519.46302863385,1442591.2967927638,-1179316.37776413,3726385.0280000004
0,-1,10.0,8553597.0,2956729.0,-107729.64809721608,2247515.755719177,-2615437.555816392,10765840.922000004
0,-1,30.0,8553597.0,4792288.0,-1790898.6711651997,3875091.8706618855,-6087711.885827084,43959691.720000006
0,-1,60.0,8553597.0,5632535.0,-2969731.4500173265,5246076.279180937,-8711470.809198262,80460163.34300004
1,1,0.1,8553597.0,21385.0,43524.40410334685,-25440.092979358364,16202.431123988501,966.9460000000001
1,1,0.5,8553597.0,71993.0,106107.28438553552,-102811.44019560367,-3039.5398100682014,16702.215999999997
1,1,1.0,8553597.0,152953.0,128691.62313763158,-224615.66268083977,-109383.90354320822,77546.39400000003
1,1,3.0,8553597.0,507863.0,-7403.0733616952575,-704421.4721689129,-756516.4895306079,769338.0820000002
1,1,5.0,8553597.0,820521.0,-257270.70166131464,-1138422.3040426744,-1467898.8537039883,2000000.8780000007
1,1,10.0,8553597.0,1443511.0,-913705.5159987917,-2011209.5610710708,-3051944.045069862,6567521.029999998
1,1,30.0,8553597.0,2912445.0,-2901847.676652006,-4155976.811890683,-7314119.648542689,34088265.50400001
1,1,60.0,8553597.0,3982070.0,-4550025.601183855,-6197181.742956359,-11097629.504140215,80472973.813
1,-1,0.1,8553597.0,24531.0,49235.697132813715,29181.784328171354,17895.18480464238,1068.3180000000002
1,-1,0.5,8553597.0,71389.0,105005.9680247412,98813.92519466126,-90.18916991996923,15693.405999999992
1,-1,1.0,8553597.0,149215.0,121201.9348368516,215704.9375399443,-107633.92270309258,74458.681
1,-1,3.0,8553597.0,537361.0,-16066.473437240504,671308.353521813,-734662.5949590541,812584.2900000003
1,-1,5.0,8553597.0,892644.0,-265479.2701755148,1067851.774772381,-1411883.7169478955,2187210.9110000003
1,-1,10.0,8553597.0,1623956.0,-933606.3082963763,1894054.2791003983,-2970568.715396775,7493526.403000005
1,-1,30.0,8553597.0,3322181.0,-2788612.054094699,3848801.113249485,-6929765.0953441905,38953924.27999997
1,-1,60.0,8553597.0,4423974.0,-4006551.5316844513,5657672.562632403,-10053533.80631685,86353322.66999997
2,1,0.1,8553597.0,9936.0,29178.662742561653,-18523.497617982564,9780.797124579083,465.76900000000023
