k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait,p_fill,edge,AS,pnl_fill,wait_s,EV
0,1,0.1,8465276.0,140167.0,371391.87164028885,-105665.81150920816,253391.3641310806,6604.866999999998,0.016557877144230147,2.649638443002196,-0.7538565533200265,1.8077818896821691,0.047121412315309585,0.029933030432921576
0,1,0.5,8465276.0,428792.0,848458.4846801809,-456204.6677407155,354520.1209394657,89540.12400000001,0.05065304427168116,1.9787180840131833,-1.0639299887607874,0.8267880952523967,0.20881948357245472,0.04187933399211859
0,1,1.0,8465276.0,701890.0,1236625.3412996456,-932201.0384259282,242657.9828737175,288340.16000000003,0.08291401249055554,1.7618506337170292,-1.3281298186694899,0.3457208150475395,0.41080533986807055,0.02866509997709673
0,1,3.0,8465276.0,1349781.0,2284891.699664116,-2314464.904375869,-148353.9327117544,1486317.132,0.15944914259145243,1.6927869777868527,-1.7146966095802718,-0.10990963179342012,1.1011542850284601,-0.01752499655200308
0,1,5.0,8465276.0,1759137.0,2973085.646199091,-3350065.2611185485,-531783.6709194555,3079711.415000001,0.20780621919474332,1.6900819243749015,-1.9043799664941097,-0.302298042119207,1.7506944683671601,-0.06281941320276568
0,1,10.0,8465276.0,2439277.0,4261189.003784736,-5267810.085358373,-1221277.4575736383,8001524.994999998,0.28815091203169274,1.7469065644388626,-2.1595784674550584,-0.5006719030161964,3.280285508779855,-0.14426906548276017
0,1,30.0,8465276.0,3765065.0,7635878.661351542,-9562940.777498068,-2258387.8361465214,32408240.670999996,0.4447657701887097,2.028086808953243,-2.539913860052368,-0.5998270510991235,8.607617842188647,-0.2667825403621242
0,1,60.0,8465276.0,4521204.0,9500261.540201267,-12755773.162124416,-3653377.573923154,65250335.87799999,0.5340881974787355,2.1012680560756087,-2.821322188099545,-0.8080541320239374,14.43207072231202,-0.43157217483790883
0,-1,0.1,8465276.0,180412.0,487759.01972360956,108083.30613748734,363799.45758612215,8204.138000000003,0.021312004475695773,2.703584128126785,0.599091557864706,2.016492570262079,0.04547445846174314,0.0429754986826327
0,-1,0.5,8465276.0,474052.0,984992.6878216686,453751.419850324,489524.69197134435,92346.69100000002,0.055999591743966765,2.0778156991673247,0.9571764697761511,1.032639229391173,0.19480287183684494,0.057827375264710136
0,-1,1.0,8465276.0,751202.0,1390414.5329408257,923339.4377053241,400969.31923550204,294245.4639999999,0.08873922126106698,1.8509196367166563,1.2291493336084358,0.5337703031082213,0.3916995215667689,0.04736636103010723
0,-1,3.0,8465276.0,1445503.0,2597412.1651001237,2263247.2090165783,206960.69208354515,1567389.3730000001,0.17075674791938267,1.7968915769113754,1.5657160234303065,0.14317555348106864,1.084321079236778,0.02444819189398493
0,-1,5.0,8465276.0,1886842.0,3401011.0775509547,3231068.305481788,3900.6760691669333,3275143.567,0.22289196477468662,1.8024885377530047,1.7124212337237499,0.0020673040292546662,1.7357805089138358,0.0004607854568671988
0,-1,10.0,8465276.0,2617777.0,4902254.508366639,5014228.7326671695,-342338.60030052916,8545854.385,0.3092370526371497,1.8726784246200645,1.9154529712298525,-0.1307745466097873,3.2645463631928924,-0.040440335353570174
0,-1,30.0,8465276.0,4017380.0,8593819.253144354,8880315.923512256,-640026.1103679036,34196155.737,0.47457165011512914,2.139160162380545,2.2104744693089167,-0.15931430692837212,8.512054059362073,-0.07560605352594571
0,-1,60.0,8465276.0,4764397.0,10431294.512474298,11656977.470106658,-1644949.8936323612,66607753.407999985,0.5628164988359505,2.1894259677508607,2.44668474732619,-0.3452587795753295,13.98031134013391,-0.19431733751296015
1,1,0.1,8465276.0,45888.0,166078.33887642753,-67581.88621218721,94458.30866424041,2155.3479999999995,0.005420732885732255,3.6192106624047145,-1.4727572832153768,2.0584533791893396,0.04696975244072523,0.011158325926318342
1,1,0.5,8465276.0,166016.0,393776.39689329703,-273003.40022798406,106163.5886653129,38544.795999999995,0.019611410189106653,2.371918350600527,-1.6444402962845994,0.6394780543159267,0.2321751879336931,0.012541066430121465
1,1,1.0,8465276.0,320145.0,592159.1891493874,-612309.6093711521,-48323.18022176487,152601.38600000006,0.037818613356493044,1.849659339203759,-1.9126008820101896,-0.15094154280643107,0.4766633431726251,-0.0057083998468289605
1,1,3.0,8465276.0,802948.0,1162814.0919680037,-1786112.425497359,-693957.7575293552,1073271.4049999996,0.0948519575735038,1.4481810677254363,-2.2244434577299637,-0.8642623900045273,1.3366636506971803,-0.08197697954908442
1,1,5.0,8465276.0,1153733.0,1553217.1557353993,-2759163.5303041018,-1307474.8785687021,2449177.579,0.13629006307650218,1.3462535575695584,-2.391509586970384,-1.1332560294008251,2.1228287472058094,-0.15445153572886489
1,1,10.0,8465276.0,1772850.0,2296491.385321619,-4681525.684413849,-2541045.099092233,6957388.687,0.20942613093772725,1.2953669996455532,-2.6406778263326562,-1.4333108266871044,3.9244091079335535,-0.3001727408642356
1,1,30.0,8465276.0,3050352.0,4320971.776448632,-9300787.247137163,-5248246.446688528,30615441.089,0.36033698133409947,1.4165485742132815,-3.0490865471057647,-1.720537972892482,10.036691204490499,-0.6199734594227676
1,1,60.0,8465276.0,3892612.0,6004292.891804271,-12930500.266354306,-7268757.230550035,67140113.65200002,0.4598328512856521,1.5424842989242882,-3.3218055810222817,-1.8673212820979936,17.248087826888483,-0.8586556694134998
1,-1,0.1,8465276.0,47845.0,165302.89653923127,69286.04492100145,91806.49161822975,2242.6730000000007,0.00565191258973718,3.4549670088667837,1.4481355402027682,1.918831468664014,0.04687371721182988,0.010845067735326026
1,-1,0.5,8465276.0,167335.0,391687.691398355,271346.5210487887,105615.69034956618,38361.02799999999,0.019767223183272464,2.340739781864852,1.62157660411025,0.6311631777546012,0.22924688797920334,0.012476343399738672
1,-1,1.0,8465276.0,320583.0,587644.0187903871,601838.5631235639,-42405.848333176604,152015.28800000003,0.0378703541384829,1.833047974441524,1.8773252578070698,-0.13227728336554528,0.4741838712595491,-0.005009387565529653
1,-1,3.0,8465276.0,817229.0,1161600.2606855829,1744610.5067553471,-654926.3980697646,1093843.03,0.09653896695157961,1.4213889383337877,2.1347878094822224,-0.8013988711484352,1.3384779908691444,-0.07736621913683199
1,-1,5.0,8465276.0,1180351.0,1561758.235589236,2679568.488864213,-1221681.1412749763,2513348.4460000005,0.13943443781395906,1.323130353250208,2.270145481186709,-1.0350151279365005,2.1293229268243095,-0.14431675249276885
1,-1,10.0,8465276.0,1823796.0,2326107.2181106885,4483402.798240605,-2317789.628129915,7190092.543000001,0.2154443635387671,1.2754207258436188,2.458280859394694,-1.270860133551074,3.9423776250194655,-0.27379965261970374
1,-1,30.0,8465276.0,3143020.0,4415998.709441036,8788122.648011735,-4648709.698570698,31577349.966000006,0.3712838187437716,1.405017692996238,2.796075954976976,-1.4790582619807375,10.046818017702721,-0.5491503996527339
1,-1,60.0,8465276.0,4009087.0,6160070.450055952,12110533.57755805,-6303262.783502104,69048417.57400002,0.47359200101685994,1.536527007285188,3.0207709579657536,-1.5722439506805674,17.222978093017193,-0.7446021586894631
2,1,0.1,8465276.0,27728.0,116661.01313442047,-58654.10025316835,55566.84888125218,1315.7770000000005,0.0032754986370202225,4.207336018985158,-2.1153382953393085,2.003997723645852,0.047453007789959624,0.006564091812393617
2,1,0.5,8465276.0,111087.0,306020.2335399619,-230519.25960306544,65725.31793689643,26994.867999999995,0.013122667234948985,2.754779889095591,-2.075123638257091,0.5916562508384998,0.24300654442013914,0.007764108097231139
2,1,1.0,8465276.0,228602.0,482631.7096255262,-523980.05057802383,-61465.31695249743,114482.077,0.02700467179097291,2.111231352418291,-2.2921061520810135,-0.2688747996627214,0.5007921059308318,-0.007260875717755384
2,1,3.0,8465276.0,637492.0,991219.4324719639,-1596519.6373083477,-661399.5008363844,901707.734,0.07530669998237506,1.5548735238590663,-2.504375956574118,-1.0375024327150526,1.4144612544157418,-0.07813088443145674
2,1,5.0,8465276.0,951173.0,1339280.4670573769,-2516940.4404375623,-1261363.1973801854,2134966.0710000005,0.11236172335078029,1.4080303657246125,-2.6461436988198384,-1.326113333095226,2.244561263828978,-0.14900437946502693
2,1,10.0,8465276.0,1524149.0,1990801.2326018256,-4393834.897819712,-2537158.7772178827,6317723.716,0.18004717152754382,1.3061723181931857,-2.882811915252191,-1.664639597059003,4.145082741910404,-0.2997136510632238
2,1,30.0,8465276.0,2746840.0,3763576.8283174457,-9060667.354530845,-5538812.446213398,29046271.787,0.3244832182671894,1.3701478165155034,-3.298578495482389,-2.016430678966885,10.574431633076554,-0.6542979161238687
2,1,60.0,8465276.0,3592944.0,5329655.614792649,-12777082.022466034,-7763605.479673385,65760001.86799999,0.4244331785520047,1.4833672928920263,-3.556159523350777,-2.1607922304587506,18.302540164277538,-0.9171119145640833
2,-1,0.1,8465276.0,29166.0,116390.5224351051,59998.29296256016,53825.621472545,1384.8280000000007,0.0034453690582563405,3.99062341202445,2.0571313502900694,1.8454920617343824,0.04748090242062678,0.006358401246757342
2,-1,0.5,8465276.0,112323.0,303569.8884416409,228552.48983128776,65132.97461035313,26898.527000000002,0.013268675469057358,2.7026511795593144,2.0347790731309505,0.579872106428364,0.23947479144965858,0.007694134793756651
2,-1,1.0,8465276.0,229678.0,477238.45978745766,512480.3931757645,-55453.59738830622,114429.17199999999,0.027131779282801884,2.077858827521389,2.2312994417217342,-0.2414406142003423,0.49821564102787375,-0.006550713454387809
2,-1,3.0,8465276.0,648516.0,978880.9486733323,1550675.5679657233,-628864.0272923908,916283.4819999998,0.0766089611254258,1.5094168049413312,2.3911138167226764,-0.9696970117813452,1.4128926379611295,-0.07428748067899864
2,-1,5.0,8465276.0,971903.0,1328572.4078427143,2433166.729502555,-1190121.7856598413,2183215.965000001,0.1148105507723552,1.3669804577645241,2.503507787816845,-1.2245273300523214,2.2463311307815705,-0.1405886571991086
2,-1,10.0,8465276.0,1562878.0,1984303.8755698015,4191725.040607155,-2344954.4290373507,6489588.848999998,0.1846222143259121,1.2696473272832567,2.68205518319866,-1.5004078559154015,4.152332331122453,-0.2770086207510955
2,-1,30.0,8465276.0,2818205.0,3788435.8081520717,8519305.683424842,-4978871.915272763,29783955.288000003,0.3329135399719986,1.344272616134054,3.0229545698147726,-1.7666819536807163,10.56841332976132,-0.5881523432044936
2,-1,60.0,8465276.0,3683309.0,5354537.629016647,11942959.468488393,-6912553.031471752,67275044.95199999,0.43510796340249275,1.4537302270910877,3.2424538556196056,-1.8767236285285191,18.264838750156446,-0.8165773958783803
3,1,0.1,8465276.0,20455.0,104735.39779424321,-53029.50936804435,49905.84842619891,965.6329999999998,0.002416341770782193,5.120283441419859,-2.592496180300384,2.439787261119477,0.04720767538499143,0.005895359870865275
3,1,0.5,8465276.0,83487.0,280680.2903441937,-204482.17053706103,68851.26380713264,20562.523999999998,0.009862289191752282,3.3619640224728844,-2.44926959331466,0.8246944291582239,0.24629611795848452,0.00813337495518547
3,1,1.0,8465276.0,177706.0,455143.398198175,-467540.2812593633,-28035.011061188154,90949.34000000001,0.0209923456718954,2.561215705705913,-2.6309763387807013,-0.1577606330747873,0.5117966754076959,-0.0033117657429229896
