dt,side,delta,grp,n,markout,obi,ofi,aggr,depth,qdepl,drift
2026-05-04,1,0.0,0,241,-37.701933406109724,-0.22032469190054596,-0.9565435684646528,-11.511037344398343,22.52146473029046,1.8495491637655392,-18.74559719238566
2026-05-04,1,0.0,1,240,-14.60070172101115,0.36929991899403347,-6.915620833333288,-11.214258333333358,34.17200833333333,2.1314587554110327,-10.421414934307705
2026-05-04,1,0.0,2,247,-5.525703669338046,0.16021237346279493,-3.2434655870443603,-14.917959514170047,29.738748987854244,2.3860821625615367,-2.8114667753362115
2026-05-04,1,0.0,3,321,-0.5907629218076113,0.1562887553441497,0.9415576323987738,-23.895619937694722,24.75878504672897,2.538290635579548,-4.484358803094526
2026-05-04,1,0.0,4,151,11.98534980318289,0.12337550284522276,-1.4407350993375552,-28.236900662251667,18.645748344370872,2.453746321226233,-7.784499684510896
2026-05-04,1,0.5,0,241,-37.701933406109724,-0.7117161363494889,-2.2870580912862954,-0.12761410788381516,2.3597759336099586,0.07472634410079525,0.620022712799041
2026-05-04,1,0.5,1,240,-14.60070172101115,-0.1608460047685482,-3.5748458333332565,-0.31125833333333275,2.291266666666667,0.03315878819294274,-0.259033442052547
2026-05-04,1,0.5,2,247,-5.525703669338046,-0.31925560688060506,-2.8080485829958497,-0.3890688259109323,2.897894736842105,0.06174685771696635,-0.16142481578906684
2026-05-04,1,0.5,3,321,-0.5907629218076113,-0.20543130916749414,-0.6099158878504798,-0.40560747663551205,5.865068535825544,0.026935363841807117,-2.5538400998236295
2026-05-04,1,0.5,4,151,11.98534980318289,-0.2591243599556823,-5.750238410595975,-0.1291258278145691,3.6981788079470195,0.12775307103264558,-0.7464926793717785
2026-05-04,1,1.0,0,241,-37.701933406109724,-0.6807481362128756,-2.3105892116182867,0.6105145228215754,2.0562572614107886,0.06043765051527856,-0.07723012311703799
2026-05-04,1,1.0,1,240,-14.60070172101115,-0.2044545801091925,-3.2682708333332235,-0.0012749999999983905,2.0690500000000003,0.01854127034455135,-0.10615533345167352
2026-05-04,1,1.0,2,247,-5.525703669338046,-0.367006545000247,-2.560174089068774,-0.1631578947368433,3.1128340080971655,0.043940420286808966,-0.09085225433557359
2026-05-04,1,1.0,3,321,-0.5907629218076113,-0.1934837559489186,-0.046697819314640884,-0.08376947040497872,6.62041121495327,0.012017198161174797,-2.543069445067578
2026-05-04,1,1.0,4,151,11.98534980318289,-0.24890246787206774,-5.425649006622472,0.0,4.026655629139072,0.11676400243505088,-0.7338076033229817
2026-05-04,1,2.0,0,241,-37.701933406109724,-0.6932710390091822,-6.655966804979266,0.0007053941908756809,3.070120331950207,0.0527402544000761,-0.5740702184130945
2026-05-04,1,2.0,1,240,-14.60070172101115,-0.160072973386528,-4.627804166666646,0.005350000000000085,2.0823583333333335,0.0,-0.007984442443103191
2026-05-04,1,2.0,2,247,-5.525703669338046,-0.23626016216800672,1.623186234817896,0.10117408906882687,3.880971659919029,0.022026547533295728,-0.028404470965414843
2026-05-04,1,2.0,3,321,-0.5907629218076113,-0.28050318596846,-1.4797850467289493,-0.20906542056074592,3.0800249221183797,0.012017198161174797,-1.6249617474739464
2026-05-04,1,2.0,4,151,11.98534980318289,-0.2318717332914526,3.1540860927152545,9.313735099337745,4.643463576158941,0.11676400243505088,2.348736721727439
2026-05-04,-1,0.0,0,419,-47.76785808896122,0.015167824378833534,1.1435465393795006,-15.988252983293552,22.59389737470167,2.1448948189789485,-16.79769856875466
2026-05-04,-1,0.0,1,427,-13.192737736081956,0.40204019625174137,-6.14472599531605,-14.03633957845435,37.20453161592506,2.372400344642994,-7.605222320699126
2026-05-04,-1,0.0,2,413,-2.135615757071735,0.366973248463313,-0.14403389830506572,-6.751256658595645,36.41518401937046,2.4895887004623583,-3.448024044473411
2026-05-04,-1,0.0,3,597,-0.10157094994731988,0.1259364784732468,-0.8346633165829506,-7.546909547738696,26.215020100502514,2.601651698566305,-1.321642917964883
2026-05-04,-1,0.0,4,238,11.371716201480425,0.4184381680931749,-1.766966386554561,-11.479903361344574,31.896987394957993,2.348565706289523,-5.996422815266969
2026-05-04,-1,0.5,0,419,-47.76785808896122,-0.597665563125824,1.2830835322196052,-0.020341288782811676,3.1510190930787587,0.06439306219711423,-0.13897520309012784
2026-05-04,-1,0.5,1,427,-13.192737736081956,-0.2340919448085501,1.8317868852458936,0.0,5.98559718969555,0.04473958167044378,-0.4428715325230136
2026-05-04,-1,0.5,2,413,-2.135615757071735,-0.3693243586966157,-0.39756658595639044,-0.05026150121065371,2.34571186440678,0.0514446702272005,-0.3504368930180868
2026-05-04,-1,0.5,3,597,-0.10157094994731988,-0.12197851510492533,-0.020532663316588692,-0.006221105527638474,5.05310217755444,0.006198687625457025,-1.1134963155115645
2026-05-04,-1,0.5,4,238,11.371716201480425,-0.09019678681319769,2.736609243697484,0.0,13.255222689075632,0.037754568709411754,-1.5962356007045626
2026-05-04,-1,1.0,0,419,-47.76785808896122,-0.6344906568104544,-1.519639618138409,-0.48600715990453336,3.3170095465393787,0.05500981888596295,-0.6597662250427881
2026-05-04,-1,1.0,1,427,-13.192737736081956,-0.25503379266095944,2.1320608899297344,-0.0016651053864174242,5.980014051522248,0.04473958167044378,-0.40672327920755214
2026-05-04,-1,1.0,2,413,-2.135615757071735,-0.30963181611814317,-0.9643292978207969,-0.050092009685230136,1.6826464891041162,0.0514446702272005,-0.3219719513748258
2026-05-04,-1,1.0,3,597,-0.10157094994731988,-0.11994212494208674,0.0010586264656579365,-0.0058944723618090545,5.053428810720268,0.004783947148469355,-1.8913945861079127
2026-05-04,-1,1.0,4,238,11.371716201480425,-0.08930896424443434,2.3242899159664248,-0.0440378151260504,11.1718487394958,0.037754568709411754,-1.5490101336049065
2026-05-04,-1,2.0,0,419,-47.76785808896122,-0.5898161007370636,-4.998747016706451,-0.013861575178997596,3.828880668257755,0.028849858392905034,-0.756041415600731
2026-05-04,-1,2.0,1,427,-13.192737736081956,-0.2723468267087389,-0.4608079625292716,-0.004847775175641216,5.970871194379391,0.023662298298078435,-0.37375709739948965
2026-05-04,-1,2.0,2,413,-2.135615757071735,-0.33111542520119785,0.6349055690072438,-0.0009878934624688077,2.723462469733656,0.03574614502359154,-0.3262835531217587
2026-05-04,-1,2.0,3,597,-0.10157094994731988,-0.1508176196845117,0.4257102177554384,-0.00032663316582941997,5.0488542713567846,0.0036335817382803087,-1.884530238378952
2026-05-04,-1,2.0,4,238,11.371716201480425,-0.2173349728527406,3.676063025210178,0.0027563025210081893,5.640042016806722,0.037754568709411754,-0.2978774360466874
2026-05-05,1,0.0,0,1468,-59.356543957615116,-0.1315241550872782,20.519908038146735,-6.747619209809255,9.769806539509537,1.9008445080229655,-9.780707002745286
2026-05-05,1,0.0,1,1445,-4.826158548261838,0.06796783837043925,-23.048156401384837,-2.429688581314877,26.90808235294118,2.247060792719344,-3.490552266239623
2026-05-05,1,0.0,2,3335,-0.1605395663940582,-0.21264777826287368,2.2832368815595934,-2.4028863568215777,11.042405697151425,2.4766440373543386,-1.7597053795202022
2026-05-05,1,0.0,4,1018,18.08339616708444,0.17719873941575096,-13.524593320235123,-3.7837426326129635,17.858107072691553,2.2835061373273224,-8.137891711543135
2026-05-05,1,0.5,0,1468,-59.356543957615116,-0.2985859781939508,25.7773297002725,-0.07021117166212512,2.6407527247956404,0.08347853175424709,-2.0917743261030672
2026-05-05,1,0.5,1,1445,-4.826158548261838,-0.258591951202186,-12.737148096886136,-0.07459792387543326,3.5951653979238754,0.06343642136328595,-1.3379184833032869
2026-05-05,1,0.5,2,3335,-0.1605395663940582,-0.350715014489991,4.432816491754127,-0.03693373313343312,2.2616122938530734,0.04383688897672917,-1.2272507464899653
2026-05-05,1,0.5,4,1018,18.08339616708444,-0.050857420939090146,-11.855112966600778,0.08236935166994153,5.648187622789783,0.09777684800086728,-6.19685853887415
2026-05-05,1,1.0,0,1468,-59.356543957615116,-0.3111785872252256,2.0320735694824594,0.028053814713896685,2.768825613079019,0.07336955052990159,-2.4884338864244215
2026-05-05,1,1.0,1,1445,-4.826158548261838,-0.2518627377932238,6.080448442906543,-0.029575778546713567,4.896662975778547,0.045960650766264925,-1.2285114613413102
2026-05-05,1,1.0,2,3335,-0.1605395663940582,-0.35764791482835545,-1.4271724137931068,-0.03170404797601198,2.409620389805097,0.036821137791918375,-1.2074073677472452
2026-05-05,1,1.0,4,1018,18.08339616708444,-0.13411751409768669,1.1143811394898087,0.05533005893909718,6.2288349705304515,0.09588735568091662,-3.81595107201194
2026-05-05,1,2.0,0,1468,-59.356543957615116,-0.3054516398297806,-8.835684604904765,-0.011709809264306831,3.141790190735694,0.03692288553349224,-3.0684642217590725
2026-05-05,1,2.0,1,1445,-4.826158548261838,-0.24763752303447883,-34.58947058823529,-0.02410726643598765,4.768582006920416,0.011839457725750787,-1.4584066907583892
2026-05-05,1,2.0,2,3335,-0.1605395663940582,-0.3599078657463847,3.6050818590705545,0.03160419790104985,3.312214992503748,0.01296804100927102,-0.9886806289145517
2026-05-05,1,2.0,4,1018,18.08339616708444,-0.1594137347195007,2.7827809430258146,0.0414125736738701,5.629237721021611,0.06374945474038192,-3.570625651561162
2026-05-05,-1,0.0,0,851,-84.91866234006162,-0.35363634273320943,-4.709424206814988,-2.8096756756756647,22.819124559341947,1.8473775717765288,-6.687753260284219
2026-05-05,-1,0.0,1,858,-13.352757104909648,-0.08605302518543541,-1.7781771561757065,-4.442342657342644,11.131977855477855,1.8789211241781931,-7.695358071782227
2026-05-05,-1,0.0,2,1962,-0.5827708229722954,-0.2205304678785345,-1.1515402650356192,-7.5063562691131205,12.119627930682976,2.188083450264073,-2.7508744173337
2026-05-05,-1,0.0,4,582,11.616748803476453,-0.1891764803472304,11.35019072164936,-1.957068728522325,42.520616838487975,1.8142042827783995,-5.232600071412004
2026-05-05,-1,0.5,0,851,-84.91866234006162,-0.4289315735613528,-9.636432432432256,0.12971327849588646,20.75029964747356,0.12752482785030003,-0.6586307211365944
2026-05-05,-1,0.5,1,858,-13.352757104909648,-0.28914939124821387,-1.5872983682981672,0.1059603729603713,5.035311188811188,0.115416966090662,-0.9568048320442174
2026-05-05,-1,0.5,2,1962,-0.5827708229722954,-0.308875121107787,0.2457742099899194,-0.41371508664627843,9.263086646279307,0.05667954306586789,-2.044705609287722
2026-05-05,-1,0.5,4,582,11.616748803476453,-0.35911101197882106,11.797788659793088,-0.03235567010309091,25.982768041237115,0.11067352248496334,-2.830732105900742
2026-05-05,-1,1.0,0,851,-84.91866234006162,-0.4106769849658816,-5.61643713278497,0.03474500587543975,23.52224324324325,0.12484562691022875,-1.1333227908079075
2026-05-05,-1,1.0,1,858,-13.352757104909648,-0.2769861312668249,-1.5350011655011095,0.1057097902097891,6.600174825174826,0.11426311993681575,-1.4637698633298541
2026-05-05,-1,1.0,2,1962,-0.5827708229722954,-0.32026813212126765,0.6617084607543575,-0.4049541284403663,9.368961773700304,0.050753720115995535,-1.9755261830666102
2026-05-05,-1,1.0,4,582,11.616748803476453,-0.38563385710897646,-3.4077216494850755,-0.010111683848799092,11.819228522336772,0.09919627133453686,-2.1523968425070215
2026-05-05,-1,2.0,0,851,-84.91866234006162,-0.34856392135964076,4.931173913043667,0.06403172737955379,29.141138660399527,0.08142919448572755,-1.2413408260565417
2026-05-05,-1,2.0,1,858,-13.352757104909648,-0.2714110300471073,1.134924242424396,0.02998368298368388,7.920843822843821,0.042419477425297,-1.2957630224988719
2026-05-05,-1,2.0,2,1962,-0.5827708229722954,-0.33407727766432016,6.216636085626918,0.1542859327217132,9.029730886850153,0.017319642383350056,-1.2831686557108846
2026-05-05,-1,2.0,4,582,11.616748803476453,-0.3790191110642346,5.962171821305495,-0.005766323024055584,23.097259450171823,0.07502627009166582,-2.6497065419993304
2026-05-07,1,0.0,0,954,-52.68259597791933,-0.1050527569101432,-3.5290136268344923,-25.45615094339626,16.564911949685534,2.040813119724666,-12.296175794826116
2026-05-07,1,0.0,1,953,-14.56764037957544,0.011490395181544578,9.57845750262322,-11.348679958027283,23.641359916054565,2.284543844565857,-12.335483836773133
2026-05-07,1,0.0,2,955,-2.9636748626522773,0.3114426678332747,-6.1430795811518575,-12.764461780104755,31.829895287958117,2.338266921705847,-4.926915109664033
2026-05-07,1,0.0,3,1104,-0.0945961539292223,0.1158327837273845,-1.2328523550725263,-13.826458333333367,28.674670289855072,2.5602032279853457,-1.9801291790126052
