dt,side,delta,grp,n,markout,obi,ofi,aggr,depth,qdepl,drift
2026-05-04,1,0.0,0,817,-16.061026640854003,-0.2536848610674403,-77.38867686658524,-18.38296940024476,47.048181150550796,1.8580270370156966,-6.232666207692592
2026-05-04,1,0.0,1,810,-4.698021489259719,-0.2561824367334222,-31.767793827161572,-8.869753086419667,26.014858024691357,1.920924555674742,-3.684671697601441
2026-05-04,1,0.0,2,812,-1.9636304150205846,-0.16936465667937864,-17.248975369458226,-7.1303546798028625,18.47781773399015,2.0294066470441385,-2.136967596946574
2026-05-04,1,0.0,3,902,-0.45192850583964195,0.11220566876047869,-7.262838137473385,-8.227347006651812,40.12909866962306,2.277924014922587,-1.0048707761510103
2026-05-04,1,0.0,4,722,3.121588658493715,0.10127095880237907,-2.160854570637226,-24.848096952908527,38.443511080332414,2.3248590746315525,-1.4764294859600589
2026-05-04,1,0.5,0,817,-16.061026640854003,-0.5852395299269375,-39.233701346389246,-1.5998335373316994,10.90849204406365,0.11356758743979035,-1.919362791237383
2026-05-04,1,0.5,1,810,-4.698021489259719,-0.6681573080126297,-20.189740740740977,-0.04396172839505336,7.166779012345679,0.05054588425595099,-0.762865427795328
2026-05-04,1,0.5,2,812,-1.9636304150205846,-0.5936347195933931,-6.305268472906298,-0.048427339901462335,6.047243842364531,0.0294763423648311,-0.3559074974624776
2026-05-04,1,0.5,3,902,-0.45192850583964195,-0.4076228986288683,3.4687084257203926,0.1223603104213263,9.985625277161862,0.06137368021120538,-0.204608243360066
2026-05-04,1,0.5,4,722,3.121588658493715,-0.29917419117601995,-2.332522160664763,-3.3324445983379136,19.017368421052634,0.1140176614334236,-0.4285511189901339
2026-05-04,1,1.0,0,817,-16.061026640854003,-0.5476829315989324,-33.304598531211894,-3.5274712362300997,15.474001223990205,0.09687361986186577,-1.2522705744783225
2026-05-04,1,1.0,1,810,-4.698021489259719,-0.651027561417053,-13.777344444445,-0.2660740740740504,11.210216049382714,0.041610147779923445,-0.6330666575940779
2026-05-04,1,1.0,2,812,-1.9636304150205846,-0.5615624196950113,-2.7688793103448712,-0.15308743842363,8.60313669950739,0.025669002999090872,-0.2108603162976518
2026-05-04,1,1.0,3,902,-0.45192850583964195,-0.4334750543223597,1.407410199556348,-0.01744235033255359,10.02780709534368,0.05702967874807378,-0.24668285680391253
