dt,side,delta,var,auc,n
2026-05-04,1,0.5,obi,0.4974416779234055,4522
2026-05-04,1,0.5,ofi,0.43148205614983026,4522
2026-05-04,1,0.5,aggr,0.4682949387268324,4522
2026-05-04,1,0.5,depth,0.5679408078079174,4522
2026-05-04,1,0.5,qdepl,0.480888187117423,4522
2026-05-04,1,0.5,drift,0.47519957893712045,4522
2026-05-04,1,1.0,obi,0.49670268823092745,4522
2026-05-04,1,1.0,ofi,0.41552213014007033,4522
2026-05-04,1,1.0,aggr,0.4518470178769182,4522
2026-05-04,1,1.0,depth,0.5643328708943327,4522
2026-05-04,1,1.0,qdepl,0.4802778893310455,4522
2026-05-04,1,1.0,drift,0.4715034135299916,4522
2026-05-04,1,2.0,obi,0.5191087705207307,4522
2026-05-04,1,2.0,ofi,0.46284424324291434,4522
2026-05-04,1,2.0,aggr,0.47983492144621714,4522
2026-05-04,1,2.0,depth,0.5800040767648741,4522
2026-05-04,1,2.0,qdepl,0.5038863130225256,4522
2026-05-04,1,2.0,drift,0.4592469545957918,4522
2026-05-04,-1,0.5,obi,0.4685254423948522,4512
2026-05-04,-1,0.5,ofi,0.42587265093809307,4512
2026-05-04,-1,0.5,aggr,0.455942481393607,4512
2026-05-04,-1,0.5,depth,0.5827781156039439,4512
2026-05-04,-1,0.5,qdepl,0.5135033628595105,4512
2026-05-04,-1,0.5,drift,0.4430608378122956,4512
2026-05-04,-1,1.0,obi,0.46697750077734057,4512
2026-05-04,-1,1.0,ofi,0.44848246273743353,4512
2026-05-04,-1,1.0,aggr,0.4638954028921664,4512
2026-05-04,-1,1.0,depth,0.5756538468018754,4512
2026-05-04,-1,1.0,qdepl,0.49749275120353764,4512
2026-05-04,-1,1.0,drift,0.4503833093110848,4512
2026-05-04,-1,2.0,obi,0.4629782176155327,4512
2026-05-04,-1,2.0,ofi,0.4864408830588772,4512
2026-05-04,-1,2.0,aggr,0.4976440837107711,4512
2026-05-04,-1,2.0,depth,0.5808944241323271,4512
2026-05-04,-1,2.0,qdepl,0.5248612657708231,4512
2026-05-04,-1,2.0,drift,0.444621952097441,4512
2026-05-05,1,0.5,obi,0.4865131773684012,4819
2026-05-05,1,0.5,ofi,0.4311206010408426,4819
2026-05-05,1,0.5,aggr,0.44999031273713613,4819
2026-05-05,1,0.5,depth,0.5483068817239023,4819
2026-05-05,1,0.5,qdepl,0.48737211467566505,4819
2026-05-05,1,0.5,drift,0.4534871455403609,4819
2026-05-05,1,1.0,obi,0.4916293976137042,4819
2026-05-05,1,1.0,ofi,0.4289980141111129,4819
2026-05-05,1,1.0,aggr,0.4369520641942619,4819
2026-05-05,1,1.0,depth,0.5540441631550339,4819
2026-05-05,1,1.0,qdepl,0.4787399561920446,4819
2026-05-05,1,1.0,drift,0.46197480235292854,4819
2026-05-05,1,2.0,obi,0.49766940600933207,4819
2026-05-05,1,2.0,ofi,0.45492839498199783,4819
2026-05-05,1,2.0,aggr,0.44087675110730795,4819
2026-05-05,1,2.0,depth,0.563991905753696,4819
2026-05-05,1,2.0,qdepl,0.4562216445743255,4819
2026-05-05,1,2.0,drift,0.46318893929853455,4819
2026-05-05,-1,0.5,obi,0.5307981177862381,6165
2026-05-05,-1,0.5,ofi,0.4558104054248572,6165
2026-05-05,-1,0.5,aggr,0.4383449083599552,6165
2026-05-05,-1,0.5,depth,0.5640736005781338,6165
2026-05-05,-1,0.5,qdepl,0.4550141270956613,6165
2026-05-05,-1,0.5,drift,0.44435953942094153,6165
2026-05-05,-1,1.0,obi,0.5249913683232382,6165
2026-05-05,-1,1.0,ofi,0.4402802729216513,6165
2026-05-05,-1,1.0,aggr,0.43104101792470556,6165
2026-05-05,-1,1.0,depth,0.5666129365964405,6165
2026-05-05,-1,1.0,qdepl,0.4463758925547239,6165
2026-05-05,-1,1.0,drift,0.4384577021607554,6165
2026-05-05,-1,2.0,obi,0.5377828083230021,6165
2026-05-05,-1,2.0,ofi,0.44420297244454005,6165
2026-05-05,-1,2.0,aggr,0.39643479780563595,6165
2026-05-05,-1,2.0,depth,0.5706712182025586,6165
