k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait,p_fill,edge,AS,pnl_fill,wait_s,EV
0,1,0.1,8551816.0,590347.0,993594.263983345,-233967.81284210837,707675.9151412365,26395.206999999995,0.06903177056194848,1.683068202232492,-0.39632252360409786,1.1987456786283939,0.0447113426510171,0.08275153664920253
0,1,0.5,8551816.0,1342450.0,1856929.101989563,-819812.3505332735,918981.1514562904,234976.6930000001,0.15697835407122884,1.3832389303062036,-0.610683713012234,0.6845552172939703,0.17503571306193905,0.10746035128167987
0,1,1.0,8551816.0,1898390.0,2463445.333837426,-1507855.1260737597,788531.8877636673,635761.642,0.22198676865825925,1.2976497631347752,-0.794281009736545,0.41536875339823076,0.3348951701178367,0.09220636736848259
0,1,3.0,8551816.0,3021761.0,4302467.462924676,-3097778.9696692643,938773.5252554123,2612079.7890000013,0.35334728904363705,1.4238278483720836,-1.0251568438633183,0.31067100450876567,0.8644230265067294,0.10977475722763591
0,1,5.0,8551816.0,3602361.0,5501543.668587708,-4110342.8737398684,1074193.0268478438,4825497.881,0.42123930168750123,1.5272049826732268,-1.1410135946230453,0.2981913880501826,1.3395375646693932,0.12560993207148563
0,1,10.0,8551816.0,4434171.0,7595518.787227765,-5802951.482052697,1402360.2571750707,10743110.664000003,0.5185063616897276,1.7129512567800755,-1.3086891511519734,0.3162621056281029,2.4228002627774172,0.16398391372955995
0,1,30.0,8551816.0,5758266.0,12113168.885461682,-9062122.435180852,2544319.042280831,34477144.58100001,0.6733383880102192,2.103613984741532,-1.5737589120024764,0.4418550727390556,5.987417840891687,0.29751798241225386
0,1,60.0,8551816.0,6328085.0,14503988.445498602,-11339621.939578678,2607495.025919933,59225138.95300001,0.7399697327444837,2.2920027852815825,-1.7919515840224458,0.4120512012591381,9.359093462398183,0.3049054172727679
0,-1,0.1,8551816.0,712785.0,1153740.1123563536,234446.66493096467,856568.3674253892,31247.786000000007,0.08334896354177873,1.618636913454062,0.3289163842266107,1.2017205292274518,0.04383900615192521,0.10016216057798592
0,-1,0.5,8551816.0,1484655.0,2014543.9196835596,803711.059165127,1080183.2205184323,244429.54100000003,0.1736069859314092,1.3569104739374196,0.5413453355595252,0.727565138377894,0.16463726657034802,0.12631039074255485
0,-1,1.0,8551816.0,2051172.0,2612920.9802915975,1473148.2347189693,959269.6095726279,652703.6129999998,0.23985221384557384,1.2738673208739186,0.7181982957640652,0.46766902510985325,0.3182100833084694,0.11217145101959956
0,-1,3.0,8551816.0,3281873.0,4552768.423121571,2973442.2826897562,1290521.3164318125,2789036.0100000002,0.3837632848976171,1.3872469846095723,0.9060199107917205,0.3932270738178511,0.8498305723591377,0.1509061135590163
0,-1,5.0,8551816.0,3918218.0,5827975.691268241,3885899.1963980016,1597273.310870238,5191884.8100000005,0.4581737960685777,1.4874046546844104,0.9917516576152735,0.40765299706913655,1.3250627734342502,0.18677592114589908
0,-1,10.0,8551816.0,4821479.0,8104018.869162687,5382397.935188453,2297330.7819742286,11561743.182000002,0.5637959235792726,1.6808159631438169,1.1163375253088217,0.4764784378349939,2.39796609753978,0.26863660092478936
0,-1,30.0,8551816.0,6199908.0,12816174.640232475,8253093.462557216,4017489.2736752653,36007153.645,0.7249814542314755,2.067155615895022,1.331163859618113,0.6479917562769101,5.80769160526253,0.46978200579564217
0,-1,60.0,8551816.0,6670517.0,14660467.982289933,10146851.331081951,3926611.155207971,56419928.961999975,0.7800117542285755,2.197800857458265,1.521149159964955,0.5886516974933084,8.458104366123342,0.45915524319138423
1,1,0.1,8551816.0,164789.0,433895.72114358586,-193199.06565259385,226195.22349099192,7490.464999999998,0.019269474460161445,2.633038134484619,-1.1724026825370253,1.3726354519475932,0.04545488473138376,0.02644996378441631
1,1,0.5,8551816.0,482577.0,933035.9703823783,-648495.5465298492,242073.64785252855,101339.29500000003,0.0564297688350638,1.933444756758773,-1.343817766967446,0.5016269897913256,0.20999611460968928,0.028306695075353414
1,1,1.0,8551816.0,821099.0,1325313.8867198105,-1273295.0603905166,-20237.88567070794,350418.25,0.09601457748857085,1.6140731954609744,-1.5507205104262904,-0.02464731496531836,0.42676735692042006,-0.002366501532622772
1,1,3.0,8551816.0,1741221.0,2519970.0778443976,-2996329.8701018975,-629587.2402574989,2041573.5470000003,0.20360833301371312,1.4472431000110828,-1.7208211192616547,-0.36157801925057126,1.1724953621625287,-0.07362029775400908
1,1,5.0,8551816.0,2292811.0,3347703.276253325,-4188035.919656301,-1042100.0114029724,4172365.603000001,0.2681080837099395,1.4600868873419244,-1.826594481471129,-0.45450759412920316,1.8197599379102773,-0.1218571600935956
1,1,10.0,8551816.0,3119923.0,4836588.36926901,-6304865.750556738,-1742830.6052877263,10102864.477000002,0.3648257867100976,1.5502268386973044,-2.0208401779648852,-0.5586133392675801,3.23817750534228,-0.20379655096504953
1,1,30.0,8551816.0,4513591.0,8257635.548313704,-10785584.848451031,-2925145.3081373274,35339241.35000001,0.5277932780593034,1.8295046113645885,-2.3895795716650072,-0.6480749603004188,7.829517860612539,-0.34204960772511095
1,1,60.0,8551816.0,5278764.0,10626817.998104945,-14155943.64468103,-3993656.878576088,68327011.56099999,0.6172681919255513,2.0131261784207335,-2.6816776890728646,-0.7565515106521314,12.943751901202628,-0.4669951830787856
1,-1,0.1,8551816.0,157638.0,406499.3913424816,192905.89217442,199721.35516806177,7273.726000000001,0.018433277797370758,2.578689093635301,1.2237270973649754,1.2669619962703267,0.0461419581572971,0.023354262435962347
1,-1,0.5,8551816.0,480788.0,905860.9204967695,645659.241102101,217892.3353946682,102248.16099999998,0.05622057350158142,1.884117158699405,1.3429187939426546,0.45319836475674974,0.21266787232626433,0.025479071976603353
1,-1,1.0,8551816.0,820363.0,1294862.6618781576,1258074.8932073903,-35404.1753292326,352159.28200000006,0.09592851389693137,1.5784020755179813,1.5335587943476123,-0.043156718829631034,0.42927250741440076,-0.00413995990199422
1,-1,3.0,8551816.0,1773190.0,2505793.379286839,2938030.190075884,-588277.5307890438,2099841.528,0.2073466033413254,1.41315560052044,1.656917865584559,-0.3317622650641182,1.1842168791838437,-0.06878977877786938
1,-1,5.0,8551816.0,2354448.0,3362469.276667192,4064532.4875537297,-909254.6348865365,4338488.498999999,0.2753155587070629,1.4281348650160004,1.726320771388338,-0.3861859063723372,1.8426775613647015,-0.1063229885776935
1,-1,10.0,8551816.0,3236623.0,4953907.021148358,6038628.067966636,-1369543.8708182818,10646735.203000002,0.3784720110909776,1.5305789463735373,1.8657187037126772,-0.4231397573391408,3.289457932851618,-0.16014655493269286
1,-1,30.0,8551816.0,4703737.0,8592923.720714014,10196036.881728018,-2017042.0170139985,37105320.139,0.5500278537330551,1.8268291192118127,2.1676460401013102,-0.4288169208894967,7.888476787498961,-0.23586125064126715
1,-1,60.0,8551816.0,5474196.0,11001230.023457188,13223901.735282628,-2704400.9598254343,70245080.32199997,0.6401208819273005,2.009652197958785,2.4156792587044067,-0.49402706074562075,12.83203603268863,-0.3162370378204388
2,1,0.1,8551816.0,89246.0,284354.6351056825,-160568.12148689365,115932.8656187888,4144.807000000001,0.010435912091653983,3.186189130108716,-1.7991632284572268,1.2990259016514891,0.046442496022230696,0.013556520114416493
2,1,0.5,8551816.0,302535.0,718380.9968264386,-543805.7151737928,147952.20165264537,68150.32899999998,0.03537669659871073,2.3745384726608116,-1.7974968687054151,0.4890416039553948,0.22526428016593117,0.01730067644727686
2,1,1.0,8551816.0,555685.0,1096669.599612677,-1098151.0323564047,-50381.712743727854,255593.50500000012,0.06497859635894879,1.9735454432145496,-1.9762114009850988,-0.0906659577705496,0.45996113805483346,-0.005891346673470039
2,1,3.0,8551816.0,1315305.0,2222759.5127738696,-2732251.3371653394,-625238.6643914725,1671412.75,0.15380417445838404,1.6899194580525958,-2.077275869220705,-0.47535641116811117,1.2707415770486694,-0.07311180039321151
2,1,5.0,8551816.0,1803571.0,2999481.991199093,-3917413.942985958,-1076646.199786865,3566945.7869999995,0.21089918211523728,1.6630795190203729,-2.1720320092671472,-0.5969524902467743,1.9777129855159568,-0.12589679195469886
2,1,10.0,8551816.0,2569969.0,4395929.7868628055,-6107366.728696227,-1937594.2138334254,9085517.341,0.3005173404105046,1.710499148769034,-2.37643595261119,-0.7539368038421574,3.5352633985079196,-0.22657108312824142
2,1,30.0,8551816.0,3930604.0,7600606.9826994175,-10948693.289869111,-3693979.459169698,33900620.606000006,0.4596221434137498,1.9336994982703466,-2.785498943640497,-0.9397994453701513,8.624786573768308,-0.43195263546008217
2,1,60.0,8551816.0,4747371.0,9994829.022336815,-14721069.756380979,-5144009.382044164,69122466.78700002,0.5551301618276165,2.1053397811834835,-3.1008888406617006,-1.0835490594782173,14.560156934648676,-0.6015107647363045
2,-1,0.1,8551816.0,85839.0,276509.9198992127,160093.985259574,108862.10263963873,4047.306,0.01003751717763806,3.2212621290929846,1.8650495143183634,1.2682126147746215,0.04714996679830846,0.012729705905697542
2,-1,0.5,8551816.0,303178.0,710763.7592154711,542221.876709778,141862.21850569334,69198.223,0.03545188530716751,2.3443777556929297,1.7884604974957878,0.46791725819714275,0.22824289031526035,0.01658854897084939
2,-1,1.0,8551816.0,558315.0,1085748.1888861277,1087882.1461680438,-51265.677281916905,258048.32400000008,0.06528613337798661,1.944687477295304,1.9485096158405986,-0.09182213854529594,0.46219127911662783,-0.005994712384120156
2,-1,3.0,8551816.0,1334849.0,2225340.54395102,2673927.0650267475,-566053.233075727,1702509.6550000003,0.1560895370059412,1.6671103203066564,2.003168197321755,-0.42405787701509834,1.2754323934767156,-0.06619099768700905
2,-1,5.0,8551816.0,1841330.0,3022524.0152754434,3796599.1772491266,-936112.2019736822,3663918.12,0.21531450162164387,1.64148958376578,2.0618787383299715,-0.5083891545641912,1.989821552899263,-0.1094635574448377
2,-1,10.0,8551816.0,2643294.0,4472422.622722086,5828301.244828315,-1588488.4941062322,9427961.963,0.30909154266181593,1.6919883383089758,2.2049387033104586,-0.6009503650014838,3.5667473852700455,-0.18574867538148998
2,-1,30.0,8551816.0,4054340.0,7773825.222352892,10316049.757076321,-2899006.454723432,35080199.642000005,0.47409111702122686,1.9174083136473241,2.5444461384778587,-0.7150378248305352,8.652505621630155,-0.3389930810863368
2,-1,60.0,8551816.0,4886995.0,10189769.339405207,13703313.01601049,-3943599.236605286,70961091.372,0.5714569864459198,2.085078732309979,2.8040366351941204,-0.8069579028841417,14.520393692238276,-0.4611417313708908
3,1,0.1,8551816.0,60347.0,236575.17412188303,-137252.43865922978,94012.19946265355,2813.8669999999993,0.00705662984329878,3.920247470825112,-2.274387105560008,1.5578603652651093,0.046628117387774025,0.010993243945222107
3,1,0.5,8551816.0,213345.0,625405.4123264116,-464256.5613280838,142374.49099832776,49132.55500000001,0.024947332823811924,2.931427557835485,-2.1760836266520602,0.6673439311834248,0.23029625723593244,0.01664845115918394
3,1,1.0,8551816.0,407638.0,991942.8812992764,-955957.3412909604,113.39600831635744,193571.62199999992,0.04766683474013005,2.433391590821455,-2.3451134126135456,0.0002781782079108362,0.4748615732586263,0.000013259874664791366
3,1,3.0,8551816.0,1040363.0,2120137.4837458995,-2488423.3629058036,-459837.8231599044,1385941.4889999998,0.12165404400655955,2.037882435021141,-2.391879913939465,-0.4419974789183241,1.3321710681752426,-0.05377078075111817
3,1,5.0,8551816.0,1474187.0,2911459.5175479786,-3648097.7739582486,-866366.7124102712,3075630.5640000002,0.17238291843510198,1.9749594302133844,-2.4746506202796854,-0.5876911900663018,2.086323216796784,-0.10130792248222731
3,1,10.0,8551816.0,2186491.0,4337058.033236264,-5842014.135911527,-1697367.310675259,8222750.340999999,0.2556756366133228,1.9835700367558176,-2.67186745150633,-0.7762974147505107,3.760706237071179,-0.19848033571761353
3,1,30.0,8551816.0,3517233.0,7602482.278110423,-10847643.799088603,-3554678.0249781897,32624295.11599999,0.41128492474580836,2.1614952089072355,-3.084141368822766,-1.010646159915533,9.275556983572027,-0.41566352982550014
3,1,60.0,8551816.0,4360614.0,10093483.411796028,-14806040.796567075,-5096291.416771045,69038263.484,0.5099050306975734,2.314693162888535,-3.395402756714324,-1.168709593825788,15.832234516515333,-0.595930901316287
3,-1,0.1,8551816.0,58535.0,231452.37393129652,137260.0365375677,89041.25739372896,2764.8239999999996,0.00684474502257766,3.954085144465645,2.3449224658335646,1.5211626786320827,0.0472336892457504,0.010411970673097848
3,-1,0.5,8551816.0,214130.0,619125.0099851566,462130.509778796,138151.06020636062,49821.562999999995,0.02503912619261219,2.8913510950598074,2.15817732115442,0.6451737739053874,0.23266970064913836,0.01615458754098084
3,-1,1.0,8551816.0,410313.0,982814.1041196437,948893.0555955878,-2186.495475945281,195625.81699999998,0.047979633799417575,2.395278979997328,2.3126078276720157,-0.005328847674690496,0.4767721641771038,-0.00025567616000452784
3,-1,3.0,8551816.0,1052084.0,2115909.722061112,2430246.4844839084,-406920.1544227962,1402653.6050000004,0.12302463009026388,2.0111604416197872,2.3099357888570764,-0.38677534723728924,1.333214462913608,-0.04758289402190088
3,-1,5.0,8551816.0,1497700.0,2917495.0391543484,3530854.5723035824,-745157.1331492354,3135212.395000001,0.17513239293268237,1.9479836009577007,2.3575179089961824,-0.4975343080384826,2.0933514021499637,-0.08713437393288576
3,-1,10.0,8551816.0,2234645.0,4367494.000439309,5582375.536956876,-1411530.2965175682,8452637.648999998,0.26130648741740936,1.9544464558976073,2.4981039659350257,-0.631657510037419,3.7825415889324696,-0.16505620519870495
3,-1,30.0,8551816.0,3599836.0,7650485.676066178,10244098.392862093,-2910398.284795918,33427628.502,0.42094404276237934,2.125231726130351,2.845712524921161,-0.808480798790811,9.285875384878645,-0.34032517593876177
3,-1,60.0,8551816.0,4457133.0,10140379.177000806,13807677.046003716,-4059525.5730028977,70458237.14799997,0.5211914054278062,2.275090103212268,3.0978831114089966,-0.9107930081967259,15.807972781606466,-0.474697487995871
4,1,0.1,8551816.0,44254.0,204358.93436748575,-119347.09740691645,81117.48496056933,2067.2690000000002,0.005174807315779479,4.617863568660138,-2.696865761443405,1.8329978072167337,0.04671372079360058,0.009485410462592896
4,1,0.5,8551816.0,159083.0,550725.7793190641,-399212.0225103653,137514.45280869873,36988.153000000006,0.018602247756499907,3.461877003319425,-2.5094574688078883,0.8644195345115363,0.2325085207093153,0.01608014634654192
4,1,1.0,8551816.0,310680.0,896963.9260443632,-834414.5961416704,35209.48990269319,149973.34399999992,0.03632912588390583,2.8870990280815088,-2.685768624120221,0.11333040396128875,0.4827260975923778,0.004117194511983559
