hd,qd,n,n_fill,sum_pnl,mean_p,mean_q,mean_spread,mean_obi,mean_ofi,p_fill,pnl_per_fill,ev_pooled,ev_daily,se_daily,n_days,ev_h1,ev_h2
0,0,61636,119.0,-266.64196990802884,0.000821134152309663,-2.9512017754977133,0.5688559578627578,0.6816425949101441,40.711116711308335,0.0019306898565773249,-2.2406888227565447,-0.004326075181842249,-0.005263633996374596,0.0009102622680149254,39,-0.0061538079639767,-0.0031614277541422097
0,1,47063,49.0,-55.09085284359753,0.0010222124388728341,-1.3561528233324307,0.9557118994687999,0.5339855926747007,55.27682429461335,0.0010411575972632428,-1.1243031192570925,-0.0011705767342412837,-0.002356757970923774,0.0009593431356334103,39,-0.0012923972440154992,-0.0010316058206392299
0,2,64147,46.0,-59.19804709777236,0.0010716150291141507,-0.8650138100649043,1.074034093379768,0.5250655757285758,70.11317730278607,0.0007171029042667623,-1.2869140673428774,-0.0009228498152333291,-0.0012814406283065559,0.0007212927101353678,39,-0.0012457917615350251,-0.0005324146814215606
0,3,82270,63.0,-13.043910525739193,0.0010994234366279497,-0.494011910105353,1.1183145201023632,0.5582868116211273,88.22852457815637,0.0007657712410356145,-0.20704619882125702,-0.00015855002462306057,0.00001596015887459819,0.00014683477501710812,39,-0.0001120161733753926,-0.00021480695691490618
0,4,106094,72.0,-7.29270894266665,0.0011038617373688988,-0.17562870614755177,1.1479035096269463,0.6084839522823068,102.2069564952609,0.0006786434671140686,-0.10128762420370346,-0.00006873818446534818,-0.00032448802134274886,0.0004968090187726293,39,-0.0004911349241109518,0.000446332592487602
0,5,137494,85.0,-51.019347535446286,0.0010976006382557978,0.12144751779120516,1.2343800480971696,0.6291285681315164,108.98178464197227,0.0006182087945655811,-0.600227618064074,-0.0003710659922283611,-0.0004004492977616744,0.0001697142158567929,39,-0.000502163262077502,-0.00021454417765692164
0,6,183222,116.0,-12.035613087937236,0.0010928590196249395,0.420998289567029,1.4043886745519059,0.6328608488510535,107.02128112982432,0.0006331117442228553,-0.10375528524083824,-0.00006568868961116697,0.0000783720949537944,0.00007065706181893434,39,-0.00003073380187028993,-0.00010364565698770902
0,7,272480,197.0,-23.896110208705068,0.001089446660301045,0.7524960278694958,1.617377528869309,0.6188679318900314,101.29224664477388,0.0007229888432178508,-0.1213000518208379,-0.00008769858414821295,-0.00016445942982968684,0.0001801491006646242,39,-0.000397825354974792,0.00020767294335443027
0,8,434393,313.0,37.73956264462322,0.0010609952176397148,1.1648197405078826,1.867724739626938,0.5889887435372982,98.08106815149888,0.0007205456809847304,0.12057368257068121,0.00008687884621672822,0.00009395898786748817,0.00004803654987535815,39,0.00009666187365132898,0.00007814644963174676
0,9,448613,477.0,952.3640273492783,0.0009397007939134615,1.8832807873637496,2.456184127232368,0.550497397987341,109.13003908093926,0.0010632772567892594,1.9965702879439797,0.0021229077787520163,0.0017535775597244234,0.0006806919324461114,39,0.0037100640409007415,0.0004531401409692357
