dt,lev,qty,n_quote,n_fill,n_full,volume,pnl_usd,px_ref,notional_usd,pnl_bp_per_unit,fill_ratio,end_inv
2026-07-12,10,3.7243947858473,77012,2149,1183,5445.459031657303,-20.125823386787147,63.0175,343159.21452746406,-0.5864864626905252,0.018985427595699187,12.40018621973932
2026-07-13,1,0.37243947858473,354660,4887,4604,1775.311359404131,9.462452918007827,57.3955,101894.8831286798,0.9286484882717807,0.013440227259911158,-1.9716945996275572
2026-07-13,3,1.1173184357541899,355340,4977,3838,5016.9681564241855,28.15993786198868,57.3955,287951.39582204435,0.977940661881413,0.012636310294364964,-5.792737430167617
2026-07-13,5,1.86219739292365,356782,5026,3653,7819.607076350471,27.220811242662762,57.3955,448810.25795067346,0.6065104520328158,0.011769453055367711,-9.972067039106136
2026-07-13,10,3.7243947858473,356172,5153,3248,14230.234264432525,26.874473831057685,57.3955,816751.410724237,0.3290410457599004,0.010727451624496403,-21.731843575418896
2026-07-14,1,0.37243947858473,407226,8237,7783,2994.4964618245112,1.3360629943555082,59.2145,177317.61073870753,0.07534857867695442,0.019743884231357558,-0.7724394785847257
2026-07-14,3,1.1173184357541899,408758,8402,7226,8694.34301675872,6.241068921740478,59.2145,514831.1745658592,0.1212255440242789,0.01903678215472004,-1.929608938547486
2026-07-14,5,1.86219739292365,410531,8835,5341,13704.596275606003,2.5719485023875563,59.2145,811510.8161618717,0.031693336073471766,0.017926461582682972,-2.579143389199193
2026-07-14,10,3.7243947858473,413042,9144,4559,22934.415828678004,-5.940479082635932,59.2145,1358049.9660872538,-0.043742713677548596,0.014908630720362685,-2.5216014897578582
2026-07-15,1,0.37243947858473,357544,7130,6283,2527.637243947657,8.550226341899688,60.2485,152286.35249198042,0.561457162903022,0.018981456827689626,1.8841713221601564
2026-07-15,3,1.1173184357541899,358510,7294,5955,7089.031284915452,26.446707781357702,60.2485,427103.5013692286,0.6192107462611194,0.01769736687958308,5.860335195530725
2026-07-15,5,1.86219739292365,358556,7679,3916,11124.764990689237,44.80696194017588,60.2485,670250.4035415405,0.6685107790076675,0.01666127132163489,7.894972067039085
2026-07-15,10,3.7243947858473,361869,7957,3451,18152.586405959726,108.58109223692918,60.2485,1093666.1020794646,0.9928175704675886,0.013468878102297204,17.238919925512157
2026-07-16,1,0.37243947858473,357135,7550,6892,2694.0528864056178,7.008477373828971,54.0585,145636.4579597581,0.4812309686744467,0.02025433519537173,0.14487895716945876
2026-07-16,3,1.1173184357541899,357808,7810,6226,7508.324581004678,20.367372819693628,54.0585,405888.76436224143,0.5017969110747905,0.018780883881856156,4.896648044692741
2026-07-16,5,1.86219739292365,356992,8032,5128,11916.448230913333,29.966576452373204,54.0585,644185.3166908284,0.46518564884886104,0.01792514314046382,10.25605214152696
2026-07-16,10,3.7243947858473,359236,8393,3710,19386.204655494766,48.1301125369298,54.0585,1047989.1443690639,0.45926155624356463,0.014489627849102942,19.954003724394834
2026-07-17,1,0.37243947858473,397959,9366,8697,3372.7061452507482,11.963059159798696,51.173500000000004,172593.1779239892,0.6931362701408327,0.02275539942556459,-1.0480446927374252
2026-07-17,3,1.1173184357541899,394980,9584,8011,9451.137988825565,35.22103156063335,51.173500000000004,483647.8098711651,0.7282371767591709,0.021415688136105327,-2.83631284916203
2026-07-17,5,1.86219739292365,395183,9721,7587,15296.391620112521,50.62642897119551,51.173500000000004,782769.8965718282,0.646760040120551,0.020785717756078636,-4.652327746741149
2026-07-17,10,3.7243947858473,398415,10446,5096,25718.415828680132,81.86755235462766,51.173500000000004,1316101.3524089628,0.6220459556916275,0.01733216533012215,-7.2124767225325535
2026-07-18,1,0.37243947858473,56316,1736,1535,609.6945996275684,-1.0146250431202475,52.301,31887.63725512146,-0.3181875894418264,0.029068648341501902,1.939292364990694
2026-07-18,3,1.1173184357541899,56047,1757,1357,1655.4011173184651,-3.4928824859449037,52.301,86579.13383687305,-0.40343236657067655,0.026434670901208386,6.429050279329593
2026-07-18,5,1.86219739292365,56142,1774,1280,2636.812662942247,-5.7570936476385555,52.301,137907.93908454245,-0.4174591895038946,0.025221196252359846,9.612290502793337
2026-07-18,10,3.7243947858473,58524,1930,533,3872.9024208566752,-11.099518148062316,52.301,202556.66951322497,-0.5479710036078386,0.017768339484656163,15.690502793296142
2026-07-19,1,0.37243947858473,92338,2288,2210,836.2912476722676,0.005269271873928005,52.816,44169.55853705849,0.0011929645775171284,0.02431763737572872,1.8141527001862192
2026-07-19,3,1.1173184357541899,92401,2307,2086,2420.6262569832115,1.1071610226455846,52.816,127847.7963888253,0.08659993006671467,0.023446288460081323,5.5078212290502755
2026-07-19,5,1.86219739292365,92952,2343,2033,3960.7472998136327,2.7982930966972503,52.816,209190.82938695684,0.13376748421036308,0.022881931534554617,7.659776536312848
2026-07-19,10,3.7243947858473,92056,2527,1176,6376.38826815625,-7.556267731678304,52.816,336775.3227709405,-0.224371182232308,0.018598030003475634,15.143947858472993
2026-07-20,1,0.37243947858473,328982,6077,5562,2172.7083798882254,5.579881536820871,53.568,116387.64249385246,0.4794221634926231,0.0177326479868196,-1.0409683426443177
2026-07-20,3,1.1173184357541899,329505,6303,5049,6051.240782122263,18.765512067056193,53.568,324152.8662167254,0.5789093363903732,0.0164363530143683,-3.782681564245803
2026-07-20,5,1.86219739292365,329731,6480,4431,9750.196648045232,37.714561237962585,53.568,522298.534042487,0.7220882077929526,0.015879173022858906,-5.762383612662899
2026-07-20,10,3.7243947858473,331830,6867,3023,15964.945437616192,76.45132482825466,53.568,855210.1972022242,0.8939477695467289,0.012918023837507,-13.800186219739217
2026-07-21,1,0.37243947858473,284640,6840,5832,2369.0670391060225,2.4845751345070255,56.616,134127.09948602656,0.18524035366662572,0.022347333473860562,-0.009683426443187204
2026-07-21,3,1.1173184357541899,285972,7048,5476,6594.23575418925,8.242137869845635,56.616,373339.2514591786,0.22076805044290504,0.020637828178980383,-0.23463687150842166
2026-07-21,5,1.86219739292365,285752,7424,3671,10459.526629423483,9.968097726472951,56.616,592176.5596514399,0.16832982602925484,0.019656085696689474,-0.3113594040968219
2026-07-21,10,3.7243947858473,288990,7739,3228,16965.046368716252,23.13704676504176,56.616,960493.0652112393,0.24088718183460572,0.01576218883006441,-5.378584729981273
2026-07-22,1,0.37243947858473,345810,8007,7247,2853.4689013031293,2.5819053290137077,58.1405,165902.1086562146,0.1556282406490673,0.022155414823165617,-1.5865921787709372
2026-07-22,3,1.1173184357541899,347853,8122,6924,8138.412849161082,7.42163607885152,58.1405,473171.3922566499,0.15684879095196855,0.020939533366103408,-5.038547486033526
2026-07-22,5,1.86219739292365,348534,8632,4846,13008.308566109316,11.163024297811319,58.1405,756309.5641878787,0.1475986134037339,0.020042411070371045,-8.32942271880814
2026-07-22,10,3.7243947858473,351780,8963,4377,21856.775977655117,14.200282126913066,58.1405,1270763.8837288574,0.11174603172734628,0.01668242751151401,-11.302607076350025
2026-07-23,1,0.37243947858473,388914,8122,7632,2944.1581005581997,-1.2150347355257054,58.545,172365.7359971798,-0.07049166288743056,0.020325996235668466,-2.0653631284916125
2026-07-23,3,1.1173184357541899,389114,8194,7352,8523.325139663772,-4.951648586791521,58.545,498998.0703016155,-0.09923181834748449,0.019604475809143533,-6.034636871508395
2026-07-23,5,1.86219739292365,388733,8695,5151,13652.478770950944,-13.602550239366337,58.545,799284.369645323,-0.1701841141395318,0.018859682867162438,-10.488826815642458
2026-07-23,10,3.7243947858473,390691,8945,4778,23105.858286780327,-48.54132430182426,58.545,1352732.4733995544,-0.35883905544039296,0.015879359775373678,-20.026629422718784
2026-07-24,1,0.37243947858473,353805,5354,5175,1961.3743016760166,1.5708167375599444,55.835,109513.33413408039,0.14343611670490714,0.01488472463645258,-1.1582867783985085
2026-07-24,3,1.1173184357541899,354851,5426,4977,5761.693854747972,0.7018697065302888,55.835,321704.17637985304,0.02181723950333658,0.014532059935013388,-4.40558659217877
2026-07-24,5,1.86219739292365,355743,5659,4083,9413.051955307901,6.028222210422371,55.835,525577.7559246167,0.11469705752324486,0.014209159140166757,-8.345065176908703
2026-07-24,10,3.7243947858473,361212,5914,3585,16630.255307263164,13.154083352119414,55.835,928550.3050810387,0.1416625817701002,0.012361780754792641,-8.082867783985082
2026-07-25,1,0.37243947858473,66755,1838,1627,646.3590316573628,-0.7703067437670796,53.729,34728.22441191845,-0.2218099994489544,0.025997663096397564,-1.5314711359404127
2026-07-25,3,1.1173184357541899,67370,1870,1528,1807.862569832439,-3.246818981630838,53.729,97134.64801452712,-0.3342596126096278,0.02401717381623917,-5.56536312849162
2026-07-25,5,1.86219739292365,67354,1938,1393,2916.3409683426476,-4.651383137564721,53.729,156692.0838880821,-0.2968486360093972,0.02325140451940496,-9.23780260707634
2026-07-25,10,3.7243947858473,66506,2089,1037,5037.19739292364,-9.956398181734357,53.729,270643.57872439426,-0.3678786036107401,0.0203363230385228,-17.97802607076353
2026-07-26,1,0.37243947858473,71601,2037,1939,736.6601489758032,-2.609868645222477,55.024,40533.98803724459,-0.6438716671116602,0.02762436977137235,1.9480446927374289
2026-07-26,3,1.1173184357541899,71657,2071,1821,2140.0368715084037,-7.655871439341979,55.024,117753.38881787841,-0.6501614532030855,0.02672918207572214,6.074860335195538
2026-07-26,5,1.86219739292365,71729,2235,1427,3470.0556797020063,-11.609586714209513,55.024,190936.3437199232,-0.6080344102136546,0.025978612555590867,10.420670391061444
2026-07-26,10,3.7243947858473,72423,2361,1310,6084.7571694599155,-18.505960307919167,55.024,334807.6784923624,-0.5527340469385718,0.022558542175827947,19.107262569832372
2026-07-27,1,0.37243947858473,373572,7523,7239,2745.4893854744982,6.656639037325391,54.150499999999994,148669.6229681368,0.44774708541179636,0.019732846680155437,1.0685288640595867
2026-07-27,3,1.1173184357541899,376285,7703,6849,8077.2139664794595,23.226331869308382,54.150499999999994,437385.1748918459,0.5310269575335208,0.01921178495023484,3.2363128491619992
2026-07-27,5,1.86219739292365,376324,8082,5564,12912.566294228387,42.43102121136961,54.150499999999994,699221.9211156142,0.6068319646453672,0.018425739788056682,2.541340782122881
2026-07-27,10,3.7243947858473,380410,8474,4665,22067.60167597973,71.29399902084035,54.150499999999994,1194971.6645551403,0.5966166490431505,0.01557569740543245,1.7558659217876913
2026-07-28,1,0.37243947858473,453324,9920,9627,3645.0748603343523,0.6105290517914699,48.4615,176645.7953440932,0.0345623313932949,0.021589472430309748,-0.07635009310987095
2026-07-28,3,1.1173184357541899,454706,10040,9097,10619.945810054398,2.0516606459000855,48.4615,514658.5038739512,0.03986450491844147,0.02090329025787803,-1.3681564245810218
2026-07-28,5,1.86219739292365,454550,10162,8782,17267.21750465609,-4.119439403926819,48.4615,836795.2611018912,-0.04922876114884237,0.020399286767133033,-2.4562383612663234
2026-07-28,10,3.7243947858473,457099,10892,6267,29913.68212290577,27.664187933401735,48.4615,1449661.906199198,0.19083199893093142,0.01757129998096736,2.6247672253258263
2026-07-29,1,0.37243947858473,604102,11714,11548,4336.13109869548,-4.050237760323308,46.028000000000006,199583.4422107556,-0.20293455787010373,0.0192724275039602,0.05512104283053987
2026-07-29,3,1.1173184357541899,604915,11862,10724,12631.22290502613,-14.704912500357274,46.028000000000006,581389.9278725428,-0.2529268533111053,0.01868848433250686,0.8642458100558577
2026-07-29,5,1.86219739292365,605467,11975,10533,20576.42513966295,-31.694524636582194,46.028000000000006,947091.6963284065,-0.3346510666227195,0.018249616081469355,0.40837988826811
2026-07-29,10,3.7243947858473,609023,12713,7789,36349.310986964374,-33.975462019871884,46.028000000000006,1673086.0861079965,-0.20307061484748246,0.016025322524764966,4.046554934822941
2026-07-30,1,0.37243947858473,448057,9537,9220,3488.091992550433,3.1304659581028957,46.1965,161137.6417338561,0.1942727921557489,0.02090253472214007,-0.9575418994413445
2026-07-30,3,1.1173184357541899,447982,9753,8323,9933.441340780837,12.389930996092772,46.1965,458890.22289938194,0.2699977113874888,0.019845507185553994,-2.2525139664804454
2026-07-30,5,1.86219739292365,448512,9837,8135,16063.875791435266,21.754081897436862,46.1965,742094.8379990393,0.2931442287901351,0.019233156080552444,-4.001303538175033
2026-07-30,10,3.7243947858473,450866,10206,7228,30185.425512106944,74.76383779580857,46.1965,1394461.0096700485,0.5361486429333644,0.017976043325512933,-9.187895716946095
2026-07-31,1,0.37243947858473,453996,9472,9070,3455.326070762728,7.942358788018687,53.6275,185300.49885982816,0.4286204752220737,0.020435313306720597,-0.526815642458101
2026-07-31,3,1.1173184357541899,453593,9661,8332,9818.69720670253,22.608705863535185,53.6275,526552.1844524399,0.42937255852515194,0.019373610262942254,-1.1921787709497293
2026-07-31,5,1.86219739292365,453100,9730,8081,15941.71713221727,37.3959790106837,53.6275,854914.4355079817,0.43742364682921026,0.01889362635180021,-3.137616387337075
2026-07-31,10,3.7243947858473,452326,9998,7532,30619.441527004587,71.03064769250307,53.6275,1642044.1004894383,0.43257454334710754,0.018175652184488026,-8.777839851024236
2026-08-01,1,0.37243947858473,55861,1230,1179,445.9061452514024,-2.053826638243117,49.9715,22282.598937430455,-0.921717724225196,0.02143280643024678,0.11731843575418954
2026-08-01,3,1.1173184357541899,55950,1286,1099,1290.1329608938734,-5.183416742352627,49.9715,64469.879255308195,-0.8040059640604716,0.02063751563896366,1.2134078212290451
2026-08-01,5,1.86219739292365,56153,1317,1056,2092.780446927396,-8.892731829441772,49.9715,104579.37810363236,-0.8503332101123767,0.020013589656830654,2.3268156424580893
2026-08-01,10,3.7243947858473,57307,1398,922,3935.591992551259,-19.74498342372874,49.9715,196667.43525577523,-1.0039782843585396,0.018439395710820896,9.099999999999971
2026-08-02,1,0.37243947858473,103207,2214,2152,811.6897579143525,4.394507063271838,51.506,41806.892671136644,1.0511441493248774,0.021116658753767056,0.4141527001862187
2026-08-02,3,1.1173184357541899,103296,2285,1972,2318.5519553072554,12.703500183600838,51.506,119419.3370100555,1.0637724594410671,0.020088909541511712,2.026815642458102
2026-08-02,5,1.86219739292365,103385,2315,1899,3751.8128491618945,22.910631109431904,51.506,193240.87260893255,1.1855996508459599,0.019487580403346107,1.8378026070763374
2026-08-02,10,3.7243947858473,104062,2425,1732,7106.7517690873065,44.043714967856374,51.506,366040.3566186108,1.2032475155122564,0.01833678816474738,3.504841713221609
2026-08-03,1,0.37243947858473,330958,6051,5808,2210.428491620064,6.838316117336211,50.8815,112469.9172963663,0.608012905292422,0.01793279056556987,0.20391061452513842
2026-08-03,3,1.1173184357541899,332319,6216,5433,6350.591061451808,20.20490530243378,50.8815,323127.5990932602,0.6252918462901802,0.017103382593229303,1.07150837988827
2026-08-03,5,1.86219739292365,333318,6266,5307,10350.981564246424,32.503097352671475,50.8815,526673.4684612044,0.6171394478563087,0.016676198405127622,3.0817504655493604
2026-08-03,10,3.7243947858473,334742,6478,4890,19899.190502794427,46.06135460370655,50.8815,1012500.6615679347,0.4549266617996774,0.015961345304743066,6.6806331471135785
2026-08-04,1,0.37243947858473,343923,6259,6061,2297.55567970195,3.136255580189111,53.206500000000005,122244.89627206181,0.2565551344744263,0.017936971356959944,0.3392923649906919
2026-08-04,3,1.1173184357541899,344717,6422,5592,6583.844692736707,9.949144995372237,53.206500000000005,350303.33264409564,0.2840151396869655,0.017093850897981107,1.9888268156424813
2026-08-04,5,1.86219739292365,345139,6539,5334,10720.560893855196,17.51477020946109,53.206500000000005,570403.5231989066,0.3070592921873219,0.016680065712655595,2.6975791433892096
2026-08-04,10,3.7243947858473,344668,6843,4685,20040.089571695476,21.67801990778912,53.206500000000005,1066263.0257964155,0.20330837123042247,0.01561144071976579,6.20986964618245
2026-08-05,1,0.37243947858473,327974,6730,6577,2480.7344506515533,5.52770876637328,54.206500000000005,134471.93199924345,0.4110678477055256,0.0203088415545117,-2.0890130353817504
2026-08-05,3,1.1173184357541899,327461,6895,6195,7183.687709496348,17.17820126582518,54.206500000000005,389402.5678248138,0.44114247529958217,0.01963409535791814,-5.763687150837966
2026-08-05,5,1.86219739292365,327090,7079,5616,11717.500558659924,28.020922217982843,54.206500000000005,635164.6940329992,0.44115994609308445,0.01923720627350386,-9.848789571694589
2026-08-05,10,3.7243947858473,328754,7538,4564,21037.63780260831,48.323134795075475,54.206500000000005,1140376.7135470875,0.42374711988610025,0.01718186166556249,-21.392737430167656
2026-08-06,1,0.37243947858473,289218,5821,5602,2127.0059590316505,1.3419543625523627,51.2795,109071.80207616351,0.12303403235377851,0.019746388537366214,0.26927374301676027
2026-08-06,3,1.1173184357541899,290089,5936,5295,6134.10111731775,7.2870514669868385,51.2795,314553.63824549556,0.23166323898309543,0.01892529706400238,1.6675977653631329
2026-08-06,5,1.86219739292365,290705,6012,5183,10041.769087523873,12.0172089538829,51.2795,514936.89792368043,0.23337245791355174,0.01854949175280893,1.7817504655493583
2026-08-06,10,3.7243947858473,293553,6572,4010,18098.523091248648,27.387593454843213,51.2795,928083.214857685,0.2950984676416425,0.01655392194935927,2.295158286778281
2026-08-07,1,0.37243947858473,257068,6605,6459,2432.386592178586,4.131376185779743,50.6455,123189.43515418057,0.335367735115355,0.025405565842498885,2.096834264432031
2026-08-07,3,1.1173184357541899,257407,6730,6151,7087.425698323166,11.053683613208136,50.6455,358946.2182044259,0.30794818422945125,0.02464286519014337,6.532960893854751
2026-08-07,5,1.86219739292365,258128,6796,6073,11660.424767226175,19.505606094691757,50.6455,590548.0425485532,0.330296685270751,0.024257918939442666,10.681750465549346
2026-08-07,10,3.7243947858473,259016,7410,4867,21336.529422720017,32.98834425463565,50.6455,1080599.2008783666,0.3052782588384391,0.022117777087131005,19.121973929236507
2026-08-08,1,0.37243947858473,24981,937,873,338.03966480447286,-0.7144124441301507,50.948499999999996,17222.613862290684,-0.4148106958923195,0.036333073135583434,-0.21731843575418913
2026-08-08,3,1.1173184357541899,24964,985,825,971.3877094972178,-2.1012194510113034,50.948499999999996,49490.746717318994,-0.4245681446297504,0.034825829194039815,0.5173184357541927
2026-08-08,5,1.86219739292365,24945,1011,786,1568.4871508380063,-2.5625606152555704,50.948499999999996,79912.06760447015,-0.3206725457210201,0.03376538785327759,0.8975791433891875
2026-08-08,10,3.7243947858473,25009,1122,602,2785.5856610801,-0.2528356562487595,50.948499999999996,141921.41105353946,-0.017815187600789702,0.029906423687472785,0.4463687150837852
