dt,day,n,zero_share,sigma_y,corr_depth_one_level,beta_depth_one_level,sigx_depth_one_level,corrnz_depth_one_level,corr_obi_2,beta_obi_2,sigx_obi_2,corrnz_obi_2,corr_voi_sum,beta_voi_sum,sigx_voi_sum,corrnz_voi_sum,corr_ofi_sum,beta_ofi_sum,sigx_ofi_sum,corrnz_ofi_sum,corr_oi,beta_oi,sigx_oi,corrnz_oi,corr_r_prev,beta_r_prev,sigx_r_prev,corrnz_r_prev,corr_m_bp,beta_m_bp,sigx_m_bp,corrnz_m_bp
2026-05-05,0,86397,0.9194184983274882,5.4896755175534215,0.011453307568258228,0.08025049579551623,0.7834926037792725,0.04010535395891274,0.009797804962744551,0.07402320026732082,0.726628846042618,0.03414304716190436,-0.0060119089004322945,-0.0002687755896357361,122.79318650556091,-0.010155306528537208,-0.03900562273297171,-0.0018019300181142347,118.83407705186293,-0.057693082357541926,-0.004237247616505093,-0.15737771669940556,0.1478060822606564,-0.00876055658455362,-0.24380783999683686,-0.24381066213743366,5.489675513951975,-0.29999757306053804,-0.00117002610622368,-0.00012808929847247472,50.14578182010529,-0.004445706395331714
2026-05-06,1,86387,0.898155972542165,5.719489447464389,0.03223926244004497,0.24645124484759567,0.7481977051803568,0.10008943323669867,0.03146401138611458,0.24509421548526344,0.7342489251620717,0.09909898053407734,0.004452987741315879,0.00026977069368449837,94.4102225265109,0.008602556094828935,-0.007414727839354507,-0.0004203964216730855,100.87847175864906,-0.01371259362460695,-0.013875962192637066,-0.38861191429635356,0.20422517972683232,-0.027082165222249543,-0.1422031662904938,-0.14220481242720912,5.719489447464389,-0.19330002963380086,-0.021878882609164443,-0.005156509309569442,24.267867904688053,-0.06239421529477991
2026-05-07,2,86383,0.8622182605373743,2.2024022582555354,0.011758709330800907,0.03374579172454765,0.767435181153698,0.032541219254864064,0.017328909903885546,0.055031156256041366,0.693528443180451,0.05017550520466539,0.0036353290616778586,0.000047346828219280345,169.10424462849755,0.006342681195189683,-0.02703583224495495,-0.0004388303312845805,135.68904210314247,-0.03386087111571449,-0.013600599706553286,-0.2656081256822459,0.11277643781552141,-0.02426221935494807,-0.12540912832209505,-0.12541058011909312,2.2024022582555354,-0.17556857745191942,-0.007491916012091565,-0.0007361753500012005,22.413686845319603,-0.023070111671409568
2026-05-08,3,86396,0.8452127413306172,2.794352007258554,0.020411273382159624,0.07902293445140376,0.7217770805712466,0.04824633625068479,0.020527074749618637,0.07893331779458236,0.726696128558217,0.050781393947363654,-0.0038770916092770017,-0.00007799173712197543,138.91323005233485,-0.0026488575902278108,-0.031997061772146826,-0.0007083285013779588,126.22969219152597,-0.04272002890616466,0.0023734358433618466,0.02889552088390112,0.22952664552537436,0.0038936430879223712,-0.19082293255957974,-0.19082514128615619,2.794352007258554,-0.2284283493299176,-0.006325976242009088,-0.0011372655331045966,15.543607453107738,-0.015150750519504787
2026-05-09,4,86396,0.8646696606324367,3.509997172964228,0.0277353301850174,0.14052100407815052,0.6927936360217619,0.07741011550523592,0.023767748585582577,0.11229026658849531,0.7429468154059587,0.06727395204564224,-0.0019356827989179973,-0.00010469768642751089,64.89465073579436,-0.003155480210555051,-0.0067170668631211855,-0.00029949134530346885,78.72400644062324,-0.010451807182640032,0.0019872532239619263,0.03380930608388031,0.2063140224627562,0.0034600951915282115,-0.18005726716453715,-0.1800593519024498,3.509997160855686,-0.21549312841894927,-0.025831783816439496,-0.0063568001812301924,14.26355006598378,-0.061673844788731835
2026-05-10,5,86395,0.8022917992939407,1.8340851358610373,0.02270836416021564,0.05629207837352968,0.7398830608551815,0.0534377308788442,0.015122324747164255,0.0353226495921109,0.7852172018594675,0.03670109914254978,0.007336317223070544,0.0005235902596882382,25.69869447871373,0.013637470611193107,-0.0019826306904583845,-0.0001341498974444186,27.106659329819614,-0.0034248338362834474,0.010150922417469616,0.1317870754489913,0.1412723619127537,0.01745050974507895,-0.06688172822743844,-0.06688250237502597,1.8340851358678747,-0.08898586567490059,-0.014312976144389165,-0.0018727903648432563,14.017330046005243,-0.027325888570971478
2026-05-11,6,86392,0.5550282433558662,4.671984778416189,0.04853371502870503,0.35847611155362846,0.6325425745997915,0.07590486851318162,0.042599685626941414,0.3030003766059613,0.6568552449168703,0.06683376005459225,0.0016883293269864216,0.000051710736080033756,152.5397010107219,0.0024906218681166525,-0.004641179612592661,-0.0001328430036117324,163.2285548143914,-0.0066936335613979854,0.0016556128117393638,0.01901395795022341,0.40681100749309995,0.002210479907623607,-0.18277704780511267,-0.18277916311652628,4.671984788233123,-0.21540684992916523,-0.02379799928494834,-0.011578277676404413,9.602911634022117,-0.03297724386844308
2026-05-12,7,86397,0.528548444969154,3.317807073397832,0.03561869559903109,0.18317555844784975,0.6451588249310996,0.05384431029783269,0.0332802244119762,0.16815361918248659,0.6566533776261414,0.04944707958098916,0.0185343791213306,0.0004708763071635856,130.5952433313502,0.025312616563124665,-0.0002909434862213068,-7.066552563727626e-6,136.6020447374306,-0.0003731804507348281,0.010156929572518692,0.09350185220875652,0.3604112863363946,0.013617362996427575,-0.1707802272205893,-0.17080177855573037,3.317426838394882,-0.19128445269822875,-0.04940852570946344,-0.026593166132538322,6.16436014689457,-0.06316287711420598
2026-05-13,8,86388,0.5873732462842061,1.913190072632498,0.04110838445491777,0.12232989238156913,0.6429259596854799,0.06685492081652854,0.04213266912518395,0.11798593543872365,0.6832063254418255,0.06777533710487554,0.014949202758488048,0.00016333919793525524,175.101860110099,0.018077919924653463,0.0033476596377162906,0.00003098076732729831,206.7341734147959,0.003789933203048704,0.018478694615601157,0.14051199337166798,0.25160602656195274,0.025143900561888578,-0.13775290451688874,-0.13773653305601305,1.913439625113983,-0.16349935635559487,-0.03515469134403448,-0.011864621881451752,5.668818249714071,-0.04879671829126146
2026-05-14,9,86392,0.6004375405130105,1.972050010551339,0.0642384006034151,0.18846211258098386,0.6721924275643089,0.10649548915381801,0.07017275124977491,0.2001239667771009,0.6915002680924173,0.11518880323826658,0.01805119200189604,0.0002001828714483555,177.8287281791813,0.02392747425923939,-0.007004788138195643,-0.0000758206413919184,182.19250281658807,-0.009547786097865496,-0.012927719720335011,-0.07331508040336128,0.3477375291970315,-0.017854407609943446,-0.2073296016836196,-0.20733118734680175,1.9720577552235772,-0.24014180848821742,-0.08015465367002986,-0.038827144159621955,4.071141947978942,-0.10452886628229686
