dt,lev,pnl,eq_min,max_pos_usd
2026-07-10,1,13.215211712145056,-1.1785233838361933,140.22518104386833
2026-07-10,3,38.349983626476245,-3.8286657802014474,421.51956695999075
2026-07-10,5,57.84510435875666,-6.206220809045249,701.6651426652548
2026-07-10,10,111.88502655581362,-12.378786393178189,1405.9326921347026
2026-07-11,1,2.2011685100136305,-0.1575410905027752,141.2395419870582
2026-07-11,3,6.365159714120125,-0.47262327150838246,422.624019510775
2026-07-11,5,9.70087456953894,-0.787705452513876,697.7939571870596
2026-07-11,10,14.377862635069391,-1.6058707651665145,1409.1586803667126
2026-07-12,1,-0.9088540499555506,-1.4319868451883622,140.40304103915474
2026-07-12,3,-2.3424359987892984,-3.832776425052657,418.67743792968054
2026-07-12,5,-8.988294972367783,-11.098677681244169,701.7104653120589
2026-07-12,10,-20.125823386786806,-23.027612434254706,1404.8157016303521
2026-07-13,1,9.462452918007827,-0.659374791778319,128.89686713068477
2026-07-13,3,28.159937861988624,-2.0765005083065944,387.01319303415966
2026-07-13,5,27.22081124266299,-6.396339882986922,645.1832842113176
2026-07-13,10,26.874473831058594,-13.199966075234443,1290.2267787110547
2026-07-14,1,1.3360629943555082,-3.7682187271780094,132.08823492483032
2026-07-14,3,6.241068921740464,-10.123497644808651,395.2410209538236
2026-07-14,5,2.5719485023875848,-18.881248280075965,660.441174624151
2026-07-14,10,-5.940479082633715,-37.82411394581709,1320.739253660468
2026-07-15,1,8.550226341899744,-0.9496756993279121,132.4683308036193
2026-07-15,3,26.446707781357816,-3.2791609447478436,397.637063400002
2026-07-15,5,44.80696194017588,-5.369896051628643,662.9052549917321
2026-07-15,10,108.58109223692963,-11.532126439351941,1324.08655406411
2026-07-16,1,7.008477373828971,-0.60244304657013,120.92091009609369
2026-07-16,3,20.367372819693742,-1.430351822604763,362.5511186956128
2026-07-16,5,29.966576452373204,-2.465544534788819,604.3425551752596
2026-07-16,10,48.1301125369298,-9.5965984665811,1208.816108003123
2026-07-17,1,11.963059159798696,-2.9821817967345794,115.01037918652202
2026-07-17,3,35.221031560633236,-7.184027165022371,345.5206251118069
2026-07-17,5,50.62642897119551,-15.021751839207468,575.6853504119806
2026-07-17,10,81.86755235462851,-28.11716308688301,1151.6202434976515
2026-07-18,1,-1.014625043120219,-1.31044833203822,116.16036762442117
2026-07-18,3,-3.4928824859450174,-4.658779931287825,347.57671491268826
2026-07-18,5,-5.7570936476385555,-8.015951918596215,580.9282579445517
2026-07-18,10,-11.099518148062316,-16.190104325370157,1165.17260507788
2026-07-19,1,0.005269271873956427,-2.5106826167806844,117.77135044636326
2026-07-19,3,1.1071610226455846,-6.650415677983119,353.60889741381175
2026-07-19,5,2.7982930966972503,-10.779806898308834,588.2768882848634
2026-07-19,10,-7.556267731678304,-24.392991103721215,1179.3842988870558
2026-07-20,1,5.579881536820871,-1.0791715736693561,119.72249158628387
2026-07-20,3,18.76551206705622,-2.452345722064919,358.9579603985756
2026-07-20,5,37.714561237962755,-4.068843684444232,597.0361117922026
2026-07-20,10,76.45132482825443,-13.6163260596079,1196.9754940053624
2026-07-21,1,2.4845751345070255,-1.8995389417803494,127.19396852531878
2026-07-21,3,8.242137869845742,-7.658510978536583,381.6137067181785
2026-07-21,5,9.968097726473278,-14.279449986271857,635.1960148324089
2026-07-21,10,23.137046765042044,-17.654669162813434,1271.9078841109535
2026-07-22,1,2.5819053290137077,-3.5682868089617017,129.6274547800441
2026-07-22,3,7.42163607885135,-11.946564147133472,388.2018202025369
2026-07-22,5,11.163024297811148,-18.782645443327,647.996844157542
2026-07-22,10,14.200282126914658,-45.08138580280388,1295.7236311176287
2026-07-23,1,-1.2150347355257054,-4.047023749229481,130.5999078767868
2026-07-23,3,-4.951648586791634,-12.05756349059152,392.1266865975888
2026-07-23,5,-13.60255023936611,-20.865305981194638,652.8469566658923
2026-07-23,10,-48.541324301823124,-53.178881684306816,1307.1325503875917
2026-07-24,1,1.5708167375599444,-2.782644388396733,123.70706837988575
2026-07-24,3,0.7018697065302888,-9.052689479101332,370.6882304003277
2026-07-24,5,6.028222210422143,-14.26639713232214,618.5353418994285
2026-07-24,10,13.154083352118732,-25.08855643317338,1237.070683798857
2026-07-25,1,-0.7703067437670796,-0.9410786823891186,118.66812323928536
2026-07-25,3,-3.246818981630838,-3.5985609957177758,360.23965626276146
2026-07-25,5,-4.651383137564721,-5.299126106847893,600.159127158792
2026-07-25,10,-9.956398181734357,-11.06004308897036,1198.8764546427224
2026-07-26,1,-2.609868645222477,-2.7708127238213507,122.44824240145716
2026-07-26,3,-7.655871439341979,-7.907301780433613,369.68607232912274
2026-07-26,5,-11.609586714209172,-12.108140143844821,613.4529607999206
2026-07-26,10,-18.50596030791894,-19.572360878280733,1230.808163474426
2026-07-27,1,6.656639037325391,-1.289472836768681,119.51425001064361
2026-07-27,3,23.226331869308382,-4.029763163249299,358.3336000944121
2026-07-27,5,42.431021211370066,-7.408578406531888,597.5114929282136
2026-07-27,10,71.29399902083998,-19.940745930451385,1194.6345645438923
2026-07-28,1,0.6105290517914983,-1.9446316166030897,108.45725628901465
2026-07-28,3,2.0516606459002844,-5.520736624203437,325.1548543544655
2026-07-28,5,-4.119439403926592,-10.73460667702085,541.870528629298
2026-07-28,10,27.664187933401735,-1.946489476531383,1084.5544866807663
