block,relmse_raw,corr_raw,pred_sd_raw,target_sd_raw,train_target_sd_raw,relmse_volnorm,corr_volnorm,pred_sd_volnorm,target_sd_volnorm,train_target_sd_volnorm,var_ratio_test_over_train,var_event,var_1ms,var_10ms,var_100ms,var_1s,var_10s,var_60s,dt_from,dt_to
19,0.989707983108466,0.1027153082248426,0.22996646245980604,1.9587944763414327,2.1721874205552205,0.9867116437013161,0.11542266822974008,0.13361726807137342,1.11305942308353,1.274411473326976,0.8131733791909563,0.8118758887034838,0.003043746935694931,0.03093537714496902,0.3158737487275765,3.8367652190271024,44.46074491982176,236.96986067256705,2026-07-01,2026-07-03
20,0.9833033945931852,0.13478261492898214,0.16143697758419095,0.9448863742725314,2.154513383704083,0.9873919761210723,0.14322120818451423,0.0903506005012324,1.6598696376539654,1.2602668046025796,0.192336088703889,0.2955335327761781,0.0007179706726323848,0.0073101918951063785,0.07514354167339742,0.8936893788261497,11.988703455974006,86.78222976886639,2026-07-04,2026-07-06
21,0.9859862329819131,0.12231859510797886,0.2731067958342288,1.7938087777733378,2.112473653759182,0.9831730544458855,0.1327923271467986,0.16986779704996832,1.056602355569131,1.2803722523201901,0.7210571492382041,0.4993297796741847,0.0025611115114517638,0.02594457547025152,0.26684139713144556,3.217944945158902,40.54595457856274,266.4297434304579,2026-07-07,2026-07-09
22,0.9742396500044144,0.16046327211784722,0.14986018561012746,0.9175759744003426,2.0992249368962383,0.9851913783091798,0.12785368998269683,0.09204478114302088,1.0396817690902174,1.271186202381323,0.19105838995923688,0.23979687331612076,0.0007302408511708955,0.007403400185766173,0.07549045377164845,0.8422560272096687,10.93167541470906,65.64872624721902,2026-07-10,2026-07-12
23,0.9896452399672034,0.10179550881447946,0.26495493924266333,2.5354522675169164,2.0617246852691586,0.9966141448481309,0.05931161512699909,0.16623414065276806,3.477497472839715,1.263179549704184,1.5123403385317176,1.081576265355127,0.005996725063461913,0.0602289453552499,0.6076504346824914,6.432038038072723,40.42702907554703,241.34793793637172,2026-07-13,2026-07-15
24,0.9675687636930377,0.18389021536131758,0.24533243639107977,1.673915256462131,2.0503147377115827,0.965460609409898,0.18716476113808692,0.16112740344387638,0.9772122027086482,1.291716005012475,0.666539464807967,0.3729288209753545,0.0020416913991282344,0.020792956328659466,0.2156466827359846,2.802125941485548,31.75610435974978,178.26412101536835,2026-07-16,2026-07-18
25,0.9724048386772729,0.16738199490549907,0.21222177717361382,1.4459245208295723,2.0398481663607617,0.9822742356759502,0.15834074638961618,0.13438244084390757,1.851019651381327,1.2822423631388662,0.5024531354883767,0.3892187924095383,0.0015830480502006456,0.016085049623555767,0.1658972933862178,2.09076416918066,24.31222128906599,147.06582116710118,2026-07-19,2026-07-21
26,0.967320140651123,0.18205533666844953,0.24395132784664678,1.524135951663579,2.0198713302311573,0.966816115382938,0.1831329963808614,0.16718408170654497,1.0191388520755662,1.3087869837560289,0.5693771117236401,0.31331685021137795,0.0017110594121131832,0.017381424949412205,0.17967449615885112,2.323329887690298,27.837973391738455,169.26623175417822,2026-07-22,2026-07-24
27,0.9666874999102092,0.18393234537364736,0.17090804374232133,1.0598410777110379,2.0044082524165874,0.9830004784451511,0.18256725748337005,0.11569570642972676,2.1125514348255354,1.29971766353859,0.2795819514305916,0.19226121917706518,0.0007280921764938369,0.007434679228866378,0.07748333089715054,1.1232049938157442,14.56252143925015,83.38948164335302,2026-07-25,2026-07-27
28,0.9799519103083456,0.14738077697476354,0.36743385787840427,3.4496762421696165,1.9780822314259312,0.9812888377891658,0.14192788473647786,0.2789736588831436,1.552743913839732,1.3349317049228677,3.041361134658352,1.2138389018485658,0.009523403529896142,0.0963372146720432,0.9848304195657418,11.900151763400688,101.78446678089365,648.451618387954,2026-07-28,2026-07-30
29,0.9700658428419533,0.18418513825810934,0.19651837045486,1.622975508479838,2.0415919565127543,0.9862069580571896,0.12644216357458762,0.1277644346866003,1.6055663517124577,1.341528803968669,0.6319548340833958,0.5775536337239137,0.0019202122891562653,0.01973481172517158,0.2028271303367989,2.633659831579664,27.232716973626165,155.94028736964916,2026-07-31,2026-08-02
30,0.9552507594331892,0.2213187493870349,0.27588648307639047,1.7655878968429168,2.0351115598386653,0.9590326736673108,0.20522482081721463,0.18126033343993786,1.0580162037966432,1.377646308185708,0.7526659056807347,0.34277249683300387,0.0019318674983103284,0.020466826134356724,0.21549385476380914,3.1176927812574804,38.60150929796248,216.65745467692014,2026-08-03,2026-08-05
31,0.9449992536277124,0.2392775919981109,0.23958303389112226,1.2491027316594263,2.0282182380075673,0.9487419022577973,0.22737266018965527,0.1560533230213842,0.7560724475457103,1.369251708487352,0.37928611913645,0.20866666247473828,0.0009376126149880578,0.009803981373372076,0.10388974295174214,1.560329215266268,19.55323158447138,116.4630580932719,2026-08-06,2026-08-08
32,0.9999245075736057,0.008694976905912238,0.19459236259389387,23.074399719800944,2.008341666627771,0.9999989142540694,0.0011707018196853638,0.12712219061635133,74.77221113301223,1.3542504988801058,132.00355464663812,696.2145392636355,0.5320507131176326,5.320736263712509,53.21142768082472,532.4218513397248,10.259319009496064,59.84128987945604,2026-08-09,2026-08-10
