dt,t0,px0,bp_1s,bp_10s,bp_60s,bp_300s,bp_900s,bp_1800s,bp_dur
2026-05-06,1778041801892957586,49.5105,-0.0,-0.0,-38.37569808424534,-2.7266943375647834,-32.821320729945484,-67.96538108078121,-2.7266943375647834
2026-05-06,1778044306056254230,49.408500000000004,-0.0,-0.0,-25.096896283027803,-31.168726028920624,-54.44407338818236,-30.86513454162665,-31.168726028920624
2026-05-06,1778045364921201276,49.6775,0.0,0.0,-13.285692718031372,-13.285692718031372,-23.451260631071058,39.857078154093,39.857078154093
2026-05-06,1778045539334289344,49.6115,0.0,0.0,0.0,-19.148786067746393,37.995222881790355,54.6244318353617,-19.148786067746393
2026-05-06,1778049317660599952,49.926,-0.0,7.310820013620711,13.620157833593716,75.6119056203175,68.70167848415764,96.64303168689715,96.64303168689715
2026-05-06,1778050423111026784,49.367999999999995,0.0,0.0,0.0,41.929995138552115,54.0836169178438,6.481931615622827,39.90439150866942
2026-05-06,1778050819738377023,49.59,0.0,0.0,2.01653559185333,-30.95382133494695,-21.879411171608076,-37.60838878806405,-37.60838878806405
2026-05-06,1778052658658234369,49.3715,-0.0,0.5063650081515991,-0.0,-0.0,8.506932136962408,-19.748235317946783,-0.0
2026-05-06,1778054408493434014,49.434,-0.0,-0.0,-7.080147267062298,-2.326334102034089,-2.528624023951931,-20.431282113524407,-2.832058906825363
2026-05-06,1778054618460696392,49.4835,0.0,0.0,0.0,-7.679327452585483,-6.972020976689919,23.13902614002661,-3.5365323794800396
2026-05-06,1778054863189349546,49.445499999999996,-0.0,-0.0,-0.0,-4.145978906069381,1.1123358040665554,-38.02166021174891,-38.02166021174891
2026-05-06,1778055544467116701,49.448499999999996,-0.0,-0.0,0.10111530177714378,-0.20223060355872846,-21.638674580624073,-50.759881492867805,-50.759881492867805
2026-05-06,1778056107059468964,49.435500000000005,-0.0,-0.0,-3.5399662186086367,-32.87111488707417,-43.28872975897902,-124.70795278696434,-124.70795278696434
2026-05-06,1778056608546257570,49.6335,-0.0,-0.0,-0.0,-3.223629202051548,-20.248420925383925,-92.78007797153265,-70.11393514460894
2026-05-06,1778058197085051511,50.076,-0.0,-2.3963575365448797,-2.3963575365448797,-18.172377985461452,-59.309849029474115,-4.692866842399557,-4.692866842399557
2026-05-06,1778058220139910920,50.088,-0.0,-0.0,-0.0,-13.37645743491489,-92.33748602459625,-1.9964861843146942,-1.9964861843146942
2026-05-06,1778058349449943163,50.094,0.0,0.0,0.0,-28.54633289415931,17.866411147042793,-0.49906176388447854,-244.4404519503329
2026-05-06,1778059367138298732,49.9215,0.0,1.0015724687773009,-13.320913834720116,29.446230582013122,12.018869625309847,-26.1410414350538,-26.1410414350538
2026-05-06,1778061172238890395,49.791,0.0,0.0,0.10041975457397712,0.20083950915017468,8.836938402521088,6.627703801891371,6.627703801891371
2026-05-06,1778061682071842779,49.704499999999996,0.0,-4.929131165185563,-4.929131165185563,26.255168043134436,15.59214960416,13.379070305505891,-0.9053506221756713
2026-05-06,1778061786045579818,49.766,-15.271470481855731,-15.271470481855731,-12.960655869469484,13.864887674315263,3.215046417233136,-4.923039826386644,-15.070530080777411
2026-05-06,1778062704739369941,49.782,-0.0,-0.0,-9.541601382025977,-8.436784379897144,8.13547065204201,13.55911775340446,13.55911775340446
2026-05-06,1778065055267219485,49.7365,0.0,-19.402249856744767,-19.402249856744767,-9.148211072350643,98.11707699576732,98.11707699576955,98.11707699576955
2026-05-06,1778065677902280847,50.188,-0.0,4.184267155495913,-5.379772057065857,-7.272654817884749,22.515342312903197,-164.78042559974426,-164.78042559974426
2026-05-06,1778066128206101695,50.2235,0.0,0.0,0.0,0.0,-1.2942148595784797,-96.66789451153402,0.0
2026-05-06,1778066614794889848,50.075,0.0,0.0,0.2995506739877918,54.21867199201014,187.71842236644966,32.95057413879255,32.95057413879255
2026-05-06,1778067655651970634,51.177499999999995,-0.0,11.2354061843567,4.396463289529917,276.9771872404858,222.1679448976599,308.2409261882668,308.2409261882668
2026-05-06,1778068144650974354,49.957499999999996,-3.002552169344419,-3.002552169344419,30.4258619826836,24.420757643996982,94.1800530450887,313.36636140719577,24.420757643996982
2026-05-06,1778068369531921429,50.205,-0.0,-2.987750224081598,39.73707798028081,115.32715864953525,112.93695847026997,223.68290010955084,226.27228363708673
2026-05-06,1778068395935440603,50.25,-0.9950248756207536,0.0,-52.83582089552263,-109.85074626865709,-137.11442786069617,-232.43781094527293,-232.43781094527293
2026-05-06,1778068402623946207,50.25,-0.0,-0.0,42.786069651742366,100.19900497512447,126.2686567164184,232.43781094527293,436.5174129353233
2026-05-06,1778069458531875844,49.599999999999994,0.0,-0.20161290322340264,-35.987903225805915,-43.24596774193612,-46.57258064516001,-174.59677419354836,-199.69758064516063
2026-05-06,1778071880743092489,48.6415,0.0,0.0,90.45773670631085,94.8778306590059,34.33282279535099,-1.2335145914499357,94.8778306590059
2026-05-06,1778071930046595684,48.722,-0.0,-73.78596937728466,-71.22039325150986,-76.96728377324379,10.364927548129899,17.753786790362103,-76.96728377324379
2026-05-06,1778072723799801563,48.8695,-0.0,-0.0,24.248253000337392,40.61838160816067,29.466231494081896,163.29203286303385,410.8902280563542
2026-05-06,1778072774362841891,48.8695,0.0,-24.248253000337392,-40.5160683043615,-68.65222684905636,-47.882626177881974,-350.32075220741035,-350.32075220741035
2026-05-06,1778075111414658526,47.920500000000004,-0.0,-0.0,2.504147494287734,-13.251113823935512,40.90107574002744,161.10015546582423,161.10015546582423
2026-05-06,1778077363018513004,46.739999999999995,0.0,0.0,-149.44373127941725,-106.54685494223214,22.250748823278155,216.1959777492517,307.1245186136085
2026-05-06,1778077494565963516,45.5745,-0.5485523702941641,-99.94624186771217,-133.0788050335152,-132.9690945594586,-308.505853053791,-426.4446126671717,-415.5832757353339
2026-05-06,1778079059343979732,47.787,0.0,0.0,-2.8250360976833644,-44.258898863706044,13.183501789189034,81.40289199991768,85.37886872999056
2026-05-06,1778079471796292948,47.432500000000005,-0.0,-0.0,11.806250988247724,-16.233595108838816,-101.93432772887645,-174.88009276339866,-174.88009276339866
2026-05-06,1778079847080267250,47.477000000000004,0.0,0.0,65.18946015965588,97.31027655496271,151.336436590348,182.08816900814995,97.31027655496271
2026-05-06,1778080401591358169,47.953,-0.0,-0.10426876316360634,9.905532500573688,-50.57035013450451,-65.8978583196057,-43.06299918670264,-58.494776134965235
2026-05-06,1778080721296238459,48.196,-0.10374304921567656,-0.10374304921567656,-0.10374304921567656,3.216034525688194,19.08872105568893,13.175367250395364,3.216034525688194
2026-05-06,1778080751267344958,48.195499999999996,-0.0,-0.0,1.4524177568431273,2.3861148862436288,-30.39702876824757,9.12948304302219,6.432135780309878
2026-05-06,1778081454225824349,48.289,-0.0,-0.0,-0.10354325001626918,-5.073619250761663,18.32715525274864,24.332663753651175,24.332663753651175
2026-05-06,1778083368653858971,48.189499999999995,-0.10375704250886741,-0.10375704250886741,-0.10375704250886741,-2.3864119777150528,-12.139573973586337,24.175390904657146,24.175390904657146
2026-05-06,1778084746116816101,48.069500000000005,0.0,0.0,0.0,0.7281124205560374,-10.193573887810059,-60.95341120669118,0.7281124205560374
2026-05-06,1778085535985010698,47.938,0.0,-0.10430138929540256,14.289290333346916,17.001126455002957,-28.682882055989232,-7.301097250616007,127.6649004964736
2026-05-06,1778085971970920422,47.983000000000004,0.0,-0.10420357209883768,-8.023675051580526,-13.650667944896666,-54.185857491195755,-6.252214325906946,-13.650667944896666
2026-05-06,1778086149687582575,47.917500000000004,0.0,0.10434601137365718,0.0,-24.83435070694373,-9.808525069130436,5.217300568685079,5.217300568685079
2026-05-06,1778087927270363464,47.9425,0.10429159930991361,0.0,0.41716639724631577,16.686655889868174,59.44621160765662,67.05949835740688,45.47113729989061
2026-05-06,1778088022214377890,47.944500000000005,-0.0,-0.0,-14.4959275829315,-14.600214831730352,-59.130870068515584,-85.51554401443173,NaN
2026-05-06,1778088570214921395,48.205,0.0,0.10372368011601907,0.0,4.66756560522974,67.10922103516204,-5.497355046156782,-5.497355046156782
2026-05-06,1778088698195549826,48.2635,0.0,1.2431754845798615,1.0359795704828478,4.765506024222432,9.841805919588165,-18.33683839754796,4.765506024222432
2026-05-06,1778090370520896511,48.1785,0.0,0.0,0.0,0.9340265886237376,6.953309048642886,11.10453833141234,11.10453833141234
2026-05-06,1778090709185799545,48.184,0.0,0.0,0.31130665781198275,1.0376888593732758,11.725884110909135,55.10127843267432,1.0376888593732758
2026-05-06,1778091316300386091,48.2235,0.0,0.0,3.5252522110584827,3.5252522110584827,1.8663099940896544,45.41354318952307,30.379379348244306
2026-05-06,1778091415885888442,48.2415,0.0,0.0,-0.20729040349221073,0.0,-1.8656136314165739,41.56172589989904,41.56172589989904
2026-05-06,1778092186722315007,48.232,0.0,0.0,0.10366561618901926,45.19820865815261,54.942776579864905,5.286946425608896,45.19820865815261
2026-05-06,1778092374660251708,48.233000000000004,-0.0,-0.0,-26.952501399455375,-34.51993448468915,-38.77013662844986,-9.640702423650005,-9.640702423650005
2026-05-06,1778093480063993557,48.384,-0.0,-0.0,-0.0,27.385085978836045,29.03852513227556,-0.10333994709066374,-0.10333994709066374
2026-05-06,1778093862896907093,48.2515,-0.0,-0.0,1.761603266220435,-5.802928406370977,-24.55882200553372,-47.4596644663916,-99.37514895909771
2026-05-06,1778094149674699921,48.28,0.0,-0.10356255178201046,-0.10356255178201046,-7.7671913835963835,18.641259320630876,83.8856669428334,83.8856669428334
2026-05-06,1778095240017695616,48.369,0.0,0.0,3.3079038226979662,22.94858276995715,47.96460542909608,32.562178254667,22.94858276995715
2026-05-06,1778097695557117866,48.766,0.0,-7.2796620596315975,-21.018742566542016,-30.143952753967085,53.931017512200974,61.928392732641946,-14.046671861541737
2026-05-06,1778099153106247854,49.0675,-0.0,-0.0,-11.71855097569674,-0.10190044326563452,71.83981250318384,120.54822438477663,120.54822438477663
2026-05-06,1778099440632609361,49.1575,-0.0,18.20678431571965,18.10507043686127,80.04882266185231,87.98250521283579,185.72954279611363,80.04882266185231
2026-05-06,1778099601258348821,49.075,0.0,0.0,-35.35404992358715,-60.723382577687616,-76.92307692307665,-169.12888436067198,-169.12888436067198
2026-05-06,1778100129813105946,48.7145,-0.0,3.4897207197037705,3.4897207197037705,3.4897207197026603,80.26357655318338,55.93817035995485,3.4897207197026603
2026-05-06,1778100477901587172,48.697500000000005,-0.0,-0.0,-0.0,13.963755839623282,92.92058113866241,110.16992658760772,NaN
2026-05-06,1778100530032765126,48.697500000000005,-0.0,-0.0,0.4106987011676111,8.316648698599716,96.20617074798665,110.27260126289961,-1.6427948046615626
2026-05-06,1778100777028324312,48.657,-5.651807550813848,-5.754567688102119,0.0,-91.55928232320032,-61.656082372525404,-111.49474895698397,-111.49474895698397
2026-05-06,1778101254760264237,48.2445,0.0,0.0,0.0,4.663744053725605,8.498378053456435,-65.39605550891837,-65.39605550891837
2026-05-06,1778102261774526002,48.161,0.0,0.0,-0.10381844230855641,-9.655115134652448,-66.65143996179457,-147.62982496210552,NaN
2026-05-06,1778103074896455656,47.929500000000004,-0.0,-0.0,18.568939796994588,40.893395507987094,163.57358203194394,64.78264951647827,64.78264951647827
2026-05-06,1778103223853238007,47.8545,0.0,0.0,-0.20896676383719281,-12.955939357846002,-93.82607696245881,-17.762174926079233,-12.955939357846002
2026-05-06,1778103266480656612,47.8535,-0.0,-0.0,22.568882108936485,41.06282717042609,97.38054687744801,17.449089408297922,NaN
2026-05-06,1778103279990679210,47.8535,-0.0,-0.0,22.568882108936485,42.21216838893649,76.58791937893872,17.553574973616648,NaN
2026-05-06,1778103308317698586,47.809,0.0,-12.236189838732425,-13.282018030077447,-16.4195026041114,-76.76378924470262,-8.262042711623119,-8.262042711623119
2026-05-06,1778104833954220641,47.4615,-0.0,-0.0,-33.184791883946744,-64.89470412860854,-23.808771319910882,-3.0551078242369023,-64.47330994595602
2026-05-06,1778106751001729295,47.455,0.0,0.0,-11.063112422293742,20.65114318828387,65.95722263196713,127.27847434411466,127.27847434411466
2026-05-06,1778107769690706059,47.7045,13.520737037386876,-24.421176199309613,-50.51934303891503,-50.51934303891503,-78.18968860380026,-150.30028613652658,-150.30028613652658
2026-05-06,1778108460181079425,47.9915,0.0,0.0,13.439879978744962,17.81565485554637,54.384630611670204,73.8672473250479,73.8672473250479
2026-05-06,1778109484663249675,48.284,0.0,0.0,0.10355397233041685,45.667301797698286,13.047800513625862,74.55886007787349,NaN
2026-05-06,1778109835135825620,48.504999999999995,-0.0,-0.0,-3.6078754767565613,29.893825378826122,2.267807442530856,-31.852386351922668,NaN
2026-05-06,1778109973110794634,48.525999999999996,0.0,0.0,-0.3091126406451483,-37.19655442443126,7.315665828628859,31.117339158390767,31.117339158390767
2026-05-06,1778109976664244781,48.525999999999996,0.0,0.515187734411171,-0.3091126406451483,-37.19655442443126,7.315665828628859,31.117339158390767,-37.19655442443126
2026-05-06,1778110213311331076,48.3825,0.0,0.0,-7.647393169017969,-5.373843848499593,25.525758280369182,NaN,NaN
2026-05-06,1778110864780680946,48.545500000000004,0.0,3.295877063784758,0.0,2.7808962725672792,27.08798961798653,NaN,2.7808962725672792
2026-05-06,1778110945022013425,48.545500000000004,0.0,0.0,0.0,37.79959007528922,7.209731077029158,NaN,NaN
2026-05-06,1778111526575742258,48.6455,0.0,0.0,0.10278443021594086,-0.5139221510719327,NaN,NaN,NaN
2026-05-07,1778112392641697619,48.125,-0.0,-0.0,-12.987012987013546,65.14285714285694,25.76623376623455,112.1038961038967,65.14285714285694
2026-05-07,1778114248585040594,47.718,0.0,0.0,-20.642105704347102,-33.844670774132446,-6.077371222600325,-87.49318915294069,-33.844670774132446
2026-05-07,1778115414354714074,47.788,0.0,0.0,5.231438854944592,-44.67648782120914,-77.2160374989539,-67.69481878295736,-44.67648782120914
2026-05-07,1778118256867707527,47.664,-1.888217522658664,-1.888217522658664,-1.783316549177627,68.2905337361528,88.32661967103084,144.44864048338334,68.2905337361528
2026-05-07,1778119738894987133,48.1975,-0.0,-0.0,-5.29073084703624,-32.15934436433532,0.5186991026495669,-7.261787437109479,-189.3251724674516
2026-05-07,1778121551532775522,48.2325,0.0,0.0,0.0,0.41465816617236584,-17.10464935468781,-17.93396568703698,0.41465816617236584
2026-05-07,1778123426254659248,48.147000000000006,-0.0,-0.0,0.20769726047364934,20.769726047314975,20.665877417077596,-25.962157559140664,23.677487693938293
2026-05-07,1778123550349286443,48.1335,0.0,-3.843476996270301,-11.21879771884493,-17.866974144825633,-10.387775665595678,25.96943916399086,276.0031994349066
