dt,t0,px0,bp_1s,bp_10s,bp_60s,bp_300s,bp_900s,bp_1800s,bp_dur
2026-05-04,1777910652711819790,43.441,-0.0,-0.0,0.11509863953484967,-28.42936396491691,214.42876545199275,204.06988789392622,205.1057756497332
2026-05-04,1777911571726426121,42.5095,0.0,0.0,-1.6466907397183483,-1.7643115068410875,10.585869041037643,11.173972876650229,114.20976487608758
2026-05-04,1777912586015889421,42.5545,-0.0,-0.0,-0.0,0.4699855479450843,-0.0,-14.45205559928997,-172.24970332162303
2026-05-04,1777918203367980965,42.402,-0.11791896608714936,-0.11791896608714936,-0.23583793217207827,6.013867270412421,27.00344323380954,-7.075137965191214,6.013867270412421
2026-05-04,1777918833527582535,42.349000000000004,0.11806654230395175,0.2361330846079035,7.556258707408503,14.522184703299468,11.570521145719548,-12.987319653354756,-141.44371767928376
2026-05-04,1777920724807495639,42.403999999999996,0.0,0.0,0.0,0.0,59.90000943307372,121.2149797188955,85.95887180454787
2026-05-04,1777922376698778620,42.947500000000005,0.0,0.0,0.11642121194421762,-41.911636300135946,-40.51458175679756,-41.09668781652087,-30.153093893708906
2026-05-04,1777922532726707452,42.917500000000004,-0.0,-0.0,24.46554435836301,34.71777247043728,33.55274654861184,33.43624395642841,36.34880876099644
2026-05-04,1777923047206824305,42.7735,-0.0,-0.0,-0.1168948063634545,-0.0,0.5844740318183828,-43.134183548225735,-46.29034332004789
2026-05-04,1777928309278299238,43.162000000000006,-0.0,-0.0,-0.11584263935660033,0.34752791807757255,69.96895417265337,74.37097446828301,0.34752791807757255
2026-05-04,1777928704598852554,43.1605,0.0,0.0,0.0,-64.87413259809394,-74.02601916103757,-11.468819870020797,-69.27630588153488
2026-05-04,1777932956050898170,42.998999999999995,-0.0,-0.0,-0.0,-0.0,-16.163166585270172,-16.163166585270172,-16.04688481127603
2026-05-04,1777937739216400403,43.068,-0.0,-0.0,-42.60704002972071,-42.37484907588129,31.926256153060883,NaN,-42.37484907588129
2026-05-04,1777937896809074444,43.251,-0.0,-0.0,-0.0,-0.0,74.10233289403823,NaN,NaN
2026-05-04,1777938657731218105,42.930499999999995,0.0,0.0,0.0,-0.2329346268958865,NaN,NaN,NaN
2026-05-05,1777939378973049639,42.929,-0.0,-0.0,-0.0,65.8063313843782,-0.3494141489412961,-0.3494141489412961,-100.74774627873984
2026-05-05,1777942894295041687,43.363,-0.0,-0.0,0.11530567534556724,66.41606899891572,11.530567534533409,42.54779420243104,-179.99215921407742
2026-05-05,1777946190172928910,43.254000000000005,-0.0,-0.0,-0.0,-0.0,28.78346511305474,27.280713922414044,7.62935219864036
2026-05-05,1777948169341889266,43.135999999999996,0.0,0.0,0.0,0.0,19.7051186943642,84.84792284866538,19.7051186943642
2026-05-05,1777950445444376264,43.849500000000006,0.0,-0.11402638570578993,-0.11402638570578993,-51.08382079613283,-73.66104516585258,-50.74174163901657,790.7729848686973
2026-05-05,1777950896361792930,43.6255,-0.0,-0.0,-0.0,-0.0,14.784930831739374,-0.22922373382527894,21.203195378849404
2026-05-05,1777951585305894768,43.561,0.0,0.0,0.0,0.0,15.036385757902782,-30.76146093983212,-30.76146093983212
2026-05-05,1777954853489631709,43.5325,0.0,0.0,0.0,0.0,0.11485671624678062,0.11485671624678062,0.11485671624678062
2026-05-05,1777955512507551293,43.5325,-0.0,-0.0,-0.0,-0.11485671624678062,-0.11485671624678062,-0.11485671624678062,-886.2344225578611
2026-05-05,1777956456881592677,43.533,-0.0,-0.0,-0.0,-0.0,0.11485539705535786,-56.393999954058586,-56.393999954058586
2026-05-05,1777962981651249601,43.525999999999996,-0.0,-0.0,-0.0,-0.0,-11.602260717731294,43.537196158617284,-11.602260717731294
2026-05-05,1777963451509510883,43.5265,0.0,-0.11487254890751863,-0.11487254890751863,-0.22974509781503727,11.487254890698573,-43.651568584655024,788.8297933442856
2026-05-05,1777965407531719110,43.3365,0.0,0.0,0.0,0.0,0.0,105.2230798518572,105.2230798518572
2026-05-05,1777966649577389751,43.337,-0.0,-0.0,-0.0,-0.0,-25.497842490251887,-26.19009160763186,-26.19009160763186
2026-05-05,1777967014046074611,43.7735,-0.0,-0.0,-0.0,-4.340525660504468,74.4742823854605,10.737089791768017,-46.94621174911706
2026-05-05,1777969467496215045,43.994,-0.11365186161738094,-0.11365186161738094,-0.11365186161738094,3.409555848524759,3.409555848524759,3.409555848524759,37.050506887301715
2026-05-05,1777970116575250527,43.979,-0.0,-0.0,-0.0,-0.0,-0.0,-27.058368766912366,-39.10957502444301
2026-05-05,1777972998984315913,43.831,-0.0,-0.0,-0.0,-35.93347174374317,-35.93347174374317,-44.260911227214095,-35.93347174374317
2026-05-05,1777973894746859135,43.9885,-0.0,-0.11366607181484412,-0.0,-0.22733214362968823,-8.297623242439212,7.388294667923789,7.388294667923789
2026-05-05,1777976652517065843,44.181,0.0,0.0,0.0,-11.76976528371787,-20.370747606437423,-84.42543174667749,-84.42543174667749
2026-05-05,1777979830746320627,44.1725,-0.0,-0.0,-7.131133623861086,-7.131133623861086,-14.262267247722171,-28.298149301035913,-1099.5528892410443
2026-05-05,1777979913167359863,44.204,0.0,0.0,0.0,-11.876753235001702,1.3573432268576546,22.39616324314575,1110.9854311826962
2026-05-05,1777981205112701899,44.274,0.0,0.0,0.0,5.307855626326408,-1.4681302796226703,1.3551971811898156,1238.7631567059666
2026-05-05,1777983465007128206,44.29,-2.2578460149014212,2.2578460149014212,4.628584330548247,27.658613682546296,33.077444118310154,43.124858884623364,-346.0149017837
2026-05-05,1777984497862024320,44.0995,-0.0,-0.0,-0.0,10.090817356205317,0.11337997029348124,-0.0,-473.8148958604982
2026-05-05,1777985762757458950,44.099000000000004,0.0,0.0,0.0,0.11338125581072944,51.24832762647635,102.61003650876344,102.61003650876344
2026-05-05,1777987809799556230,44.552,-0.0,-0.0,0.1122284072530011,-103.92350511761572,-265.86909678577797,-327.370263961213,NaN
2026-05-05,1777992016885493877,47.45,-0.0,-0.0,-0.0,70.28451001053759,71.65437302423695,190.09483667017935,190.09483667017935
2026-05-05,1777993485764659938,46.545500000000004,-0.0,0.1074217700969271,2.3632789421124123,-0.9667959308612417,34.267544660602226,4.51171434402875,NaN
2026-05-05,1777995247033059657,46.525000000000006,0.10746910263370602,-0.0,-73.93874261149902,-97.3670069854915,-106.50188070929545,-149.48952176249142,-127.88823213325972
2026-05-05,1777995526222179580,46.988,-3.1923044181492166,-2.128202945432811,-10.002553843534434,-23.835872988846596,90.87426576998459,30.22048182514503,-30.220481825146138
2026-05-05,1777995558029374793,46.9935,-0.9575792396843141,7.9798269973496705,15.853256301403551,37.77118112079258,3.085533105642302,-29.046570270356842,NaN
2026-05-05,1777995624831305918,46.906,0.0,12.791540527865575,25.79627339786006,-44.87698801858953,106.38297872340496,47.75508463735978,-13.964098409585679
2026-05-05,1777995899955520858,46.7355,-0.0,2.1397010837598263,46.11055835499922,-79.06195504488123,-160.26361117351894,-82.27150667051708,76.70828385274663
2026-05-05,1777996691592449420,47.434,-0.0,-4.638023358773946,18.657503056878078,0.7378673525326729,66.19724248429381,-40.16106590209567,211.24088206771364
2026-05-05,1777997172472651146,47.1255,0.0,-1.060996700300576,23.872425756754634,0.9548970302697413,-31.19330298882894,-148.0090396918876,-159.2556047150695
2026-05-05,1777999569554632616,46.3745,-0.0,-0.1078178740465674,-3.2345362214147855,-61.995277577115985,-100.59407648600028,-105.87715231431093,-100.59407648600028
2026-05-05,1778002189881462410,47.032,0.10631059703891665,-0.0,-0.0,48.47763225038104,37.20870896410933,29.34172478312402,29.34172478312402
2026-05-05,1778003827754990545,46.894000000000005,-0.0,0.10662344862910622,-0.0,-14.394165564890482,-18.33923316415742,-3.5185738047505133,NaN
2026-05-05,1778004367525925723,47.0625,0.0,0.10624169986872545,3.9309428950873304,-17.529880478086568,-21.67330677290913,-14.980079681273795,-127.17131474103583
2026-05-05,1778007989020506977,46.928,0.0,0.0,0.0,-24.399079440844407,-89.28571428571396,-99.94033412887737,NaN
2026-05-05,1778009351201745910,46.4855,-0.1075604220679427,-0.1075604220679427,0.0,-1.2907250648053203,-13.552613180454198,-3.1192522399459133,118.31646427380437
2026-05-05,1778009547619821474,46.4725,-0.10759051051856261,-0.10759051051856261,-0.0,-6.885792673088087,-4.949163483780605,-3.550486847061496,NaN
2026-05-05,1778012896577317756,46.949,0.0,0.0,0.8519883277613438,18.42424758780714,18.637244669750253,18.42424758780714,18.42424758780714
2026-05-05,1778014628424654672,46.924,0.0,0.0,23.76182763617729,-6.28676157190311,67.1298269542242,153.01338334327676,343.32111499445926
2026-05-05,1778015815866412871,47.598,0.0,0.0,0.10504643052300366,8.088575150215771,3.8867179293244902,50.10714735913302,300.7479305853189
2026-05-05,1778017660806634446,48.1605,-2.3878489633621935,9.966673934034276,16.195845142803478,9.032298252715787,74.95769354554093,28.96564612078434,28.96564612078434
2026-05-05,1778022643331112698,49.7585,0.0,0.0,0.0,-54.262085874774435,-174.24158686455527,-236.94444165318518,NaN
2026-05-05,1778023112499516003,49.0305,0.0,-1.2237280876192802,-26.412131224443634,-28.24772335587089,-25.188403136824355,-42.320596363488725,-25.188403136824355
2026-05-05,1778025315455661642,48.674499999999995,-0.0,-0.0,-0.0,NaN,NaN,NaN,NaN
2026-05-06,1778027136488677658,48.92,0.0,0.0,4.7015535568273314,10.322976287817642,158.93295175797073,151.06295993458696,224.95911692559156
2026-05-06,1778027833328704392,49.7345,-0.0,14.07473685268612,9.349646623569852,5.328293237089055,37.901255667593944,38.00178950225552,38.00178950225552
2026-05-06,1778028628279173149,49.8825,0.0,-7.51766651631347,-4.510599909788304,-74.47501628827791,-28.56713276199074,-87.6058738034391,-74.47501628827791
2026-05-06,1778028631527525295,49.845,-8.024877119067186,0.0,3.009328919651999,-67.00772394422793,-65.00150466445919,-80.14846022670329,-23.07152171732385
2026-05-06,1778028937398705810,49.659000000000006,-0.0,-0.0,-13.189955496486494,-95.45097565395899,42.99321371755593,42.99321371755593,42.99321371755593
2026-05-06,1778029078642004190,49.796499999999995,-36.34793609992637,49.60187965017626,-32.231180906288074,363.27854367274927,-71.59137690399886,-70.48688160814498,-70.48688160814498
2026-05-06,1778029286482465537,50.206,0.0,-55.869816356611814,112.73552961797328,-131.5579811177947,-149.48412540333857,-151.47591921284453,-151.47591921284453
2026-05-06,1778029350052685189,50.7195,18.63188714399722,-37.263774287996654,-189.0791510168688,231.4691588047979,249.21381322765336,251.18544149686062,117.31188201776432
2026-05-06,1778029643016159257,49.545500000000004,0.0,0.0,0.0,-18.16512094943046,-20.18346772159063,-20.18346772159063,91.53202611740684
2026-05-06,1778030845844489707,49.445499999999996,0.0,0.0,0.0,0.0,0.0,89.79583581923522,0.0
2026-05-06,1778030979850651492,49.445499999999996,-0.0,-0.0,-0.0,-0.0,-0.0,-100.11022236604106,-0.0
2026-05-06,1778031046425984477,49.445499999999996,0.0,0.0,0.0,0.0,110.02012316591036,117.19974517398146,117.19974517398146
2026-05-06,1778031262947808638,49.445499999999996,0.0,0.0,0.0,0.0,25.078116309877885,140.4576756226561,140.4576756226561
2026-05-06,1778031738847041882,49.445499999999996,0.0,0.0,0.0,0.0,89.79583581923522,115.37955931278043,115.37955931278043
2026-05-06,1778032917714506089,50.069,-0.0,-0.0,-11.084703109707217,13.98070662485762,5.792007030298585,-3.395314466037025,-5.99173141065279
2026-05-06,1778032974848920730,50.1245,0.0,0.9975161846997871,8.977645662300304,-42.49418946822292,-16.858023521431065,-7.58112300372038,-15.062494388971004
2026-05-06,1778033832017526180,50.04,0.0,-41.96642685851293,0.0,1.7985611510784594,9.192645883293604,-66.34692246203056,1.7985611510784594
2026-05-06,1778036860968003880,50.115,0.0,-57.667365060360964,-0.59862316671766,-69.83936945026414,-123.61568392696864,-45.29581961488671,-111.54345006485156
2026-05-06,1778036967279767462,50.111999999999995,-0.0,-0.0,-0.0,61.362547892719334,123.0244252873558,3.192848020432404,3.192848020432404
2026-05-06,1778037979477791411,49.565,-0.0,-0.0,-13.114092605668315,-32.38172097246084,-110.05750025219419,-10.693029355390848,-10.693029355390848
2026-05-06,1778038063399879157,49.629999999999995,-0.0,-0.0,-13.096917187185309,-44.428772919604675,-74.45093693330796,25.186379206125764,25.186379206125764
2026-05-06,1778038329587827709,49.805,-0.0,-0.0,-2.7105712277886163,-16.664993474551082,0.9035237425958353,38.048388715993255,50.898504166247974
2026-05-06,1778038582123090357,49.888,0.0,-25.657472738934707,0.0,44.599903784476865,-47.70686337395746,-74.76747915330262,-74.76747915330262
2026-05-06,1778038921050752756,50.1105,0.0,0.0,-22.15104618792596,-49.8897436664969,-98.2827950230003,-116.94155915426884,-64.15821035511526
2026-05-06,1778039038271942706,49.9995,0.0,0.0,-46.30046300462931,-37.800378003778334,-100.60100601006039,-109.90109901098944,-109.90109901098944
2026-05-06,1778040016440867744,49.5565,0.0,0.0,5.549221595553266,-8.475174800480767,13.822606519831027,-9.282334305287243,6.759960852764646
2026-05-06,1778040314357711741,49.5145,-0.0,-0.0,-0.10098052085849574,-1.6156883337203887,1.0098052085738551,-18.37845479607081,13.935311878339185
2026-05-06,1778040727801045229,49.524,0.0,0.0,-30.995073095873018,-2.927873354332533,-2.7259510540345033,37.15370325498624,37.15370325498624
