dt,t0,twap_id,state_side,sz,state_minutes,state_randomize,state_reduceOnly,state_user,spread_bp_day,bp_end,bp_post30,reversal,mae,mfe,bp_5m,bp_15m,bp_30m
2026-06-01,1780333670234011327,1881819,A,8743.1,30,false,true,0x500bea59133e20dc63b7e88913b30348494b84ba,5.535162850319133,-22.518557638706582,-51.3452454302743,-28.82668779156772,-23.98556465099899,46.43077193908884,10.855851890971824,40.709444591146,-22.518557638706582
2026-06-01,1780357785002420903,1883056,B,151.7,30,false,false,0x01071fa8b0fb66fc78ffb04e0b091aa8de8a3474,5.535162850319133,NaN,NaN,NaN,-21.090225011388686,9.259123175733297,-6.172748783821458,NaN,NaN
2026-06-01,1780357797805673981,1883059,B,151.7,210,false,false,0x01071fa8b0fb66fc78ffb04e0b091aa8de8a3474,5.535162850319133,NaN,NaN,NaN,-27.317187798321374,2.7170321197256264,-8.59169616237554,NaN,NaN
2026-06-02,1780358841680871650,1883111,A,79.7,5,false,true,0x5e97a1f948bd17302249c1e26935778780bbbcff,4.933757055999016,65.52972956926916,44.75020037403188,-20.779529195237288,-0.0,223.60257666161897,65.52972956926916,121.93130881348657,-6.159646154304532
2026-06-02,1780363035531362341,1883356,A,50.7,5,false,true,0x5e97a1f948bd17302249c1e26935778780bbbcff,4.933757055999016,10.108119440536134,114.70843691036015,104.60031746982402,-10.108119440530583,19.69211416933736,10.108119440536134,17.59561532241216,89.99970050016626
2026-06-02,1780370229739269123,1883693,B,50.0,30,false,false,0x295f6f481a82b63963cd5c0f00813fb51111ac62,4.933757055999016,12.220113851992842,10.626185958253487,-1.5939278937393553,-54.6489563567365,22.46679316888045,-20.189753320682957,-26.03415559772393,12.220113851992842
2026-06-02,1780373423892134929,1883869,B,300.0,12,false,false,0xb66d6ee35cb1d1c65423154dc6d5baf34da9c612,4.933757055999016,-15.11658667472826,57.36744643059622,72.48403310532447,-52.378972827936686,2.720985601452064,-49.96031895997844,-29.175012282228742,-8.465288537850002
2026-06-02,1780408399489280292,1885622,B,572.2,30,false,false,0xc47a350a67a33bf2d95a655dfe928a237cbc8bcc,4.933757055999016,-62.021824111346824,-80.65748957203355,-18.63566546068673,-62.021824111346824,103.44250242045217,-15.651047164246812,47.89948387942333,-62.021824111346824
2026-06-02,1780410412109404289,1885806,B,353.9,270,false,false,0xed1c710ad28e9aca013178a4e8d43a580b4b0dbf,4.933757055999016,102.86640630756905,102.86640630756905,0.0,-46.864637830665856,153.19431139930728,40.453909070814476,33.453688011200185,32.12733033675086
2026-06-02,1780410476995120386,1885813,B,133.2,210,false,false,0xed1c710ad28e9aca013178a4e8d43a580b4b0dbf,4.933757055999016,145.80496180945923,145.80496180945923,0.0,-1.9243294452020443,198.57599621055044,86.59482503404314,95.10628219550954,81.56196340813437
2026-06-02,1780412367661557295,1886000,B,1467.7,61,false,false,0x7a833ef6cc97e6c027d5fed9965fdad5ef84d889,4.933757055999016,101.42226005783073,62.59999119343718,-38.82226886439355,-14.897770471591354,106.99975048069189,-0.29355212751824844,50.637741997034965,74.41546432607859
2026-06-02,1780412416986546624,1886004,B,2933.0,270,true,false,0xfc079a49e371976f559bea0cd1c1f87a5f5b9464,4.933757055999016,78.04591799310589,78.04591799310589,0.0,-24.05926795275959,108.63346292085296,-11.00271400278574,63.22892980268557,54.720164307198175
2026-06-02,1780416603678087930,1886463,B,145.1,30,false,false,0xbcb881aa8d0b3e786d00d0ae83c52e0ed078dcc3,4.933757055999016,-93.60646102270498,-25.251975531707103,68.35448549099787,-102.31403879225832,0.0,-28.227064602971417,-43.7555782920096,-93.60646102270498
2026-06-02,1780419674684995549,1886711,B,1500.0,210,false,false,0xd0640fcb1ef5ac385b57701c5ef7030331c8d80b,4.933757055999016,78.63190666007381,78.63190666007381,0.0,-36.951904332390704,84.88754400768129,21.458290901685828,-22.840350315692646,-12.365794756904469
2026-06-02,1780433589629508013,1887780,A,3969.8,30,false,true,0xfd28ee5ea23a5542db41cccc9cda49bd370434f4,4.933757055999016,19.01167860256958,15.223637377245192,-3.78804122532439,-1.6438669468410438,19.01167860256958,1.643866946836603,6.146632931657292,19.01167860256958
2026-06-02,1780436479025982330,1887927,B,10.8,30,false,false,0xfdb49cc0911316aa7fde2e67954b0331a05b244d,4.933757055999016,-10.876565295169227,9.373881932019934,20.250447227189163,-29.338103756708644,4.436493738819713,1.5026833631504033,-3.434704830054258,-10.876565295169227
2026-06-02,1780443074798497061,1888405,B,724.4,210,true,false,0x28473085ba4aa761eb541914f50a75dd685cd47b,4.933757055999016,NaN,NaN,NaN,-12.58434767515082,53.664287212422664,0.578590697708492,35.80029942068741,NaN
2026-06-03,1780447873915052610,1888796,B,143.5,30,false,false,0xbcb881aa8d0b3e786d00d0ae83c52e0ed078dcc3,4.588537260355966,-16.588273311550772,-6.319342213924051,10.268931097626721,-18.0244874510771,21.758644213851763,21.758644213851763,-15.7265448278332,-16.588273311550772
2026-06-03,1780448781022217195,1888847,B,182.2,30,false,false,0x01071fa8b0fb66fc78ffb04e0b091aa8de8a3474,4.588537260355966,35.602290054375096,18.915964210708403,-16.686325843666694,-2.1577145487505778,35.602290054375096,-1.438476365831498,-0.7911620012102105,35.602290054375096
2026-06-03,1780454251052421258,1889092,B,102.8,30,false,false,0xc47a350a67a33bf2d95a655dfe928a237cbc8bcc,4.588537260355966,-3.8784466103092274,38.78446610309672,42.662912713405944,-12.066278343185743,3.8784466103103377,3.3038619272995895,-4.740323634823129,-3.8784466103092274
2026-06-03,1780457791001303224,1889265,B,3578.7,630,false,false,0x7a833ef6cc97e6c027d5fed9965fdad5ef84d889,4.588537260355966,-47.38183171576704,-47.38183171576704,0.0,-48.312290646741474,11.022359643848567,-3.0776718486080767,-11.093933407771983,-3.650261959977641
2026-06-03,1780477528458898978,1890239,B,1439.7,30,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.588537260355966,16.120790782363503,-25.404639045417674,-41.52542982778118,-5.109714935480625,42.6049470676726,29.722708004980003,32.7453562766733,16.120790782363503
2026-06-03,1780477645515963805,1890243,B,1423.6,30,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.588537260355966,21.961405529955513,26.065668202763792,4.104262672808279,0.0,45.7229262672798,34.9942396313363,45.506912442396796,21.961405529955513
2026-06-03,1780478339341350604,1890285,B,1148.7,30,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.588537260355966,-16.888978324614,14.086126602654847,30.97510492726885,-16.888978324614,28.675329155407603,13.008106709595513,11.570746852183067,-16.888978324614
2026-06-03,1780478526710135347,1890292,B,545.2,30,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.588537260355966,-33.41196377741662,-1.792487327114678,31.61947645030194,-40.51021359278928,0.0,-21.36644893920625,-22.370241842391003,-33.41196377741662
2026-06-03,1780478663718040435,1890294,B,287.1,5,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.588537260355966,2.2975631470889546,-12.20580421889994,-14.503367365988895,-12.56479846063141,3.3745458722833632,2.2975631470889546,1.1487815735455875,-29.868320912129764
2026-06-03,1780485493634461441,1890572,B,10.7,30,false,false,0xfdb49cc0911316aa7fde2e67954b0331a05b244d,4.588537260355966,-22.354801610121598,-30.47728579643527,-8.122484186313674,-22.786083956297666,1.7970097757324943,-0.1437607820597986,-7.475560667048464,-22.354801610121598
2026-06-03,1780492942436851177,1890918,B,300.0,30,false,false,0x6e14eb959ae83b34a922a69285885ce1f7f32dd8,4.588537260355966,-181.03225064012184,-155.42737132828944,25.604879311832406,-290.931844989788,44.30507206766521,18.05287839120817,-111.19422307891425,-181.03225064012184
2026-06-03,1780494219313711143,1891067,A,725.5,30,true,true,0xd4de8f3fee96835e10598d5eb91a8ab39ae0d52c,4.588537260355966,108.26293462891101,-76.86450817591783,-185.12744280482883,-0.0,207.24411732714333,185.27247017874225,163.37333671730403,108.26293462891101
2026-06-03,1780506863216692846,1892152,A,1516.3,120,true,true,0xfc079a49e371976f559bea0cd1c1f87a5f5b9464,4.588537260355966,-95.49566624629247,-95.49566624629247,0.0,-110.00225982110922,15.381363036615081,-0.1457949102978695,-41.624446890558,-51.61139824608752
2026-06-03,1780508498463132747,1892245,A,130.7,30,false,true,0xd4de8f3fee96835e10598d5eb91a8ab39ae0d52c,4.588537260355966,-59.63665947540164,-33.05076743155722,26.585892043844424,-75.68988937072696,-0.0,-33.2686845794572,-70.09668257461854,-59.63665947540164
2026-06-03,1780512035145978348,1892472,B,727.8,30,false,false,0x5bca4075dfc8065235cf75c6b15b410e62845fec,4.588537260355966,39.28988249280341,118.01462859462487,78.72474610182147,0.0,52.26569239356493,24.936751988053896,32.76573226337342,39.28988249280341
2026-06-03,1780516392091792176,1892705,B,16.7,30,false,false,0xfdb49cc0911316aa7fde2e67954b0331a05b244d,4.588537260355966,-32.971365086189586,-165.07185607282372,-132.10049098663413,-73.2537719958426,18.349281439273835,2.1503064186667586,18.349281439273835,-32.971365086189586
2026-06-03,1780521654242327854,1893109,B,11.8,30,false,false,0xfdb49cc0911316aa7fde2e67954b0331a05b244d,4.588537260355966,-42.25029042450035,23.89990158864208,66.15019201314243,-95.45161934782054,4.735584215707078,-5.62350625614827,-79.17304860633135,-42.25029042450035
2026-06-03,1780528563965251078,1893633,A,1000.0,30,true,true,0xcff0af3d7de4436a49adac745a2e992d49125c62,4.588537260355966,45.65291865886167,NaN,NaN,-15.118340110520379,74.54905640704834,0.7447458182519018,-11.766983928387376,45.65291865886167
2026-06-03,1780529779147399871,1893712,B,353.9,330,false,false,0x45645120f8a8c4e8ecaba24172c0cfd60e383f9e,4.588537260355966,NaN,NaN,NaN,0.0,86.02166694213764,74.90270911904906,4.13204513695975,NaN
2026-06-03,1780530218777322437,1893732,B,237.6,150,false,false,0x45645120f8a8c4e8ecaba24172c0cfd60e383f9e,4.588537260355966,NaN,NaN,NaN,-78.08829123128858,0.0,-54.74384504657759,-35.42687520044163,NaN
2026-06-03,1780531119786885196,1893783,A,2993.7,30,false,false,0x0c684f333a7e120bce61383da670bbb0157e82d0,4.588537260355966,NaN,NaN,NaN,-0.0,16.915534598256343,NaN,NaN,NaN
2026-06-04,1780531396639208281,1893802,A,2842.1,30,false,false,0x0c684f333a7e120bce61383da670bbb0157e82d0,4.772700155112229,-99.8445533899317,-65.76587349037322,34.07867989955848,-99.8445533899317,66.88688269759547,33.92921200526145,-26.680019131892774,-99.8445533899317
2026-06-04,1780534004642489749,1894030,B,1481.9,60,false,false,0xd6ccedf2af0e2885673f3e60cc43524333069c42,4.772700155112229,-85.60120953397421,-192.4730226491156,-106.87181311514138,-99.75690738764365,18.454286730700264,-23.345784418355997,-14.007470651015153,-47.655045653978156
2026-06-04,1780540029902883378,1894776,B,92.2,30,false,false,0xc47a350a67a33bf2d95a655dfe928a237cbc8bcc,4.772700155112229,36.200719526695565,56.619720416755115,20.41900089005955,-20.493795765114122,48.09310466046712,-5.16084637880776,14.5102057607005,36.200719526695565
2026-06-04,1780541300468265823,1894890,A,702.6,240,true,true,0x28473085ba4aa761eb541914f50a75dd685cd47b,4.772700155112229,-41.02181614767942,-41.02181614767942,0.0,-57.35595748648237,5.519298899868685,0.5966809621471558,-23.270557523775715,-44.60190192056679
2026-06-04,1780551258433178969,1895545,B,12.8,30,false,false,0xfdb49cc0911316aa7fde2e67954b0331a05b244d,4.772700155112229,-15.845149003912429,-51.180575186347,-35.335426182434574,-41.13787511344502,23.43296683677165,20.60613274217582,-14.431731956614513,-15.845149003912429
2026-06-04,1780556146833777524,1895886,A,1413.3,90,true,true,0xfc079a49e371976f559bea0cd1c1f87a5f5b9464,4.772700155112229,131.76733780760784,209.84340044742922,78.07606263982137,-21.55108128262473,141.61073825503578,-21.55108128262473,-5.07084265473301,25.279642058168015
2026-06-04,1780556924565692747,1895985,A,736.9,30,true,true,0xd4de8f3fee96835e10598d5eb91a8ab39ae0d52c,4.772700155112229,40.911529748420826,117.81626326457739,76.90473351615657,-7.377488971025414,47.17121736020125,4.322165255752353,21.834386550614315,40.911529748420826
2026-06-04,1780559356738998994,1896203,A,400.0,30,false,false,0xa41bbc2063daeaa250d5cd624ccdc4d5904f46b4,4.772700155112229,44.13089162413897,107.17502251576083,63.04413089162186,-7.129990993695046,57.865505854098885,10.882617832483898,16.436505553887315,44.13089162413897
2026-06-04,1780561040707304226,1896362,A,183.0,30,false,false,0xa41bbc2063daeaa250d5cd624ccdc4d5904f46b4,4.772700155112229,33.95611360960893,299.87021218798037,265.91409857837147,-7.998551205818938,44.21840572273794,14.110651655550033,8.979505598986082,33.95611360960893
2026-06-04,1780561689578412106,1896440,A,136.4,30,false,false,0xbcb881aa8d0b3e786d00d0ae83c52e0ed078dcc3,4.772700155112229,38.27497347279052,138.6236167955135,100.34864332272298,-47.82476883431919,51.61437016825698,-39.790814006366304,-18.038502349553287,38.27497347279052
2026-06-04,1780564439521921539,1896613,A,74.5,5,false,true,0xbcb881aa8d0b3e786d00d0ae83c52e0ed078dcc3,4.772700155112229,66.63419988713892,-69.88087783987629,-136.5150777270152,-0.0,124.99710118039964,66.63419988713892,-43.90745421797515,-10.049241282283905
2026-06-04,1780566148426974350,1896747,A,512.1,30,false,false,0x2448dfc5efd8788d8ae1d38018909c23ed8e75ba,4.772700155112229,18.89761350138075,61.089428135076005,42.19181463369526,-71.57953195624955,18.89761350138075,-51.602054826218605,-49.44232756891598,18.89761350138075
2026-06-04,1780567987368765558,1896888,A,2316.0,30,false,false,0xa6e2dc44418f5ad213c86db4dbb203a59d13c49f,4.772700155112229,53.443721907290296,22.319704669375717,-31.12401723791458,-24.868321465532084,53.443721907290296,7.877542824485939,-4.170463848256478,53.443721907290296
2026-06-04,1780574334307522431,1897380,A,619.8,120,true,true,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.772700155112229,28.814872192097774,28.814872192097774,0.0,-167.54453911696388,62.354763749029594,6.351665375676774,31.061192873740318,-10.302091402014657
2026-06-04,1780575005373025290,1897451,A,1140.2,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,4.772700155112229,-31.1919504643976,-106.03715170278693,-74.84520123838934,-57.04334365325359,50.23219814241475,26.85758513931713,12.074303405571474,-31.1919504643976
2026-06-04,1780575011507524403,1897452,A,1140.2,30,true,true,0xe1d39d2b30da977d470e0652239372b7ad4b7766,4.772700155112229,-30.812346615676223,-101.34010482391487,-70.52775820823865,-64.10206783361572,50.011999783228234,15.715845133118522,10.606260015948443,-30.812346615676223
2026-06-04,1780576878529820507,1897645,B,123.5,90,false,false,0xba4ddabee2ba2da238e1b344073f1aacf3721376,4.772700155112229,-111.49175192506466,7.484221409501668,118.97597333456633,-229.85046988565182,129.3150008487265,20.060799654335604,75.9224109994916,73.76201719056397
2026-06-04,1780577064010944223,1897659,A,87.0,30,false,false,0xa41bbc2063daeaa250d5cd624ccdc4d5904f46b4,4.772700155112229,-36.90519209921472,110.17737557952655,147.08256767874127,-60.27848042871709,19.990312387073715,4.382491561780721,-26.83315008880305,-36.90519209921472
2026-06-04,1780577354751690438,1897697,B,461.6,41,false,false,0x7a833ef6cc97e6c027d5fed9965fdad5ef84d889,4.772700155112229,-76.95741176832693,-113.5891397700517,-36.63172800172477,-76.95741176832693,107.74037647565792,44.86617106093327,30.706007295562276,78.8813470625338
2026-06-04,1780577961356297053,1897751,B,1534.5,30,false,false,0x8b92393b15b6ba5a735c7b2a3f76c81b74988aa5,4.772700155112229,-44.16873068576521,-137.56719244837234,-93.39846176260713,-44.16873068576521,64.48941407418252,-4.98431856696957,9.585228013404556,-44.16873068576521
2026-06-04,1780578150698235480,1897759,B,13.4,30,false,false,0xfdb49cc0911316aa7fde2e67954b0331a05b244d,4.772700155112229,-26.291986693034453,-184.9637431203899,-158.67175642735543,-133.37625902589357,53.35050361035654,14.027503104450112,15.86717564273421,-26.291986693034453
2026-06-04,1780582865883459799,1898089,B,1799.4,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,90.04812917248861,70.6412047818672,-19.406924390621413,0.0,90.04812917248861,90.04812917248861,77.39481446980446,58.60891165967885
2026-06-04,1780583259958737560,1898137,B,770.1,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-30.151062978801548,5.537950343046383,35.68901332184793,-30.151062978801548,30.920222748669346,-30.151062978801548,-67.68605974833086,-16.613851029136928
2026-06-04,1780583447865232651,1898154,B,461.2,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-19.520892734998796,7.608536932146581,27.129429667145377,-28.897069560472886,10.605839359960623,-19.520892734998796,-83.07907498635747,15.217073864290942
2026-06-04,1780583474872102202,1898156,B,4307.6,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-7.543161508323237,27.55563081612511,35.09879232444835,-14.547525766051006,24.93861559895061,-7.543161508323237,-55.65005888284125,31.250240534488327
2026-06-04,1780583579867256669,1898172,B,15.4,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,27.832388882464976,63.297482749318235,35.46509386685326,0.0,32.14987857060425,27.832388882464976,-23.823291314905013,16.267684360664614
2026-06-04,1780583656811970533,1898181,B,3073.4,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-13.997200559888734,67.67877193792016,81.6759724978089,-13.997200559888734,17.61186224293443,-13.997200559888734,-53.22012520572849,-11.459246612216534
2026-06-04,1780583893067825461,1898203,B,153.7,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-66.95622093246811,78.64088864972807,145.5971095821962,-72.4141907214515,0.0,-66.95622093246811,-65.8800015374561,36.36084098858294
2026-06-04,1780584437155356578,1898241,B,308.9,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-9.880355075261305,130.76032419915063,140.64067927441192,-21.536086453106673,6.252412196061652,-9.880355075261305,39.2126592049391,145.19490544191217
2026-06-04,1780584508735192233,1898248,B,597.5,30,false,false,0xca9ae7de98e79950982b3c750392f688ac65021c,4.772700155112229,163.46666872868897,133.8509004585431,-29.615768270145878,-5.180826303130548,170.8899422376553,-3.0930306287324516,59.85014266603805,163.46666872868897
2026-06-04,1780587022077851376,1898435,B,152.6,30,true,false,0x9a15342876e19052c3fabcef9bad8507b9623c12,4.772700155112229,33.26619056338798,128.5631447231861,95.29695415979812,-39.37007874015852,63.55673564059971,24.034059696025345,29.603857657325428,33.26619056338798
2026-06-04,1780589099389522920,1898606,B,75.9,30,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.772700155112229,40.03768252473172,121.17666722380349,81.13898469907177,-6.229772233449227,99.6003829030756,6.229772233450337,58.11921656815544,40.03768252473172
2026-06-04,1780591289431820242,1898769,B,45.2,30,false,false,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.772700155112229,54.46737984028837,23.805936417053974,-30.6614434232344,0.0,54.46737984028837,23.65526593340217,49.94726533072091,54.46737984028837
2026-06-04,1780592964074630454,1898864,A,152.5,30,true,true,0x9a15342876e19052c3fabcef9bad8507b9623c12,4.772700155112229,26.48201773470027,-61.51630181998158,-87.99831955468184,-12.828399525872669,36.08456240903779,0.3000795210750251,34.35910516286778,26.48201773470027
2026-06-04,1780593200710829529,1898876,A,149.8,180,false,false,0x03ce7863a2b62f4e227fd98605b79beb32618c76,4.772700155112229,84.09596834033972,84.09596834033972,0.0,-68.13122568749775,84.09596834033972,34.85260719987227,23.085167779700598,4.7969179801954365
2026-06-04,1780593208199217930,1898878,A,74.9,240,false,false,0x03ce7863a2b62f4e227fd98605b79beb32618c76,4.772700155112229,78.21756933091395,78.21756933091395,0.0,-76.86769756873213,78.21756933091395,29.397207265309255,19.948104930033182,2.0998005189520885
2026-06-04,1780597764033044201,1899132,B,448.3,120,false,false,0xef6375574540eeb65120220451a4d6242c8c2315,4.772700155112229,-261.1547282003812,-261.1547282003812,0.0,-271.3140654530244,0.0,-46.68813075664913,-61.852435626407186,-85.53265554617883
2026-06-04,1780599712645816725,1899228,B,150.5,30,false,false,0xbf740cfaa6c1e9cb1b8c882df405040431480192,4.772700155112229,48.107688948784144,-134.0088987931676,-182.11658774195172,-46.82782867941104,48.107688948784144,0.9034307783806206,-44.79510942805298,48.107688948784144
2026-06-04,1780603877418026794,1899372,A,4184.8,5,true,true,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.772700155112229,-14.511002257269201,-19.501558589132273,-4.990556331863072,-20.422892065785625,-0.0,-14.511002257269201,-4.1460006449356435,-10.748890560940971
2026-06-04,1780605707722825380,1899462,B,13.9,30,false,false,0xe67b340eeb62af5e652bd4fbb025f1d430ce5161,4.772700155112229,-22.47415089129623,-17.718528518395615,4.755622372900614,-22.47415089129623,42.80060135611885,9.664651919121248,9.894762679101277,-22.47415089129623
2026-06-04,1780610023498177975,1899717,B,1000.0,390,false,false,0x3bb32e260511874126a59785abf23df96a139c6b,4.772700155112229,-256.30572072522506,-256.30572072522506,0.0,-284.3824278274787,15.53834201275306,-8.461473373282402,-5.461496450027692,-85.2301136145106
2026-06-04,1780612654125401591,1899926,A,70.0,10,false,false,0xa41bbc2063daeaa250d5cd624ccdc4d5904f46b4,4.772700155112229,-18.2731841023287,88.57848564858273,106.85166975091143,-22.9963376203024,33.44921835680803,16.260036701226667,-21.525191442572922,67.82758166797076
2026-06-05,1780619227544627670,1900348,A,194.4,30,false,false,0xc47a350a67a33bf2d95a655dfe928a237cbc8bcc,4.893724613803752,10.015588779310747,111.6253523629529,101.60976358364215,-145.87220431801163,18.254218259065034,-55.57036354971956,-61.87049197541317,10.015588779310747
2026-06-05,1780619339691574655,1900363,B,516.4,30,true,false,0x261af68f656dc79e88bd748564c74304baab714a,4.893724613803752,-55.235292698812,-109.3449753571818,-54.10968265836979,-55.476494850335015,84.25995159876854,29.346261768654625,35.37631555673437,-55.235292698812
2026-06-05,1780623129053738017,1900673,B,2000.0,300,false,false,0xb28bdcb4c7db9370b73f6dbd57671416a0a57dd6,4.893724613803752,138.16425120772857,138.16425120772857,0.0,0.0,311.9967793880818,55.314009661835414,103.54267310789034,148.55072463768158
2026-06-05,1780623148524215762,1900675,B,500.0,30,false,false,0xb28bdcb4c7db9370b73f6dbd57671416a0a57dd6,4.893724613803752,131.75876649999196,290.93043072816903,159.17166422817706,-0.7235075646749856,155.95607505185072,50.08280142128952,74.68205862019018,131.75876649999196
2026-06-05,1780623957268247463,1900713,B,198.8,30,false,false,0xc47a350a67a33bf2d95a655dfe928a237cbc8bcc,4.893724613803752,130.04387885930723,76.21065037866303,-53.833228480644195,-59.08913540331184,152.81947552419518,-59.08913540331184,57.41680138246386,130.04387885930723
2026-06-05,1780624143703340147,1900724,B,63.7,30,false,false,0xc47a350a67a33bf2d95a655dfe928a237cbc8bcc,4.893724613803752,145.62136845722938,155.21223794947358,9.590869492244195,-28.93245630160024,179.58903124225768,44.03807575188434,118.20746649189972,145.62136845722938
2026-06-05,1780624492837127570,1900748,B,79.5,5,false,false,0xbcb881aa8d0b3e786d00d0ae83c52e0ed078dcc3,4.893724613803752,49.427327501809785,193.65006088873704,144.22273338692725,0.0,49.427327501809785,49.427327501809785,88.90551500728262,141.35738106797913
2026-06-05,1780631852281432751,1901268,A,206.2,10,true,true,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.893724613803752,-40.77406512613457,3.7724036632447167,44.54646878937929,-40.85432903386366,16.855420623008712,-40.37274558749138,-48.078080729436756,-28.814742874572197
2026-06-05,1780631867397589992,1901270,A,641.9,10,true,true,0x4c1de8b36014dbe047636c9c845644a40211f4cd,4.893724613803752,-48.84358004161315,-12.210895010402734,36.632685031210414,-54.70802304003097,13.81759172229935,-48.522240699233606,-48.281236192451175,-28.117192458165796
2026-06-05,1780647429347809102,1902386,B,1022.0,270,false,false,0xcb2b6bd27937c58f36d7cde0dc827baedd23931e,4.893724613803752,114.35698492787915,114.35698492787915,0.0,-1.376819223635195,156.63343403011342,65.35841843965828,68.4360143513163,54.66782211495547
2026-06-05,1780649448793156035,1902476,B,290.0,270,false,false,0x8b92393b15b6ba5a735c7b2a3f76c81b74988aa5,4.893724613803752,89.13832948167722,89.13832948167722,0.0,-37.84554187568956,109.67154900997755,-29.149119487232866,1.6909710199786154,44.44838109655569
2026-06-05,1780649853445643542,1902499,B,113.0,150,false,false,0xba4ddabee2ba2da238e1b344073f1aacf3721376,4.893724613803752,86.24031007751887,86.24031007751887,0.0,-11.708656330750022,138.8081395348828,15.746124031006392,18.007105943151913,74.45090439276436
2026-06-05,1780650843173455977,1902558,B,27.1,60,false,false,0x3a602d9118ef0a7d2ace212b348c5199ade33c31,4.893724613803752,-14.571074016253016,32.42464272847467,46.99571674472769,-67.57135422921334,40.59084904527444,10.08766662663696,-29.782634802449913,-61.96709499219466
2026-06-05,1780650866401392504,1902560,B,112.1,90,false,false,0xba4ddabee2ba2da238e1b344073f1aacf3721376,4.893724613803752,37.5650780937109,-15.618742490988158,-53.18382058469906,-68.40208249899726,57.6692030436532,24.349219062875793,-26.111333600319362,-44.45334401281475
2026-06-05,1780651054971444621,1902566,B,25.5,60,false,false,0x3a602d9118ef0a7d2ace212b348c5199ade33c31,4.893724613803752,-30.169283200178754,3.352142577797146,33.5214257779759,-98.48914145243582,0.0,-53.63428124476211,-64.5686510818655,-70.79405872634558
2026-06-05,1780651989200793940,1902621,B,20.3,60,false,false,0x3a602d9118ef0a7d2ace212b348c5199ade33c31,4.893724613803752,72.98097998442499,28.261061556125178,-44.71991842829981,-41.02671152039661,79.08280009313317,-18.86747007298073,-12.524788644192597,-17.50258925918957
2026-06-05,1780669180970284524,1903642,B,497.1,5,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.893724613803752,-47.393757612415044,8.368478179814343,55.76223579222939,-59.905046772337215,16.07410660281028,-47.393757612415044,-38.3624296757834,-38.693854554191496
2026-06-05,1780670072005687787,1903741,B,499.5,1440,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.893724613803752,-387.7994192576817,-387.7994192576817,0.0,-416.5037315605991,97.92746545082443,57.40862460583473,13.312144836135076,13.977752077942718
2026-06-05,1780670291728219732,1903755,B,82.5,30,false,false,0x5f67aa387ca7f00fb497cc9dc33bc317bba230c4,4.893724613803752,-112.22613442398499,-265.4341856802411,-153.2080512562561,-112.22613442398499,2.308840384916966,-65.47211662942254,-35.12735728480321,-112.22613442398499
2026-06-05,1780670291728219732,1903755,B,82.5,30,false,false,0x5f67aa387ca7f00fb497cc9dc33bc317bba230c4,4.893724613803752,-112.22613442398499,-265.4341856802411,-153.2080512562561,-112.22613442398499,2.308840384916966,-65.47211662942254,-35.12735728480321,-112.22613442398499
2026-06-05,1780672771912660185,1903982,B,504.4,30,false,false,0xca9ae7de98e79950982b3c750392f688ac65021c,4.893724613803752,-82.60993669929717,-224.65873029198892,-142.04879359269177,-146.49831254092805,10.997867589033206,-58.851184579479245,-69.93300535621304,-82.60993669929717
2026-06-05,1780676807313888403,1904411,B,514.6,1440,true,false,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,4.893724613803752,-293.330588719638,-293.330588719638,0.0,-293.330588719638,0.0,-100.00686153423976,-168.3648963908335,-30.619596541786585
2026-06-05,1780682352615772384,1904851,B,1120.9,20,false,false,0x229bc918d0676abc7df598982ab0572a47c5d928,4.893724613803752,-160.7128925720125,-353.2389629077415,-192.526070335729,-160.7128925720125,8.235018767173141,-54.43780827142586,-121.0114336734247,-194.86654935376825
