dt,gate_q,inv_limit,n_fills,pnl_bp,mean_bp,max_abs_inv,end_inv
2026-07-16,0.0,2.0,6283,1682.672051246479,0.267813473061671,2.0,1.0
2026-07-16,0.0,20.0,8018,1987.5111486745786,0.24788116097213503,20.0,-14.0
2026-07-16,0.3,2.0,6283,1682.672051246479,0.267813473061671,2.0,1.0
2026-07-16,0.3,20.0,8018,1987.5111486745786,0.24788116097213503,20.0,-14.0
2026-07-16,0.5,2.0,6283,1682.672051246479,0.267813473061671,2.0,1.0
2026-07-16,0.5,20.0,8018,1987.5111486745786,0.24788116097213503,20.0,-14.0
2026-07-19,0.0,2.0,1813,227.8531130300948,0.1256773927358493,2.0,1.0
2026-07-19,0.0,20.0,2523,1653.6708470774772,0.6554383064120005,20.0,19.0
2026-07-19,0.3,2.0,1047,-41.736860683974236,-0.039863286231111975,2.0,1.0
2026-07-19,0.3,20.0,1576,-1216.9943625570686,-0.7722045447697136,20.0,0.0
2026-07-19,0.5,2.0,683,-590.6277298262506,-0.8647550949139834,2.0,1.0
2026-07-19,0.5,20.0,1113,-2035.941996732555,-1.8292380923023854,20.0,3.0
2026-07-22,0.0,2.0,6622,1505.9506776077749,0.22741629078945558,2.0,-2.0
2026-07-22,0.0,20.0,8311,-5395.67417972869,-0.6492208133472134,20.0,-15.0
2026-07-22,0.3,2.0,3854,983.8637042801013,0.25528378419307246,2.0,-2.0
2026-07-22,0.3,20.0,5026,-8496.089406615238,-1.6904276575040267,20.0,-20.0
2026-07-22,0.5,2.0,2566,699.7901092858401,0.27271633253540145,2.0,-2.0
2026-07-22,0.5,20.0,3470,-12232.128182335176,-3.5251089862637395,20.0,-20.0
2026-07-25,0.0,2.0,1377,-195.0380242551466,-0.14163981427389005,2.0,-1.0
2026-07-25,0.0,20.0,2099,219.25444016924982,0.10445661751750825,20.0,-13.0
2026-07-25,0.3,2.0,825,70.92143483162695,0.08596537555348721,2.0,-1.0
2026-07-25,0.3,20.0,1379,-402.41003180020317,-0.29181293096461436,20.0,-19.0
2026-07-25,0.5,2.0,569,30.13351684719525,0.05295872908118673,2.0,-1.0
2026-07-25,0.5,20.0,961,-900.1843762798331,-0.9367163124660074,20.0,-19.0
2026-07-28,0.0,2.0,8464,1990.0346075731518,0.2351175103465444,2.0,-2.0
2026-07-28,0.0,20.0,10490,4935.385049491341,0.47048475209641005,20.0,12.0
2026-07-28,0.3,2.0,4582,1295.7333813606974,0.2827877305457655,2.0,-2.0
2026-07-28,0.3,20.0,6090,1371.5250700413626,0.2252093711069561,20.0,16.0
2026-07-28,0.5,2.0,3144,1599.342909510442,0.5086968541699879,2.0,-2.0
2026-07-28,0.5,20.0,4316,6453.240868460751,1.4951901919510544,20.0,16.0
2026-07-31,0.0,2.0,8060,6667.085605143576,0.8271818368664486,2.0,0.0
2026-07-31,0.0,20.0,10021,-2118.4227843145877,-0.21139834191344054,20.0,13.0
2026-07-31,0.3,2.0,8060,6667.085605143576,0.8271818368664486,2.0,0.0
2026-07-31,0.3,20.0,10021,-2118.4227843145877,-0.21139834191344054,20.0,13.0
2026-07-31,0.5,2.0,8060,6667.085605143576,0.8271818368664486,2.0,0.0
2026-07-31,0.5,20.0,10021,-2118.4227843145877,-0.21139834191344054,20.0,13.0
2026-08-02,0.0,2.0,1815,311.52166191279537,0.17163727929079634,2.0,1.0
2026-08-02,0.0,20.0,2476,9763.003419898227,3.9430546930122077,20.0,-4.0
2026-08-02,0.3,2.0,1008,818.1467770091735,0.8116535486202119,2.0,2.0
2026-08-02,0.3,20.0,1414,7033.4032609833675,4.974118289238591,20.0,20.0
2026-08-02,0.5,2.0,636,1264.6118525986637,1.9883834160356348,2.0,2.0
2026-08-02,0.5,20.0,932,4384.133871705826,4.704006300113547,20.0,20.0
2026-08-04,0.0,2.0,5179,3378.8709845259827,0.6524176452067934,2.0,-1.0
2026-08-04,0.0,20.0,6640,-4077.284468777244,-0.6140488657797054,20.0,-14.0
2026-08-04,0.3,2.0,3001,1949.1660451552398,0.6495055132140086,2.0,-1.0
2026-08-04,0.3,20.0,3843,-7153.866752872111,-1.8615318118324513,20.0,-19.0
2026-08-04,0.5,2.0,2026,941.1112809161589,0.4645169204916875,2.0,-2.0
2026-08-04,0.5,20.0,2614,-6981.688344966691,-2.6708830699949084,20.0,-20.0
2026-08-06,0.0,2.0,4863,427.1886414253343,0.08784467230625834,2.0,1.0
2026-08-06,0.0,20.0,6318,6006.725229606287,0.9507320717958669,20.0,-14.0
2026-08-06,0.3,2.0,2725,655.1730674818514,0.2404304834795785,2.0,1.0
2026-08-06,0.3,20.0,3858,8966.496790097384,2.3241308424306335,20.0,-16.0
2026-08-06,0.5,2.0,1756,892.0374493225496,0.507993991641543,2.0,2.0
2026-08-06,0.5,20.0,2645,9005.254245079517,3.40463298490719,20.0,-15.0
2026-08-09,0.0,2.0,951,-48.43705986649299,-0.05093276536960356,2.0,1.0
2026-08-09,0.0,20.0,1291,-265.97676944303316,-0.20602383380560277,20.0,19.0
2026-08-09,0.3,2.0,522,313.47258832218097,0.6005221998509214,2.0,2.0
2026-08-09,0.3,20.0,794,1699.1056536545545,2.139931553721101,20.0,20.0
2026-08-09,0.5,2.0,316,262.5963698104173,0.8310011702861306,2.0,2.0
2026-08-09,0.5,20.0,542,1294.6648386237857,2.388680514066025,20.0,20.0
