dt,qty,n_quote,n_fill,n_full,volume,pnl_usd,pnl_bp_per_unit,fill_ratio,end_inv,px_ref,notional_usd
2026-07-15,50.0,364979,8979,1923,135725.39999999857,1443.0617469226308,1.7647270610478893,0.007437436126461992,215.00000000000045,60.2485,8177251.761899914
2026-07-15,100.0,370400,9595,1136,214804.69999999422,2535.928009573596,1.9595073737860118,0.005799262958963127,363.30000000000064,60.2485,12941660.967949651
2026-07-16,1.0,357029,7755,6340,6766.499999999956,18.300341832334908,0.5003007166640414,0.018952241974741425,4.5000000000000036,54.0585,365786.8402499977
2026-07-16,5.0,358662,8456,3490,23888.900000000842,63.89614268988953,0.49478269061822533,0.013321121278530116,26.50000000000017,54.0585,1291398.1006500456
2026-07-16,10.0,358246,8680,3033,40239.60000000162,104.56099343977394,0.4806755755770961,0.011232393383318062,42.200000000000244,54.0585,2175292.4166000877
2026-07-16,25.0,357792,9007,2402,81602.49999999779,110.9020545690455,0.2514039731708305,0.009122898220194726,83.89999999999853,54.0585,4411308.746249881
2026-07-16,50.0,361064,9531,1894,135944.79999999414,102.1495708574439,0.13899844939309033,0.007530232867302979,104.60000000000059,54.0585,7348971.970799684
2026-07-16,100.0,366672,10311,1225,216772.79999999414,-34.10502235530544,-0.02910379082553454,0.005911899463280374,-36.39999999999479,54.0585,11718412.408799684
2026-07-17,1.0,395273,9563,8094,8511.399999999941,29.807195526978077,0.6843448352276352,0.02153296582362049,-2.4000000000000057,51.173500000000004,435558.12789999705
2026-07-17,5.0,400766,10631,4724,31894.90000000096,102.87664605342991,0.6303045334576712,0.015916969004357136,-9.30000000000001,51.173500000000004,1632173.6651500491
2026-07-17,10.0,400126,10919,4212,54000.00000000261,177.27661804842853,0.6415235100647793,0.013495748839116332,-10.200000000000038,51.173500000000004,2763369.000000134
2026-07-17,25.0,399962,11403,3451,111235.0999999963,295.12821270013114,0.5184701488058358,0.011124566833848845,-38.09999999999975,51.173500000000004,5692289.389849811
2026-07-17,50.0,400448,12128,2360,180371.59999998938,208.7836205973947,0.22619507535902156,0.009008490490649942,19.400000000000993,51.173500000000004,9230246.072599458
2026-07-17,100.0,401391,12987,1467,276193.09999999835,-662.594599949135,-0.46880252921063326,0.006880899173125415,90.7000000000018,51.173500000000004,14133767.602849917
2026-07-18,1.0,56211,1761,1380,1498.4000000000028,-3.449208408396885,-0.4401307167684125,0.026656704203803575,5.399999999999992,52.301,78367.81840000015
2026-07-18,5.0,59081,2006,421,4495.800000000028,-12.431871893421544,-0.5287124662377001,0.015219105973155594,14.20000000000013,52.301,235134.83580000149
2026-07-18,10.0,59669,2075,322,6396.3999999999405,-23.42236745543346,-0.7001404715099208,0.01071980425346485,-10.80000000000024,52.301,334538.1163999969
2026-07-18,25.0,57538,2049,233,10359.99999999982,-57.177867883810904,-1.0552569198646604,0.007202196809065188,-84.20000000000016,52.301,541838.3599999906
2026-07-18,50.0,57770,2102,147,14932.799999999796,-120.24176441629243,-1.539586517548127,0.0051697420806646344,-195.99999999999835,52.301,781000.3727999893
2026-07-18,100.0,57419,2157,84,20880.20000000009,-251.99597268829166,-2.307538486484941,0.003636461798359444,-451.199999999998,52.301,1092055.3402000049
2026-07-19,1.0,92536,2307,2105,2177.6000000000017,1.2348057333637144,0.10736309496647989,0.02353246304141093,4.799999999999993,52.816,115012.1216000001
2026-07-19,5.0,92494,2581,1063,7763.999999999916,-12.30495826086144,-0.3000745138601187,0.016788115985901606,21.800000000000043,52.816,410063.4239999956
2026-07-19,10.0,92953,2700,862,12597.399999999792,-20.441718854847295,-0.30723520917629693,0.013552440480672804,42.40000000000001,52.816,665344.278399989
2026-07-19,25.0,92919,2869,661,24247.000000000127,7.297254948845875,0.05698177851236902,0.010437908285711266,103.19999999999993,52.816,1280629.552000007
2026-07-19,50.0,96735,3150,380,38863.70000000074,120.97986626236707,0.5893909296655712,0.008035085542978392,201.09999999999908,52.816,2052625.1792000392
2026-07-19,100.0,98922,3404,208,54773.20000000105,608.3393370334834,2.102869290675487,0.005537008956551733,-181.40000000000128,52.816,2892901.331200056
2026-07-20,1.0,329836,6286,5118,5460.499999999981,16.598714541932253,0.5674617757523537,0.01655519712826975,-3.4999999999999885,53.568,292508.06399999897
2026-07-20,5.0,330792,6920,2904,19705.799999999806,89.32127246283301,0.8461656645672294,0.011914314735543668,-17.40000000000007,53.568,1055600.2943999895
2026-07-20,10.0,329531,7134,2537,33264.50000000008,167.86158571260694,0.9420303380816429,0.010094497937978545,-39.10000000000027,53.568,1781912.7360000042
2026-07-20,25.0,332713,7595,1874,66566.30000000243,429.40319267227187,1.2042188449305415,0.008002849302552342,-89.89999999999938,53.568,3565823.5584001304
2026-07-20,50.0,336066,8073,1001,100095.2999999994,316.6978388519092,0.5906442524743585,0.005956883469318492,-114.49999999999953,53.568,5361905.030399968
2026-07-20,100.0,337415,8513,616,139629.30000000013,-85.56686750189874,-0.11439937203695055,0.004138206659454978,148.29999999999913,53.568,7479662.342400007
2026-07-21,1.0,285508,7014,5606,5946.700000000014,8.44821640457074,0.2509284001473178,0.020828488168457678,-0.5000000000000295,56.616,336678.3672000008
2026-07-21,5.0,289370,7810,3098,21013.200000000295,32.16734340916514,0.2703857620390327,0.014523412931541137,-5.999999999999935,56.616,1189683.3312000167
2026-07-21,10.0,290210,7951,2722,35326.499999999585,40.06510698043644,0.20032101525943827,0.012172736983563484,-11.700000000000284,56.616,2000045.1239999766
2026-07-21,25.0,290400,8490,1840,69781.19999999765,97.59428423811141,0.24702833268034124,0.00961173553718976,-18.00000000000073,56.616,3950732.419199867
2026-07-21,50.0,295136,8956,1037,103245.79999999896,336.95332464007106,0.5764453888129406,0.006996489753876108,-50.79999999999879,56.616,5845364.212799941
2026-07-21,100.0,294648,9209,691,144517.20000000347,-195.98207793161237,-0.23952874380029043,0.004904740571801047,-129.1999999999961,56.616,8181985.795200197
2026-07-22,1.0,346625,8100,7028,7319.100000000054,7.728174541534912,0.18161030127014594,0.02111532636134166,-4.30000000000001,58.1405,425536.1335500032
2026-07-22,5.0,352266,9058,4222,27431.90000000012,19.93409710367007,0.12498615797454692,0.015574537423424413,-16.69999999999995,58.1405,1594904.381950007
2026-07-22,10.0,353523,9318,3841,47854.69999999787,42.378677633137386,0.15231547905029466,0.013536516718855031,-26.300000000000257,58.1405,2782296.1853498765
2026-07-22,25.0,356793,10191,2093,93193.99999999788,-27.783026187793894,-0.05127584586476682,0.010447962824382527,46.5999999999995,58.1405,5418345.756999876
2026-07-22,50.0,364597,10710,1126,129703.40000000031,-117.80889659819331,-0.15622407625791804,0.007114891236077111,194.20000000000064,58.1405,7541020.527700019
2026-07-22,100.0,366747,11079,715,176497.20000000918,-460.64464245275667,-0.448899831221795,0.004812505623768134,412.00000000000097,58.1405,10261635.456600534
2026-07-23,1.0,388808,8168,7443,7649.900000000031,-4.6399467047826874,-0.10360182929445656,0.019675263883459266,-5.899999999999999,58.545,447863.3955000018
2026-07-23,5.0,392302,9073,4663,29271.200000000692,-64.72328742143509,-0.37768542916913533,0.014922789075763413,-26.99999999999992,58.545,1713682.4040000406
2026-07-23,10.0,394267,9423,4275,51917.799999998235,-119.20206748956616,-0.39217300560242624,0.01316818298259764,-57.20000000000012,58.545,3039527.600999897
2026-07-23,25.0,398765,10346,2323,102556.19999999751,-244.86981371228148,-0.40783408544817423,0.01028738229282886,-65.40000000000053,58.545,6004152.728999854
2026-07-23,50.0,402097,10851,1387,144655.4999999998,-180.05443179629856,-0.2126077318285462,0.007195054924557995,-48.8999999999983,58.545,8468856.247499987
2026-07-23,100.0,407616,11433,807,198562.8000000093,-380.2863918033536,-0.3271320432200271,0.004871320065944647,96.99999999999682,58.545,11624859.126000544
2026-07-24,1.0,354693,5414,5027,5169.399999999989,0.8865963098511145,0.03071703272516819,0.014574293825928307,-3.6000000000000103,55.835,288633.4489999994
2026-07-24,5.0,362419,5982,3487,21147.400000000307,12.905736739404176,0.10929978341105724,0.011670138706856046,-6.000000000000021,55.835,1180765.0790000171
2026-07-24,10.0,362735,6221,3195,37946.200000000004,-8.767941226799593,-0.04138308071996979,0.01046113553971908,2.800000000000053,55.835,2118726.077
2026-07-24,25.0,362689,6821,1824,76440.79999999865,-81.95630078143901,-0.19202182970599374,0.008430451433597231,-4.600000000000161,55.835,4268072.0679999245
2026-07-24,50.0,363784,7223,1067,109519.99999999805,-387.02043329215485,-0.6328983146892125,0.006021155410903066,-56.000000000001656,55.835,6115049.199999891
2026-07-24,100.0,366774,7601,674,153626.20000000022,-910.7037190439878,-1.0617085172678207,0.004188579343137742,-226.80000000000135,55.835,8577718.877000012
2026-07-25,1.0,67146,1854,1547,1628.0000000000084,-3.2314931518364176,-0.36943673871878546,0.02424567360676747,-4.399999999999997,53.729,87470.81200000046
2026-07-25,5.0,65895,2126,916,6289.299999999995,-15.45451103502569,-0.45734527890351034,0.019088853479019636,-22.70000000000002,53.729,337917.7996999997
2026-07-25,10.0,65396,2238,777,10548.799999999883,-38.63480808405848,-0.6816586392444347,0.016130650192672156,-40.00000000000008,53.729,566776.4751999937
2026-07-25,25.0,65861,2505,261,19267.199999999943,-126.13548824916143,-1.2184562205972713,0.011701735473193508,-110.6000000000002,53.729,1035207.3887999969
2026-07-25,50.0,68576,2743,159,25290.300000000178,-209.0362723389062,-1.5383633103205316,0.0073758457769482555,-253.5000000000002,53.729,1358822.5287000095
2026-07-25,100.0,72787,2953,82,33120.00000000036,-163.3583831093165,-0.9179992798293756,0.004550263096432104,-485.3999999999984,53.729,1779504.480000019
2026-07-26,1.0,71692,2071,1876,1925.3000000000038,-6.5084637973553185,-0.6143670624349047,0.02685515817664459,5.500000000000005,55.024,105937.70720000021
2026-07-26,5.0,72906,2411,1259,7760.600000000036,-27.769681254707848,-0.6503144991372014,0.021289331467917692,29.599999999999987,55.024,427019.25440000196
2026-07-26,10.0,72568,2590,1133,13953.799999999907,-48.8906812342052,-0.6367683019435506,0.01922858560246928,55.00000000000009,55.024,767793.8911999948
2026-07-26,25.0,75018,3002,516,28267.099999999966,-109.70428793242945,-0.7053264804181828,0.015072169346023602,62.2999999999998,55.024,1555368.910399998
2026-07-26,50.0,77092,3381,266,40047.60000000043,-106.16790148516338,-0.4817975422000539,0.01038956052508702,-52.40000000000071,55.024,2203579.1424000235
2026-07-26,100.0,81915,3743,115,52769.800000000374,248.29884884085186,0.8551397597283678,0.006442019166208921,-322.5999999999984,55.024,2903605.4752000207
2026-07-27,1.0,375877,7658,7050,7257.399999999998,18.812875108655163,0.4787090533708625,0.019307911896710887,3.000000000000001,54.150499999999994,392991.83869999985
2026-07-27,5.0,381200,8631,4476,27936.500000000866,97.91180720893777,0.6472329230740554,0.014657135362015145,0.7000000000000375,54.150499999999994,1512775.4432500468
2026-07-27,10.0,382003,8977,4028,49297.8999999996,98.41840235114869,0.36867646967737694,0.01290510807506737,0.49999999999997335,54.150499999999994,2669505.933949978
2026-07-27,25.0,383909,9778,2566,99764.19999999559,35.034293509823215,0.06485092405564877,0.010394567462601355,-19.799999999999983,54.150499999999994,5402281.31209976
2026-07-27,50.0,386184,10374,1451,147660.5999999977,-21.62598415213506,-0.027046357269374568,0.007647163010378354,-185.99999999999972,54.150499999999994,7995895.320299875
2026-07-27,100.0,389292,10948,892,205956.90000000314,267.8790514281609,0.24019277242350673,0.0052905505378996525,-252.9000000000012,54.150499999999994,11152669.113450168
2026-07-28,1.0,454590,10005,9305,9548.099999999977,1.2018261136198163,0.025973341454055974,0.021003761631360075,-0.900000000000011,48.4615,462715.2481499989
2026-07-28,5.0,457976,11061,5981,37795.69999999852,57.134247576631935,0.3119300872754208,0.01650553740807314,3.899999999999949,48.4615,1831636.3155499282
2026-07-28,10.0,459021,11376,5547,66645.5999999985,120.69090215733672,0.373685459193199,0.0145190742907184,18.80000000000002,48.4615,3229745.7443999276
2026-07-28,25.0,464554,12507,3706,139284.00000000608,240.8020843102322,0.35674850248878315,0.011992922243700932,33.99999999999983,48.4615,6749911.566000295
2026-07-28,50.0,464998,13235,2621,217141.90000000832,298.74881668018224,0.28390020602018645,0.009339476728932525,154.10000000000022,48.4615,10523022.186850403
2026-07-28,100.0,468467,13935,1604,323778.2999999984,-271.28047509171665,-0.17289162108960476,0.006911443068561893,489.5000000000013,48.4615,15690782.085449923
2026-07-29,1.0,603546,11812,11023,11353.699999999963,-12.117295451414623,-0.23187086288304595,0.018811656443750706,0.10000000000000497,46.028000000000006,522588.10359999834
2026-07-29,5.0,610026,12913,7186,45907.19999999969,-74.21013202494726,-0.3512046804022031,0.015050899469858561,6.1999999999999105,46.028000000000006,2113016.601599986
2026-07-29,10.0,610997,13341,6645,80514.69999999877,-182.27927955143002,-0.4918583175326519,0.013177593343338637,19.90000000000003,46.028000000000006,3705930.611599944
2026-07-29,25.0,611902,14218,5167,169008.0000000008,-540.165310760229,-0.6943801920609198,0.01104804364097524,36.59999999999989,46.028000000000006,7779100.224000037
2026-07-29,50.0,612054,15048,4146,284882.40000000707,-1224.852352598271,-0.9341056885235572,0.009309060965209183,78.99999999999827,46.028000000000006,13112567.107200326
2026-07-29,100.0,612867,16197,2613,456850.90000000276,-2497.477012751211,-1.18769495128423,0.007454323695026861,246.6999999999973,46.028000000000006,21027933.225200128
2026-07-30,1.0,448138,9699,8518,8926.799999999965,8.153188201217489,0.19770724727026442,0.019919756860609823,-2.9999999999999982,46.1965,412386.91619999835
2026-07-30,5.0,451491,10460,6776,39105.600000000246,114.38035493136118,0.6331453373528804,0.01732287022332682,-9.199999999999996,46.1965,1806541.8504000113
2026-07-30,10.0,452682,10998,6046,70994.20000000026,259.8422281311658,0.7922783504985357,0.015683018101006946,-12.000000000000256,46.1965,3279683.560300012
2026-07-30,25.0,456353,12212,4081,148599.3999999995,618.7903274567213,0.9013996547040976,0.013024952175180135,6.200000000000102,46.1965,6864772.182099977
2026-07-30,50.0,460409,13120,2812,235542.59999999922,1364.6829186886425,1.2541607868477858,0.010231885128222916,120.20000000000067,46.1965,10881243.720899964
2026-07-30,100.0,463336,14284,1092,332640.7000000028,1996.8179255123687,1.2994333464848453,0.007179254364003721,440.1000000000019,46.1965,15366836.09755013
2026-07-31,1.0,453147,9626,8406,8831.09999999992,19.228850649297854,0.40602331448254314,0.019488377943581048,-1.5000000000000142,53.6275,473589.81524999574
2026-07-31,5.0,452736,10130,7253,40024.000000000386,98.65413271161515,0.45962880856919724,0.01768094430308188,-11.199999999999942,53.6275,2146387.0600000205
2026-07-31,10.0,452914,10609,6505,74187.90000000062,216.8145258168222,0.5449639141977657,0.01638012956102055,-27.09999999999991,53.6275,3978511.607250033
2026-07-31,25.0,455731,11784,4379,155420.99999999878,512.740298742865,0.6151771582685839,0.013641468322321612,-74.20000000000036,53.6275,8334839.677499934
2026-07-31,50.0,458393,12872,3034,249780.19999999608,913.5590957562408,0.682010538405942,0.01089808090437664,-92.80000000000007,53.6275,13395087.67549979
2026-07-31,100.0,462287,14015,1472,363685.9000000007,1246.0624734374787,0.6388895747830469,0.007867102038344162,-19.300000000001923,53.6275,19503565.60225004
2026-08-01,1.0,56098,1277,1110,1159.4999999999995,-5.115251968317686,-0.8828235144170493,0.020669186067239467,0.8999999999999995,49.9715,57941.95424999997
2026-08-01,5.0,57450,1449,842,5100.200000000008,-26.39316608871286,-1.0355758116706664,0.017755265448215866,12.599999999999977,49.9715,254864.6443000004
2026-08-01,10.0,58131,1596,709,9058.800000000008,-41.80615796639063,-0.9235219028347856,0.015583423646591333,29.399999999999928,49.9715,452681.8242000004
2026-08-01,25.0,59367,1814,334,17577.39999999999,-43.38049551436961,-0.4938755049003171,0.01184321255916586,103.3999999999999,49.9715,878369.0440999995
2026-08-01,50.0,59627,1910,190,23838.89999999992,-60.70991466698615,-0.5096253522960142,0.007996008519630343,238.10000000000025,49.9715,1191265.5913499962
2026-08-01,100.0,60145,1994,97,30431.39999999983,-320.9094638396964,-2.110270881767094,0.005059672458225925,547.6000000000001,49.9715,1520702.7050999915
2026-08-02,1.0,103072,2276,1988,2084.8000000000006,12.377205299204931,1.1526577448871724,0.020226637690158342,1.600000000000001,51.506,107379.70880000004
2026-08-02,5.0,104541,2531,1500,9135.09999999996,62.71164039617526,1.3328369734609222,0.017476588132885586,0.8999999999999719,51.506,470512.46059999795
2026-08-02,10.0,105746,2666,1273,16084.899999999903,135.67905006674175,1.6377085092251393,0.015210882681141511,20.699999999999907,51.506,828468.8593999951
2026-08-02,25.0,106884,3007,632,30762.500000000073,307.9697291300513,1.9436970737528705,0.011512480820328607,42.29999999999979,51.506,1584453.3250000037
2026-08-02,50.0,109549,3317,372,44669.00000000037,616.143105098613,2.678042958912444,0.008155072159490342,8.200000000000443,51.506,2300721.514000019
2026-08-02,100.0,113378,3633,155,58068.80000000044,1019.7632087925922,3.4095625679925825,0.005121699095062573,-159.8000000000002,51.506,2990891.6128000226
2026-08-03,1.0,332619,6203,5471,5716.700000000005,21.152616796730456,0.7272082443171605,0.01718693159440683,1.1000000000000152,50.8815,290874.2710500003
2026-08-03,5.0,335418,6652,4571,25894.999999999953,59.59066836452814,0.4522748467744273,0.015440435516281149,11.399999999999995,50.8815,1317576.4424999976
2026-08-03,10.0,336707,7106,3921,46931.300000000396,133.8671793034464,0.5605981009272741,0.01393832026064216,23.5,50.8815,2387934.94095002
2026-08-03,25.0,337249,8025,2530,95632.49999999993,422.72906763017363,0.8687537588331086,0.011342657798837053,67.5000000000001,50.8815,4865925.048749996
2026-08-03,50.0,341473,8817,1726,149561.3999999991,702.627001961484,0.9233054688974304,0.008759778957633493,91.00000000000043,50.8815,7609908.374099954
2026-08-03,100.0,345735,9753,790,214750.39999999796,798.2235977189848,0.7305175858355454,0.006211416258116707,147.39999999999986,50.8815,10926822.477599896
2026-08-04,1.0,343981,6401,5665,5927.9999999999945,9.466982737371225,0.30015024271381924,0.01723350999037736,1.40000000000002,53.206500000000005,315408.13199999975
2026-08-04,5.0,345363,7005,4365,25780.499999999796,40.51827724700465,0.2953894256674844,0.014929508951450964,4.299999999999971,53.206500000000005,1371690.1732499893
2026-08-04,10.0,348347,7473,3728,45921.100000001024,75.95276152624557,0.31086125411473275,0.013182573698065728,2.3000000000000886,53.206500000000005,2443301.007150055
2026-08-04,25.0,352128,8363,2432,92357.00000000067,130.90324152690607,0.2663887575185208,0.01049129861868419,-8.999999999999812,53.206500000000005,4913992.720500036
2026-08-04,50.0,353661,8983,1593,141353.19999999923,-33.343249923249914,-0.04433406887988424,0.007993711492078528,-62.800000000000026,53.206500000000005,7520909.03579996
2026-08-04,100.0,355066,9701,719,196144.199999995,-668.9002294244292,-0.640945618470236,0.005524161705147634,-254.00000000000153,53.206500000000005,10436146.377299735
2026-08-05,1.0,327537,6872,6252,6453.899999999984,16.724924017692672,0.4780689687855503,0.019704338746462182,-5.099999999999994,54.206500000000005,349843.3303499992
2026-08-05,5.0,331466,7700,4315,26743.100000000217,73.00338589749117,0.50359323591098,0.01613625530220307,-28.700000000000067,54.206500000000005,1449649.850150012
2026-08-05,10.0,333204,8285,3571,46481.60000000112,151.4698924866625,0.6011652678895749,0.01394989255831296,-57.0,54.206500000000005,2519604.850400061
2026-08-05,25.0,336983,9352,2060,89156.09999999896,350.7730969780996,0.7258115046329938,0.010582860262980501,-141.50000000000028,54.206500000000005,4832840.134649944
2026-08-05,50.0,342685,10299,1168,129310.39999999838,782.8463203201445,1.1168418844170662,0.007546895837284876,-222.39999999999927,54.206500000000005,7009464.197599913
2026-08-05,100.0,348725,11099,471,170030.69999999838,1128.131407701163,1.2239987685709286,0.0048757817764713855,-111.29999999999764,54.206500000000005,9216769.139549913
2026-08-06,1.0,290145,5919,5329,5504.099999999984,6.8330270762508505,0.24209345253009215,0.018970170087370054,1.0999999999999996,51.2795,282247.4959499992
2026-08-06,5.0,294589,6744,3729,23008.40000000054,29.352261828523325,0.24877765617596945,0.015620678300955256,0.5999999999999068,51.2795,1179859.2478000277
2026-08-06,10.0,295226,7168,3181,40200.20000000088,69.52746812479313,0.3372752081144552,0.013616754621883194,-13.999999999999982,51.2795,2061446.1559000448
2026-08-06,25.0,296300,8085,2201,81370.89999999847,133.71617583819443,0.3204579470921283,0.01098493418832244,-53.899999999999714,51.2795,4172659.0665499214
2026-08-06,50.0,298872,8778,1481,127431.3999999958,467.0961129030029,0.7148024243452009,0.008527490029176089,-139.59999999999914,51.2795,6534618.476299785
2026-08-06,100.0,299802,9494,671,183509.19999999524,637.9786477684156,0.6779607006794672,0.006121013202046525,-307.80000000000217,51.2795,9410260.021399755
2026-08-07,1.0,257282,6706,6194,6355.299999999987,10.97478200505202,0.3409722090894383,0.02470168919706776,5.299999999999996,50.6455,321867.34614999936
2026-08-07,5.0,259881,7656,4412,27188.599999999835,35.025012947568484,0.2543610423523707,0.020923884393241395,25.40000000000003,50.6455,1376980.2412999915
2026-08-07,10.0,259766,8150,3784,47732.400000000474,22.509400655515492,0.09311288800165453,0.01837515302233567,52.2,50.6455,2417431.264200024
2026-08-07,25.0,262908,9157,2605,95891.10000000082,-39.07135257129539,-0.08045245149956176,0.014589301200420044,139.70000000000016,50.6455,4856452.705050041
2026-08-07,50.0,268075,10045,1796,153340.59999999826,-353.7911072535444,-0.45556346878244913,0.011440126830177992,211.80000000000047,50.6455,7766011.357299912
2026-08-07,100.0,267663,10899,865,222214.19999999713,-1018.2014283873165,-0.9047342489532983,0.008302014099819443,-39.59999999999911,50.6455,11254149.266099853
2026-08-08,1.0,24945,980,834,873.3999999999986,-1.8545484439183653,-0.41676725782309587,0.03501302866305867,-1.3322676295501878e-15,50.948499999999996,44498.41989999993
2026-08-08,5.0,25243,1187,520,3505.3000000000056,0.31955819896933235,0.01789342056683708,0.02777245176880724,4.700000000000035,50.948499999999996,178589.77705000027
2026-08-08,10.0,25561,1308,340,5633.300000000001,8.564980601453726,0.298422869018931,0.022038652634873444,26.100000000000065,50.948499999999996,287008.18505000003
2026-08-08,25.0,26020,1472,124,8926.199999999992,17.756371863194545,0.390441718863302,0.013722059953881616,84.19999999999959,50.948499999999996,454776.5006999995
2026-08-08,50.0,26600,1562,52,11525.09999999996,40.01355139705993,0.6814452901926616,0.008665488721804481,183.29999999999993,50.948499999999996,587186.5573499979
2026-08-08,100.0,27057,1643,29,14672.699999999946,114.24816473907777,1.5282971109468755,0.005422885020512232,401.70000000000147,50.948499999999996,747552.0559499972
