dt,cfg,qty,lat_open_ms,lat_cancel_ms,n_quote,n_fill,volume,pnl_usd,end_inv
2026-08-01,lat300,0.37243947858473,300,300,55935,1315,471.7729981378089,-1.8014439840206364,0.707076350093109
2026-08-01,open100only,0.37243947858473,100,0,55657,300,102.70670391061397,-0.11843422140246673,0.8173184357541894
2026-08-01,cancel100only,0.37243947858473,0,100,55315,1906,689.8225325884654,-2.69021222236416,-0.09292364990688895
2026-08-01,q1_lat0,1.0,0,0,56098,1277,1159.4999999999995,-5.115251968317686,0.8999999999999995
2026-08-01,q1_lat100,1.0,100,100,56762,1049,816.5999999999993,-1.4194529431196035,-8.881784197001252e-16
2026-08-02,lat0,0.37243947858473,0,0,103207,2214,811.6897579143525,4.394507063271838,0.4141527001862187
2026-08-02,lat50,0.37243947858473,50,50,104198,1645,593.9780260707723,0.6025409051825577,-0.9031657355679692
2026-08-02,lat100,0.37243947858473,100,100,103672,1829,661.1273743016861,0.9513089503994918,-0.013407821229048156
2026-08-02,lat300,0.37243947858473,300,300,101662,2461,893.5430167597914,-0.9428154739973387,0.24878957169459964
2026-08-02,open100only,0.37243947858473,100,0,103115,560,199.82364990689055,0.8393057831093245,1.7141527001862205
2026-08-02,cancel100only,0.37243947858473,0,100,104388,3522,1287.718621973953,1.5566872527023214,0.5487895716945992
2026-08-02,q1_lat0,1.0,0,0,103072,2270,2084.8000000000006,12.377205299205045,1.600000000000001
2026-08-02,q1_lat100,1.0,100,100,104502,1958,1575.7000000000032,4.152845897920379,0.29999999999999094
2026-08-03,lat0,0.37243947858473,0,0,330958,6054,2210.428491620064,6.838316117336211,0.20391061452513842
2026-08-03,lat50,0.37243947858473,50,50,328274,4162,1500.4108007449033,-6.82257720912763,-0.9724394785847299
2026-08-03,lat100,0.37243947858473,100,100,325366,4748,1713.045437616415,-3.8996797525391784,-0.9999999999999982
2026-08-03,lat300,0.37243947858473,300,300,329282,6921,2503.7156424579075,-3.991815011382556,-1.140968342644316
2026-08-03,open100only,0.37243947858473,100,0,315925,1766,629.6890130353896,-0.3775723808928291,0.9243947858472998
2026-08-03,cancel100only,0.37243947858473,0,100,329800,9002,3282.266852885768,2.2981007503651476,0.22439478584729772
2026-08-03,q1_lat0,1.0,0,0,332619,6206,5716.700000000005,21.152616796730456,1.1000000000000152
2026-08-03,q1_lat100,1.0,100,100,320468,4870,3945.000000000051,-7.184701657917458,-3.400000000000002
2026-08-04,lat0,0.37243947858473,0,0,343923,6260,2297.55567970195,3.136255580189111,0.3392923649906919
2026-08-04,lat50,0.37243947858473,50,50,342178,4698,1710.039851024239,-7.268192285917593,-1.564618249534451
2026-08-04,lat100,0.37243947858473,100,100,340007,5255,1915.2603351955643,-7.437541993180133,-1.2882681564245788
2026-08-04,lat300,0.37243947858473,300,300,340274,7401,2703.0305400369352,-11.887288567013996,-2.0599627560521405
2026-08-04,open100only,0.37243947858473,100,0,338488,1859,672.0754189944223,-0.16404811853510637,-2.0370577281191804
2026-08-04,cancel100only,0.37243947858473,0,100,339953,9542,3499.413966479678,1.5397724336508225,0.04636871508380158
2026-08-04,q1_lat0,1.0,0,0,343981,6403,5927.9999999999945,9.466982737371112,1.40000000000002
2026-08-04,q1_lat100,1.0,100,100,342066,5500,4416.400000000044,-11.781640288556218,-5.399999999999985
2026-08-05,lat0,0.37243947858473,0,0,327974,6730,2480.7344506515533,5.52770876637328,-2.0890130353817504
2026-08-05,lat50,0.37243947858473,50,50,333430,5554,2034.351955307301,-10.24983931779974,1.69050279329609
2026-08-05,lat100,0.37243947858473,100,100,334917,6218,2277.0163873369634,-5.146245225132674,1.1527001862197404
2026-08-05,lat300,0.37243947858473,300,300,331164,8411,3079.2566108001865,-7.800517101622316,-0.11582867783984907
2026-08-05,open100only,0.37243947858473,100,0,326831,1894,691.4461824953555,8.04429850608507,1.3180633147113594
2026-08-05,cancel100only,0.37243947858473,0,100,329555,10923,4018.467039105042,-5.875922607818808,-1.8890130353817527
2026-08-05,q1_lat0,1.0,0,0,327537,6873,6453.899999999984,16.724924017692558,-5.099999999999994
