n_ticks,ts_min,ts_max,covered_ns,px_first,px_last,px_min,px_max,mp_tw,mid_tw,spread_bp_tw,spread_bp_med,dev_bp_tw_abs,dev_bp_ev_abs,dev_bp_p99,imb_tw,bid_sz_tw,ask_sz_tw,dwell_med,dwell_p99,gap_ns,n_all,n_crossed,n_locked,crossed_ns,dt,uncovered_ns
440505,1783382400187207556,1783468799895864267,86370746175726,62.212079977149386,59.16020547073792,58.2854510507432,63.44739381443299,60.64596761964046,60.646032804178944,2.206825103820849,2.3214167274649786,0.6451722208233276,0.7385085966000349,2.6585955397714613,0.4962274919414318,138.53156008214236,114.63741715843702,132543234.0,1207982260.0,0,440694,184,5,28006915099,2026-07-07,29066616718
477231,1783468800001614445,1783555199921549024,86391079066141,59.16472764412165,62.83891281895504,56.086376636455185,63.09907430683918,60.03083464670775,60.030924364131366,2.3564045602348465,2.431906614786496,0.6602645562064773,0.7481073597311754,2.8547957010302603,0.49603590524770264,148.73748402682875,149.57640275944397,129749601.0,1068085680.0,0,477296,58,7,7937151465,2026-07-08,8919319414
397809,1783555200002811728,1783641599915898253,86392244149072,62.83815902464882,65.10249556093623,59.48288970588235,66.12342234468939,63.481799488805144,63.481849710827014,2.057819171658408,2.018304468992669,0.5164711163662905,0.5905308828477328,2.4626562787942996,0.488741631310512,136.57055732275649,153.2333355663699,133145199.0,1588744545.0,0,397851,41,1,7587513522,2026-07-09,7753039200
389175,1783641600078000000,1783727999780416635,86364563361194,65.09658608893956,63.04867307692308,61.30016352201257,65.16618125430738,62.962314776567084,62.96223605872494,1.9810575164976774,2.0569132061736073,0.4757019602338405,0.5442227735487317,2.2974223076214235,0.5096859573199478,142.85077803267237,130.97184894163277,133155645.0,1569761284.0,99364487812,389365,184,6,34315812994,2026-07-10,35358638806
112603,1783728000188668824,1783814399497603736,86399065262767,63.04891904761904,62.952039473684216,62.61734013605443,63.68582142857143,63.23778891056927,63.237690748382285,1.6831428003299886,1.8870298150711495,0.48635565418828663,0.5533444480977394,1.8853749766896915,0.5163832348562266,32.873197147434524,30.306180690462202,335755285.0,9227593962.0,240734141215,112607,4,0,746068409,2026-07-11,746068409
130483,1783814400279517136,1783900799988568128,86393170762796,62.95234234234235,61.83361027190333,61.66228551286571,63.54366016713092,63.041800295075326,63.042504806474085,1.7882463296055215,1.9076688286902819,0.5110724724242564,0.5796718358463786,2.13070545371096,0.4412715482194985,33.768888457583664,58.546079483394564,277530223.0,7694796777.0,153733081426,130514,31,0,6549720068,2026-07-12,6549720068
472934,1783900800059227778,1783987199933391435,86367403608979,61.82975409836066,55.935816793893125,55.17225179856115,62.895852459016396,57.555306855129416,57.55497018739635,2.1951105524199015,2.290405842296418,0.6019395194350314,0.6958593234279831,2.6515698094585893,0.5303330617961608,162.68601375008762,138.54548694740268,130008371.0,1074081213.0,0,473137,193,10,31237133227,2026-07-13,32537163243
508569,1783987200011000000,1784073599847245566,86386014425565,55.93578300180832,62.2140828685259,54.32003448275862,62.32693288590605,59.4523230971422,59.45242527774131,1.8148451367596647,1.8794904872144549,0.5708712630941682,0.6910650607014787,2.9257876046749907,0.4896519176125456,113.5365542051315,130.77281636285514,128014033.0,1008144426.0,0,508654,81,4,13270088397,2026-07-14,13974574435
468805,1784073600046000000,1784159999905360675,86377901855032,62.21110199203187,56.54996899224806,55.01967216009418,62.82796722408027,59.47979618792302,59.4797828117444,1.342596238045656,1.4447967251274778,0.4451257712874967,0.5256964681132903,2.155823628978752,0.5033523932718248,120.92167798950857,111.68770923676342,130969066.0,1208827240.0,0,468946,136,5,20772384826,2026-07-15,22052144968
498280,1784160000314000000,1784246399817318150,86340145335491,56.55463063063064,51.44796016771488,51.253056451612906,57.28007701453104,54.095669033341444,54.09573500692059,1.1631085105889272,1.1515872711220736,0.3942654310002359,0.4704611481108985,2.081019716604694,0.4908123370905425,151.3089918302886,164.81666876082073,129070059.0,1011975724.0,0,498705,417,8,58220463387,2026-07-16,59540664509
525553,1784246400156080099,1784332799684273749,86316327868516,51.447363780778396,52.13901293900185,48.663132846715335,55.39999146110057,51.43564705224747,51.43563762337529,1.3299167011329125,1.338163466225308,0.4494580405188739,0.5209810430913172,2.308337649399631,0.49965009136696587,161.94736217215902,144.05399588088486,120549782.0,992238569.0,0,526091,469,69,70843225035,2026-07-17,83516051385
104676,1784332800292751890,1784419198683527441,86377065733546,52.13322474977252,51.82690776470588,51.63285927306617,52.63740740740741,52.15500448834844,52.15501807314668,1.3055516581867888,1.3511687611043817,0.4202007589189342,0.49462090979471285,1.7664996285832693,0.5082842774527204,53.986785745346666,57.28529911038106,333281845.5,8820812524.0,7109794937770,104771,50,45,9913110295,2026-07-18,22641514564
139839,1784419200973837705,1784505599970302475,86372190778458,51.82659592215013,52.42609223300971,51.795234358430534,53.9989704968944,52.726690654151874,52.72679694683592,1.4046091429813237,1.7016931847188599,0.4759364262958534,0.6089138541755532,2.250797784846914,0.47029196323795525,60.93883304938563,75.50811736939366,201518948.0,8125760171.0,68501850412,139956,83,34,17996517217,2026-07-19,26835383837
440945,1784505600034972365,1784591999972660921,86389220623987,52.429500000000004,53.23558649977649,52.0458940677966,55.08452246256238,53.50593747509351,53.505960891615935,1.3317523874705344,1.3265741223286867,0.44621651691771436,0.5345397346787211,2.2629969971194734,0.4961903755444798,112.22657631380238,102.24057768229486,130641835.0,1408406297.0,0,441014,68,1,10341676859,2026-07-20,10744403648
406175,1784592000107033075,1784678399957844432,86387633248420,53.22987601887602,59.97110339734121,52.57118169398907,60.0425,57.061567011728165,57.061474314996794,1.2000964212972347,1.232861030143082,0.4039545647799302,0.47734256029373723,2.024040398112338,0.5195913252285606,110.99295263170883,114.76889344430059,133723073.0,1541988569.0,0,406239,61,3,11866504686,2026-07-21,12259718505
476057,1784678400025280222,1784764799980297729,86368444426667,59.969177877429004,59.08064257028113,55.72859317108608,60.11768381430363,57.97183035960129,57.97188163930962,1.1801482104399537,1.2298934385181362,0.385487953223412,0.45916272577284195,1.8488830331316324,0.4924360080343248,94.72771089379742,97.25650904865479,132271090.0,1071084313.0,0,476238,169,12,29851923504,2026-07-22,31530293111
493206,1784764800198979838,1784851199961191623,86392884518678,59.08054310344828,58.13773719376392,56.84640707964602,59.69187578419071,58.561190862604896,58.561284033830525,1.2881385295101835,1.369440925741307,0.41597813669126243,0.489263467052879,1.8597876820754757,0.4886531551817001,88.24582638286165,93.98100640932824,129507387.5,1071879962.0,0,493254,48,0,6916501484,2026-07-23,6916501484
448855,1784851200021587355,1784937599930511532,86382325937964,58.13881588447654,52.8209694041868,52.52976384364821,58.32639285714286,55.261996532684755,55.262037440300645,1.2322220544550728,1.3986258501027418,0.38873986384750975,0.47938367713133456,1.8836525580242491,0.4885281616611324,104.42410632403515,121.33280826710117,131410022.0,1276621951.0,0,448978,122,1,17518489537,2026-07-24,17652474681
112155,1784937600131842077,1785023991084802697,86394044852995,52.82096660808436,54.487616580310885,52.805182692307696,54.51071456310679,53.787521557854895,53.787531312004525,1.1060592067722153,1.2961642795637291,0.2925285912754763,0.3896533667696862,1.708324307992601,0.4970062478924256,37.19049329707032,39.303201725273624,333289426.0,9818138061.0,105186732786,112177,16,6,3677533717,2026-07-25,5823304928
124343,1785024000657655706,1785110399734581289,86395504796795,54.48864356435644,56.257579754601224,54.28503908794788,56.38585867237687,54.95540751206968,54.95537018787877,0.8271514459963316,0.9152899180820206,0.2352151963740058,0.33084068300658837,1.4475858000435846,0.5055514501233423,47.42401540364031,35.473124193949545,266563973.0,9751427909.0,90596188517,124360,12,5,2015943166,2026-07-26,3837547499
486165,1785110400074028407,1785196799895979628,86352886592187,56.26182653061224,51.60775353662369,50.32081967213115,56.35639318479686,53.8630789008134,53.86304127424406,1.088607911324312,1.1642121194482076,0.3350242641336357,0.412140471967422,1.7252057979444582,0.5109259532711038,96.1661252320714,91.60947535979034,123493220.0,1247184336.0,0,486538,338,35,43154421900,2026-07-27,47039379406
589540,1785196800137070593,1785283199922772994,86360285299061,51.60077116704805,48.59435570934255,45.100332968364164,52.131464524765725,48.63296832160006,48.63301597993941,1.173002970775328,1.2224689798496826,0.37460118927083647,0.43703668764880305,1.9099259615619417,0.4893695513173544,165.8535550330093,169.40649891982235,107302491.5,807046209.0,0,589792,230,22,35181621517,2026-07-28,39577630346
710925,1785283200066666663,1785369599950715248,86356482140886,48.59421632996632,44.77274603174604,42.53507482993197,50.55698485231002,46.065846050384415,46.06583902056243,1.363152830208797,1.326553172673055,0.44875460603139133,0.5204248407911344,2.298684509118193,0.4987748219829861,244.6867884117142,198.14275825283698,82717984.0,536851582.0,0,711270,331,14,41206105330,2026-07-29,43451192451
582068,1785369600016000000,1785455999998694306,86329303069238,44.77203723125328,53.581874345549735,43.2492494600432,53.91480559757943,47.88411298907762,47.88409807021255,1.0051624943050939,1.0731340881033327,0.30176737631419726,0.40369282886236657,1.9961842484986618,0.48956297832545176,105.89541299495366,98.86837203652365,99796247.0,749304927.0,4091785824855,582593,455,70,60532840203,2026-07-30,70680930762
567507,1785456000072000000,1785542395442945206,86375066884310,53.58169272237196,49.80007692307692,49.67957956777995,55.87246315789473,52.75991617028056,52.75993385727234,0.9950304650638166,1.1123676745954185,0.3013331017397954,0.4191153153594201,2.1531883181308147,0.49298745116356174,98.02238403596628,141.86790091498762,98766099.0,937953231.0,0,567673,149,17,22702312710,2026-07-31,24861115690
94883,1785542400225424248,1785628769271809973,86368961147649,49.803555292726195,50.03096491228071,49.18500403836446,50.576757731958764,49.95100013418399,49.95098516478571,0.4044943239384014,0.4008899757466464,0.13686484762259857,0.2944835731263872,1.6840245699345033,0.49806200853504257,46.96713730724628,35.16405397224792,266556213.0,11723280495.0,1171049258668,95030,104,43,21341820360,2026-08-01,30813428103
176334,1785628800258685053,1785715199979399688,86391560128878,50.03076923076923,52.31232210998878,50.03076923076923,52.5030999589491,51.328625950553324,51.328568019175606,0.5091135133971251,0.5801978474660079,0.16418240290028396,0.33171567117332096,1.7811208843412054,0.5337246808440981,73.84173782803482,45.482042401476846,199781321.5,5845454179.0,80856390662,176378,37,7,6331101446,2026-08-02,8181186069
478921,1785715200096121547,1785801599948230918,86368508343117,52.306828571428575,52.036001247660636,47.7813240787481,52.308586987270154,50.744872819454805,50.74487033501439,0.7747998802306933,0.7853608733208558,0.23927909483383053,0.3490016821596776,1.912853655902537,0.5077390706063077,115.73104851383542,118.73022263697511,123665433.0,1292785881.0,0,479157,213,23,28241733173,2026-08-03,31395535336
494521,1785801600008000000,1785887999892231803,86389920261504,52.03600137931035,54.85526436781609,49.49878427419355,55.41344444444444,52.981264155600705,52.98126109450208,0.708499109216972,0.7283055970281096,0.22635164154293397,0.3241753582004061,1.8901796429258284,0.5018639128122449,100.84580471711479,109.90285274384729,123377278.0,1209475716.0,0,494576,54,1,9897671867,2026-08-04,10071738496
489632,1785888000040000000,1785974399888389951,86381285108299,54.85527659574469,52.14024126984127,51.939050802139036,55.435182994454706,53.971591414706516,53.971599115356845,0.6004456963790411,0.5504738662532205,0.19341554802259495,0.2845221957029913,1.707607858241425,0.4947789063051065,79.74260662297435,80.04000598714086,123727103.5,1225361159.0,0,489738,104,2,18326546281,2026-08-05,18674891701
459746,1785974400169027348,1786060799995865921,86385707890142,52.14260377358491,51.748039316239314,48.81779383204459,53.00479913606911,51.21504979803148,51.215061218058274,0.5740442280264744,0.5695733895825897,0.19526601446678993,0.29293202754355774,1.7659082937200214,0.49594275288509065,105.28565966276919,95.00964408620948,124864927.5,1428527252.0,0,459843,96,1,13792556994,2026-08-06,14123082510
405909,1786060800200136687,1786147198237207028,86397267752888,51.74801328711726,50.631901408450695,48.7980025220681,52.650323219418716,50.751061004446726,50.75108223744994,0.530154656030385,0.4044571174346184,0.17885138123660016,0.2858102637542472,1.7395028897275513,0.48677876158135647,92.44083609231812,108.49140846121577,127292618.0,1819276561.0,0,405923,13,1,2270751703,2026-08-07,2532110425
66569,1786147200765116481,1786233599805154128,86397090106783,50.63199070847851,51.16502518363063,50.404058823529404,51.29595061728396,50.82067699368155,50.82064754865024,0.2531361064625462,0.19807667548061708,0.08082863725395631,0.14169789539494318,1.033284843639918,0.522967001069635,43.041285366684875,32.974384395097076,336608596.0,16270496491.0,406093257806,66574,2,3,625503356,2026-08-08,2144776736
65979,1786233602446779311,1786319999894000000,86395788076098,51.16502681564245,50.96437767379679,25.996571428571432,51.26769072164949,51.05806719642405,51.05808403725748,0.2604136396273984,0.19620346299205862,0.07660852397163743,0.15309083096686177,1.1355134787088756,0.48769719576381476,33.254841637466924,34.77206934129891,334823736.0,17446474719.0,775483683682,65985,6,0,1765144591,2026-08-09,1765144591
345759,1786320000249262264,1786406399932000000,86395104292024,50.96400677966102,49.66445170161568,49.20813673139158,51.56488479262673,50.17595536877001,50.17599815954737,0.4569089786117306,0.3982080637137769,0.15477936709500156,0.25125733797327343,1.5442779216086555,0.479222939110023,95.31636422737569,115.38741032797718,132249387.0,2324068808.0,0,345789,29,1,4280810102,2026-08-10,4646445712
