dt,lat_ms,thr_bp,hold_ms,pnl_usd,n_place,n_fill,n_pull,volume,gross_bp,ops_per_s,eq_min,end_inv
2026-07-10,0,inf,0,16.122009615889,216971,6490,0,2293.847486033425,1.0347307009623765,5.022476851851851,-1.232131547709585,2.0351955307262584
2026-07-10,0,2.0,500,14.934463828935264,195251,5698,8526,2002.324208566151,1.012714133402137,4.519699074074074,-0.795327391880889,2.1659217877095
2026-07-10,25,inf,0,10.631187145437025,215428,5778,0,2036.8618249534863,0.7514229886528514,4.98675925925926,-0.4566104420112538,1.9903165735568045
2026-07-10,25,2.0,500,12.922627171575002,195342,5025,8642,1765.0195530726621,0.7723269124111191,4.521805555555556,-0.1826483167225348,1.7864059590316632
2026-07-10,50,inf,0,10.644819364431441,215532,5786,0,2039.8413407821643,0.7521881729149315,4.989166666666667,-0.4566104420112538,1.9903165735568036
2026-07-10,50,2.0,500,13.48666847362351,195268,5035,8648,1768.7439478585093,0.7713886303311811,4.520092592592593,-0.1826483167225348,1.786405959031664
2026-07-10,75,inf,0,11.659118535388643,215678,5822,0,2053.121601489797,0.7527510534644889,4.992546296296296,-0.3289131959777478,1.9178770949720707
2026-07-10,75,2.0,500,13.176937284860657,196130,5061,8653,1777.2100558659586,0.7688344433686217,4.540046296296296,-0.18604976059593525,1.8588454376163919
2026-07-10,100,inf,0,12.077310928145423,215214,5825,0,2054.856238361304,0.7497410540144616,4.981805555555556,-0.23915185668536765,1.9627560521415306
2026-07-10,100,2.0,500,13.56698971229602,196092,5074,8651,1782.7690875233143,0.7658653681460532,4.539166666666667,0.0,1.8588454376163928
2026-07-11,0,inf,0,1.8371364723503234,47169,2214,0,779.7262569832529,0.9923886500411547,1.091875,-0.23373473791097865,1.8283054003724404
2026-07-11,0,2.0,500,1.844413875555773,45878,2133,675,750.7932960893974,0.998635791354736,1.0619907407407407,-0.4038649516287762,1.800744878957174
2026-07-11,25,inf,0,-0.30899119543094855,47449,1970,0,686.8959031657464,0.6861339807909969,1.0983564814814815,-0.9235298899769333,1.5141527001862258
2026-07-11,25,2.0,500,-0.16064764447611424,45962,1889,697,658.4078212290603,0.7054047873760528,1.0639351851851853,-0.9289850089620586,1.5865921787709543
2026-07-11,50,inf,0,-0.30899119543094855,47449,1970,0,686.8959031657464,0.6861339807909969,1.0983564814814815,-0.9235298899769333,1.5141527001862258
2026-07-11,50,2.0,500,-0.16064764447611424,45962,1889,697,658.4078212290603,0.7054047873760528,1.0639351851851853,-0.9289850089620586,1.5865921787709543
2026-07-11,75,inf,0,-0.25543993580090785,47499,1986,0,691.3202979515941,0.6847468101844992,1.099513888888889,-0.8569838839036237,1.6141527001862241
2026-07-11,75,2.0,500,-0.0800019595908168,46034,1912,695,665.82905027934,0.7025843794712885,1.0656018518518517,-0.7362772602623551,1.6141527001862237
2026-07-11,100,inf,0,-0.31060984120121304,47483,1988,0,692.0651769087635,0.6840780354877991,1.0991435185185185,-0.9237381778328455,1.6141527001862241
2026-07-11,100,2.0,500,-0.13926881396687918,46017,1914,694,666.5739292365096,0.7017414094291364,1.0652083333333333,-0.7918583501692495,1.6141527001862237
2026-07-12,0,inf,0,-0.21075415458582114,55359,3114,0,1105.4368715083972,1.0515453381942992,1.2814583333333334,-1.5249037573650952,-0.8692737430167539
2026-07-12,0,2.0,500,0.039138606687671995,52283,2977,1342,1053.5953445065336,1.040208188221861,1.2102546296296297,-1.2440557379801618,-1.514152700186212
2026-07-12,25,inf,0,-0.9412650652498655,55427,2796,0,983.2530726257125,0.7624132027335847,1.2830324074074073,-2.401678485763057,-1.5417132216014824
2026-07-12,25,2.0,500,0.04499015488640623,52160,2692,1439,945.5091247672387,0.7714779148337289,1.2074074074074075,-1.510377928385651,-1.696834264432023
2026-07-12,50,inf,0,-0.9412650652498655,55427,2796,0,983.2530726257125,0.7624132027335847,1.2830324074074073,-2.401678485763057,-1.5417132216014824
2026-07-12,50,2.0,500,0.04499015488640623,52160,2692,1439,945.5091247672387,0.7714779148337289,1.2074074074074075,-1.510377928385651,-1.696834264432023
2026-07-12,75,inf,0,-0.5062455835942075,55407,2800,0,984.5703910614667,0.7601497764770562,1.2825694444444444,-1.9139925554500934,-1.8590316573556716
2026-07-12,75,2.0,500,0.2452374608269139,52045,2687,1446,942.8847299813913,0.7697209854204736,1.2047453703703703,-1.1830469451045644,-1.5968342644320226
2026-07-12,100,inf,0,-0.5510181077490302,54907,2797,0,984.0255121042974,0.7593119449723015,1.2709953703703705,-2.0395270171840423,-2.2039106145251317
2026-07-12,100,2.0,500,0.3540112055457456,52152,2695,1441,945.4642458100693,0.7699110360763858,1.2072222222222222,-1.1065843309630026,-1.9417132216014845
2026-07-13,0,inf,0,14.448394591743167,288639,7701,0,2751.8417132212653,1.1334080669320163,6.6814583333333335,-0.6376601627174523,-0.9765363128491473
2026-07-13,0,2.0,500,14.69842113981376,255975,6632,11788,2362.995158286643,1.1115119240210987,5.925347222222222,-0.3626051354934674,-1.3489757914338731
2026-07-13,25,inf,0,10.652038601296113,277995,6505,0,2298.276536312747,0.7955822997780336,6.435069444444444,-0.8469201059095042,-1.2709497206703686
2026-07-13,25,2.0,500,9.949391433032375,246075,5566,11355,1963.733705772853,0.8380808488395839,5.696180555555555,-0.6163081079643291,-1.5709497206703709
2026-07-13,50,inf,0,10.735614291381424,277950,6510,0,2300.2111731842547,0.7964935392956556,6.434027777777778,-0.8469201059095042,-1.2260707635009092
2026-07-13,50,2.0,500,9.459075460658184,246336,5583,11386,1969.7754189944546,0.8384930376167129,5.702222222222222,-0.6163081079643291,-1.5985102420856425
2026-07-13,75,inf,0,10.12776438996751,277245,6485,0,2288.5931098695505,0.7882488190303598,6.417708333333334,-1.0696536567308215,-1.2363128491619895
2026-07-13,75,2.0,500,8.726135942264577,243627,5571,11157,1963.716387337099,0.8404456119491374,5.639513888888889,-0.5878719886778185,-1.5536312849161806
2026-07-13,100,inf,0,9.364922289077967,277892,6479,0,2285.9135940408737,0.7874966809181305,6.432685185185186,-1.0696536567308215,-1.281191806331449
2026-07-13,100,2.0,500,8.022787310091331,244552,5576,11199,1965.006145251438,0.8372354746193088,5.660925925925926,-0.5878719886778185,-1.553631284916182
2026-07-14,0,inf,0,0.0786587423698677,338218,11291,0,4033.4597765354206,0.925355488036365,7.8291203703703705,-2.5282304026311664,-0.8102420856610697
2026-07-14,0,2.0,500,4.322504753944564,294025,9584,14507,3419.702234636273,0.8556711154019552,6.8061342592592595,-2.1471707169911127,-0.5070763500930965
2026-07-14,25,inf,0,-0.06772214361046736,340120,10497,0,3705.4908752320816,0.513983335357821,7.8731481481481485,-2.148411763259787,0.5661080074487945
2026-07-14,25,2.0,500,3.189229377217476,292735,9026,14410,3179.307821228563,0.4820260846672118,6.776273148148148,-0.13295789258844692,0.34171322160149625
2026-07-14,50,inf,0,-0.3575359148748518,339998,10505,0,3708.4703910607577,0.5133875528809407,7.870324074074074,-2.1473109295912423,0.5661080074487927
2026-07-14,50,2.0,500,3.308669072095352,293360,9059,14446,3191.4534450646843,0.48159227510835395,6.79074074074074,-0.08826476186218812,0.2590316573556866
2026-07-14,75,inf,0,-1.4662882155916108,339816,10649,0,3763.467039105426,0.513973999745849,7.8661111111111115,-2.6501960914945784,0.8212290502793405
2026-07-14,75,2.0,500,1.331025483857573,292470,9185,14296,3237.611545623324,0.4828061636950071,6.770138888888889,-0.41263172620210753,1.0487895716946096
2026-07-14,100,inf,0,-1.3412616384357818,340135,10685,0,3777.057541898714,0.5125144037464774,7.87349537037037,-2.8192319843377476,0.8936685288640707
2026-07-14,100,2.0,500,1.6543549221021152,293882,9223,14467,3252.174487895199,0.48110368969351575,6.802824074074074,-0.5895263564458446,0.8936685288640693
2026-07-15,0,inf,0,10.763391355746862,294778,10708,0,3623.584543761053,0.7172839982790165,6.823564814814815,-1.0178477051620973,0.13202979515831453
2026-07-15,0,2.0,500,8.801489474272024,269860,9826,9561,3332.6162011168403,0.6928939656422777,6.246759259259259,-1.132290339326758,-0.6135940409683169
2026-07-15,25,inf,0,3.1549119237218974,296755,11417,0,3818.9253258838844,0.34495371252866824,6.869328703703704,-4.443655995355897,0.703724394785864
2026-07-15,25,2.0,500,-0.4427548277553246,272285,10376,9694,3472.9013035376465,0.33689214526266764,6.302893518518519,-5.595663338583634,0.14785847299815585
2026-07-15,50,inf,0,2.7713579952222105,296649,11424,0,3820.5599627553925,0.3457918178921992,6.866875,-4.443655995355897,0.7037243947858649
2026-07-15,50,2.0,500,-0.4490783303237311,271793,10380,9677,3474.7910614519847,0.3376459024190704,6.29150462962963,-5.627053817052129,0.14785847299815763
2026-07-15,75,inf,0,1.9378274386673624,296981,11577,0,3875.4534450644874,0.34483290560760216,6.874560185185185,-4.38268241552862,0.8556797020484375
2026-07-15,75,2.0,500,-0.3628306957963101,270947,10534,9636,3527.942830539482,0.3362818064123394,6.271921296296297,-5.097752586442326,0.0620111731843736
2026-07-15,100,inf,0,2.1878950145535896,297052,11621,0,3891.771508379197,0.34221185919709407,6.876203703703704,-4.199691974098954,0.8556797020484366
