dt,orders_all,orders_resting,orders_canceled,100ms_windows,100ms_cancel_ratio_mean,100ms_lambda_cancel_bid,100ms_lambda_cancel_ask,100ms_new_diff_mean,1s_windows,1s_cancel_ratio_mean,1s_lambda_cancel_bid,1s_lambda_cancel_ask,1s_new_diff_mean,10s_windows,10s_cancel_ratio_mean,10s_lambda_cancel_bid,10s_lambda_cancel_ask,10s_new_diff_mean,60s_windows,60s_cancel_ratio_mean,60s_lambda_cancel_bid,60s_lambda_cancel_ask,60s_new_diff_mean
2026-07-13,7848964,7116998,7055737,713964,0.5155382248843663,8719.94423248231,7984.270372175628,738.7818517460264,86784,0.5236483627264039,7173.81805862832,6568.585928281712,607.7890463679942,8968,0.5209667485787658,6942.15685102587,6356.469237288136,588.1619603033005,1693,0.5195863786253409,6128.889805079741,5611.8149360110265,519.2593482969088
2026-07-14,9794770,6891188,6796633,678067,0.5095034280231456,8225.418784574385,7678.02381770533,547.8885139669089,86605,0.5144450768995672,6440.026602390162,6011.448041106172,428.96498008198154,8911,0.517460289747184,6258.988933901919,5842.458283020985,416.9062069352486,1628,0.5172639881068943,5709.853643529894,5329.867502047502,380.328747952498
2026-07-15,10988582,5962738,5885992,649013,0.5094054774154407,7809.706306345173,7126.954372254485,684.5734523037289,86546,0.5141399413241712,5856.539781156843,5344.540519492523,513.3652277401613,9027,0.5172300934938105,5614.933996898194,5124.056760828626,492.18685055943274,1698,0.5174690243082828,4975.069610325874,4540.131564585787,436.0984197094621
2026-07-16,13357276,6802215,6722252,687900,0.5148464661525824,9643.833369675825,9078.634395987789,566.7826646314871,86719,0.5219127211271741,7649.987863098052,7201.642778399198,449.6013503384495,9048,0.5191461209257879,7331.999309239611,6902.290673076924,430.91268236074274,1720,0.5168002753575236,6428.2877664728685,6051.543218023256,377.8001889534884
2026-07-17,15857025,9664029,9553150,705250,0.5169168308064485,12935.006529599434,12420.685983693726,518.1771329315845,86729,0.5249648056715824,10518.296480992518,10100.068938878578,421.3635842682378,9035,0.5237045868310611,10096.749701162149,9695.283663530714,404.47639513004987,1703,0.522069807476304,8927.787585633198,8572.801712663928,357.6477030730084
2026-07-18,766872,725131,713533,276177,0.49797043575767397,1470.0522599637188,1445.6084612404363,26.050746441593617,68081,0.500303861221427,596.3405693218372,586.4247117404268,10.56773108503107,8121,0.5061457496080125,499.9318101219062,491.61902228789563,8.859274719862091,1430,0.5050301743506662,473.18720629370625,465.31912354312345,8.385334498834498
2026-07-19,1621317,1482497,1458092,338641,0.49782112373086834,2285.7255353013957,2433.8150991758234,-150.3218157281605,76236,0.4912747038280939,1015.3213455585287,1081.1028634765728,-66.77308620599192,8826,0.4881771623552143,877.0002050759122,933.8200532517562,-57.67633129390437,1571,0.49050217427889253,821.1758762995969,874.3789295565456,-54.005018035221724
2026-07-20,10594694,7351241,7283216,671497,0.5096867722356806,9003.059824541286,8849.278392904213,154.18515198131936,85909,0.5152311070495309,7037.129594105391,6916.92825315159,120.51690393323166,8833,0.5136952670047753,6844.251854409602,6727.345061700443,117.21370655496436,1566,0.5132189341379374,6434.150343763303,6324.2485025542765,110.19036504895703
2026-07-21,7969077,5403654,5340628,638196,0.5125358591444665,7422.79248381375,7383.01941409849,40.03467273376831,86648,0.5075311657117461,5467.173474286769,5437.8790716462,29.487083371803166,8966,0.4985130365676917,5283.511568146331,5255.201269239349,28.49650680347981,1677,0.49751981433236736,4708.006829656132,4682.780220632081,25.39253428741798
2026-07-22,9543696,6739802,6661057,684228,0.5092864008971446,8802.723327604248,8508.30152960709,295.2553330176491,86630,0.5159555821659119,6952.637396975642,6720.094815883643,233.200930393628,8841,0.5150261520128202,6812.656687026356,6584.795994796968,228.50578667571548,1589,0.5146462118890912,6317.463579819593,6106.165448919656,211.89633522131317
2026-07-23,12202765,8875647,8798274,694770,0.5017610878772911,13071.328774990285,13051.173388315558,22.124589432474057,86673,0.5023417724627087,10477.965563670348,10461.809023571355,17.735051284713816,8854,0.5014180774536399,10257.021790151346,10241.205935170545,17.36108086740457,1578,0.5006258352086006,9591.853710392901,9577.063513941697,16.235214406421655
2026-07-24,11793224,8613177,8555464,675234,0.5018990432450667,13928.739699126525,13351.919065094471,577.4516908212561,86185,0.5030919922824164,10912.755841503742,10460.833924696874,452.4163311481117,8871,0.5054241504650109,10602.140257017247,10163.081634539512,439.5389640401308,1612,0.5041580183387034,9724.109410669977,9321.41203267163,403.13793941273775
2026-07-25,847366,781470,767821,280818,0.5481616842605014,2008.2501121722967,1620.192850885627,386.65750414859446,72935,0.5564148543016936,773.2265441831768,623.8147885103173,148.87281414958525,8780,0.5643783532592443,642.3152391799546,518.1996765375854,123.66786674259683,1534,0.5591205873321703,612.7257496740548,494.3278096479791,117.97086810082574
2026-07-26,1495113,1389624,1372004,322167,0.5175546580605589,2127.8236194271913,2004.829066912502,122.76424028531787,74917,0.493464808247769,915.0320381221884,862.1404567721613,52.79253974398333,8863,0.47592504488267884,773.456563240438,728.7484666591448,44.6243788784836,1580,0.47670084695183534,723.1166160337553,681.3183185654009,41.720028481012655
2026-07-27,15973423,12018346,11938028,684960,0.5140902185656858,17312.49151775286,16078.005146285914,1237.8672302032235,86476,0.5092505004002039,13712.896283361855,12735.083034599194,980.4911628659975,8892,0.5109386985090318,13335.99211650922,12385.0544365722,953.5419905533064,1646,0.5113893494047465,12007.254141352776,11151.063593560146,858.5353766707169
2026-07-28,22388504,16670373,16560489,738881,0.5050519928499134,24727.031056421805,23498.994426707413,1231.800038165821,87005,0.5083449456625165,20999.1764082524,19956.27895063502,1046.0934934773863,9101,0.5078696912698872,20075.083434787386,19078.079882430506,1000.0589429733,1793,0.5079640817812384,16983.02048150214,16139.580313255252,846.0249525934191
2026-07-29,30031775,21896032,21732296,767362,0.5065207389401479,32180.56771901658,30748.98140251928,1437.0830989806636,87117,0.5082051809730395,28345.954068666277,27084.954563403237,1265.8412950400038,9223,0.5072651851581893,26774.525432071994,25583.432578336768,1195.666226824244,1847,0.507641763057708,22283.1120790471,21291.824460386215,995.0938106839919
2026-07-30,19362780,13979885,13826517,710721,0.517370973694917,16061.228121864979,15207.032458587828,854.1090934417304,82696,0.5134978227603961,13803.63271742285,13069.504348457001,734.0539675437749,8499,0.5122729875287001,13431.05319684669,12716.739988233909,714.2408153900458,1573,0.5126396367551085,12094.778673447763,11451.53349862259,643.1799841068022
2026-07-31,21297206,15612560,15451188,719390,0.5058371179711147,20346.80472483632,19892.197217086697,449.9565951709087,86676,0.5076886647964611,16887.35965088375,16510.046328856894,373.4531761964096,8924,0.5043444399098378,16402.16029919319,16035.68775885253,362.7233023307935,1639,0.5030120860405211,14884.3683658735,14551.807764897298,329.158302826927
2026-08-01,1502617,1362102,1344581,315550,0.4964173624047783,2434.501638409127,2551.174156235145,-117.56350499128506,74634,0.4896222030162537,1029.2989682986306,1078.6277098909343,-49.705447919178916,8846,0.488258327339593,868.4230070088176,910.0418324666517,-41.936653854849645,1576,0.48617229011213753,812.401641285956,851.3356651861252,-39.23134940778342
2026-08-02,3447438,2941048,2903103,449701,0.5260162573925928,3568.573396545705,3444.9624105794737,122.90422302818985,82509,0.5251471383363773,1944.989061799319,1877.6170369293045,66.98681598371085,8855,0.5191339477071214,1812.299294184077,1749.5234793901752,62.416885375494076,1576,0.5128165130361241,1697.1140281302874,1638.3280890439935,58.449822335025374
2026-08-03,17033531,12109538,12003152,701350,0.5051423124457306,16292.114720182506,16012.411597633136,278.21664219006203,86563,0.5108403715119411,13200.183287316753,12973.56246202188,225.41645044649556,8837,0.5080074652757725,12930.264409867603,12708.27755346837,220.80710874731244,1597,0.5067479848206553,11924.93702671676,11720.209636819036,203.6393675641829
2026-08-04,15312107,11578846,11475156,713962,0.49974867038516857,13255.430200766988,13453.973222664512,-199.63486572114482,86798,0.49766750627461237,10903.331248415863,11066.64396645084,-164.21082052581858,8889,0.4952913092509187,10646.724555068062,10806.193756328048,-160.34616717291036,1622,0.49443229719748477,9724.489783189478,9870.145530209618,-146.45674886970818
2026-08-05,15840998,11689821,11584903,698897,0.4947703335719764,12678.60247790447,13316.69228942176,-635.8373351151887,86712,0.4938981629464638,10218.92844819633,10733.227570578469,-512.4836308700064,8860,0.4923068322755274,10001.170695259594,10504.510486455982,-501.5629864559821,1589,0.49094709461584596,9294.144363331236,9761.900871617368,-466.1053136144326
2026-08-06,14618795,10878076,10785192,676948,0.49807872271771003,13673.237829198108,13828.09253443396,-150.66027818975755,86533,0.49801206573626167,10696.579341985138,10817.722238914634,-117.86159499843993,8896,0.49378694129377027,10404.756072392085,10522.593957958632,-114.64610386690654,1624,0.4919060871101258,9499.251849343185,9606.834549466337,-104.66869252873563
2026-08-07,12253960,9129201,9028265,632048,0.5138404403348071,13927.171986937701,13712.663580930563,212.37561704174365,85717,0.5119342891606089,10269.422868275838,10111.25166653056,156.59855571240243,8854,0.5040736841525039,9941.993675175063,9788.865587305174,151.60558391687374,1588,0.5035854775442284,9238.708228379513,9096.412249160368,140.8811754827876
2026-08-08,1030356,819017,806916,256147,0.5997357011492732,1889.7410354210667,1854.8748140716073,34.98820208708281,73174,0.5828480968638485,661.5074985650641,649.302510454533,12.247687703282585,8819,0.5245642542726265,548.8734516385077,538.7465914502778,10.162289375212607,1559,0.5149473282520611,517.4807536882618,507.9330970707718,9.581059439811842
2026-08-09,1069956,874964,860381,254468,0.5064229427309433,2669.5199514280775,2440.4710926324724,232.1296390901803,72243,0.5035460087658141,940.308961421868,859.629027033761,81.76510526971471,8809,0.49534265526222987,771.1515529572029,704.9855806561471,67.05592575774776,1558,0.49954968377307585,726.6874229781771,664.3365404364569,63.18952182284981
2026-08-10,10596622,7904160,7827551,615121,0.4879558612990431,11972.722774868684,12595.705753827297,-611.9643273437258,91034,0.4827428054177626,8090.024832480171,8510.977348023815,-413.5071610607026,12687,0.4784856401569741,5804.897301174431,6106.946574446283,-296.7069512098999,4662,0.47826024324382654,2632.873304018304,2769.870984913485,-134.57461354211355
