dt,n_fills,n_adverse,loss_total,warned_0ms,loss_avoided_0ms,mean_if_pull_0ms,warned_100ms,loss_avoided_100ms,mean_if_pull_100ms,warned_200ms,loss_avoided_200ms,mean_if_pull_200ms,warned_500ms,loss_avoided_500ms,mean_if_pull_500ms,warned_1s,loss_avoided_1s,mean_if_pull_1s
2026-07-16,151038,70970,141668.23654739448,0.7719881640129632,0.8316602325124849,0.6134299986059747,0.7668310553755108,0.8226414066534171,0.5460290847071314,0.7339298295054248,0.7814612292163843,0.38035298958240354,0.6217134000281809,0.6511786507121812,0.08848538368579274,0.5752994222911089,0.5875979399786957,0.00662099508097335
2026-07-19,37709,15336,34148.216225232456,0.7692357850808555,0.803004202990929,0.6685107545328393,0.7638236828377674,0.7998860448502296,0.6423266153423992,0.732981220657277,0.75801863254987,0.47074861638801296,0.6092201356285863,0.5947053621591623,0.15369581745990615,0.5764866979655712,0.5880993397882094,0.1311852410866832
2026-07-22,125634,60258,91426.75887442956,0.7324836536227555,0.813277737030495,0.7147526847457624,0.7292807594012414,0.8089053681447474,0.6525696140501278,0.7011351189883501,0.7752247651666655,0.5431793832049345,0.6105413389093565,0.6590235244194951,0.32869567976242686,0.5599920342527134,0.6011082367134541,0.24966372237818701
2026-07-25,22523,7174,8489.453862849427,0.6952885419570672,0.7572762003098306,0.3461938586760359,0.6909673822135489,0.7320967487913214,0.3252577837257571,0.6747978812378032,0.7200772971950004,0.3043169448602223,0.5720657931419013,0.5755303668266217,0.18431648414559204,0.5333147477000278,0.5250646411928612,0.1416610014990748
2026-07-28,202938,92122,225765.16029813222,0.7558997850676277,0.8201761329547554,1.0161302822006453,0.7633030112242462,0.8222048592103931,0.8684007471380095,0.7403334708321574,0.7951359260518334,0.623902024800117,0.6198845009878206,0.6560986715144652,0.2981832707297692,0.5642191875990534,0.5857776976342235,0.1657370949428843
2026-07-31,252938,111337,281361.51221764466,0.7219163440725006,0.7864077565456344,1.225454478814395,0.7312124450991135,0.7950122636813725,1.0958414916302381,0.7089916200364659,0.7611927563530954,0.7703396614245113,0.5754960165982558,0.6031974395822921,0.4943422081278021,0.5494310067632503,0.5650105672140504,0.46439155439297175
2026-08-02,57991,30926,56928.74228377508,0.8065705231843756,0.8870891336146507,0.3810733251784034,0.8076052512449072,0.8814038090046635,0.32743851739957824,0.766765828105801,0.8340134923371177,0.1251344856301149,0.6507792795705879,0.7127043505570114,-0.14388871068350245,0.5959710276143051,0.6386006733652063,-0.284309248271168
2026-08-04,162642,79904,162240.9311004386,0.7937775330396476,0.8590032075024584,0.8248457239866201,0.7970314377252703,0.852193374772824,0.6559877385257473,0.766094313175811,0.8107463715197318,0.41683931959649434,0.6212454945935122,0.6427380367838704,0.06985867076093011,0.5733380056067281,0.5952323517383609,-0.05477528508926801
2026-08-06,149911,76039,157434.23103155187,0.7856100159128868,0.8425933508497171,0.6631024126001611,0.7927905416957087,0.8469330626505758,0.4887611230014621,0.7600704901432159,0.8150404916326732,0.2298650402062126,0.5991136127513513,0.6289825575560286,-0.060736344149828966,0.5629348097686714,0.5845477454438316,-0.11561158501307929
2026-08-09,20223,9522,15499.679627232483,0.6877756773787019,0.816051871833007,-0.06607354955086861,0.6891409367779878,0.8164381883714791,-0.08760698678425946,0.6593152699012812,0.7866130595540836,-0.1282189897102504,0.5623818525519849,0.6985778766224532,-0.21474944062879175,0.5689981096408318,0.7250217915096879,-0.19955818270194747
