dt,series,step,rho1,rho2,rho3,zero_share
2026-05-05,trade,1ms,-2.880964612932842e-9,-2.880964612932842e-9,-2.880964612932842e-9,0.9999845837564164
2026-05-05,trade,10ms,-2.8809649559929355e-8,-2.8809649559929355e-8,-2.8809649559929355e-8,0.9998458375498044
2026-05-05,trade,100ms,0.00192845376429106,-0.01445778779575943,-0.0011112411923112108,0.9984595393289041
2026-05-05,trade,1s,-0.11028836762081141,-0.06776535469072272,0.07392989245571628,0.9850494277097912
2026-05-05,trade,10s,-0.1839176466287758,-0.05057724987993743,0.0607074746877942,0.8826269212855147
2026-05-05,trade,60s,-0.10353962585597186,-0.05187113081277136,-0.1034639188040075,0.6415094339622642
2026-05-06,mid,1ms,0.05205902660274887,-2.0635903075466892e-11,-2.0635903075466892e-11,0.9998488453913019
2026-05-06,mid,10ms,0.009541584395567886,2.3771436116142797e-6,-0.000119030450000889,0.9985222521030735
2026-05-06,mid,100ms,-0.017964277215900878,-0.01922367212070841,-0.01281688975775866,0.9854377978329739
2026-05-06,mid,1s,-0.14220481182714215,-0.10175316188851477,-0.03760890694254246,0.8889737713267125
2026-05-06,mid,10s,-0.0645726080113418,0.009465639310078924,0.0118182977583069,0.5206621136705637
2026-05-06,mid,60s,0.04099682132771294,-0.13339972363454916,-0.05363890578812029,0.1264767199444058
2026-05-06,micro,1ms,-0.01334806879284311,-4.673492951216742e-13,-4.673492951216742e-13,0.9997865732575401
2026-05-06,micro,10ms,-0.0021455861886841105,-7.373050060568076e-6,-0.0002342698654798236,0.9979100637560192
2026-05-06,micro,100ms,-0.02169115384896973,-0.013341319544356432,-0.025389259949659914,0.9794524908298985
2026-05-06,micro,1s,-0.18249371840253328,-0.059972075076170334,-0.04491088156489393,0.847755631178091
2026-05-06,micro,10s,-0.18502294261401844,-0.07380663429681925,-0.016208278774583935,0.3742331288343558
2026-05-06,micro,60s,-0.16451545722862743,-0.1097638493180886,-0.029035020531951086,0.04378040305767894
2026-05-06,trade,1ms,-2.2195785859588898e-11,-2.2195785859588898e-11,-2.2195785859588898e-11,0.9999673360666401
2026-05-06,trade,10ms,-2.2195786891665158e-10,-2.2195786891665158e-10,-0.0006449627810564677,0.9996733606512785
2026-05-06,trade,100ms,0.00037077635959636686,-0.006264033878379905,-0.0008998446327084085,0.9967405483425527
2026-05-06,trade,1s,-0.056954601934357904,-0.057588505666667705,-0.016577826397440844,0.9684237331296155
2026-05-06,trade,10s,-0.22500154361080793,-0.1453400865479236,0.09794123253694088,0.770343789790485
2026-05-06,trade,60s,-0.186134352937793,-0.10550166563238633,-0.0028703931353355637,0.4037526059763725
2026-05-07,mid,1ms,0.03839316527309622,-2.9006306328264045e-9,-2.9006306328264045e-9,0.9997293764142221
2026-05-07,mid,10ms,0.002849645470262734,8.049210992913589e-7,-2.693011617439191e-6,0.9973090436137043
2026-05-07,mid,100ms,-0.020251631161076637,-0.03075719041976085,-0.031091389623615365,0.9733207700490686
2026-05-07,mid,1s,-0.12541056144378065,-0.027995329292469326,0.0013243711787139071,0.8508606419798816
2026-05-07,mid,10s,-0.06748436865838824,-0.033164689731378635,0.0020980746408360714,0.5680713128038898
2026-05-07,mid,60s,-0.019854038338959087,0.008515086785367082,0.07110846565188553,0.19318971507991656
2026-05-07,micro,1ms,-0.005108982664025012,-2.0659777713347667e-10,-2.0659777713347667e-10,0.9996842203935147
2026-05-07,micro,10ms,-0.00006762953724786872,-0.00007513195695501398,2.2100133622624104e-6,0.9968603772501614
2026-05-07,micro,100ms,-0.020097965332527563,-0.03019588874510064,-0.08365595064187477,0.9689799546934632
2026-05-07,micro,1s,-0.24921525241743248,-0.03163689287665571,-0.011751397459894534,0.8299204759865261
2026-05-07,micro,10s,-0.2281212684583141,-0.07792863312659268,-0.0441551537369366,0.5096087057189165
2026-05-07,micro,60s,-0.2946958602265293,-0.05736342550743805,0.024880225058502164,0.1445448227936067
2026-05-07,trade,1ms,-6.715631921365016e-10,-6.715631921365016e-10,-6.715631921365016e-10,0.9999903709912072
2026-05-07,trade,10ms,-6.715632351502247e-9,-6.715632351502247e-9,-6.715632351502247e-9,0.9999037099064872
2026-05-07,trade,100ms,-0.0004523068381793377,0.00011144695189469037,0.00017274913812894744,0.9990370983946226
2026-05-07,trade,1s,-0.013445057649172183,-0.006436944149210339,0.0014744099346607172,0.9904869078970265
2026-05-07,trade,10s,-0.08849438156486537,-0.07563940293116876,0.006796263888583232,0.9158835131685811
2026-05-07,trade,60s,-0.0905728941815365,-0.05077547676880639,0.0026099425570046005,0.6559888579387186
2026-05-08,mid,1ms,0.02603629515036715,-2.313483267067238e-8,-2.313483267067238e-8,0.9997374749710302
2026-05-08,mid,10ms,0.0014020351924026746,-0.00007148245622415531,-0.00016515739352629174,0.9974084304771631
2026-05-08,mid,100ms,-0.023539710825169317,-0.039367356388225735,-0.08059587295276092,0.9744662283143498
2026-05-08,mid,1s,-0.1908251422891118,-0.07525366331785838,0.012376426674315513,0.8352411486244053
2026-05-08,mid,10s,-0.17347926507476905,-0.024648112156808597,0.0477441095363481,0.47077208010186367
2026-05-08,mid,60s,-0.10809494022281654,0.004212125973574455,0.005379512371188884,0.14315496872828348
2026-05-08,micro,1ms,-0.007687537852442446,-3.818194280774577e-9,-3.818194280774577e-9,0.9996612128505874
2026-05-08,micro,10ms,-3.97959514763633e-6,-0.00042169751696793196,-4.782761114823583e-6,0.9966684946118827
2026-05-08,micro,100ms,-0.038035280057102216,-0.03840499600854243,-0.05793141018317905,0.9673272815867722
2026-05-08,micro,1s,-0.24909621380204852,-0.060430865175255276,-0.009196788443965579,0.7970115394854107
2026-05-08,micro,10s,-0.3071585269240266,-0.05364501784629162,0.014656407055158584,0.4015511054520199
2026-05-08,micro,60s,-0.29554435206697643,-0.03283245584971594,-0.037084851089753464,0.10632383599722028
2026-05-08,trade,1ms,-9.2625222025306e-9,-9.2625222025306e-9,-9.2625222025306e-9,0.9999605970035503
2026-05-08,trade,10ms,-9.262523939644589e-8,-9.262523939644589e-8,0.00010193655531715102,0.9996059699944531
2026-05-08,trade,100ms,-0.002769297398011859,-0.007077152861408064,-0.011920524075616138,0.9960805331215787
2026-05-08,trade,1s,-0.13754472261216724,-0.05463259017444157,-0.009955332573194713,0.9645672481450185
2026-05-08,trade,10s,-0.17683443119564388,-0.07955147230050132,-0.057939055241626826,0.7854827506367215
2026-05-08,trade,60s,-0.27460974196102195,0.00964893776282506,0.006278528076195085,0.44683808200138986
2026-05-09,mid,1ms,0.03687226833490235,-1.19764500680235e-9,-1.19764500680235e-9,0.9998060970840754
2026-05-09,mid,10ms,0.0021525920727082323,0.0006198064082098034,-1.1201898551318142e-8,0.9980816885400161
2026-05-09,mid,100ms,-0.0070206259827228475,-0.012375135318407402,-0.016758976143559912,0.9809742948116238
2026-05-09,mid,1s,-0.18005934275401123,-0.1387138713292153,0.028339873158125927,0.85551748883076
2026-05-09,mid,10s,-0.03060999860551331,-0.06383575233368875,0.013890789235142255,0.4883667091098507
2026-05-09,mid,60s,-0.04921919999815639,-0.015939601508208622,-0.12468275254533957,0.14037526059763727
2026-05-09,micro,1ms,-0.015219370544486212,-1.9076450275510058e-10,-1.9076450275510058e-10,0.9997395105935774
2026-05-09,micro,10ms,-0.0028795481892635436,0.00017801949926768494,-1.95637833035815e-9,0.9974282079980185
2026-05-09,micro,100ms,-0.01937379878583478,-0.014975369389742393,-0.030076587149674205,0.9745968988031097
2026-05-09,micro,1s,-0.2604565568971326,-0.059370069372305226,-0.028878821575528336,0.8130280793536887
2026-05-09,micro,10s,-0.2475763932498771,-0.05079078959264648,0.015248274597283458,0.3513138094686885
2026-05-09,micro,60s,-0.19063513380359168,-0.06257153065753192,-0.07292510282828726,0.021542738012508722
2026-05-09,trade,1ms,-4.419257150054939e-10,-4.419257150054939e-10,-4.419257150054939e-10,0.9999719784693716
2026-05-09,trade,10ms,-4.41925716763179e-9,-4.41925716763179e-9,-4.41925716763179e-9,0.9997197846937164
2026-05-09,trade,100ms,-0.0030637859236027176,-0.011545638641455072,-0.014369356194600919,0.9972105771211767
2026-05-09,trade,1s,-0.10792765864724357,-0.06342161192362253,-0.003296158623966093,0.9739111311735361
2026-05-09,trade,10s,-0.18657578859979448,-0.11424938370685984,0.010249299778313693,0.8222016437087626
2026-05-09,trade,60s,-0.2208494886601656,-0.08393327404250707,-0.08349229770916886,0.4899235580264072
2026-05-10,mid,1ms,0.036014712167922666,-7.523893632759777e-14,-7.523893632759777e-14,0.9997301084124345
2026-05-10,mid,10ms,0.0017847988425610387,-0.000011673092596244637,-8.853064257201959e-7,0.9973121954127224
2026-05-10,mid,100ms,-0.02306710451912126,-0.014337315795038367,-0.01908934242125887,0.9733071289017288
2026-05-10,mid,1s,-0.06688250051510616,-0.061686493818856776,-0.054857584352479706,0.7870643656608447
2026-05-10,mid,10s,-0.10715701344404556,-0.05924482259379665,-0.057956514900649056,0.3638152563954161
2026-05-10,mid,60s,-0.16849321544068221,-0.08440698664607284,-0.0066183715287592895,0.12091730368311326
2026-05-10,micro,1ms,-0.0014520620336942495,-1.7677582156433134e-13,-1.7677582156433134e-13,0.9996341914561708
2026-05-10,micro,10ms,0.000021048305485397062,7.189659611037483e-8,4.884990114778758e-7,0.9963590444878998
2026-05-10,micro,100ms,-0.017561106234602355,-0.012760442134038789,-0.012675077741134657,0.9640175190051575
2026-05-10,micro,1s,-0.4201645262931136,0.046965350833997485,-0.08901751683301733,0.7309744551315439
2026-05-10,micro,10s,-0.28202179077113876,-0.03453524814211635,-0.06440643545085284,0.25408033337191804
2026-05-10,micro,60s,-0.33246630649184444,0.03151413580394875,-0.13396510018827926,0.032661570535093776
2026-05-10,trade,1ms,-9.922878280350304e-13,-9.922878280350304e-13,-9.922878280350304e-13,0.9999887728432997
2026-05-10,trade,10ms,-9.92287873984393e-12,-9.92287873984393e-12,-9.92287873984393e-12,0.9998877284277987
2026-05-10,trade,100ms,0.0007516510900618508,-0.012186330971733285,-0.007661260269730047,0.998879598507366
2026-05-10,trade,1s,-0.0996605710444311,0.025150546480766343,-0.05748724003317275,0.9892125884000602
2026-05-10,trade,10s,-0.14146315192530626,-0.07966362019610737,0.011048260912435465,0.9187405949762704
2026-05-10,trade,60s,-0.2483826573567498,-0.060123623931054325,-0.015343756798258178,0.7157748436414176
2026-05-11,mid,1ms,0.04282234229959293,-0.000013326798000246235,-7.338171220662037e-6,0.9992381310110483
2026-05-11,mid,10ms,0.004386855544562005,5.52775192450357e-6,-0.00007603639993878019,0.9925524967724476
2026-05-11,mid,100ms,-0.018306589906593607,-0.027800466098303472,-0.02859268807765142,0.9267402574403883
2026-05-11,mid,1s,-0.18277915981341727,-0.09674916180312285,0.0001007973115386198,0.521852863558498
2026-05-11,mid,10s,-0.10306421763571157,-0.03327727808953339,0.005295628074583413,0.08959370297488134
2026-05-11,mid,60s,-0.07249055096846399,-0.023012375189010375,-0.0025853470122824207,0.006254343293954134
2026-05-11,micro,1ms,-0.01626215203538381,-4.329989945853139e-6,-2.0001270582121048e-7,0.9990043722018043
2026-05-11,micro,10ms,-0.003949111225960683,0.0003583232199571115,-0.00034546086054727647,0.9903086621092416
2026-05-11,micro,100ms,-0.03422539717546496,-0.03432138811632108,-0.024841489952600496,0.9053899049384988
2026-05-11,micro,1s,-0.3074998951884823,-0.07634278228854355,-0.015330396465934187,0.4432728367054031
2026-05-11,micro,10s,-0.24115139796402904,-0.05804153912261223,-0.007191326238250749,0.0479222132191226
2026-05-11,micro,60s,-0.133166821681753,-0.02686023893073628,0.010924468084863123,0.0020847810979847115
2026-05-11,trade,1ms,-7.132551770287266e-13,-7.132551770287266e-13,-7.132551770287266e-13,0.9998380283504674
2026-05-11,trade,10ms,-7.132551935454356e-12,0.000023989390959124114,-0.00029733899160684987,0.9983802834671772
2026-05-11,trade,100ms,-0.016931098190761,-0.015692525068971185,-0.01838113757486079,0.9838954250181731
2026-05-11,trade,1s,-0.13469786487140967,-0.07220687016208775,-0.04403429202319651,0.8606567813776898
2026-05-11,trade,10s,-0.31255104603665335,-0.06038229668958963,0.049031314072169804,0.3907859705984489
2026-05-11,trade,60s,-0.30574300235790003,0.06010710360600423,-0.04402120828939545,0.0542043085476025
2026-05-12,mid,1ms,0.03584569174374776,-9.247915152005266e-9,-0.000058149678616951514,0.999179210445495
2026-05-12,mid,10ms,0.004092634300787338,-8.700842781993478e-8,-0.00016612320118932142,0.9918865487195389
2026-05-12,mid,100ms,-0.037239408342828524,-0.03823424541483309,-0.04865250634092107,0.9201814358151706
2026-05-12,mid,1s,-0.17083265493952488,-0.10318275255923264,-0.06719552413568258,0.4854107107721154
2026-05-12,mid,10s,0.012027032945051083,0.035380992364875546,0.024596091349845303,0.09792800092603315
2026-05-12,mid,60s,0.10191046425717393,0.07662420737279303,0.07964855722720808,0.006949270326615742
2026-05-12,micro,1ms,-0.009761393485000344,-2.014814349377952e-9,0.000027154398754962143,0.9988824039795955
2026-05-12,micro,10ms,0.000622858655467366,6.050000470069097e-7,-0.0000672529256334757,0.9889931368998491
2026-05-12,micro,100ms,-0.039330713389624385,-0.04920877959340132,-0.05264154904757955,0.8926940718544162
2026-05-12,micro,1s,-0.3290413178835679,-0.06758799836455454,-0.026670213037657663,0.3939744672970752
2026-05-12,micro,10s,-0.2038235505354245,0.005742956996984999,-0.018301133001261637,0.05880310221090401
2026-05-12,micro,60s,0.04731954807550754,0.059196971217708345,0.06360529330650784,0.0006949270326616075
2026-05-12,trade,1ms,-3.703226081992346e-9,-3.703226081992346e-9,-3.703226081992346e-9,0.9998885585780269
2026-05-12,trade,10ms,-3.703226548399098e-8,-3.703226548399098e-8,0.00011452406328299061,0.9988855856770553
2026-05-12,trade,100ms,-0.03189533988750842,-0.011463387440652298,-0.015651070848777607,0.9889160565519605
2026-05-12,trade,1s,-0.15520875396044112,-0.05371189308163289,-0.0453552112392465,0.9002512242842423
2026-05-12,trade,10s,-0.21103517977995082,-0.0876393554945087,0.028131827586725545,0.4870904249160588
2026-05-12,trade,60s,-0.11270653694685541,0.046923452235760534,0.09766152747122284,0.0903405142460042
2026-05-13,mid,1ms,0.024187459254267237,-2.357267730913466e-8,-2.357267730913466e-8,0.9993245876295265
2026-05-13,mid,10ms,0.003466408035462741,-8.490395036237133e-7,-2.2641218763871315e-7,0.9933006215576883
2026-05-13,mid,100ms,-0.0249254767693994,-0.033757396777922624,-0.039227069760568375,0.9338233081401405
2026-05-13,mid,1s,-0.1377337506521241,-0.07380343599687166,-0.017324462643232078,0.5473905947985509
2026-05-13,mid,10s,0.061295990278481496,0.033837498264095954,0.03961697883163154,0.13010765134853575
2026-05-13,mid,60s,0.05088506319796497,0.01887945462112904,-0.010060434356699151,0.013898540653231373
2026-05-13,micro,1ms,-0.0018095791026929019,1.6133953153293638e-7,-3.3977863369980027e-9,0.9991422824243626
2026-05-13,micro,10ms,-0.000534271323721553,0.000047131301749822096,-0.000018149884253896927,0.9915106715281393
2026-05-13,micro,100ms,-0.03500511841648746,-0.036477603646965985,-0.04117902197547416,0.9167779719672682
2026-05-13,micro,1s,-0.35918240816094643,-0.016477200421735345,-0.04122716489998156,0.4906885496359912
2026-05-13,micro,10s,-0.23948517129342567,-0.011692507927093799,0.024571758811331727,0.08588957055214719
2026-05-13,micro,60s,-0.03678036218814002,0.010801023111752073,0.019601534609524525,0.004169562195969423
2026-05-13,trade,1ms,-8.89891475780704e-9,-8.89891475780704e-9,-8.89891475780704e-9,0.9999436783600546
2026-05-13,trade,10ms,-8.898915676524717e-8,-8.898915676524717e-8,-8.898915676524717e-8,0.999436783587508
2026-05-13,trade,100ms,-0.011325693008188791,-0.010380335783419022,-0.01717155559708998,0.9944118171316927
2026-05-13,trade,1s,-0.1315308558403561,-0.02998986028648157,-0.025635122663892732,0.949731469049493
2026-05-13,trade,10s,-0.15394770469762922,-0.06342410925202707,0.012885691737943997,0.6823706447505498
2026-05-13,trade,60s,-0.1429487139924231,0.045154181306534355,-0.0634882732224592,0.2175121612230716
2026-05-14,mid,1ms,0.01745638619348414,-2.2457901681773845e-9,-2.2457901681773845e-9,0.9992708565564972
2026-05-14,mid,10ms,0.0007210044957755179,0.00030307406070549626,-0.00009463184877801624,0.9928126228376521
2026-05-14,mid,100ms,-0.02691398928704156,-0.04181423465360437,-0.029641809457219337,0.9295522284404678
2026-05-14,mid,1s,-0.2073311463729342,-0.12223627019088724,-0.0178849268367569,0.5649813644466051
2026-05-14,mid,10s,-0.008250669978749146,0.04185705310677716,0.017975707576762083,0.1852066211367056
2026-05-14,mid,60s,0.05029849322135727,-0.0009049046435018142,-0.027664844101371416,0.04933981931897147
2026-05-14,micro,1ms,-0.010219248639037852,-4.228629727984441e-10,-4.228629727984441e-10,0.9990343716580274
2026-05-14,micro,10ms,-0.0011453035999434463,-0.00013950974805968845,-0.00011657718272880863,0.9905241675050687
2026-05-14,micro,100ms,-0.04524675271662925,-0.05458756109344996,-0.05344188573060043,0.9078367257174936
2026-05-14,micro,1s,-0.3665302206242813,-0.060871584909371564,0.0009136064857202949,0.49346019399495333
2026-05-14,micro,10s,-0.21438230951576961,0.0023383856228090943,0.0041390708009348956,0.09607593471466602
2026-05-14,micro,60s,-0.04722503088609333,0.0008745964329637489,-0.007759976140330761,0.0034746351633078154
2026-05-14,trade,1ms,-1.1712584925821678e-9,-1.1712584925821678e-9,-1.1712584925821678e-9,0.9998942250085219
2026-05-14,trade,10ms,1.4105150434696326e-7,-1.1712586269877739e-8,-1.1712586269877739e-8,0.9989422499749891
2026-05-14,trade,100ms,-0.007948217616824186,-0.007479915143237459,-0.015550120207226037,0.9894560717904183
2026-05-14,trade,1s,-0.11345594715015705,-0.07651871142251337,-0.05704754797535256,0.9026423658553531
2026-05-14,trade,10s,-0.1789153917310959,-0.08764978730484221,0.03504615537941529,0.5415701713756369
2026-05-14,trade,60s,-0.15403176218460246,0.02437706529411804,-0.05528359898151352,0.21056289089645586
2026-05-15,mid,1ms,0.02003048278919521,-3.3078980533858383e-9,-3.3078980533858383e-9,0.9986775035119174
2026-05-15,mid,10ms,-0.0005675139435994673,-0.00024672125134816243,-0.00006320267802309471,0.9869079084737649
2026-05-15,mid,100ms,-0.025216009953440564,-0.03137329013132299,-0.0674291118036309,0.8715084510155918
2026-05-15,mid,1s,-0.31095223274902933,-0.034517086607081464,0.009421872190797436,0.3950600136578817
2026-05-15,mid,10s,-0.050401398770534865,0.007183500767782357,0.026508413775833295,0.16344484315314267
2026-05-15,mid,60s,0.05351726985186862,-0.007455339695342307,-0.024750369369995834,0.08478109798471156
2026-05-15,micro,1ms,-0.010498653971320583,-6.391808912246006e-10,1.664406009938237e-7,0.9981982908138307
2026-05-15,micro,10ms,-0.003734467911300599,-0.00006333626693752776,0.000016545529116016092,0.9822582616534001
2026-05-15,micro,100ms,-0.045724954712169405,-0.05405331074801779,-0.1042680279154903,0.8277886383812569
2026-05-15,micro,1s,-0.38519542442411286,-0.027176664766864422,0.0052099678042592645,0.28850538791856195
2026-05-15,micro,10s,-0.2721315767420203,-0.0344250702257067,0.03552231126989467,0.061581201527954654
2026-05-15,micro,60s,-0.04642199865500368,0.004449081437760966,-0.028329603743643142,0.002779708130646319
2026-05-15,trade,1ms,-1.9030955317886068e-9,-1.9030955317886068e-9,-1.9030955317886068e-9,0.9998767535248747
2026-05-15,trade,10ms,-1.9030955643845604e-8,-3.785327665021152e-8,-2.751866796733589e-6,0.9987675352487465
2026-05-15,trade,100ms,-0.023772240849760592,-0.012524211915303143,-0.00959023089650769,0.9877586783632094
2026-05-15,trade,1s,-0.12454723442060282,-0.0551871151811464,-0.03682967153339421,0.8940100700272007
2026-05-15,trade,10s,-0.25878943976495944,-0.10796807279390122,0.11313292040896138,0.496585252922792
2026-05-15,trade,60s,-0.04659904649285157,-0.02745852362228796,-0.02055064273614065,0.11188325225851281
2026-05-16,mid,1ms,0.00907796261649051,-7.417828921397284e-11,-7.417828921397284e-11,0.9988201858009423
2026-05-16,mid,10ms,0.0005001437217720288,-0.00011601947863874203,-0.0002193227973169122,0.9882159794892619
2026-05-16,mid,100ms,-0.03536450916377211,-0.08251894176043946,-0.21469999741353593,0.8837455347737811
2026-05-16,mid,1s,-0.22485610576105963,-0.09499821964680182,-0.06124207200760778,0.5005035363298569
2026-05-16,mid,10s,-0.24489636432885337,0.02567961589845379,-0.005016376964678294,0.2932391757351239
2026-05-16,mid,60s,-0.017647634771562545,0.03578635047524429,-0.04581546962948308,0.09589993050729673
2026-05-16,micro,1ms,-0.0016678303810466896,-3.773262077408156e-12,-3.773262077408156e-12,0.9985359511000097
2026-05-16,micro,10ms,-0.0002188491541738919,-6.500519632450925e-6,-0.0001221612485042126,0.9853967832108094
2026-05-16,micro,100ms,-0.022993296048669936,-0.07211982886728617,-0.24785200949367248,0.8570849799397614
2026-05-16,micro,1s,-0.4341219977653291,-0.02157731913426536,0.001434106737765539,0.4435286899952541
2026-05-16,micro,10s,-0.3647786675368771,-0.05555873768077404,0.013607689910914638,0.1595276684417689
2026-05-16,micro,60s,-0.32736328729877817,0.04879849646508759,-0.028766365316426054,0.020847810979847115
2026-05-16,trade,1ms,-1.4805749024387902e-10,-1.4805749024387902e-10,-1.4805749024387902e-10,0.9999815603388887
2026-05-16,trade,10ms,-1.480574972964854e-9,-1.480574972964854e-9,-1.480574972964854e-9,0.99981560338035
2026-05-16,trade,100ms,-0.001326596827799581,-0.0057321557800046755,-0.008388378439589853,0.9981595049415556
2026-05-16,trade,1s,-0.06867709132476983,-0.029455130329845543,-0.00206399897379714,0.9821852319161004
2026-05-16,trade,10s,-0.22707312995970658,-0.13183096938877864,0.05619571541495482,0.8613104885390137
2026-05-16,trade,60s,-0.14399080786558152,-0.0969948509227651,-0.014655405373612884,0.6011118832522585
2026-05-17,mid,1ms,0.03378857714275676,-1.1031983684981325e-9,-1.1031983684981325e-9,0.9995220112510628
2026-05-17,mid,10ms,0.0013994750489924545,-3.822417386381577e-8,-0.0003230424209176704,0.9952385202978521
2026-05-17,mid,100ms,-0.02494390301973498,-0.02461176108493272,-0.034997597907507935,0.9528008298755186
2026-05-17,mid,1s,-0.21453409442675633,-0.07855711638220204,-0.018881248600863827,0.6519670271146409
2026-05-17,mid,10s,-0.12469604059764827,0.019806858700509276,0.003233978008700894,0.2572652541391687
2026-05-17,mid,60s,-0.05172963655579891,-0.04143507862201032,0.03144438377912632,0.03474635163307849
2026-05-17,micro,1ms,-0.003459332294901132,-1.3485621637337167e-10,-1.58576251935733e-7,0.9994106588365087
2026-05-17,micro,10ms,0.00016786882429484874,0.000020345688737461715,-0.00023888547902637953,0.9941444462543941
2026-05-17,micro,100ms,-0.03217954425186574,-0.026122056231701836,-0.02081225382468133,0.9424215971398933
2026-05-17,micro,1s,-0.4747436807235557,0.08666984437668136,-0.07655785084588157,0.6136221548151064
2026-05-17,micro,10s,-0.2891131314935095,0.015169965155968546,-0.06485723908654634,0.18733356489521824
2026-05-17,micro,60s,-0.1679125515377331,-0.02779501196472899,0.010884345906257227,0.015983321751216084
2026-05-17,trade,1ms,-5.882148873180473e-10,-5.882148873180473e-10,-5.882148873180473e-10,0.9999750125513298
2026-05-17,trade,10ms,-5.88214951730405e-9,-5.88214951730405e-9,-5.88214951730405e-9,0.9997501254872582
2026-05-17,trade,100ms,-0.004461830962959092,-0.0377445427156426,-0.005449592128617266,0.9975082008214137
2026-05-17,trade,1s,-0.05911423134517641,-0.03404139985553702,-0.03698049548865982,0.9763208781538391
2026-05-17,trade,10s,-0.10100676612686928,-0.1048543418278055,0.0038154516434407678,0.8158869847151459
2026-05-17,trade,60s,-0.196429624013728,-0.032635236085705975,-0.036775954968726716,0.4947880472550382
2026-05-18,mid,1ms,0.01642669190954998,-1.4372735712618964e-7,-1.8176513392182297e-9,0.9991949934034182
2026-05-18,mid,10ms,0.0016969670699689917,0.000032321477413989,-2.7301385928735774e-6,0.9920241242723176
2026-05-18,mid,100ms,-0.02675963544547082,-0.02279962143770738,-0.023972451178534707,0.9215120047407847
2026-05-18,mid,1s,-0.0701181481653666,-0.02940542903915355,0.004268073446999213,0.4932811722357897
2026-05-18,mid,10s,0.06719004258788558,0.053922236483014946,0.011195687834772955,0.13531658756800558
2026-05-18,mid,60s,0.09464299046751781,0.04830897610965457,-0.03694232781740142,0.05142460041695618
2026-05-18,micro,1ms,-0.004518379318069664,1.4107066357356103e-6,-1.7495630821305688e-10,0.998870962970391
