ts,best_bid,best_ask,bid_sz,ask_sz,mid,microprice,imbalance,spread_bp,stale_ns,dt
1777911360000000000,42.927,43.399,132.5,116.1,43.163,43.17856878519711,0.5329847144006437,109.35291800847979,1410076356,2026-05-04
1777911420000000000,42.74,43.39,163.0,679.0,43.065,42.86583135391924,0.19358669833729217,150.93463369325406,21924000000,2026-05-04
1777911480000000000,42.741,43.39,0.1,679.0,43.0655,42.74109556766308,0.00014725371815638345,150.70067687592177,1971000000,2026-05-04
1777911540000000000,42.42,42.599,126.9,128.5,42.5095,42.50893931088489,0.49686765857478465,42.10823462990506,63307073,2026-05-04
1777911600000000000,42.42,42.599,29.2,118.6,42.5095,42.455364005412726,0.1975642760487145,42.10823462990506,5156698214,2026-05-04
1777911660000000000,42.45,42.599,17.1,173.8,42.5245,42.46334677841803,0.08957569408067051,35.03862479276506,6364330524,2026-05-04
1777911720000000000,42.406,42.598,3.0,50.6,42.501999999999995,42.41674626865671,0.055970149253731345,45.17434473671832,51085363953,2026-05-04
1777911780000000000,42.406,42.598,3.0,50.6,42.501999999999995,42.41674626865671,0.055970149253731345,45.17434473671832,111085363953,2026-05-04
1777911840000000000,42.406,42.598,3.0,50.6,42.501999999999995,42.41674626865671,0.055970149253731345,45.17434473671832,171085363953,2026-05-04
1777911900000000000,42.406,42.699,3.0,113.5,42.552499999999995,42.41354506437768,0.02575107296137339,68.85611891193216,17212000000,2026-05-04
1777911960000000000,42.406,42.699,3.0,113.5,42.552499999999995,42.41354506437768,0.02575107296137339,68.85611891193216,77212000000,2026-05-04
1777912020000000000,42.411,42.699,125.4,113.5,42.555,42.562172875680204,0.5249058183340309,67.67712372224102,29267603014,2026-05-04
1777912080000000000,42.41,42.699,305.1,113.5,42.5545,42.62063999044434,0.7288580984233158,67.91291167796625,48250007386,2026-05-04
1777912140000000000,42.41,42.699,305.1,111.5,42.5545,42.621651224195865,0.7323571771483437,67.91291167796625,22670000000,2026-05-04
1777912200000000000,42.41,42.699,305.1,111.5,42.5545,42.621651224195865,0.7323571771483437,67.91291167796625,82670000000,2026-05-04
1777912260000000000,42.41,42.699,305.1,111.5,42.5545,42.621651224195865,0.7323571771483437,67.91291167796625,142670000000,2026-05-04
1777912320000000000,42.41,42.699,305.1,111.5,42.5545,42.621651224195865,0.7323571771483437,67.91291167796625,202670000000,2026-05-04
1777912380000000000,42.41,42.699,305.1,111.5,42.5545,42.621651224195865,0.7323571771483437,67.91291167796625,262670000000,2026-05-04
1777912440000000000,42.41,42.699,305.1,96.3,42.5545,42.62966591928251,0.7600896860986547,67.91291167796625,17184000000,2026-05-04
1777912500000000000,42.41,42.699,305.1,96.3,42.5545,42.62966591928251,0.7600896860986547,67.91291167796625,77184000000,2026-05-04
1777912560000000000,42.41,42.699,305.1,96.3,42.5545,42.62966591928251,0.7600896860986547,67.91291167796625,137184000000,2026-05-04
1777912620000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,58387000000,2026-05-04
1777912680000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,118387000000,2026-05-04
1777912740000000000,42.41,42.69,305.1,100.0,42.55,42.62088126388546,0.7531473710195014,65.80493537015303,8308505794,2026-05-04
1777912800000000000,42.41,42.69,305.1,100.0,42.55,42.62088126388546,0.7531473710195014,65.80493537015303,68308505794,2026-05-04
1777912860000000000,42.415,42.69,100.0,100.0,42.552499999999995,42.5525,0.5,64.626050173315,34116357029,2026-05-04
1777912920000000000,42.415,42.69,59.7,100.0,42.552499999999995,42.51780212899186,0.3738259236067627,64.626050173315,4806000000,2026-05-04
1777912980000000000,42.415,42.69,4.0,100.0,42.552499999999995,42.425576923076925,0.038461538461538464,64.626050173315,52385000000,2026-05-04
1777913040000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,12644580935,2026-05-04
1777913100000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,72644580935,2026-05-04
1777913160000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,132644580935,2026-05-04
1777913220000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,192644580935,2026-05-04
1777913280000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,252644580935,2026-05-04
1777913340000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,312644580935,2026-05-04
1777913400000000000,42.415,42.699,4.0,84.3,42.557,42.42786523216308,0.04530011325028313,66.73402730455598,372644580935,2026-05-04
1777913460000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,10841454559,2026-05-04
1777913520000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,70841454559,2026-05-04
1777913580000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,130841454559,2026-05-04
1777913640000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,190841454559,2026-05-04
1777913700000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,250841454559,2026-05-04
1777913760000000000,42.41,42.699,305.1,84.3,42.5545,42.63643528505392,0.7835130970724191,67.91291167796625,4741351245,2026-05-04
