ts,best_bid,best_ask,bid_sz,ask_sz,mid,microprice,imbalance,spread_bp,stale_ns,dt
1780106760000000000,63.433,63.467,33.5,3.9,63.45,63.463454545454546,0.8957219251336899,5.358550039400932,14067993451,2026-05-30
1780106820000000000,63.433,63.467,33.5,3.5,63.45,63.46378378378378,0.9054054054054054,5.358550039400932,34614000000,2026-05-30
1780106880000000000,63.447,63.468,3.2,46.7,63.4575,63.44834669338677,0.06412825651302605,3.3093015010047346,17991000000,2026-05-30
1780106940000000000,63.384,63.417,8.8,3.0,63.4005,63.40861016949153,0.7457627118644068,5.20500626966684,354000000,2026-05-30
1780107000000000000,63.409,63.417,0.9,2.2,63.413,63.41132258064517,0.2903225806451613,1.2615709712523728,17996000000,2026-05-30
1780107060000000000,63.417,63.429,3.9,2.7,63.423,63.42409090909092,0.5909090909090909,1.8920580861833176,17999000000,2026-05-30
1780107120000000000,63.418,63.419,1.9,394.3,63.418499999999995,63.418004795557806,0.0047955577990913675,0.15768269511225738,17984000000,2026-05-30
1780107180000000000,63.417,63.418,0.3,1.1,63.417500000000004,63.41721428571427,0.21428571428571425,0.1576851815346977,17949000000,2026-05-30
1780107240000000000,63.414,63.419,6.6,384.1,63.4165,63.414084463782956,0.016892756590734578,0.7884383401788893,50325468,2026-05-30
1780107300000000000,63.418,63.419,6.1,351.5,63.418499999999995,63.41801705816554,0.01705816554809843,0.15768269511225738,102266898,2026-05-30
1780107360000000000,63.418,63.419,24.5,197.1,63.418499999999995,63.418110559566784,0.11055956678700361,0.15768269511225738,21251425,2026-05-30
1780107420000000000,63.418,63.419,32.5,193.6,63.418499999999995,63.41814374170721,0.14374170720919946,0.15768269511225738,17986000000,2026-05-30
1780107480000000000,63.418,63.419,4.0,193.2,63.418499999999995,63.41802028397566,0.02028397565922921,0.15768269511225738,5837186920,2026-05-30
1780107540000000000,63.407,63.408,13.0,3.0,63.4075,63.4078125,0.8125,0.15771005007369396,13440574841,2026-05-30
1780107600000000000,63.4,63.401,302.4,3.0,63.4005,63.400990176817295,0.9901768172888016,0.15772746271792412,47073217057,2026-05-30
1780107660000000000,63.4,63.401,285.1,2.5,63.4005,63.40099130737135,0.991307371349096,0.15772746271792412,13847032104,2026-05-30
1780107720000000000,63.4,63.401,270.0,2.3,63.4005,63.40099155343371,0.9915534337128167,0.15772746271792412,5167567071,2026-05-30
1780107780000000000,63.4,63.401,265.8,1.8,63.4005,63.4009932735426,0.9932735426008968,0.15772746271792412,17950000000,2026-05-30
1780107840000000000,63.4,63.401,264.5,3.0,63.4005,63.400988785046735,0.9887850467289719,0.15772746271792412,4267505211,2026-05-30
1780107900000000000,63.4,63.401,263.6,2.5,63.4005,63.40099060503571,0.9906050357008643,0.15772746271792412,4474109541,2026-05-30
1780107960000000000,63.4,63.401,263.6,2.3,63.4005,63.40099135013163,0.9913501316284317,0.15772746271792412,47985000000,2026-05-30
1780108020000000000,63.4,63.401,244.8,1.8,63.4005,63.40099270072993,0.9927007299270073,0.15772746271792412,14343000000,2026-05-30
1780108080000000000,63.4,63.402,245.1,3.0,63.400999999999996,63.40197581620315,0.9879081015719468,0.3154524376590976,2174017025,2026-05-30
1780108140000000000,63.4,63.402,210.3,2.5,63.400999999999996,63.4019765037594,0.9882518796992481,0.3154524376590976,17971000000,2026-05-30
1780108200000000000,63.401,63.417,6.6,2.4,63.409000000000006,63.412733333333335,0.7333333333333333,2.5233011086751467,17991000000,2026-05-30
1780108260000000000,63.418,63.419,234.7,163.3,63.418499999999995,63.41858969849246,0.5896984924623115,0.15768269511225738,11822065290,2026-05-30
1780108320000000000,63.418,63.419,190.3,161.9,63.418499999999995,63.41854031800113,0.5403180011357183,0.15768269511225738,9381741023,2026-05-30
1780108380000000000,63.4,63.404,186.3,2.3,63.402,63.403951219512194,0.9878048780487805,0.6308949244511038,17957000000,2026-05-30
1780108440000000000,63.406,63.419,4.8,161.6,63.412499999999994,63.406375,0.028846153846153844,2.0500689927061897,2208826818,2026-05-30
1780108500000000000,63.415,63.419,4.0,161.2,63.417,63.41509685230024,0.02421307506053269,0.6307456991024146,86297369,2026-05-30
1780108560000000000,63.415,63.419,3.9,160.9,63.417,63.41509466019417,0.023665048543689317,0.6307456991024146,660916422,2026-05-30
1780108620000000000,63.4,63.401,58.8,2.1,63.4005,63.400965517241374,0.9655172413793103,0.15772746271792412,13918018934,2026-05-30
1780108680000000000,63.4,63.401,62.1,4.8,63.4005,63.40092825112107,0.9282511210762331,0.15772746271792412,6757924162,2026-05-30
1780108740000000000,63.4,63.401,19.0,4.6,63.4005,63.40080508474576,0.8050847457627118,0.15772746271792412,25212000000,2026-05-30
1780108800000000000,63.4,63.401,19.3,2.8,63.4005,63.400873303167415,0.8733031674208145,0.15772746271792412,17939000000,2026-05-30
1780108860000000000,63.4,63.401,19.0,2.6,63.4005,63.40087962962963,0.8796296296296295,0.15772746271792412,39534297321,2026-05-30
1780108920000000000,63.4,63.408,19.7,0.6,63.403999999999996,63.40776354679803,0.9704433497536945,1.2617500473160483,17941000000,2026-05-30
1780108980000000000,63.362,63.371,4.1,4.8,63.3665,63.36614606741574,0.4606741573033708,1.4203088382663303,11486533089,2026-05-30
1780109040000000000,63.362,63.363,0.9,1.5,63.3625,63.36237500000001,0.375,0.1578220556319068,7423038808,2026-05-30
1780109100000000000,63.357,63.378,4.2,0.3,63.3675,63.3766,0.9333333333333333,3.314001657000954,2501969288,2026-05-30
1780109160000000000,63.353,63.362,4.4,0.3,63.3575,63.361425531914904,0.9361702127659575,1.420510594641572,2835238743,2026-05-30
1780109220000000000,63.355,63.362,4.1,0.4,63.3585,63.361377777777776,0.911111111111111,1.1048241356731934,2084143533,2026-05-30
1780109280000000000,63.338,63.363,0.4,37.2,63.3505,63.338265957446815,0.010638297872340425,3.9462987663867817,17507540323,2026-05-30
1780109340000000000,63.339,63.363,0.3,2.5,63.351,63.341571428571434,0.10714285714285715,3.7884169152816702,7213749081,2026-05-30
1780109400000000000,63.345,63.363,0.5,2.1,63.354,63.348461538461535,0.1923076923076923,2.841178141869603,4607097849,2026-05-30
1780109460000000000,63.362,63.374,0.2,3.2,63.368,63.36270588235294,0.058823529411764705,1.8937002903674494,15315573880,2026-05-30
1780109520000000000,63.362,63.365,0.8,0.6,63.3635,63.363714285714295,0.5714285714285715,0.4734586946743967,87454700,2026-05-30
1780109580000000000,63.359,63.36,3.9,1.7,63.3595,63.35969642857143,0.6964285714285715,0.15782952832608677,9595213415,2026-05-30
1780109640000000000,63.359,63.366,0.3,34.1,63.3625,63.35906104651163,0.00872093023255814,1.1047543894255902,197210551,2026-05-30
1780109700000000000,63.365,63.393,5.6,37.4,63.379000000000005,63.36864651162791,0.13023255813953488,4.417867116868156,12093133106,2026-05-30
1780109760000000000,63.362,63.373,19.6,1.0,63.3675,63.37246601941748,0.9514563106796117,1.7359056298568951,11883642705,2026-05-30
1780109820000000000,63.355,63.374,3.8,2.4,63.3645,63.36664516129033,0.6129032258064516,2.9985244103568176,2778149026,2026-05-30
1780109880000000000,63.35,63.37,18.9,34.7,63.36,63.35705223880597,0.35261194029850745,3.1565656565650286,1498776971,2026-05-30
1780109940000000000,63.366,63.392,8.0,1.7,63.379000000000005,63.387443298969075,0.8247422680412372,4.102305179949724,17960000000,2026-05-30
1780110000000000000,63.374,63.393,6.0,37.2,63.3835,63.3766388888889,0.13888888888888887,2.997625565012717,17616433626,2026-05-30
1780110060000000000,63.398,63.419,0.5,160.7,63.408500000000004,63.39806513647644,0.003101736972704715,3.311858820188727,7549424411,2026-05-30
1780110120000000000,63.418,63.419,9.6,152.4,63.418499999999995,63.41805925925926,0.059259259259259255,0.15768269511225738,26116000000,2026-05-30
1780110180000000000,63.394,63.399,31.2,13.6,63.3965,63.39748214285714,0.6964285714285715,0.7886870726305959,513000000,2026-05-30
1780110240000000000,63.395,63.399,3.9,8.7,63.397000000000006,63.3962380952381,0.30952380952380953,0.6309446819246625,131709058,2026-05-30
1780110300000000000,63.395,63.399,4.5,5.2,63.397000000000006,63.3968556701031,0.4639175257731959,0.6309446819246625,113977095,2026-05-30
1780110360000000000,63.395,63.399,4.2,5.0,63.397000000000006,63.39682608695653,0.4565217391304348,0.6309446819246625,809943639,2026-05-30
1780110420000000000,63.395,63.399,4.2,4.3,63.397000000000006,63.39697647058823,0.49411764705882355,0.6309446819246625,296281436,2026-05-30
1780110480000000000,63.394,63.399,19.1,3.5,63.3965,63.39822566371681,0.8451327433628318,0.7886870726305959,788697158,2026-05-30
1780110540000000000,63.395,63.399,0.4,2.7,63.397000000000006,63.39551612903226,0.12903225806451613,0.6309446819246625,5282614612,2026-05-30
1780110600000000000,63.394,63.399,19.1,2.2,63.3965,63.398483568075115,0.8967136150234742,0.7886870726305959,17977000000,2026-05-30
1780110660000000000,63.394,63.395,1.9,38.9,63.3945,63.394046568627445,0.04656862745098039,0.15774239090217207,6065276213,2026-05-30
1780110720000000000,63.374,63.389,4.1,1.1,63.3815,63.38582692307694,0.7884615384615385,2.3666211749486155,17975000000,2026-05-30
1780110780000000000,63.373,63.389,82.0,0.3,63.381,63.388941676792236,0.9963547995139733,2.5244158343991643,16086704407,2026-05-30
1780110840000000000,63.367,63.39,18.9,34.8,63.3785,63.37509497206704,0.35195530726256985,3.6289909038559194,17959000000,2026-05-30
1780110900000000000,63.372,63.394,1.7,0.4,63.382999999999996,63.38980952380952,0.8095238095238094,3.4709622453967888,13739231078,2026-05-30
1780110960000000000,63.383,63.399,0.8,1.7,63.391000000000005,63.38812,0.32,2.524017605022517,17965000000,2026-05-30
1780111020000000000,63.386,63.399,3.4,1.5,63.3925,63.39502040816326,0.693877551020408,2.0507157786801473,5867680807,2026-05-30
1780111080000000000,63.386,63.399,3.4,1.0,63.3925,63.39604545454546,0.7727272727272726,2.0507157786801473,17968000000,2026-05-30
1780111140000000000,63.386,63.399,3.4,0.8,63.3925,63.396523809523806,0.8095238095238094,2.0507157786801473,47942000000,2026-05-30
1780111200000000000,63.398,63.399,44.0,0.3,63.3985,63.39899322799098,0.9932279909706547,0.15773243846426482,2230648994,2026-05-30
1780111260000000000,63.411,63.419,0.3,102.4,63.415,63.41102336903604,0.0029211295034079843,1.2615311834732423,14852187022,2026-05-30
1780111320000000000,63.418,63.419,24.5,60.0,63.418499999999995,63.418289940828394,0.28994082840236685,0.15768269511225738,18000000000,2026-05-30
1780111380000000000,63.395,63.419,0.4,58.3,63.407,63.39516354344123,0.006814310051107326,3.785071048936837,2472000000,2026-05-30
1780111440000000000,63.395,63.413,1.0,34.4,63.403999999999996,63.395508474576275,0.02824858757062147,2.8389376064591474,17996000000,2026-05-30
1780111500000000000,63.395,63.413,1.0,33.8,63.403999999999996,63.39551724137931,0.02873563218390805,2.8389376064591474,47961000000,2026-05-30
1780111560000000000,63.395,63.408,1.0,34.7,63.4015,63.395364145658256,0.028011204481792715,2.050424674494787,1307096444,2026-05-30
1780111620000000000,63.386,63.404,0.2,34.4,63.395,63.38610404624277,0.005780346820809248,2.839340642006575,9955384812,2026-05-30
1780111680000000000,63.389,63.418,3.0,34.7,63.4035,63.391307692307684,0.07957559681697612,4.573879990851666,143120320,2026-05-30
1780111740000000000,63.396,63.419,2.8,58.0,63.4075,63.397059210526315,0.046052631578947366,3.6273311516770312,17974000000,2026-05-30
1780111800000000000,63.401,63.419,0.3,57.6,63.41,63.401093264248715,0.0051813471502590676,2.8386689796551927,17984000000,2026-05-30
1780111860000000000,63.386,63.406,5.3,2.1,63.396,63.40032432432431,0.7162162162162161,3.154773171808319,5318159825,2026-05-30
1780111920000000000,63.4,63.419,1.7,56.3,63.409499999999994,63.40055689655172,0.029310344827586206,2.9963964390191298,17992000000,2026-05-30
1780111980000000000,63.4,63.419,1.7,56.0,63.409499999999994,63.40055979202773,0.02946273830155979,2.9963964390191298,17929000000,2026-05-30
1780112040000000000,63.4,63.419,1.7,55.6,63.409499999999994,63.400563699825476,0.029668411867364745,2.9963964390191298,17954000000,2026-05-30
1780112100000000000,63.418,63.419,3.5,53.8,63.418499999999995,63.41806108202443,0.06108202443280977,0.15768269511225738,17961000000,2026-05-30
1780112160000000000,63.418,63.419,3.0,52.1,63.418499999999995,63.41805444646098,0.0544464609800363,0.15768269511225738,47958000000,2026-05-30
1780112220000000000,63.417,63.419,1.2,50.1,63.418,63.417046783625736,0.023391812865497075,0.3153678766273517,17935000000,2026-05-30
1780112280000000000,63.402,63.419,3.0,49.9,63.4105,63.4029640831758,0.05671077504725898,2.680944007695241,15552620546,2026-05-30
1780112340000000000,63.402,63.419,3.0,49.4,63.4105,63.402973282442744,0.05725190839694656,2.680944007695241,17961000000,2026-05-30
1780112400000000000,63.41,63.419,2.3,47.6,63.4145,63.41041482965932,0.04609218436873747,1.4192337714561087,23953275810,2026-05-30
1780112460000000000,63.41,63.419,2.3,47.1,63.4145,63.41041902834008,0.04655870445344129,1.4192337714561087,17975000000,2026-05-30
1780112520000000000,63.41,63.419,2.3,46.5,63.4145,63.41042418032787,0.0471311475409836,1.4192337714561087,47977000000,2026-05-30
1780112580000000000,63.41,63.419,2.3,45.6,63.4145,63.410432150313156,0.04801670146137787,1.4192337714561087,17953000000,2026-05-30
1780112640000000000,63.41,63.419,2.3,45.4,63.4145,63.41043396226415,0.04821802935010482,1.4192337714561087,47993000000,2026-05-30
1780112700000000000,63.41,63.419,2.3,41.1,63.4145,63.410476958525344,0.052995391705069124,1.4192337714561087,17935000000,2026-05-30
1780112760000000000,63.418,63.419,3.0,39.2,63.418499999999995,63.41807109004739,0.07109004739336493,0.15768269511225738,17965000000,2026-05-30
1780112820000000000,63.334,63.339,24.3,1.5,63.3365,63.338709302325576,0.9418604651162791,0.7894342124991833,57810917,2026-05-30
1780112880000000000,63.354,63.391,2.7,1.6,63.3725,63.37723255813953,0.6279069767441859,5.838494615172043,17970000000,2026-05-30
1780112940000000000,63.354,63.379,2.3,0.6,63.3665,63.373827586206886,0.793103448275862,3.94530232851721,1130324221,2026-05-30
1780113000000000000,63.354,63.371,85.1,2.7,63.3625,63.370477220956715,0.969248291571754,2.682974945749144,17958000000,2026-05-30
1780113060000000000,63.341,63.371,3.4,2.3,63.356,63.35889473684211,0.5964912280701755,4.735147420923218,17987000000,2026-05-30
1780113120000000000,63.344,63.371,1.9,1.8,63.3575,63.357864864864865,0.5135135135135135,4.261531783924717,9140257931,2026-05-30
1780113180000000000,63.352,63.38,4.3,2.6,63.366,63.369449275362314,0.6231884057971014,4.418773474735,17969000000,2026-05-30
1780113240000000000,63.352,63.372,2.3,0.2,63.361999999999995,63.3704,0.9199999999999999,3.156466020643782,17971000000,2026-05-30
1780113300000000000,63.353,63.373,0.2,1.5,63.363,63.35535294117647,0.11764705882352942,3.156416205040169,47997000000,2026-05-30
1780113360000000000,63.342,63.353,4.0,2.8,63.3475,63.348470588235294,0.5882352941176471,1.7364536879912837,3510007513,2026-05-30
1780113420000000000,63.342,63.343,1.1,37.6,63.3425,63.342028423772604,0.028423772609819122,0.15787188696448273,455780749,2026-05-30
1780113480000000000,63.349,63.37,88.4,16.7,63.3595,63.36666317792578,0.841103710751665,3.3144200948556723,589490023,2026-05-30
1780113540000000000,63.351,63.37,5.1,14.7,63.3605,63.355893939393944,0.25757575757575757,2.998713709645339,19884000000,2026-05-30
1780113600000000000,63.391,63.419,5.7,37.3,63.405,63.394711627906965,0.1325581395348837,4.416055516126282,17998000000,2026-05-30
1780113660000000000,63.396,63.419,4.2,35.1,63.4075,63.398458015267174,0.10687022900763359,3.6273311516770312,9692648188,2026-05-30
1780113720000000000,63.398,63.419,2.4,34.3,63.408500000000004,63.39937329700272,0.06539509536784742,3.311858820188727,17971000000,2026-05-30
1780113780000000000,63.356,63.385,1.3,3.0,63.3705,63.36476744186047,0.3023255813953489,4.576261825296686,2049220591,2026-05-30
1780113840000000000,63.356,63.374,0.7,20.6,63.365,63.35659154929577,0.03286384976525821,2.8406849206976537,2546230292,2026-05-30
1780113900000000000,63.362,63.383,2.3,0.4,63.3725,63.37988888888889,0.8518518518518519,3.3137401869897505,434356957,2026-05-30
1780113960000000000,63.3,63.301,47.0,1.9,63.3005,63.30096114519427,0.9611451942740287,0.15797663525640002,14428631740,2026-05-30
1780114020000000000,63.315,63.316,46.9,2.0,63.3155,63.3159591002045,0.9591002044989775,0.15793920919913368,3882623016,2026-05-30
1780114080000000000,63.327,63.339,4.1,31.2,63.333,63.328393767705386,0.11614730878186968,1.89474681445699,989000000,2026-05-30
1780114140000000000,63.345,63.349,3.9,34.8,63.346999999999994,63.345403100775194,0.10077519379844962,0.6314426886826184,426290935,2026-05-30
1780114200000000000,63.359,63.37,7.4,34.8,63.3645,63.36092890995261,0.17535545023696686,1.7359878165211877,17858281951,2026-05-30
1780114260000000000,63.36,63.369,1.0,34.8,63.3645,63.36025139664805,0.02793296089385475,1.4203536680634015,14118501530,2026-05-30
1780114320000000000,63.373,63.38,2.6,34.8,63.3765,63.373486631016036,0.06951871657754011,1.1045103468959316,8940525712,2026-05-30
1780114380000000000,63.358,63.368,4.3,34.8,63.363,63.35909974424552,0.10997442455242967,1.5782081025212058,2451828425,2026-05-30
1780114440000000000,63.365,63.375,2.3,34.8,63.370000000000005,63.36561994609165,0.06199460916442049,1.5780337699223623,3088917140,2026-05-30
1780114500000000000,63.367,63.409,3.0,2.3,63.388,63.39077358490566,0.5660377358490566,6.625859784186532,191594073,2026-05-30
1780114560000000000,63.332,63.34,4.0,34.8,63.336,63.332824742268045,0.10309278350515465,1.2631047113809954,4760139427,2026-05-30
1780114620000000000,63.334,63.345,6.7,33.7,63.3395,63.33582425742574,0.16584158415841582,1.736673008153787,8908024405,2026-05-30
1780114680000000000,63.333,63.345,3.0,0.4,63.339,63.34358823529412,0.8823529411764706,1.8945673281864974,84054577,2026-05-30
1780114740000000000,63.299,63.304,8.2,37.0,63.301500000000004,63.29990707964601,0.1814159292035398,0.7898706981671142,17038948909,2026-05-30
1780114800000000000,63.299,63.304,3.0,36.8,63.301500000000004,63.2993768844221,0.07537688442211056,0.7898706981671142,47984000000,2026-05-30
1780114860000000000,63.289,63.296,3.0,0.8,63.292500000000004,63.29452631578948,0.7894736842105263,1.1059762215109052,7416635379,2026-05-30
1780114920000000000,63.167,63.187,72.8,4.9,63.177,63.18573873873872,0.9369369369369369,3.165709039681533,243000000,2026-05-30
1780114980000000000,63.19,63.212,3.1,3.3,63.201,63.200656249999994,0.484375,3.4809575797860113,17978000000,2026-05-30
1780115040000000000,63.2,63.201,2.8,0.1,63.200500000000005,63.20096551724137,0.9655172413793103,0.15822659630820474,17982000000,2026-05-30
1780115100000000000,63.153,63.155,3.1,37.5,63.153999999999996,63.153152709359595,0.07635467980295567,0.31668619564911876,872658826,2026-05-30
1780115160000000000,63.204,63.211,3.1,34.9,63.207499999999996,63.20457105263157,0.08157894736842106,1.1074635130321397,7379988152,2026-05-30
1780115220000000000,63.216,63.224,2.5,34.8,63.22,63.21653619302949,0.06702412868632708,1.2654223347035063,2604047232,2026-05-30
1780115280000000000,63.162,63.2,2.3,1.3,63.181,63.18627777777778,0.638888888888889,6.014466374385307,8050593636,2026-05-30
1780115340000000000,63.175,63.2,3.2,20.4,63.1875,63.17838983050847,0.13559322033898308,3.956478733927705,17970000000,2026-05-30
1780115400000000000,63.198,63.216,4.5,34.9,63.207,63.20005583756345,0.11421319796954316,2.847785846504451,13908810543,2026-05-30
1780115460000000000,63.235,63.263,1.3,34.7,63.248999999999995,63.23601111111111,0.036111111111111115,4.426947461619741,10146758427,2026-05-30
1780115520000000000,63.249,63.275,2.2,34.7,63.262,63.250550135501356,0.05962059620596206,4.109892194365694,5161837595,2026-05-30
1780115580000000000,63.197,63.216,14.2,2.8,63.206500000000005,63.21287058823529,0.8352941176470587,3.0060199504795153,19495680286,2026-05-30
1780115640000000000,63.165,63.196,3.1,5.1,63.180499999999995,63.17671951219512,0.37804878048780494,4.906577187581424,1202286661,2026-05-30
1780115700000000000,63.151,63.152,0.1,2.3,63.1515,63.15104166666667,0.04166666666666667,0.15834936620629272,5744634295,2026-05-30
1780115760000000000,63.155,63.184,0.7,34.6,63.1695,63.15557507082152,0.019830028328611894,4.590823102920929,5032522667,2026-05-30
1780115820000000000,63.172,63.196,2.9,19.0,63.184,63.175178082191785,0.1324200913242009,3.798429982274137,6262342913,2026-05-30
1780115880000000000,63.074,63.075,8.0,0.7,63.0745,63.07491954022989,0.9195402298850576,0.15854267572549524,3466000000,2026-05-30
1780115940000000000,63.058,63.072,24.6,3.0,63.065,63.070478260869564,0.8913043478260869,2.219931816380385,4162000000,2026-05-30
1780116000000000000,63.188,63.222,5.1,34.7,63.205,63.19235678391959,0.1281407035175879,5.379321256229558,8958542401,2026-05-30
1780116060000000000,63.218,63.236,2.6,34.7,63.227000000000004,63.21925469168901,0.06970509383378015,2.846885033291723,3821680736,2026-05-30
1780116120000000000,63.17,63.196,2.7,1.1,63.183,63.18847368421052,0.7105263157894737,4.115030941866681,13164994666,2026-05-30
1780116180000000000,63.145,63.168,2.6,1.0,63.1565,63.161611111111114,0.7222222222222222,3.6417470885809275,712295566,2026-05-30
1780116240000000000,63.143,63.169,0.9,0.4,63.156,63.161,0.6923076923076923,4.116790170371184,4922649451,2026-05-30
1780116300000000000,63.143,63.175,62.1,34.9,63.159,63.16348659793815,0.6402061855670104,5.066578001551082,11505881822,2026-05-30
1780116360000000000,63.195,63.231,64.7,20.7,63.213,63.22227400468384,0.7576112412177985,5.695031085378224,17657212600,2026-05-30
1780116420000000000,63.205,63.231,2.8,20.1,63.218,63.20817903930131,0.12227074235807858,4.112752697017203,17978000000,2026-05-30
1780116480000000000,63.215,63.247,2.8,34.8,63.231,63.21738297872342,0.07446808510638299,5.060808780502677,13549949432,2026-05-30
1780116540000000000,63.215,63.255,2.8,20.3,63.235,63.21984848484849,0.1212121212121212,6.325610816794362,17997000000,2026-05-30
1780116600000000000,63.215,63.255,2.8,19.9,63.235,63.21993392070485,0.12334801762114538,6.325610816794362,17995000000,2026-05-30
1780116660000000000,63.215,63.258,2.8,34.8,63.23650000000001,63.21820212765959,0.07446808510638299,6.799870328054092,13972018153,2026-05-30
1780116720000000000,63.215,63.258,2.8,34.8,63.23650000000001,63.21820212765959,0.07446808510638299,6.799870328054092,43950851378,2026-05-30
1780116780000000000,63.182,63.217,0.6,0.8,63.1995,63.19700000000001,0.4285714285714286,5.53801849698124,9933006946,2026-05-30
1780116840000000000,63.177,63.212,3.1,0.2,63.194500000000005,63.20987878787879,0.9393939393939393,5.538456669489226,5460398892,2026-05-30
1780116900000000000,63.178,63.212,0.7,0.2,63.195,63.20444444444445,0.7777777777777778,5.380172482001112,8812431835,2026-05-30
1780116960000000000,63.17,63.197,68.9,0.8,63.1835,63.19669010043042,0.9885222381635581,4.27326754611584,17545271395,2026-05-30
1780117020000000000,63.17,63.197,66.6,34.9,63.1835,63.18771625615763,0.6561576354679802,4.27326754611584,17937000000,2026-05-30
1780117080000000000,63.17,63.177,31.1,1.7,63.173500000000004,63.17663719512195,0.948170731707317,1.1080595502857837,835110859,2026-05-30
1780117140000000000,63.207,63.228,2.8,34.8,63.2175,63.20856382978724,0.07446808510638299,3.321864989915893,6132662506,2026-05-30
1780117200000000000,63.257,63.29,5.8,34.8,63.2735,63.261714285714284,0.14285714285714288,5.21545354690372,445388373,2026-05-30
1780117260000000000,63.17,63.186,31.1,2.8,63.178,63.18467846607671,0.9174041297935104,2.532527145525062,11413164562,2026-05-30
1780117320000000000,63.179,63.203,2.4,34.9,63.191,63.18054423592493,0.064343163538874,3.7980092101724785,15300281631,2026-05-30
1780117380000000000,63.183,63.21,5.6,34.8,63.1965,63.18674257425743,0.1386138613861386,4.272388502527992,1029704251,2026-05-30
1780117440000000000,63.179,63.202,2.5,34.9,63.1905,63.18053743315508,0.06684491978609626,3.639787626303975,13918503663,2026-05-30
1780117500000000000,63.17,63.181,31.1,34.8,63.1755,63.17519119878604,0.47192716236722304,1.741181312375158,4476000000,2026-05-30
1780117560000000000,63.228,63.248,2.8,33.6,63.238,63.22953846153847,0.07692307692307693,3.1626553654441985,7722000000,2026-05-30
1780117620000000000,63.228,63.239,2.8,34.7,63.2335,63.228821333333336,0.07466666666666666,1.7395842393661083,15669983891,2026-05-30
1780117680000000000,63.214,63.229,2.2,34.7,63.2215,63.21489430894309,0.05962059620596206,2.3726105834250326,5869111044,2026-05-30
1780117740000000000,63.163,63.191,3.1,34.9,63.177,63.165284210526316,0.08157894736842106,4.431992655555946,4540570198,2026-05-30
1780117800000000000,63.209,63.231,3.1,2.8,63.22,63.2205593220339,0.5254237288135593,3.479911420436328,1117817140,2026-05-30
1780117860000000000,63.215,63.231,3.0,1.3,63.223,63.22616279069768,0.6976744186046512,2.5307245780804832,30275705518,2026-05-30
1780117920000000000,63.182,63.223,0.7,5.1,63.2025,63.18694827586207,0.12068965517241378,6.487085162769957,2845374023,2026-05-30
1780117980000000000,63.179,63.223,2.6,4.7,63.201,63.19467123287671,0.3561643835616438,6.961915159569775,9387340570,2026-05-30
1780118040000000000,63.165,63.202,2.8,2.8,63.183499999999995,63.183499999999995,0.5,5.855959229862074,19834267905,2026-05-30
1780118100000000000,63.163,63.201,2.8,20.6,63.182,63.167547008547004,0.11965811965811964,6.014371181666267,446574844,2026-05-30
1780118160000000000,63.145,63.173,16.3,1.1,63.159000000000006,63.171229885057464,0.9367816091954022,4.4332557513574775,26652499681,2026-05-30
1780118220000000000,63.139,63.169,3.9,34.9,63.153999999999996,63.14201546391754,0.10051546391752578,4.75029293473003,17260800486,2026-05-30
1780118280000000000,63.142,63.171,3.8,34.9,63.1565,63.14484754521964,0.09819121447028424,4.59176806821093,36761838318,2026-05-30
1780118340000000000,63.223,63.266,7.8,20.6,63.2445,63.23480985915493,0.27464788732394363,6.7990101906093425,3591130174,2026-05-30
1780118400000000000,63.209,63.234,2.7,1.1,63.221500000000006,63.22676315789474,0.7105263157894737,3.954350972374679,9528471587,2026-05-30
1780118460000000000,63.191,63.218,0.8,34.7,63.2045,63.19160845070424,0.022535211267605635,4.271847732360991,444647924,2026-05-30
1780118520000000000,63.207,63.237,2.8,0.9,63.222,63.22970270270271,0.7567567567567568,4.745183638606994,3468363048,2026-05-30
1780118580000000000,63.193,63.227,3.1,1.5,63.209999999999994,63.21591304347827,0.673913043478261,5.378895744344079,10966330941,2026-05-30
1780118640000000000,63.265,63.294,5.1,33.1,63.2795,63.26887172774868,0.13350785340314134,4.582842784787547,22519142621,2026-05-30
1780118700000000000,63.253,63.289,3.0,34.7,63.271,63.255864721485416,0.07957559681697612,5.6898104977005834,128824272,2026-05-30
1780118760000000000,63.262,63.288,1.1,0.6,63.275,63.27882352941176,0.6470588235294118,4.10904780719024,25404767263,2026-05-30
1780118820000000000,63.254,63.277,3.0,0.5,63.2655,63.27371428571429,0.8571428571428571,3.635472730003436,7325421856,2026-05-30
1780118880000000000,63.221,63.243,1.4,0.6,63.232,63.236399999999996,0.7,3.47925101214663,11922676139,2026-05-30
1780118940000000000,63.221,63.243,1.4,0.1,63.232,63.24153333333334,0.9333333333333332,3.47925101214663,57321000000,2026-05-30
1780119000000000000,63.221,63.248,1.4,2.9,63.2345,63.22979069767441,0.3255813953488372,4.269821062869323,57740000000,2026-05-30
1780119060000000000,63.24,63.276,2.6,2.6,63.258,63.257999999999996,0.5,5.690979797021936,159688400,2026-05-30
1780119120000000000,63.257,63.279,1.1,3.0,63.268,63.2629024390244,0.26829268292682934,3.4772712903846448,54678359506,2026-05-30
1780119180000000000,63.257,63.279,1.1,2.5,63.268,63.26372222222221,0.3055555555555556,3.4772712903846448,57088000000,2026-05-30
1780119240000000000,63.257,63.279,1.1,2.0,63.268,63.264806451612905,0.3548387096774194,3.4772712903846448,56514000000,2026-05-30
