block,relmse_raw,corr_raw,pred_sd_raw,target_sd_raw,train_target_sd_raw,relmse_volnorm,corr_volnorm,pred_sd_volnorm,target_sd_volnorm,train_target_sd_volnorm,var_ratio_test_over_train,var_event,var_1ms,var_10ms,var_100ms,var_1s,var_10s,var_60s,dt_from,dt_to
5,1.0270012437848923,0.050209077000539185,0.23235570052334656,1.0522603348434603,3.121615413924383,1.002919661536708,0.034358426814237605,0.08258174457304696,0.8407569999937045,1.2349277872285465,0.11362858715731257,2.108091198719072,0.0022246259433460276,0.02268383056358668,0.2275550564007647,1.994401836685948,15.257485506614827,121.54562324091798,2026-05-20,2026-05-22
6,1.0570943000486483,-0.02973630067719097,0.17531771544437924,0.852354069691991,2.882327629245383,1.0104800036137052,-0.03708095758493807,0.06371319440812186,0.8999076023359467,1.1800489174022661,0.08744870622338383,1.3145354944947842,0.0007979131484570611,0.008408709859962999,0.08281105038540607,0.8459979484008883,10.825458562602527,67.70612953170384,2026-05-23,2026-05-25
7,1.0320455460120732,0.012404219683998264,0.2578271268417553,1.3439579641937394,2.687329433206083,0.9998514943590973,0.019729220217507903,0.09284625924322433,2.6391936154173896,1.1395250260224166,0.2501091342158977,9.848038458928217,0.01581637268235776,0.15897154793140697,1.5895279169252448,15.742511624993595,42.03050865698949,175.60040217358213,2026-05-26,2026-05-28
8,1.0540898637534108,-0.04005515089627224,0.15854936421534976,0.8094546161204861,2.5578223475149757,1.005776072357547,-0.0031929682382070587,0.07200980913927697,0.9879459048472999,1.4298942995363357,0.10014845488277622,2.5084469007095165,0.002380247224004399,0.02403381096680732,0.24043608613452042,2.4574599002849573,9.467215465832558,67.91374172073074,2026-05-29,2026-05-31
9,1.042592065113105,-0.008959203274722412,0.20573078885857185,1.0409275712234112,2.4255906731315533,1.002680288896465,0.034196928564872116,0.10294170161906308,1.0700433002711056,1.3844385370421795,0.18416453289036777,0.6129465468916542,0.001101493772298833,0.011379085549481837,0.11431816874209509,1.124612351566566,17.433770167292668,139.81514910047704,2026-06-01,2026-06-03
10,1.0613445651587494,-0.08770100794443,0.26132791921767395,1.4926428265661957,2.3233470106584098,1.0129252040359948,-0.012063913192574337,0.12078272821238355,1.1806455684892292,1.3544561951934528,0.4127467252225035,0.9126915002720498,0.0020726991115716372,0.02122810899340934,0.21211692148122654,2.293643468660623,36.16811692022059,254.68139100196086,2026-06-04,2026-06-06
11,1.0424245158408825,-0.06718982342817172,0.25237763022656345,1.6887924219058383,2.2599142452283862,1.0074737104659668,0.01322114107070526,0.11028641552139457,1.0959234375518363,1.3388740563233312,0.5584298484707051,1.1459061027182622,0.0027678479186945583,0.028307068949434883,0.2828300798454089,2.925128066941168,42.418888832807106,305.568226518877,2026-06-07,2026-06-09
12,1.022270158753195,-0.018942590346609507,0.23113780809957396,1.7586209586289638,2.217715993934768,0.9961283589035663,0.07977049247710909,0.1210762626350033,0.9343654123893765,1.320389680354295,0.62882910141729,0.7954532980252256,0.0026693512551662865,0.02712770082377909,0.27343871608627185,3.2100191200904153,45.92269473506442,348.05107584151114,2026-06-10,2026-06-12
13,1.0105866285844427,0.04459803319117569,0.1488396235689974,0.949820806638582,2.1857265956038026,0.9948164826077306,0.07203103214279169,0.08158882153899107,1.1343029966520062,1.2947432070190565,0.1888389967255215,0.4870851313440971,0.0008571965046821141,0.008795426800817735,0.08794569114899782,0.9112460761705691,11.533468541544808,71.61075304339239,2026-06-13,2026-06-15
14,0.9966420750263797,0.09692511807439724,0.22341429586478306,1.2822624609208497,2.1211544341205393,0.9846910105616808,0.12391549240019056,0.1377463547880861,1.0705202138299492,1.2827782273051531,0.3654342745935806,0.4895748871901194,0.0015666224921049273,0.015804660606657014,0.15914078726852388,1.6520379251242134,20.754618236378878,152.32739109668898,2026-06-16,2026-06-18
15,1.0026666542031362,0.03796571724367022,0.1162653276127739,1.1394268627039004,2.076067917897921,0.9884927684463989,0.11954659529878342,0.06488298720340945,0.9707751579326277,1.2699985794974986,0.30122415418402426,0.6991648129414938,0.0011813816182939519,0.012330215937135422,0.11143001828213576,1.3056675317001594,17.665051130150548,106.81702273435944,2026-06-19,2026-06-21
16,0.9858009739486562,0.1211029964035221,0.2657240099843878,1.8620437136548404,2.027835658175488,0.9760617441353954,0.1584101806415409,0.17189810508573494,1.3811531394666885,1.2509440192109307,0.8431682285785802,0.745356995073689,0.0028128412841360527,0.02900987497576568,0.29201285079304423,3.484485385725481,46.387148269497715,354.22884730803383,2026-06-22,2026-06-24
