dt,policy,n_quote,n_fill,n_pull,pnl_bp,per_fill,gross_bp,adv_bp,buy_frac,end_inv
2026-07-15,A+B 基準,355002,6911,0,3749.701108531315,0.5425699766359883,0.7357016114204351,-0.1926641164143197,0.5003617421501954,5.0
2026-07-15,A+B+C 前方フロー,354304,6861,49,3900.6438735192423,0.5685241034133861,0.7374116685127621,-0.1921653060039202,0.5003643783705,5.0
2026-07-15,A+B+D ゲート0,168430,2943,0,2570.045920008193,0.8732741828094438,0.7017772978075952,-0.08251919286680624,0.5008494733265375,5.0
2026-07-15,A+B+D ゲート-0.1,227243,4219,0,2762.293068970388,0.6547269658616706,0.6963205287900799,-0.11003176676072947,0.5005925574780754,5.0
2026-07-15,A+B+D ゲート-0.3,310479,5989,0,3093.072803396239,0.5164589753541892,0.7135024510710302,-0.1454893901850141,0.5004174319585908,5.0
2026-07-15,A+B+D ゲート-1.0,349737,6821,0,3450.8889292987938,0.5059212621754572,0.7270266662652068,-0.18456831847849528,0.5003665151737282,5.0
2026-07-15,A+B+C+D ゲート-0.3,309864,5945,47,3200.5352376512906,0.5383574832045905,0.7170209900409424,-0.1459066143059308,0.5004205214465938,5.0
2026-07-16,A+B 基準,353786,7329,0,3390.1422871658688,0.4625654642060129,0.6464135252254917,-0.19060061189037777,0.5000682221312593,1.0
2026-07-16,A+B+C 前方フロー,354581,7211,123,3735.8745023099586,0.5180799476230701,0.6541604890752324,-0.19249780855385704,0.5002080155318264,3.0
2026-07-16,A+B+D ゲート0,170799,3233,0,1483.2865555068067,0.45879571775651307,0.6195868193561274,-0.02239202522594559,0.5004639653572533,3.0
2026-07-16,A+B+D ゲート-0.1,227335,4493,0,2420.4576631064997,0.5387174856680391,0.6297681744056548,-0.08031683180895315,0.5001112842198976,1.0
2026-07-16,A+B+D ゲート-0.3,306317,6325,0,2243.929463705517,0.3547714567123347,0.6295304041743132,-0.13830247920126956,0.5000790513833993,1.0
2026-07-16,A+B+D ゲート-1.0,346508,7198,0,3130.297820556483,0.43488438740712465,0.6369847410748264,-0.18088665182883448,0.5001389274798556,2.0
2026-07-16,A+B+C+D ゲート-0.3,306288,6213,113,2358.634334538622,0.3796288965940161,0.6377348091166328,-0.1400682061900696,0.5002414292612265,3.0
2026-07-17,A+B 基準,393977,9137,0,6860.981452290353,0.7509008922283412,0.7187674035190373,-0.06314974703947601,0.49983583233008644,-3.0
2026-07-17,A+B+C 前方フロー,393906,8977,153,6394.523524174864,0.7123229947838771,0.7249122130003853,-0.060495594460374,0.49983290631614125,-3.0
2026-07-17,A+B+D ゲート0,186849,4067,0,891.6748914774058,0.2192463465643978,0.6831770242793476,0.11993955766268176,0.49963117777231375,-3.0
2026-07-17,A+B+D ゲート-0.1,247087,5547,0,1755.7576671020809,0.31652382677160285,0.6941118955285919,0.02945991219512952,0.49972958355868036,-3.0
2026-07-17,A+B+D ゲート-0.3,335154,7759,0,4231.238189244849,0.5453329281150727,0.7018208428236465,-0.022289133225469035,0.49980667611805646,-3.0
2026-07-17,A+B+D ゲート-1.0,384090,8911,0,5498.130509382176,0.6170048826598783,0.7094042131634399,-0.05877612718790569,0.49983166872404894,-3.0
2026-07-17,A+B+C+D ゲート-0.3,335263,7625,137,4258.659162850186,0.5585126770951063,0.7082087067213713,-0.019419265959163736,0.4998032786885246,-3.0
2026-07-18,A+B 基準,55720,1686,0,-377.91341136942475,-0.22414793082409534,0.6919551613453894,-0.126657560112878,0.5011862396204033,4.0
2026-07-18,A+B+C 前方フロー,56279,1680,8,-441.3271178595609,-0.2626947130116434,0.6943667972164399,-0.12598097534429775,0.5011904761904762,4.0
2026-07-18,A+B+D ゲート0,28876,773,0,-359.64672408041304,-0.46526096258785643,0.6368383175798553,-0.04512701790420418,0.49676584734799484,-5.0
2026-07-18,A+B+D ゲート-0.1,39467,1138,0,-419.9815137602028,-0.3690522968015842,0.6776140233097376,-0.07244178097371863,0.4982425307557118,-4.0
2026-07-18,A+B+D ゲート-0.3,52215,1568,0,-440.06713964505695,-0.2806550635491435,0.6850405087275063,-0.11218434385869068,0.5006377551020408,2.0
2026-07-18,A+B+D ゲート-1.0,55448,1678,0,-356.5369370800958,-0.21247731649588547,0.6886537661646089,-0.12219535212097928,0.50119189511323,4.0
2026-07-18,A+B+C+D ゲート-0.3,52834,1562,7,-499.07280083947546,-0.31950883536458097,0.6873650780182754,-0.1117688725644034,0.5006402048655569,2.0
2026-07-19,A+B 基準,91501,2242,0,-36.06127902732281,-0.016084424187030693,0.9249303578824507,-0.29056519447211226,0.5008920606601249,4.0
2026-07-19,A+B+C 前方フロー,91632,2218,21,55.4876372956049,0.025016969024168122,0.9309687456172635,-0.29603652944336994,0.5009017132551848,4.0
2026-07-19,A+B+D ゲート0,46761,965,0,-959.1404860127359,-0.9939279647800372,0.8595765536499412,-0.11228319162792033,0.5025906735751295,5.0
2026-07-19,A+B+D ゲート-0.1,61205,1409,0,-378.33456752324776,-0.2685128229405591,0.8683091244464072,-0.15681490257209027,0.5017743080198722,5.0
2026-07-19,A+B+D ゲート-0.3,81206,1938,0,82.81276896839302,0.04273104693931528,0.8982265351429531,-0.20734655264131086,0.5010319917440661,4.0
2026-07-19,A+B+D ゲート-1.0,89837,2196,0,153.8720363788824,0.07006923332371694,0.9119843399894073,-0.2687369974378414,0.5009107468123861,4.0
2026-07-19,A+B+C+D ゲート-0.3,81171,1918,20,203.40576841617354,0.10605097414816139,0.9001853744945366,-0.22012249900248207,0.5010427528675704,4.0
2026-07-20,A+B 基準,325473,5902,0,2652.8850438324644,0.44948916364494484,0.7202288194736907,-0.15166700931702617,0.4998305659098611,-2.0
2026-07-20,A+B+C 前方フロー,325560,5816,85,2506.8956871672794,0.43103433410716635,0.7264925499402761,-0.14691780881249472,0.499828060522696,-2.0
2026-07-20,A+B+D ゲート0,162547,2696,0,1965.5717448359158,0.7290696382922536,0.6796751296517938,0.025972522670512265,0.49962908011869434,-2.0
2026-07-20,A+B+D ゲート-0.1,208570,3552,0,1433.768494010963,0.4036510399805639,0.6826952898620077,-0.029062856005985384,0.49971846846846846,-2.0
2026-07-20,A+B+D ゲート-0.3,274523,4931,0,3154.5409143679367,0.6397365472252964,0.6877828960304145,-0.08456676623437018,0.4996958020685459,-3.0
2026-07-20,A+B+D ゲート-1.0,316013,5738,0,2465.638403298525,0.4297034512545356,0.7035287782235522,-0.13430154670546884,0.49982572324851865,-2.0
2026-07-20,A+B+C+D ゲート-0.3,274523,4853,75,2828.5719680353177,0.582850189168621,0.6941904948357948,-0.08330073503890781,0.4996909128374202,-3.0
2026-07-21,A+B 基準,281168,6519,0,567.94687587567,0.08712177878135757,0.635090495278705,-0.12393700224140333,0.49992330111980365,-1.0
2026-07-21,A+B+C 前方フロー,281616,6460,75,914.6187790180767,0.14158185433716358,0.6397262706432609,-0.12612618573584827,0.4998452012383901,-2.0
2026-07-21,A+B+D ゲート0,136553,2938,0,-299.27852326639635,-0.10186471179931803,0.6309268251783353,0.017356880308739518,0.5003403675970047,2.0
2026-07-21,A+B+D ゲート-0.1,188621,4236,0,328.91710358725487,0.0776480414511933,0.6193524942629226,-0.028523497696999415,0.5002360717658169,2.0
2026-07-21,A+B+D ゲート-0.3,249811,5790,0,1015.6654744332458,0.1754171803857074,0.6196962825283057,-0.11039070243814385,0.5001727115716753,2.0
2026-07-21,A+B+D ゲート-1.0,277146,6433,0,521.4516225529892,0.08105885629612765,0.6289493378788465,-0.12818815369657377,0.49992227576558373,-1.0
2026-07-21,A+B+C+D ゲート-0.3,249984,5735,71,1056.7740489220364,0.18426748891404296,0.6233155180970582,-0.11310823647987275,0.5000871839581517,1.0
2026-07-22,A+B 基準,342528,7768,0,1076.6185215552707,0.1385966170900194,0.6603666400178674,-0.08510161484432212,0.49974253347064884,-4.0
2026-07-22,A+B+C 前方フロー,342237,7686,84,1096.238527583554,0.14262796351594512,0.6658996816545237,-0.08414817385589174,0.49973978662503254,-4.0
2026-07-22,A+B+D ゲート0,170497,3500,0,201.83933319046298,0.05766838091156085,0.626069731258433,0.04778668257998319,0.49942857142857144,-4.0
2026-07-22,A+B+D ゲート-0.1,237005,5160,0,714.5945900085985,0.13848732364507724,0.6311379376646029,-0.008824933576017132,0.4996124031007752,-4.0
2026-07-22,A+B+D ゲート-0.3,311627,7049,0,399.90761108010406,0.05673253100866847,0.6442362739409213,-0.07334858127529574,0.4996453397645056,-5.0
2026-07-22,A+B+D ゲート-1.0,338995,7716,0,1166.0594445355496,0.15112227119434288,0.6565430846019998,-0.0853403932001191,0.4997407983411094,-4.0
2026-07-22,A+B+C+D ゲート-0.3,311982,6989,78,73.70678304485605,0.01054611289810503,0.6499672155758789,-0.07030902716551182,0.4996422950350551,-5.0
2026-07-23,A+B 基準,384838,7935,0,176.58947498085752,0.022254502203006617,0.6678029174697275,-0.06411602652321025,0.49968494013862635,-5.0
2026-07-23,A+B+C 前方フロー,384974,7871,63,352.76452724043156,0.0448182603532501,0.6731068151110546,-0.06580415799228083,0.4996823783509084,-5.0
2026-07-23,A+B+D ゲート0,185598,3537,0,-845.2293041318941,-0.23896785528184736,0.6583484443870355,0.02138718652361677,0.4992931863160871,-5.0
2026-07-23,A+B+D ゲート-0.1,260010,5133,0,-1525.2024384903173,-0.2971366527353044,0.666455329545941,0.0002902987763000022,0.4995129553867134,-5.0
2026-07-23,A+B+D ゲート-0.3,348948,7131,0,-699.3123903418804,-0.09806652507949522,0.6640237276866742,-0.05124042833004212,0.4996494180339363,-5.0
2026-07-23,A+B+D ゲート-1.0,380655,7873,0,202.6763553781058,0.025743218008142485,0.6635199164646771,-0.058980800328207114,0.4996824590372158,-5.0
2026-07-23,A+B+C+D ゲート-0.3,349011,7069,59,-654.9338077382487,-0.09264872085701636,0.6676680564197536,-0.05303847396848719,0.4996463431885698,-5.0
2026-07-24,A+B 基準,349963,5243,0,502.23283229284806,0.0957911181180332,0.7227445087505547,-0.0178908413155301,0.4997139042532901,-3.0
2026-07-24,A+B+C 前方フロー,350206,5175,65,543.7522707909098,0.10507290256829176,0.7281738830949793,-0.01916211641405015,0.49971014492753624,-3.0
2026-07-24,A+B+D ゲート0,173717,2399,0,1102.4021667611942,0.45952570519432856,0.6915183243150433,0.08133842530746627,0.4989578991246353,-5.0
2026-07-24,A+B+D ゲート-0.1,240674,3415,0,-104.50978015629299,-0.030603156707552853,0.7070992088926605,0.01691703405916213,0.49956076134699856,-3.0
2026-07-24,A+B+D ゲート-0.3,321127,4685,0,609.4355202137157,0.13008228819929896,0.7052525520818076,0.008078794534958973,0.49989327641408754,-1.0
2026-07-24,A+B+D ゲート-1.0,346997,5202,0,550.8085825358934,0.10588400279428939,0.7154401267181928,0.0009684462977550175,0.4998077662437524,-2.0
2026-07-24,A+B+C+D ゲート-0.3,321299,4621,61,582.1361211108749,0.125976221837454,0.710380190449158,0.009329281786384104,0.49989179831205366,-1.0
2026-07-25,A+B 基準,65751,1796,0,-323.78750611000436,-0.1802825757850804,0.6626310447627206,-0.16599558166278808,0.49888641425389757,-4.0
2026-07-25,A+B+C 前方フロー,65638,1762,22,-364.0962204977365,-0.20663803660484478,0.6681098381920666,-0.1666591759913489,0.4988649262202043,-4.0
2026-07-25,A+B+D ゲート0,34313,890,0,311.5924729352663,0.3501039021744565,0.6271954370827937,-0.10130121870248526,0.49775280898876406,-4.0
2026-07-25,A+B+D ゲート-0.1,47726,1242,0,101.60411292128992,0.08180685420393714,0.6550818255958322,-0.13696288971786097,0.49838969404186795,-4.0
2026-07-25,A+B+D ゲート-0.3,61124,1656,0,-380.3826417386829,-0.22969966288567806,0.6558188990450112,-0.1588876590872454,0.49879227053140096,-4.0
2026-07-25,A+B+D ゲート-1.0,65418,1790,0,-328.2766688552652,-0.18339478706998055,0.6608055145759558,-0.16634405000691582,0.4988826815642458,-4.0
2026-07-25,A+B+C+D ゲート-0.3,61353,1628,19,-375.13301620902917,-0.2304256856320818,0.6628807035270382,-0.15620314952174774,0.4987714987714988,-4.0
2026-07-26,A+B 基準,70991,1953,0,-1259.5527462630052,-0.6449322817526909,0.557515118332014,-0.23407263209861662,0.5012800819252432,5.0
2026-07-26,A+B+C 前方フロー,70985,1925,23,-1155.496438823106,-0.6002578902977174,0.5629689147172279,-0.23803884796965988,0.5012987012987012,5.0
2026-07-26,A+B+D ゲート0,35577,1031,0,264.4205940836946,0.2564700233595486,0.5156362344410386,-0.16606855364243006,0.5024248302618817,5.0
2026-07-26,A+B+D ゲート-0.1,55621,1521,0,-885.761620146564,-0.5823547798465247,0.5228743730949594,-0.1753480291870191,0.5016436554898094,5.0
2026-07-26,A+B+D ゲート-0.3,68537,1873,0,-1191.935616266265,-0.63637779832689,0.543480401141601,-0.21167018441710628,0.5013347570742125,5.0
2026-07-26,A+B+D ゲート-1.0,70786,1947,0,-1242.6728542124831,-0.6382500535246446,0.5532333294699818,-0.22743488796217118,0.5012840267077555,5.0
2026-07-26,A+B+C+D ゲート-0.3,68507,1849,21,-1079.537189939731,-0.5838492103513959,0.5478872691808508,-0.2147143722304207,0.5013520822065982,5.0
2026-07-27,A+B 基準,369980,7356,0,3216.595970203696,0.43727514548718,0.608959181491851,-0.06873033224324983,0.5002718868950516,4.0
2026-07-27,A+B+C 前方フロー,370558,7270,96,3271.4652788481008,0.44999522405063286,0.6127156623362958,-0.0677934825529933,0.5002751031636864,4.0
2026-07-27,A+B+D ゲート0,181314,3253,0,271.9486016645804,0.08359932421290513,0.5778065400450051,0.06903911311335151,0.5001537042729788,1.0
2026-07-27,A+B+D ゲート-0.1,257882,4804,0,915.4216205311126,0.19055404257516914,0.5792486874371747,0.006348475893825488,0.5004163197335554,4.0
2026-07-27,A+B+D ゲート-0.3,339700,6617,0,3501.7682958756363,0.5292078428102821,0.5871965771427063,-0.04580624736328002,0.5002266888317969,3.0
2026-07-27,A+B+D ゲート-1.0,367084,7284,0,3404.21517607968,0.4673551861723888,0.599088093417538,-0.057987677554584456,0.500274574409665,4.0
2026-07-27,A+B+C+D ゲート-0.3,339933,6539,87,3500.1675376342573,0.5352756595250432,0.5923427951594652,-0.04695194743870942,0.5002293928735281,3.0
2026-07-28,A+B 基準,449414,9743,0,161.9650769835638,0.01662373775875642,0.6305908934906455,-0.09510206535502298,0.4999486811043826,-1.0
2026-07-28,A+B+C 前方フロー,450956,9599,171,100.69440677740607,0.010490093424044803,0.6378055160360526,-0.09202294976561153,0.4999479112407543,-1.0
2026-07-28,A+B+D ゲート0,220145,4356,0,1801.1075721415848,0.41347740407290745,0.5854105590008283,-0.02260579026710481,0.4997704315886134,-2.0
2026-07-28,A+B+D ゲート-0.1,302475,6280,0,1694.377457203531,0.2698053275801801,0.5987428160887704,-0.04335354094136887,0.49984076433121016,-2.0
2026-07-28,A+B+D ゲート-0.3,401305,8620,0,2293.843475834851,0.2661071317673841,0.6083886391958933,-0.0778415815555073,0.5,0.0
2026-07-28,A+B+D ゲート-1.0,443592,9576,0,284.2042023901621,0.02967880141918986,0.6205531533438827,-0.08528859544445432,0.5,0.0
2026-07-28,A+B+C+D ゲート-0.3,401397,8478,156,2556.1171589860073,0.30150001875277277,0.6161196463669146,-0.07231237162923401,0.5,0.0
2026-07-29,A+B 基準,598373,11564,0,-2068.208470723902,-0.1788488819373834,0.8099343570334159,0.12017053988082656,0.5,0.0
2026-07-29,A+B+C 前方フロー,598906,11415,169,-2840.6595848276115,-0.24885322687933523,0.8161826628693516,0.12537602809819387,0.5000438020148927,1.0
2026-07-29,A+B+D ゲート0,288371,4854,0,-2947.3678591419366,-0.6072039264816516,0.765917521387216,0.09427540088776258,0.5002060156571899,2.0
2026-07-29,A+B+D ゲート-0.1,379449,6789,0,-272.74742339104324,-0.040174904019891475,0.7535333623871633,0.021893852493687277,0.5002209456473707,3.0
2026-07-29,A+B+D ゲート-0.3,517844,9669,0,-2972.771365082494,-0.3074538592494047,0.7619694869340691,0.06357854726704817,0.5000517116558072,1.0
2026-07-29,A+B+D ゲート-1.0,583160,11231,0,-2981.973458289978,-0.2655127289012535,0.7904855603728682,0.0830051625256873,0.5000445196331582,1.0
2026-07-29,A+B+C+D ゲート-0.3,519817,9556,161,-2842.155797531577,-0.2974210755056066,0.7690110984111795,0.07005284062599997,0.5001046462955211,2.0
2026-07-30,A+B 基準,443682,9346,0,781.1831505706319,0.08358475824637619,0.7385062323590861,-0.04466267679804355,0.49989300235394823,-2.0
2026-07-30,A+B+C 前方フロー,444405,9108,237,1372.694042695389,0.15071300424850562,0.7515327846608924,-0.05172036508887605,0.49989020641194554,-2.0
2026-07-30,A+B+D ゲート0,212908,4162,0,1824.240556224042,0.4383086391696401,0.6812401596764931,0.08519044014803107,0.5002402691013935,2.0
2026-07-30,A+B+D ゲート-0.1,287917,5778,0,3213.733805293637,0.5562017662328897,0.6792332749427487,0.08525634792389004,0.4996538594669436,-4.0
2026-07-30,A+B+D ゲート-0.3,387227,8038,0,2400.708654569832,0.29866989979719233,0.6950942457345344,0.03714853286198149,0.49987559094302064,-2.0
2026-07-30,A+B+D ゲート-1.0,431988,9098,0,1228.5303501042506,0.13503301276151358,0.7204738255718625,-0.017115563087975554,0.49989008573312815,-2.0
2026-07-30,A+B+C+D ゲート-0.3,387257,7824,222,2900.5410144573475,0.3707235447926058,0.7065186965711986,0.02627655448610187,0.4998721881390593,-2.0
2026-07-31,A+B 基準,450737,9339,0,4558.4675063295235,0.48811087978686407,0.8086096441834089,0.10156188680122069,0.49994646107720314,-1.0
2026-07-31,A+B+C 前方フロー,449627,9164,184,4547.568484633241,0.49624274166665655,0.8174867157015955,0.09919360533758727,0.5,0.0
2026-07-31,A+B+D ゲート0,212538,4121,0,3085.768664280924,0.7487912313227187,0.7166703523359522,0.20563136214939415,0.5001213297743267,1.0
2026-07-31,A+B+D ゲート-0.1,296352,5808,0,2851.334801606516,0.4909323005520861,0.7252050423590061,0.12097023717920324,0.49982782369146006,-2.0
2026-07-31,A+B+D ゲート-0.3,391782,7987,0,3507.3640822722928,0.4391341032017394,0.7513032347980368,0.10041204587317644,0.4999373982721923,-1.0
2026-07-31,A+B+D ゲート-1.0,436391,9035,0,3747.005613306273,0.41472115255188413,0.7854975276978231,0.11018583694678927,0.4999446596568899,-1.0
2026-07-31,A+B+C+D ゲート-0.3,392316,7838,167,3754.915483365466,0.4790655120394828,0.7596768862557406,0.09316528766223196,0.5,0.0
2026-08-01,A+B 基準,54998,1186,0,-967.5760350823094,-0.8158313955162811,0.538447863080423,-0.2841193503029472,0.5,0.0
2026-08-01,A+B+C 前方フロー,56648,1152,55,-978.0767053934421,-0.8490249178762519,0.5507529714194309,-0.3299383310358843,0.5,0.0
2026-08-01,A+B+D ゲート0,28790,634,0,-59.800038836013286,-0.09432182781705566,0.42646857950075906,-0.15356370873185876,0.5,0.0
2026-08-01,A+B+D ゲート-0.1,39853,839,0,-275.35989247602566,-0.3282001102217231,0.4493983025794414,-0.16985254977720346,0.5005959475566151,1.0
2026-08-01,A+B+D ゲート-0.3,52027,1126,0,-782.3008915404288,-0.6947610049204519,0.4951726967806258,-0.24149973645958725,0.5,0.0
2026-08-01,A+B+D ゲート-1.0,54287,1174,0,-876.9404681558843,-0.7469680307971758,0.5244280731079315,-0.27294722642518804,0.5,0.0
2026-08-01,A+B+C+D ゲート-0.3,52912,1082,52,-621.5100300665304,-0.5744085305605641,0.5072736808102516,-0.24467418350603354,0.5,0.0
2026-08-02,A+B 基準,102571,2169,0,1911.5334887213455,0.8812971363399472,0.6622226233303714,-0.2810111423825931,0.5002305209774089,1.0
2026-08-02,A+B+C 前方フロー,103111,2104,85,2077.0722902763896,0.987201658876611,0.6762499373291214,-0.2903811859505631,0.5,0.0
2026-08-02,A+B+D ゲート0,50175,1024,0,2244.9241255794004,2.1923087163861332,0.5259256671617779,-0.10968626262417185,0.4990234375,-2.0
2026-08-02,A+B+D ゲート-0.1,68899,1409,0,2538.6288945167394,1.8017238428081896,0.5459703248677105,-0.14548235467502044,0.49964513839602553,-1.0
2026-08-02,A+B+D ゲート-0.3,90866,1897,0,2284.5727160131833,1.204308231952126,0.5945578855910815,-0.2241501333879589,0.5002635740643121,1.0
2026-08-02,A+B+D ゲート-1.0,100015,2112,0,2317.3629500430743,1.0972362452855466,0.642223621195631,-0.26053234517736806,0.5004734848484849,2.0
2026-08-02,A+B+C+D ゲート-0.3,90903,1838,73,2312.9247079648762,1.2583921153236541,0.6068953439743081,-0.2369858238307704,0.5,0.0
2026-08-03,A+B 基準,329269,5924,0,3570.1515307427835,0.6026589349667089,0.641479222055714,-0.009764055059770913,0.5,0.0
2026-08-03,A+B+C 前方フロー,329811,5730,227,3334.6899588019614,0.581970324398248,0.6579312999257457,-0.012795587847226468,0.5,0.0
2026-08-03,A+B+D ゲート0,158933,2780,0,1616.0407677154296,0.581309628674615,0.5736061412444203,0.14820349357037907,0.4996402877697842,-2.0
2026-08-03,A+B+D ゲート-0.1,218589,3872,0,1898.8886643759017,0.4904154608408837,0.5718495538825186,0.06965034097917568,0.50025826446281,2.0
2026-08-03,A+B+D ゲート-0.3,290721,5195,0,3289.754713784352,0.6332540353771612,0.596768488519448,0.03878582159594556,0.5000962463907603,1.0
2026-08-03,A+B+D ゲート-1.0,321233,5778,0,3743.3948054247503,0.64787033669518,0.6256028145947615,0.0013802680576952184,0.5,0.0
2026-08-03,A+B+C+D ゲート-0.3,291685,5016,220,3443.7033143574654,0.6865437229580273,0.6134225356861616,0.039616251773654534,0.5,0.0
2026-08-04,A+B 基準,341191,6127,0,1836.5417810796812,0.2997456799542486,0.5586070860976698,-0.004050065291027575,0.5000816060062021,1.0
2026-08-04,A+B+C 前方フロー,340403,5928,217,1893.1128549963476,0.31935102142313554,0.5702481953367202,-0.01812207250229526,0.5001686909581646,2.0
2026-08-04,A+B+D ゲート0,169281,2903,0,-1318.9640554375612,-0.45434517927577034,0.508472077682713,0.12838103727748684,0.49982776438167414,-1.0
2026-08-04,A+B+D ゲート-0.1,237408,4194,0,639.7632477468275,0.15254250065494218,0.5070608492204788,0.07432147367473343,0.49976156413924655,-2.0
2026-08-04,A+B+D ゲート-0.3,305533,5549,0,2169.917950069945,0.3910466660785628,0.5261122593493475,0.029902527816347432,0.499909893674536,-1.0
