dt,n_events,n_trades_taker,n_trades_assigned,vol_buy,vol_sell,events_with_trade,spread_mean,depth1_mean,voi_mean,voi_std,voi_raw_std,ofi_mean,ofi_std,oi_mean
2026-05-04,4930,323,323,4977.5,6778.5,197,0.4603847870182553,-0.05428054456799651,-1.875938324203688,320.6837112720968,336.1781407037576,-5.751552038953134,372.1196449072709,-0.03553299492385787
2026-05-05,14369,2958,2958,43885.5,30354.4,1935,0.3726777785510467,0.07078861169512923,46.632340455146505,282.705201052798,321.2370232343052,-5.247150114830538,388.36843572965256,0.15167391883456477
2026-05-06,18482,7136,7136,60960.899999999994,59562.9,3820,0.28102743209609354,0.010492339262422268,1.6113407639865818,209.91817545014672,272.2009250816475,2.1051130829996754,254.65653283119042,0.06288605972506772
2026-05-07,27297,1710,1710,13711.3,32979.1,1131,0.2166005055500605,0.23217931730620023,84.50133714327582,283.3631887402068,293.78579651281683,-0.5411620324577788,389.48866306373543,-0.11661263385401316
2026-05-08,29295,8748,8748,92736.1,49228.799999999996,5512,0.17871944017750482,-0.18223884385314335,-19.098631165727937,226.4743325926077,294.5769486420411,9.477491039426523,292.2705078634726,0.11201314823217731
2026-05-09,22553,6725,6725,35811.899999999994,43997.1,4103,0.2169335343413296,-0.029357972668453972,-4.4969272380614544,130.51391145597896,278.51249364170343,-3.605817407883652,158.92791898144296,-0.1342412331695148
2026-05-10,31642,2936,2936,15001.4,31089.5,1815,0.2216668352190128,-0.016496526044171646,2.128465330889324,43.04331311564926,208.34916762866538,2.236609569559446,45.12231933759865,0.3862258953168044
2026-05-11,86182,36499,36499,146081.59999999998,209610.7,18688,0.15100804112227614,-0.022315234876972324,1.8944292311619597,152.87081228098108,339.98984914005183,2.2252372885289273,163.89086040815883,0.1045463738134202
2026-05-12,96644,22024,22024,110094.3,146475.7,13750,0.11123322710152726,0.009419155777831024,0.1397562186995575,127.86042699087413,313.76418745750965,0.34299387442572743,146.45866450494913,0.026575351743892348
2026-05-13,74205,11943,11943,88323.4,94218.4,6697,0.1061911326730005,0.004643416713322614,1.1819136176807492,197.6386350781422,295.72476089708516,0.5559005457853244,240.1132624278235,-0.01735791804977839
2026-05-14,83518,22728,22728,143521.39999999997,85643.19999999998,12557,0.0748824325295147,-0.05539336959475686,-7.118742067578245,201.32662106273014,345.26899719004695,-2.5159366843075746,232.76345913672168,-0.3019625600937321
2026-05-15,155784,31852,31852,227933.00000000006,297374.2,21123,0.09700009628716699,0.07887781577783606,-4.246244158578546,217.15912076863142,715.073639112249,-2.0314461048631443,235.79378890880892,-0.27565272043262934
2026-05-16,126495,4480,4480,13336.0,43858.6,2832,0.10246216055970538,-0.013099275252816532,-0.32240562868097555,46.57633882623028,555.6295693285549,-0.3191351436815684,46.87647941317562,-0.36607850280495136
2026-05-17,50986,5580,5580,21993.1,18003.9,3413,0.11315210057662896,-0.13471003352182057,-0.20827874318440348,41.9022166094708,254.25426392781895,-0.17621111677715465,49.327925980099025,0.2908692725330602
2026-05-18,97661,24808,24808,96013.1,127985.70000000001,16461,0.09603909441844745,-0.07449166839906994,-2.645727567811102,87.6017926396583,263.96892394565623,-1.3621844953461462,99.10373650585623,0.199589480175425
2026-05-19,126267,28147,28147,123877.0,121034.6,21151,0.053338797944039236,-0.02190987593238402,2.2686988682712035,110.96152020188731,210.90238255135986,2.39459082737374,118.76713033609846,0.45391805844757754
2026-05-20,108454,18656,18656,81828.0,73168.2,13389,0.04361663009202054,0.02675092263613799,4.907083187342099,81.77253807419712,120.18443178159973,3.8511931325723343,90.45390136056298,-0.30478334707612253
2026-05-21,90748,29341,29341,271749.10000000003,227284.3,18545,0.03597650636928635,-0.03840226854231678,1.1869054965398687,384.902052636443,630.7596939319909,2.0597787279058495,406.1231918208123,0.12490881313120239
2026-05-22,60509,13095,13095,67127.40000000001,161663.5,8786,0.027977804954634887,0.051292036153539,9.535379860847145,104.9268548136039,208.9462890632393,8.431709332495991,113.43089446511426,-0.24824059811462906
2026-05-23,52167,10350,10350,37854.5,47394.90000000001,5421,0.0351591235838749,0.01290762986590336,1.9299423006881746,87.29315115792743,212.9842202559249,2.3140031054114667,92.92501370274366,0.10087476553308493
2026-05-24,53772,4444,4444,15755.099999999999,20674.800000000003,2539,0.05362813360113086,0.004438801167145087,1.003871903592948,108.71309880223296,164.64843211901515,0.9107081752584988,111.84120518367352,0.02879230855104961
2026-05-25,50846,739,739,1224.2,29860.80000000001,526,0.00780598277151051,0.9079220342294576,0.1039019785233843,191.27776681959654,192.23210441463664,0.09723282067419259,192.00235065092926,-0.9017376407033764
2026-05-26,99059,37082,37082,211637.39999999997,172859.7,22130,0.030655649663331935,-0.03905387438190764,-1.1181114285425855,74.37638291405932,188.44133462278748,-0.560178277592142,84.32988655844146,0.06983969124983952
2026-05-27,141183,42599,42599,309415.1,245080.19999999995,21535,0.029067090230410153,-0.007931682668676504,-0.351389331576748,65.93996821058296,125.4282245075792,-0.5076829363308615,74.22837823520955,0.08342854180339665
