dt,n_events,n_trades_taker,n_trades_assigned,vol_buy,vol_sell,events_with_trade,spread_mean,depth1_mean,voi_mean,voi_std,voi_raw_std,ofi_mean,ofi_std,oi_mean
2026-05-28,141777,35696,35696,246907.9,318856.1,20880,0.032169660805349255,-0.03185155839450241,1.4794353103817968,91.99929357565968,191.18262382812807,1.3771986993659056,102.00034281824982,0.06574774442830789
2026-05-29,94087,14864,14864,94239.20000000001,93300.5,9489,0.030690722416486863,-0.10018334498536272,3.1440624103223613,79.95367485598295,135.77001959598044,3.6726848555060743,87.09167146139859,0.39016635213132184
2026-05-30,39394,5839,5839,17949.5,12463.599999999999,3438,0.03326374574808335,-0.01670451588076472,0.3192694318931817,20.3399855331415,98.3506215510515,0.4724044270701122,22.959187159787355,0.4598559365494888
2026-05-31,54316,12685,12685,39148.3,41778.2,6592,0.0307875764047432,0.04273007114935595,-0.07221628985934171,37.01360138102636,96.72224880314937,0.4315339863023786,40.48372015817868,0.3604335451670062
2026-06-01,153859,25888,25888,156222.7,218180.6,14342,0.038588038398793725,0.01608337212303157,0.10543029657023653,114.87892874162769,246.25572284713107,-0.14922428977180416,136.88241292707067,-0.12145945229351357
2026-06-02,163572,23659,23659,151168.6,141510.4,13607,0.0355419998532757,-0.06927131080186516,-0.12268358887829234,106.19469492161139,193.82472682613863,0.619434866603086,111.35632762819382,0.11023775967113407
2026-06-03,149867,18457,18457,106492.69999999998,167791.6,9931,0.031109263547011566,-0.02861335079151185,-2.442914717716375,213.73411276820525,310.5229023855563,-0.5633027951450288,226.46998294105754,0.132663959102738
2026-06-04,179184,27157,27157,147916.40000000002,174744.7,13592,0.03138579895526383,0.02655148838538699,2.5204393249397268,119.10982575115848,191.59494092340032,1.6823176176444328,131.5699426901449,0.043219897243333284
2026-06-05,251485,49321,49321,241651.9,353934.80000000005,24726,0.029795276060202408,-0.05933300649514003,-2.8343845557389113,112.92322171697903,215.14108798393409,-0.6743193431019741,126.13118620481556,0.0735646086909452
2026-06-06,157495,30300,30300,74329.19999999998,85022.5,15002,0.027300307946284047,-0.012625707993651142,1.1398590431442266,37.086533841200264,88.67754578065366,1.0799733324867455,47.49773948707487,0.13211932675767218
2026-06-07,119349,24341,24341,95794.20000000001,94800.6,11350,0.02492596502693801,0.056895862794216955,-0.4682393652230015,45.01242390768103,108.54770226028057,-0.21036120956187312,48.1012912512555,-0.02919664556807832
2026-06-08,262059,39903,39903,258876.90000000002,255134.40000000002,19097,0.025805299569944175,0.005906480901993941,1.2820796080272,83.78776902530225,158.44799395928635,0.14299070056742946,93.93914224881574,0.049371557545604114
2026-06-09,268157,35573,35573,256715.5,345155.1,18361,0.025298060464578567,-0.010165409291874403,0.9097644290471625,118.70132558759356,218.71453856800164,-0.10950003169784865,141.10088198844392,0.1198118520480762
2026-06-10,307569,34092,34092,236614.0,248975.8,16447,0.027594614541777605,-0.0065773310719921055,-0.3085284927934871,74.3815846247179,141.86353110892944,-0.10774590417109656,84.52933781576877,-0.06534605390014417
2026-06-11,296649,30207,30207,231316.7,210312.4,16142,0.02627171842817606,-0.018720332025705985,1.7681667559978291,120.71273777441662,222.52119722429805,0.8146543558211893,140.47161751706577,0.046457425165480806
2026-06-12,254094,26456,26456,218045.59999999998,220863.09999999998,13447,0.02504155155178786,-0.05940325916209546,-1.6325182806363,141.14883151121586,256.3422729597094,0.016580478090785358,168.29947018001735,0.18880442936118536
2026-06-13,92949,14088,14088,31965.0,48014.7,7494,0.022255419638726702,0.041582113746781335,1.2076353699340499,56.01209894912404,156.6942639874019,0.36574035223617263,61.57433303298437,0.08154916458276468
2026-06-14,135569,27331,27331,106238.5,73954.40000000001,13042,0.023910067935884894,-0.04681332467086512,-0.48799061732401944,40.42090203272594,105.2636886462162,-0.07466308669386064,44.324644822403904,0.2671277957705336
2026-06-15,249512,28471,28471,214973.5,225893.0,14610,0.015964815319503715,-0.031610069851809745,2.3328745711629097,150.8151385714569,340.48255113480826,0.10508031677835125,178.62592695069034,0.09344048799393116
2026-06-16,257052,34594,34594,323846.9,337900.4,16875,0.01766704402222121,0.011472759858510491,1.6575023730607035,177.37239369651502,332.22683567856194,-0.00918257784417157,215.60210230639134,-0.003312082413675917
2026-06-17,296617,37944,37944,320595.39999999997,353402.80000000005,19043,0.01782687101548462,-0.07114968099995275,-5.628429591021419,166.65389941554457,313.0285599767268,-0.1962699373265862,204.87390946287812,0.14589991738255523
2026-06-18,271055,50113,50113,458561.2,390934.2,21774,0.014859002785412592,-0.01653746698518524,-0.09211303978897287,133.02382376819796,262.3605149785211,0.208127501798528,158.1840195281148,0.07494642697016413
2026-06-19,243522,38473,38473,145295.9,213196.4,18742,0.021037622884174705,-0.0674419341126452,-1.6271967214461116,56.213846660343975,159.72245114329198,-0.749168452952916,64.02284543205823,0.22724544446969486
2026-06-20,143583,31051,31051,127471.89999999994,107375.0,13186,0.02338613206298794,-0.03041456328077739,-0.5318289769680256,29.452135777849964,230.49996416063848,-0.2144007298914217,32.09699764755952,0.12295936100343431
2026-06-21,79879,24573,24573,113890.2,158836.60000000003,10225,0.03024848833861197,-0.06156027933707935,-1.2082099175002192,49.06219239921679,571.624078134823,-0.8512287334593571,55.42956866870769,0.19519869355146338
2026-06-22,229561,52057,52057,528755.2,545059.9,26197,0.01830811418315836,0.07090149567658939,11.428892538366709,195.6384519031408,308.6454347548948,2.717787864663423,240.82056421296733,-0.011475912755416918
2026-06-23,355211,84260,84260,979209.6000000001,1174210.1,33163,0.017944033264735638,0.035768707781155026,3.5005348933450824,196.841282762991,303.16828850329694,2.086710997125652,236.76317753138454,0.12239806647290483
2026-06-24,350453,100657,100657,1289672.7999999998,1132275.6,41830,0.021361777470873415,-0.03149749605610874,-3.07050988292296,210.62006023145713,366.80692771089036,-1.5778187089281588,249.6428162234725,0.08726284746795249
2026-06-25,370009,99050,99050,1332611.9,1140867.0,44325,0.02033576480572097,-0.008788847024669165,4.341566556489168,301.43306283935334,457.2273633016524,2.6103329919001967,355.0754937937627,0.2097581846925444
2026-06-26,327917,57529,57529,835091.9999999999,1084697.7999999998,27997,0.026036396405187893,-0.01611234088315692,-6.02929033871376,252.11886432076759,381.36688715622927,-1.4660636685502737,322.42528467226265,0.07679620704336587
2026-06-27,71330,16823,16823,107679.6,114439.0,8708,0.022640109350904155,-0.003015050089235059,0.2826762932847329,88.16189657450573,300.8776773203044,0.00829945324547876,96.37193105362805,-0.030473614288491355
2026-06-28,114715,27395,27395,214593.39999999997,233279.2,13602,0.024266835200278912,-0.08653213129231939,-2.431159830885237,79.5021937893716,145.77948379129302,-0.7342152290458963,93.73347484792883,0.235169479615496
2026-06-29,340114,64374,64374,1123525.7,1203609.7999999998,31969,0.022399260248034486,-0.034179026265080875,1.7702305697501433,256.74120196873145,411.27785242191635,0.01861552303051311,319.6803343975998,-0.0019678546918633173
2026-06-30,279088,39441,39441,553816.4,548401.3999999999,21567,0.02235926302814878,-0.02193955007291077,-5.452289600412773,231.89421212452763,305.28635872408313,-1.5281194461961818,291.7105813262475,0.20248166592715383
2026-07-01,320517,63731,63731,813700.2000000001,1333292.0,32996,0.02069370735405606,0.03571577758789132,3.4220403285941154,222.10685780154665,316.6930098281743,-0.14040316114277854,273.2153967196126,0.06751618924417147
2026-07-02,426645,83629,83629,1524556.7,1738016.6999999997,44500,0.02081959708891467,0.015617981971828178,0.08348908343001837,216.2958044966723,303.0377582717117,-1.7923880509557129,270.31067658994886,0.07293620726652736
2026-07-03,213726,44870,44870,656274.5,382294.9,23793,0.017521153252295037,-0.05670433439951244,0.5954277907227009,125.42190384052067,283.10747612728056,1.4882751747564638,146.86842213524054,0.21945470755262544
2026-07-04,70338,21767,21767,108078.40000000001,102415.1,13774,0.016772398987744984,-0.07748004051883313,-0.24987915493758728,47.91280409642909,109.78249778403372,0.3946956126133811,55.69832970845352,0.09597465135505558
2026-07-05,97883,33400,33400,253743.59999999998,204578.89999999997,18170,0.01666977922621917,0.04355524308833541,3.762228374692234,55.90348685159206,142.9237417541717,3.226352890696035,63.08960114612289,0.20398967792223893
2026-07-06,349329,69297,69297,994620.8,1007725.7,36801,0.015574143572391631,0.00023288929380738222,2.704348622645128,224.91732604384225,354.9210492029914,2.090429652276221,265.99806903943636,-0.0057202350402827395
2026-07-07,440694,94289,94289,1195041.4,1481294.5,51237,0.014585889528788698,-0.0034548038414807356,-0.4193594648440867,223.918872783863,426.9594875957277,-0.5803911557679478,261.5200520029098,0.032035466504723796
2026-07-08,477296,90395,90395,1723075.4,1866116.5,47722,0.01516749773725318,-0.01993966097465885,-3.1521640659045964,215.5292226186848,346.23036359506386,-1.594042061948979,260.9162541746072,0.02814924368499047
2026-07-09,397851,90855,90855,1603904.5999999999,1445621.3,48973,0.013612141228751398,-0.020257412226945656,1.2747108842255015,213.50817671416758,328.9078430531523,-0.6621669921654088,256.4872226879471,0.11332400294339563
2026-07-10,389365,99616,99616,1643639.3,1992539.2000000002,50246,0.0131837401923645,0.020765776736289182,1.1125296315796231,189.0241325648747,358.4352498178975,0.9293465000706277,226.94203897455142,-0.049487173744143464
2026-07-11,112607,23892,23892,153384.0,184334.40000000002,11255,0.011721083058779558,0.03120467353062454,0.5566687683714154,57.82957110107894,92.19864395884325,0.5108430204161377,66.29409780656331,0.04985228372232709
2026-07-12,130514,35232,35232,334590.19999999995,327120.2,16170,0.012607712582558215,-0.07636150095708537,-2.761447047826287,91.42819799976354,154.39135886583196,-1.4796581209678659,109.14466863532395,0.14577033297285644
2026-07-13,473137,108262,108262,2021052.3000000003,2214284.1,55079,0.014007974434466124,0.05174679718978088,1.616666208730241,222.86378234329212,317.4989573592213,-1.0043482120400646,270.86084880256874,0.03110241202148313
2026-07-14,508654,150937,150937,2976637.2,3006696.0,68441,0.01292898119350285,-0.01605557090089747,0.7335373357921103,213.96010910804094,358.17969315054734,1.7093191049318397,253.20437810556484,0.04542259931285736
2026-07-15,468946,131800,131800,2212410.7,2318398.3,66551,0.009402357627530675,0.01930919543679578,2.825199916408286,206.08324956628005,311.0205600164096,1.5262350036038266,243.99141374767828,0.048440728482249486
2026-07-16,498705,151039,151039,2635202.5,2724524.8000000003,73320,0.007438624036253898,-0.022211069773815314,-3.0211068667849728,248.52653887259436,429.99270735147513,-1.7927024994736367,290.01912242069807,0.01996454353877717
2026-07-17,526091,197304,197304,3641302.2,3963626.0999999996,89645,0.007813498045015013,0.0016712980454201924,0.037974038711934235,239.34070557819587,477.60336932010694,0.1307747138802983,283.0301258446769,0.027895696430730598
2026-07-18,104771,22889,22889,160267.00000000003,184963.7,13206,0.007806635423924518,-0.024536806097584147,-0.8668581954930277,87.27803249039943,139.92137800408372,-0.2699392007330274,95.22959792652895,0.2521274387570185
2026-07-19,139956,37730,37730,460363.6,405027.20000000007,16563,0.009578060247506357,-0.05701693534223421,-1.222231987195976,106.7449768881478,161.60939995671197,0.5439723913229869,120.77053323968988,0.05031670385527876
2026-07-20,441014,115371,115371,1525486.8,1517916.6,56830,0.008405198020924513,0.0026175598175470455,1.9731756814976396,203.00673283692404,316.5446611602306,1.0750207476406646,241.50204833989346,0.02417490336581338
2026-07-21,406239,111072,111072,1621259.7999999998,1665787.0,57319,0.007935515792427614,0.02532917931278193,0.30606391803839605,189.51747713148643,342.9997307646987,0.16535955435101013,218.93162407096855,0.03870962622305627
2026-07-22,476238,125634,125634,1833693.7999999998,1852391.5,62179,0.00803596731046244,-0.01976189961115675,-0.7802527307774682,186.34844273500622,297.49766617736145,-0.5050533556751035,213.3679483872951,0.025198248794965086
2026-07-23,493254,127474,127474,1978169.9000000001,2044263.5999999999,63663,0.008769218293212006,-0.03192926865216126,-0.9675854630677099,196.87917850181202,308.4326370973541,0.016282685999505327,227.83054832779635,0.07374394227159838
2026-07-24,448978,94678,94678,1824303.2,1811416.8,43580,0.008134140202860738,-0.015567460712070061,-4.493529304331171,214.77879532394564,398.0262016070957,-1.945124482714075,255.33909173236052,0.05642747161059139
2026-07-25,112177,22523,22523,218105.2,175490.5,10662,0.007380559294686059,0.0036253532693273703,0.9737441721565026,79.52032991243439,132.44854469465565,1.3482567727787336,86.97686558282638,-0.022624360834791735
2026-07-26,124360,28691,28691,297374.8,270517.0,13507,0.00617584432293336,0.026881257510668027,1.7960670633644258,80.61300174032154,155.02152401704663,1.5964562560308782,88.97718518802544,-0.11053831698954726
2026-07-27,486538,148950,148950,2221425.4,2422512.3,68476,0.006974429540960814,0.021677358872907213,1.9229398320377857,216.23604561196478,350.25500924915264,1.699304062580929,248.4032635742802,-0.0396564776518248
2026-07-28,589792,202938,202938,3901976.5,4110373.8999999994,91725,0.006557967893765935,-0.02188971121564469,-5.070308345993164,348.2483874937695,502.9624593779786,-4.259410266670283,386.3587378774116,-0.007592626539352718
2026-07-29,711270,287715,287715,6258837.799999999,6520960.2,121423,0.007042841677562676,-0.003155710856024862,-3.3905897900937765,714.7546893055977,2182.939552849528,-2.785199853782671,740.60319635864,-0.0067079205091080795
2026-07-30,582593,243199,243199,3747787.3000000003,3738089.7,109811,0.006353871399072757,0.01696023666779046,0.3503001237570654,213.91557771354164,352.5981819979023,0.9945327183814429,240.19328720173118,-0.004412235597657094
2026-07-31,567673,252939,252939,4806629.9,4506765.4,106896,0.007371234848231293,0.0038595545373388256,0.4321221900636459,311.9005544433407,816.1767697595382,-0.007330276409130002,336.037220274837,0.025174789393452798
2026-08-01,95030,27165,27165,264060.9,233640.7,14009,0.0046927601809955135,0.013151386479299924,2.368602546564243,125.6029143814738,218.71562201966879,1.8349521203830372,140.53223762547458,-0.07822062105302893
2026-08-02,176378,57992,57992,636075.1,585418.8999999999,27023,0.005493610314211522,0.05769511088136639,2.607978319291522,163.20756468351675,307.08386452206975,2.585579834219687,175.06550816103496,-0.054705892887132894
2026-08-03,479157,172780,172780,2978797.5,2899362.5,75505,0.005753531723422642,-0.001823422924865971,-0.16272578716370567,255.1410366722034,412.1700068123434,-0.3270516761729456,285.3039735186137,0.05733701032423465
2026-08-04,494576,162644,162644,2461147.7,2350826.0999999996,72182,0.005386169163081106,-0.0011823861487901403,-2.4847922260683895,230.73341515043182,386.25429784574266,-0.980070403739769,256.54193379073007,0.04262012169115658
2026-08-05,489738,159971,159971,1809003.1000000003,1912220.7000000002,68434,0.004252022509995138,-0.012588218644478353,-1.256205154592864,201.9183771049098,315.9351821120193,-1.4791933646153659,222.39523715526585,0.0072354725419909146
2026-08-06,459843,149911,149911,2098944.5999999996,2329506.5,61317,0.004453406923667446,-0.011819613669690938,-0.2171460694193455,227.527533687396,346.6145817089183,0.18700599987387018,251.38903170845447,-0.037366027858999354
2026-08-07,405923,146372,146372,2649221.6,2465499.6,56717,0.0043603269585611,-0.018376905848421644,-1.289590636647837,236.5256823511139,504.4526208461955,-0.8159444032488918,264.5692160026438,-0.003687989336605334
2026-08-08,66574,16049,16049,122241.90000000001,126877.3,6576,0.0023858112776760057,0.056340913145499084,3.1313936371556466,97.41282369758254,199.49859953405183,2.6947096464085076,108.79396802463931,0.006778501106957928
2026-08-09,65985,20225,20225,85611.1,163492.09999999998,8045,0.0003249677957112543,-0.015478365907717876,-1.3081958020762292,110.05393027561442,219.57792766128495,-1.4022762749109647,120.58594497789564,0.053389640870013945
2026-08-10,345789,98300,98300,1649513.1,1652108.6,42179,0.00384138882382034,-0.03921645955301965,-3.992222424657812,235.267808684832,361.15267486314775,-3.2256711462770644,263.00897136391575,0.01816292199827147
