dt,n_trades,1ms_windows,1ms_trades_per_window,1ms_saturated,1ms_mean,10ms_windows,10ms_trades_per_window,10ms_saturated,10ms_mean,100ms_windows,100ms_trades_per_window,100ms_saturated,100ms_mean,1s_windows,1s_trades_per_window,1s_saturated,1s_mean,10s_windows,10s_trades_per_window,10s_saturated,10s_mean,60s_windows,60s_trades_per_window,60s_saturated,60s_mean
2026-05-22,13095,8809,1.486547848791009,0.9905778181405381,-0.2469151612719,8809,1.486547848791009,0.9905778181405381,-0.2469151612719,8572,1.5276481567895475,0.987167522165189,-0.23881257968059214,6081,2.1534287123828317,0.9338924518993587,-0.12882693654956973,2636,4.967754172989378,0.779969650986343,-0.007390598848316676,1040,12.591346153846153,0.5153846153846153,-0.042825323337104
2026-05-23,10350,5489,1.8855893605392604,0.9938057934049918,0.09602455254799776,5489,1.8855893605392604,0.9938057934049918,0.09602455254799776,5408,1.9138313609467457,0.9924186390532544,0.0998735297111,4274,2.4216190921853067,0.9473561066916237,0.13976628612570138,2331,4.44015444015444,0.8159588159588159,0.2316479048988422,935,11.06951871657754,0.5711229946524065,0.2007147552358302
2026-05-24,4444,2578,1.7238169123351434,0.9961210240496509,0.03781778378208356,2578,1.7238169123351434,0.9961210240496509,0.03781778378208356,2550,1.7427450980392156,0.9949019607843137,0.03928894164957896,2185,2.033867276887872,0.9661327231121282,0.0441075414305103,1430,3.1076923076923078,0.8748251748251749,0.11724889112570983,757,5.870541611624835,0.6723910171730515,0.10671758398365346
2026-05-25,739,526,1.4049429657794676,0.9942965779467681,-0.9017376407033764,526,1.4049429657794676,0.9942965779467681,-0.9017376407033764,524,1.4103053435114503,0.9942748091603053,-0.9051793874236183,478,1.5460251046025104,0.9832635983263598,-0.956001967420329,228,3.241228070175439,0.9605263157894737,-0.9693173432204661,153,4.830065359477124,0.9411764705882353,-0.9764431361256094
2026-05-26,37082,22402,1.6552986340505311,0.9833050620480315,0.08007493807186052,22402,1.6552986340505311,0.9833050620480315,0.08007493807186052,21826,1.6989828644735636,0.9787409511591679,0.08231138227009009,15777,2.3503834696076567,0.9072066932876973,0.09321835556936808,5847,6.342055755088079,0.6798358132375577,0.3051937050849565,1408,26.336647727272727,0.2585227272727273,0.26903838805763564
2026-05-27,42599,21608,1.9714457608293225,0.9912532395409108,0.08490429461791554,21607,1.9715370018975331,0.9912528347294858,0.08486194280112551,21186,2.0107146228641555,0.9884357594637968,0.08708846306981473,16250,2.6214769230769233,0.9195692307692308,0.10461223215563305,5965,7.141492036881811,0.6016764459346186,0.16925275073599724,1377,30.936092955700797,0.15831517792302105,0.14738952992849497
2026-05-28,35696,21269,1.6783111570830787,0.9919601297663265,0.08068959249968467,21269,1.6783111570830787,0.9919601297663265,0.08068959249968467,20856,1.7115458381281166,0.9895953202915229,0.08866655986795008,15554,2.294972354378295,0.9368651150829369,0.1835697052380575,6177,5.778857050348066,0.6720090658895904,0.3028169147113458,1403,25.442622950819672,0.1917320028510335,0.24096089119922667
2026-05-29,14864,9502,1.5643022521574406,0.9962113239318038,0.39002964017919195,9502,1.5643022521574406,0.9962113239318038,0.39002964017919195,9415,1.5787573021773764,0.995539033457249,0.3926035492575438,8348,1.7805462386200288,0.9719693339722089,0.4277290243622971,4311,3.447923915564834,0.8114126652748782,0.3898424786732854,1355,10.969741697416975,0.4191881918819188,0.20959524279144404
2026-05-30,5839,3585,1.6287308228730824,0.997768479776848,0.480867605675642,3585,1.6287308228730824,0.997768479776848,0.480867605675642,3540,1.6494350282485877,0.997457627118644,0.4782907639548797,2998,1.947631754503002,0.9779853235490327,0.4660894360552131,2034,2.870698131760079,0.9016715830875123,0.4491837141007138,998,5.850701402805611,0.6793587174348698,0.3932781949618431
2026-05-31,12685,6669,1.9020842705053231,0.9895036737142,0.36217725253853655,6669,1.9020842705053231,0.9895036737142,0.36217725253853655,6502,1.9509381728698862,0.9849277145493694,0.3573411789148535,4931,2.5725005069965525,0.9369296288785236,0.35551170459539366,2410,5.263485477178423,0.808298755186722,0.3857908618992274,921,13.773072747014115,0.5624321389793703,0.319407839258839
2026-06-01,25888,14433,1.7936672902376498,0.9901614355989746,-0.11500129890118624,14432,1.793791574279379,0.990160753880266,-0.11493997692910346,14156,1.8287651879061881,0.9869313365357446,-0.11163835534262022,11099,2.3324623839985583,0.9326966393368772,-0.08542013950042386,4681,5.530442213202307,0.7141636402478103,0.06305988842926595,1328,19.49397590361446,0.31099397590361444,-0.019154873585622394
2026-06-02,23659,13720,1.7244169096209911,0.9943148688046647,0.11652123589606538,13720,1.7244169096209911,0.9943148688046647,0.11652123589606538,13486,1.7543378318255969,0.9931781106332493,0.11370722509765296,10755,2.199814039981404,0.9451417945141795,0.11242009479832862,4708,5.0252761257434155,0.7219626168224299,0.18612049651660859,1345,17.590334572490708,0.3070631970260223,0.08184244856734149
2026-06-03,18457,10060,1.8346918489065607,0.9928429423459244,0.12335122392116515,10060,1.8346918489065607,0.9928429423459244,0.12335122392116515,9891,1.8660398341927005,0.9910019209382267,0.12820767314220985,8165,2.26050214329455,0.9611757501530924,0.15490777256476873,4597,4.015009788992821,0.8003045464433326,0.21044663801515598,1381,13.364952932657495,0.3765387400434468,0.17992510850961327
2026-06-04,27157,13686,1.9842905158556188,0.9943007452871547,0.048795466166396836,13686,1.9842905158556188,0.9943007452871547,0.048795466166396836,13453,2.0186575485021927,0.9927153794692634,0.04495847353854833,10910,2.4891842346471127,0.9540788267644363,0.010432062820159493,5348,5.077973074046373,0.706432311144353,-0.07284751578805865,1410,19.26028368794326,0.21063829787234042,-0.11255460137372171
2026-06-05,49321,24783,1.9901141911794376,0.9892264858975911,0.07242740012603663,24783,1.9901141911794376,0.9892264858975911,0.07242740012603663,24253,2.0336040902156434,0.9862285078134664,0.07648924076653242,18273,2.699118918623105,0.9097028402561156,0.10273586890689525,6288,7.84367048346056,0.5647264631043257,0.11498158865603697,1420,34.73309859154929,0.1387323943661972,0.02776620158359158
2026-06-06,30300,15096,2.007154213036566,0.9896661367249603,0.1320403443285271,15096,2.007154213036566,0.9896661367249603,0.1320403443285271,14855,2.039717266913497,0.9876135981151127,0.13846923766654978,12428,2.4380431284196975,0.9443192790473125,0.18277087994625718,6378,4.750705550329257,0.6730950141110066,0.32953662695200875,1422,21.30801687763713,0.18917018284106893,0.2468474672286068
2026-06-07,24341,11387,2.137613067533152,0.9884078334943357,-0.027715108389169643,11387,2.137613067533152,0.9884078334943357,-0.027715108389169643,11226,2.1682700872973455,0.986460003563157,-0.03014126484322608,9074,2.6824994489750935,0.934538241128499,-0.03190836172123743,4295,5.667287543655413,0.7285215366705472,-0.0957858378166772,1183,20.575655114116653,0.37616229923922234,-0.10337940192257204
2026-06-08,39903,19227,2.075362771103136,0.9882977063504447,0.04685942861562236,19226,2.075470716737751,0.9882970976802247,0.04691387880955847,18909,2.1102649531968902,0.9858797398064414,0.048221774503838334,14996,2.6609095758869032,0.9233795678847693,0.06640763169349012,6028,6.619608493696085,0.5852687458526875,0.12836294168414228,1424,28.021769662921347,0.1601123595505618,0.08117734736693166
2026-06-09,35573,18399,1.9334202945812273,0.9934235556280233,0.11844509493156316,18399,1.9334202945812273,0.9934235556280233,0.11844509493156316,18146,1.9603769425768764,0.9912928469084096,0.12090965599086768,14667,2.4253766959841823,0.9346833026522124,0.14612516597277156,5828,6.103809196980096,0.6014070006863418,0.1571472391859392,1397,25.4638511095204,0.16535433070866143,0.09681218100364576
2026-06-10,34092,16485,2.0680618744313013,0.9896269335759782,-0.06625806112544996,16485,2.0680618744313013,0.9896269335759782,-0.06625806112544996,16202,2.104184668559437,0.9870386372052833,-0.06854520185934886,12991,2.62427834654761,0.9357247325071203,-0.08468360754118955,5676,6.006342494714588,0.6354827343199436,-0.09353038102661115,1394,24.456241032998566,0.14203730272596843,-0.11445409370134052
2026-06-11,30207,16212,1.8632494448556625,0.9940784603997039,0.04610477152316944,16212,1.8632494448556625,0.9940784603997039,0.04610477152316944,15934,1.8957574996862057,0.9924689343542111,0.04606950321423264,12765,2.366392479435958,0.9485311398354876,0.061187042941601204,5611,5.3835323471751915,0.6219925147032614,0.05657369658048444,1402,21.54564907275321,0.16048502139800286,0.09320030857964912
2026-06-12,26456,13566,1.950169541500811,0.9935131947515848,0.1873492617690371,13566,1.950169541500811,0.9935131947515848,0.1873492617690371,13362,1.9799431222870827,0.9922915731177967,0.18868617022896977,10985,2.408375056895767,0.950933090578061,0.20445245732868922,5345,4.949672591206736,0.69822263797942,0.22871998463696475,1437,18.410577592205986,0.24495476687543494,0.1639104508166757
2026-06-13,14088,7509,1.876148621654015,0.9954721001464909,0.08254709307568696,7509,1.876148621654015,0.9954721001464909,0.08254709307568696,7421,1.8983964425279611,0.9942056326640615,0.08120180794332275,6234,2.2598652550529357,0.9679178697465511,0.0895823340915672,3758,3.7488025545502928,0.7509313464608834,-0.016087221126854317,1245,11.315662650602409,0.26987951807228916,-0.0768262528297923
2026-06-14,27331,13065,2.091924990432453,0.9918101798698814,0.2679942835151696,13065,2.091924990432453,0.9918101798698814,0.2679942835151696,12862,2.124941688695382,0.9889597263256104,0.26988053252964406,10264,2.6628020265003896,0.9373538581449727,0.2971672785498371,4789,5.707036959699311,0.7281269576111923,0.31555408485750175,1368,19.978801169590643,0.3252923976608187,0.2231112645245741
2026-06-15,28471,14665,1.9414251619502216,0.9920218206614388,0.0893396201562451,14664,1.941557555919258,0.9920212765957447,0.08941390681883075,14433,1.9726321624055982,0.9901614355989746,0.08948237481832404,11634,2.447223654804882,0.9394017534811758,0.09526778481035705,5453,5.221162662754447,0.6882450027507794,0.14673202687250816,1404,20.27849002849003,0.20014245014245013,0.09132684467212013
2026-06-16,34594,16886,2.0486793793675235,0.9905246950136207,-0.0034465878857321748,16886,2.0486793793675235,0.9905246950136207,-0.0034465878857321748,16635,2.079591223324316,0.9886985272016832,-0.0032458047628810644,13514,2.5598638449015834,0.938952197720882,-0.013042425066839862,5952,5.812163978494624,0.6038306451612904,-0.014928075695189095,1398,24.745350500715308,0.15092989985693847,-0.007581792163212633
2026-06-17,37944,19057,1.9910793933987512,0.9818439418586347,0.1458255750060123,19057,1.9910793933987512,0.9818439418586347,0.1458255750060123,18812,2.017010418881565,0.9798532851371465,0.14810844941737228,15368,2.4690265486725664,0.9193779281624154,0.16748959886735243,6519,5.820524620340543,0.5921153551158153,0.21326587019277551,1432,26.497206703910614,0.12849162011173185,0.12315665239688411
2026-06-18,50113,21783,2.3005554790432905,0.9905430840563743,0.07496280360135676,21783,2.3005554790432905,0.9905430840563743,0.07496280360135676,21472,2.3338766766020864,0.9884966467958272,0.07637413424995786,17773,2.8196140212682157,0.9369830641985033,0.08133720502493821,7052,7.106211003970505,0.4892229154849688,0.08762334596607499,1438,34.849095966620304,0.025034770514603615,0.040791586748137675
2026-06-19,38473,18758,2.051018232220919,0.9910438213029108,0.2271881018426403,18758,2.051018232220919,0.9910438213029108,0.2271881018426403,18444,2.0859358056820647,0.9879635653871177,0.2260333671049353,14618,2.6318921877137775,0.9267341633602408,0.23025067538048333,6307,6.10004756619629,0.5826859045504994,0.21849543783835795,1440,26.71736111111111,0.17569444444444443,0.13649016946984094
2026-06-20,31051,13211,2.350389826659602,0.9840284611308758,0.12188513659814362,13211,2.350389826659602,0.9840284611308758,0.12188513659814362,13069,2.3759277680006123,0.9817889662560257,0.12492359864487672,11151,2.784593310017039,0.9376737512330733,0.1491622055096475,5852,5.30604921394395,0.7101845522898155,0.2304544310775896,1429,21.72918124562631,0.21273617914625612,0.17247583779889042
2026-06-21,24573,10230,2.4020527859237535,0.9758553274682307,0.195201040231057,10230,2.4020527859237535,0.9758553274682307,0.195201040231057,10094,2.434416485040618,0.9737467802655042,0.1965858201504636,8499,2.8912813272149664,0.9286974938228026,0.21718823319059974,4594,5.3489333913800605,0.7307357422725294,0.23464475845839847,1350,18.202222222222222,0.37555555555555553,0.07572164061094985
2026-06-22,52057,26211,1.9860745488535347,0.9740185418335813,-0.011434244681140902,26210,1.9861503243037009,0.9740175505532239,-0.011396527559610233,25711,2.0246976002489205,0.9703628797012952,-0.007105687815472804,19578,2.6589539278782306,0.8825211972622331,0.019409323585966642,6783,7.674627745835176,0.5022851245761463,0.08362727470648496,1429,36.428971308607416,0.09237228831350595,0.03314574077527589
2026-06-23,84260,33192,2.5385635092793444,0.988882863340564,0.12252807862585106,33192,2.5385635092793444,0.988882863340564,0.12252807862585106,32530,2.590224408238549,0.9850599446664617,0.12405009049022203,24612,3.4235332358199253,0.8927758816837316,0.13210038820732078,7535,11.182481751824817,0.4145985401459854,0.09655186455005317,1438,58.595271210013905,0.04102920723226704,0.009315364288432977
2026-06-24,100657,41975,2.3980226325193565,0.9785110184633711,0.08915964944211818,41974,2.3980797636632203,0.9784866822318579,0.08914874967042083,40838,2.464787697732504,0.9730153288603751,0.0882964802189843,28493,3.532692240199347,0.8534727827887552,0.09448928746380826,7976,12.619984954864593,0.35769809428284854,0.08083550156106659,1440,69.90069444444444,0.014583333333333334,0.03963123176573617
2026-06-25,99050,44390,2.2313584140572202,0.9783509799504393,0.20997375954603795,44389,2.231408682331208,0.9783504922390682,0.21000101796049978,43086,2.298890590911201,0.9736109176994847,0.21223544899624658,29491,3.3586517920721577,0.8666372791699163,0.24515361558071105,8112,12.210305719921104,0.38510848126232744,0.21739308541060723,1440,68.78472222222223,0.022916666666666665,0.14082094575631876
2026-06-26,57529,28022,2.0529940760830776,0.9790878595389337,0.07716212161820378,28022,2.0529940760830776,0.9790878595389337,0.07716212161820378,27524,2.0901395146054353,0.9761662549048103,0.08004395261906513,21743,2.6458630363795246,0.9069585613760751,0.09811698789476755,7753,7.420224429253192,0.464981297562234,0.005989612304089413,1434,40.117852161785216,0.05160390516039052,-0.07143034203862034
2026-06-27,16823,8725,1.9281375358166188,0.9935816618911175,-0.031092673827847583,8725,1.9281375358166188,0.9935816618911175,-0.031092673827847583,8536,1.9708294283036552,0.9907450796626054,-0.03348666179646298,6867,2.4498325324013397,0.9542740643658075,-0.026854952167222897,3939,4.270880934247271,0.804011170347804,-0.00863396481573642,1245,13.512449799196787,0.46265060240963857,0.05242561841336176
2026-06-28,27395,13632,2.0096097417840375,0.9914906103286385,0.23558220031314467,13632,2.0096097417840375,0.9914906103286385,0.23558220031314467,13401,2.0442504290724575,0.988806805462279,0.2406746429287389,10797,2.53727887376123,0.9451699546170232,0.30557667752789297,5497,4.983627433145352,0.7542295797707841,0.4523543323738344,1434,19.103905160390514,0.36401673640167365,0.37320484977407675
2026-06-29,64374,32005,2.0113732229339165,0.9813154194657084,-0.0025134423410666006,32005,2.0113732229339165,0.9813154194657084,-0.0025134423410666006,31006,2.076178804102432,0.9764561697735922,-0.0023651412445921624,21291,3.0235310694659714,0.8822507162650886,0.000015556771023074147,7103,9.062931155849641,0.48261298043080386,0.01985149888900802,1436,44.82869080779944,0.08565459610027855,0.013700386053565387
2026-06-30,39441,21572,1.8283422955683293,0.987947339143334,0.20249469496638858,21571,1.8284270548421493,0.9879467803996106,0.2025504408611068,21191,1.8612146666037468,0.9848048699919777,0.2067706038630751,16858,2.3396013762012102,0.9129790010677423,0.23045584235202932,6551,6.020607540833461,0.5953289574110823,0.20438131511071606,1420,27.775352112676057,0.17112676056338028,0.0779890121235166
2026-07-01,63731,33059,1.9277957590973713,0.9742581445294776,0.06683725786941722,33059,1.9277957590973713,0.9742581445294776,0.06683725786941722,32158,1.981808570184713,0.9697120467690776,0.07422979508237298,23377,2.726226633015357,0.8857423963725028,0.1289327090959857,7934,8.032644315603731,0.4407612805646584,0.11411842768516772,1440,44.25763888888889,0.009027777777777777,-0.011662406297243461
2026-07-02,83629,44550,1.8771941638608305,0.9753984287317621,0.0726978173427716,44550,1.8771941638608305,0.9753984287317621,0.0726978173427716,43457,1.9244080355293738,0.9701313942517891,0.07556337249677877,30612,2.7319025218868416,0.8505488043904351,0.09085096639736055,8038,10.404205026125902,0.30716596168201044,0.07117196114959148,1436,58.2374651810585,0.025069637883008356,0.012467633201234871
2026-07-03,44870,23808,1.88466061827957,0.9856350806451613,0.21923082896781337,23808,1.88466061827957,0.9856350806451613,0.21923082896781337,23141,1.938982757875632,0.9810293418607666,0.21747973290445072,16531,2.7142943560583146,0.9064182445103139,0.21223324482318895,5950,7.541176470588235,0.5751260504201681,0.18985320442657777,1380,32.51449275362319,0.1608695652173913,0.12280434679480205
2026-07-04,21767,13778,1.5798374219770648,0.9918710988532443,0.09565647029790503,13778,1.5798374219770648,0.9918710988532443,0.09565647029790503,13618,1.5983991775591129,0.9896460566896754,0.09771199741112803,11750,1.8525106382978724,0.9581276595744681,0.11502507857622649,5409,4.024218894435201,0.6076908855611018,0.023075826611963644,1435,15.168641114982579,0.178397212543554,-0.005842864603385003
2026-07-05,33400,18179,1.8372847791407667,0.9885582265251114,0.20403814320116814,18179,1.8372847791407667,0.9885582265251114,0.20403814320116814,17911,1.8647758360783875,0.9851487912456033,0.20622668597276372,14575,2.2915951972555746,0.9333790737564323,0.24647993121007747,6887,4.84971685784812,0.7111950050820386,0.3845057400019999,1440,23.194444444444443,0.24930555555555556,0.2385933186561606
2026-07-06,69297,36827,1.881690064354957,0.9830016020854264,-0.005505834117605574,36827,1.881690064354957,0.9830016020854264,-0.005505834117605574,36030,1.9233139050791008,0.9787676935886761,-0.004989122384928788,25238,2.7457405499643395,0.8738014105713606,-0.0014478964582765584,7346,9.433297032398585,0.39613395044922406,-0.003888778697720585,1416,48.938559322033896,0.06426553672316385,-0.00499498306630994
2026-07-07,94289,51281,1.8386731928004525,0.9792125738577641,0.03202610877689672,51281,1.8386731928004525,0.9792125738577641,0.03202610877689672,50043,1.884159622724457,0.9733229422696481,0.03339575519323631,34172,2.7592473370010535,0.8446974130867376,0.05862445558312191,8442,11.169035773513386,0.28879412461502013,0.04185071906324878,1440,65.47847222222222,0.010416666666666666,-0.004918539219994829
2026-07-08,90395,47772,1.8922171983588714,0.9805325295151972,0.02848107293261253,47772,1.8922171983588714,0.9805325295151972,0.02848107293261253,46569,1.9410981554252829,0.9756275634005455,0.03067106721930034,32018,2.823255668686364,0.8473358735711163,0.04211097856015449,8107,11.150240532872825,0.3209571974836561,0.0358436901593325,1440,62.77430555555556,0.024305555555555556,0.006292397860882601
2026-07-09,90855,49008,1.853880999020568,0.9670666013712047,0.11332557622481464,49008,1.853880999020568,0.9670666013712047,0.11332557622481464,47464,1.914187594808697,0.960285690207315,0.112725097246105,30507,2.9781689448323334,0.835906513259252,0.09829435042332117,7775,11.685530546623795,0.3486816720257235,0.07096434161065736,1440,63.09375,0.016666666666666666,0.0428583643062063
2026-07-10,99616,50275,1.9814221780208852,0.9753953257086027,-0.049510010451854505,50275,1.9814221780208852,0.9753953257086027,-0.049510010451854505,48454,2.055888058777397,0.9683411070293474,-0.04717316022298494,29535,3.3728119180633147,0.8358896224818012,-0.014683059180346765,7286,13.672248147131485,0.34833928081251714,-0.012590705021580545,1412,70.54957507082153,0.05807365439093484,-0.013800272503910313
2026-07-11,23892,11268,2.1203407880724177,0.9881079162229321,0.050078034843163276,11268,2.1203407880724177,0.9881079162229321,0.050078034843163276,11086,2.155150640447411,0.9862890131697637,0.052283842646573785,8340,2.864748201438849,0.9329736211031175,0.0655790109492738,3651,6.543960558751027,0.752670501232539,0.1007061056686858,1233,19.37712895377129,0.3544201135442011,0.06047102117866915
2026-07-12,35232,16187,2.176561438191141,0.972261691480818,0.14570718807933467,16187,2.176561438191141,0.972261691480818,0.14570718807933467,15893,2.2168250173032154,0.9677216384571824,0.14803324039657137,12105,2.910532837670384,0.8945890128046262,0.17109079703858698,4981,7.073278458140935,0.6406344107608913,0.20556818101590144,1378,25.567489114658926,0.3076923076923077,0.1882012610206604
2026-07-13,108262,55122,1.9640433946518632,0.9748557744639164,0.03085012774050718,55122,1.9640433946518632,0.9748557744639164,0.03085012774050718,53703,2.015939519207493,0.9687540733292367,0.03255615695774155,35316,3.065522709253596,0.8315211235700533,0.041503372273491296,8066,13.422018348623853,0.2691544755764939,0.01767159052581777,1437,75.33890048712595,0.030619345859429367,-0.026852552282619492
2026-07-14,150937,68540,2.2021739130434783,0.9757222060110884,0.0454159136910074,68540,2.2021739130434783,0.9757222060110884,0.0454159136910074,66492,2.270002406304518,0.9697557600914396,0.04557734074571054,41228,3.6610313379256816,0.8078732899970894,0.05464866157111472,8488,17.782398680490104,0.19957587181903863,0.05575621155092138,1440,104.81736111111111,0.001388888888888889,0.02429905134040441
