dt,n_trades,1ms_windows,1ms_trades_per_window,1ms_saturated,1ms_mean,10ms_windows,10ms_trades_per_window,10ms_saturated,10ms_mean,100ms_windows,100ms_trades_per_window,100ms_saturated,100ms_mean,1s_windows,1s_trades_per_window,1s_saturated,1s_mean,10s_windows,10s_trades_per_window,10s_saturated,10s_mean,60s_windows,60s_trades_per_window,60s_saturated,60s_mean
2026-05-04,323,198,1.6313131313131313,1.0,-0.030303030303030304,198,1.6313131313131313,1.0,-0.030303030303030304,198,1.6313131313131313,1.0,-0.030303030303030304,191,1.6910994764397906,0.9895287958115183,0.0023515839914810548,133,2.4285714285714284,0.9699248120300752,0.06413613479788195,85,3.8,0.8941176470588236,0.14403544364132917
2026-05-05,2958,1999,1.4797398699349675,0.9984992496248124,0.15197894362516268,1999,1.4797398699349675,0.9984992496248124,0.15197894362516268,1993,1.484194681384847,0.9979929754139488,0.15343915084517376,1903,1.554387808723069,0.9847609038360483,0.15770921501624888,1317,2.2460136674259683,0.8671222475322703,0.08854059709759919,581,5.091222030981067,0.6471600688468159,0.05754769050646393
2026-05-06,7136,3841,1.857849518354595,0.996355115855246,0.06173378355192238,3841,1.857849518354595,0.996355115855246,0.06173378355192238,3826,1.8651332984840565,0.9947726084683742,0.061399850133453206,3645,1.957750342935528,0.9775034293552812,0.060993971245521035,2495,2.860120240480962,0.8673346693386773,-0.0019327591219384412,988,7.222672064777328,0.6153846153846154,-0.06447427997600932
2026-05-07,1710,1134,1.507936507936508,0.9991181657848325,-0.11894963746815598,1134,1.507936507936508,0.9991181657848325,-0.11894963746815598,1132,1.510600706713781,0.9991166077738516,-0.11915979583824106,1102,1.5517241379310345,0.9945553539019963,-0.11424724362631494,916,1.8668122270742358,0.9410480349344978,-0.10245671532285576,546,3.131868131868132,0.8406593406593407,-0.05573339607602032
2026-05-08,8748,5548,1.5767844268204758,0.9938716654650325,0.10858028480226009,5548,1.5767844268204758,0.9938716654650325,0.10858028480226009,5469,1.5995611629182667,0.9936002925580545,0.11298923362230137,4669,1.8736346112657958,0.9569500963803812,0.12974414431673786,2276,3.843585237258348,0.8005272407732865,0.22874425033603685,864,10.125,0.5300925925925926,0.22381815785302822
2026-05-09,6725,4120,1.6322815533980584,0.9980582524271845,-0.13292511100951093,4120,1.6322815533980584,0.9980582524271845,-0.13292511100951093,4099,1.6406440595267138,0.9973164186386924,-0.13633637509076252,3724,1.8058539205155746,0.9763694951664876,-0.16591763427370573,2315,2.9049676025917925,0.8825053995680345,-0.25573160946551465,984,6.834349593495935,0.6778455284552846,-0.19908158216678784
2026-05-10,2936,1836,1.5991285403050108,1.0,0.39324618736383443,1836,1.5991285403050108,1.0,0.39324618736383443,1829,1.6052487698195734,1.0,0.39420448332422087,1739,1.6883266244968373,0.9902242668200115,0.3979729327624466,1230,2.3869918699186994,0.9308943089430894,0.4233062229095455,609,4.821018062397373,0.7898193760262726,0.3832856996667738
2026-05-11,36499,18877,1.9335169783334216,0.9849022620119723,0.10464723806094467,18877,1.9335169783334216,0.9849022620119723,0.10464723806094467,18644,1.9576807552027462,0.9821926625187728,0.10592841317545384,15099,2.4173124047950196,0.9029074773163785,0.1324991086911974,5761,6.335532025689984,0.6151709772608922,0.18831135738267998,1387,26.315068493150687,0.2891131939437635,0.09215124633271296
2026-05-12,22024,13790,1.5970993473531545,0.9928934010152284,0.025536816358184482,13790,1.5970993473531545,0.9928934010152284,0.025536816358184482,13644,1.6141893872764586,0.9912782175315157,0.02430990694842336,11549,1.9070049354922505,0.9469218114122435,0.00455608926228929,4841,4.549473249328651,0.6882875438958893,-0.11936910462095751,1341,16.423564504101417,0.29903057419835943,-0.13569878946638073
2026-05-13,11943,6726,1.7756467439785906,0.9934582218257508,-0.019584662129359477,6726,1.7756467439785906,0.9934582218257508,-0.019584662129359477,6624,1.8029891304347827,0.9915458937198067,-0.024041352314948722,5604,2.1311563169164884,0.9518201284796574,-0.030687878387922286,3088,3.867551813471503,0.8021373056994818,0.06081852179142993,1174,10.172913117546848,0.5161839863713799,0.09418660827248672
2026-05-14,22728,12573,1.8076831305177763,0.9887059572098942,-0.3015419432033275,12573,1.8076831305177763,0.9887059572098942,-0.3015419432033275,12468,1.8229066410009624,0.9871671478986205,-0.3064858337542514,10987,2.068626558660235,0.943933739874397,-0.35517448436539156,4566,4.97766097240473,0.7466053438458169,-0.36592527461480784,1212,18.752475247524753,0.42161716171617164,-0.2632260513899137
2026-05-15,31852,21674,1.4695949063393927,0.994832518224601,-0.25042056582170424,21673,1.4696627139759146,0.9948322797951368,-0.25047826067547724,21431,1.486258224067939,0.9930007932434324,-0.2542890176030759,16582,1.9208780605475817,0.9415631407550356,-0.306138794502932,5410,5.887615526802218,0.7460258780036969,-0.3598334288525445,1393,22.86575735821967,0.41564967695620963,-0.3323357060878381
2026-05-16,4480,2845,1.5746924428822495,0.9978910369068541,-0.3598363163246475,2845,1.5746924428822495,0.9978910369068541,-0.3598363163246475,2836,1.5796897038081805,0.9975317348377997,-0.36321144332755845,2707,1.6549685999261174,0.9881787957148135,-0.3975284940732862,2123,2.110221384832784,0.9288742345737164,-0.5133680342760053,820,5.463414634146342,0.7292682926829268,-0.3552587286613859
2026-05-17,5580,3420,1.631578947368421,0.9985380116959064,0.2921407726725,3420,1.631578947368421,0.9985380116959064,0.2921407726725,3395,1.6435935198821796,0.9985272459499264,0.2898737680530044,3116,1.790757381258023,0.9884467265725289,0.29697727199312635,2109,2.6458036984352775,0.9284020862968232,0.428545518257136,858,6.503496503496503,0.7494172494172494,0.40391506108192465
2026-05-18,24808,16733,1.4825793342496862,0.9924699695213052,0.18385672948484252,16733,1.4825793342496862,0.9924699695213052,0.18385672948484252,16566,1.4975250513099119,0.9902812990462393,0.18340364979862694,13673,1.8143787025524756,0.9414905287793461,0.18695586240512344,4996,4.965572457966373,0.6949559647718174,0.23758826634649877,1241,19.990330378726835,0.3424657534246575,0.1872536781832819
2026-05-19,28147,21167,1.3297585864789532,0.9871498086644305,0.4536496252377679,21167,1.3297585864789532,0.9871498086644305,0.4536496252377679,20933,1.3446233220274209,0.9834710743801653,0.45562283162730105,17313,1.6257725408652457,0.9051579737769306,0.4855389596370558,4890,5.7560327198364005,0.6568507157464213,0.36132538156224925,1229,22.902359641985353,0.3628966639544345,0.1976252739941433
2026-05-20,18656,13804,1.3514923210663576,0.992103738046943,-0.31534390834237497,13803,1.3515902340071,0.9920307179598638,-0.31531063267918713,13630,1.3687454145267792,0.9895818048422598,-0.31366469705749106,10433,1.7881721460749544,0.9430652736509154,-0.25115006217350483,3597,5.186544342507645,0.7603558520989714,0.04067017273952221,1172,15.918088737201366,0.4257679180887372,0.009454867923505998
2026-05-21,29341,20407,1.4377909540843827,0.9859361983633067,0.1283632343851215,20407,1.4377909540843827,0.9859361983633067,0.1283632343851215,19735,1.486749429946795,0.9817582974410946,0.1235707941413499,12889,2.276437272092482,0.9243541003956862,0.08709151776747584,5143,5.705035971223022,0.7384794866809256,0.21459203463776624,1340,21.89626865671642,0.32611940298507464,0.10640371091641353
