dt,cfg,pnl_usd,n_fill,volume,gross_bp_w,sz_mean,mid_med
2026-07-10,lat0,13.215211712145113,3862,1364.0193668528864,1.0223110236954949,0.35318989302249776,62.965
2026-07-10,lat100,9.043353058889764,1965,708.0366852886406,0.7400231883917809,0.3603240128695372,62.965
2026-07-11,lat0,2.201168510013545,1461,514.071322160149,1.0251661509401404,0.351862643504551,63.2205
2026-07-11,lat100,-0.07752411137401793,468,164.7418994413408,0.6592649442137467,0.3520126056438906,63.2205
2026-07-12,lat0,-0.9088540499556323,1901,679.7266294227188,1.0450429643094583,0.3575626667136869,63.0175
2026-07-12,lat100,2.7462390879542937,562,200.49925512104284,0.7044078592320671,0.35676024042890186,63.0175
2026-07-13,lat0,9.462452918007799,4889,1775.311359404097,1.1103940484650359,0.3631236161595617,57.3955
2026-07-13,lat100,1.2021329101628453,2307,825.2575418994413,0.8534819895405827,0.3577189171649074,57.3955
2026-07-14,lat0,1.3360629943554514,8246,2994.4964618249537,0.9487016858425048,0.36314533856717846,59.2145
2026-07-14,lat100,0.680726722462552,4156,1475.9134078212292,0.5852946343728034,0.3551283464439916,59.2145
2026-07-15,lat0,8.550226341899688,7125,2527.637243947858,0.7396747139894484,0.3547561044137345,60.2485
2026-07-15,lat100,4.34239939543815,4349,1478.9918063314713,0.366215897099667,0.3400762948566271,60.2485
2026-07-16,lat0,7.042741504331771,7541,2694.052886405959,0.6506962957396485,0.3572540626450018,54.0585
2026-07-16,lat100,1.2963782487948876,4750,1662.2513966480446,0.21664688386754316,0.3499476624522199,54.0585
2026-07-17,lat0,11.963059159798725,9373,3372.7061452513967,0.7196269881750325,0.3598320863385679,51.173500000000004
2026-07-17,lat100,4.933201217925476,5665,2003.088640595903,0.3241912169334592,0.35359022781922383,51.173500000000004
2026-07-18,lat0,-1.0146250431202475,1733,609.6945996275605,0.7004964725791697,0.35181454104302395,52.301
2026-07-18,lat100,-0.7131941659713235,598,200.5299813780261,0.3829051660905939,0.3353344170201105,52.301
2026-07-19,lat0,0.005269271873984849,2283,836.2912476722533,0.9277796042456177,0.36631241685162214,52.816
2026-07-19,lat100,-0.31219934746519584,1015,365.2797020484171,0.4450257231694743,0.35988147985065727,52.816
2026-07-20,lat0,5.579881536820729,6084,2172.7083798882677,0.7230365275044457,0.35711840563580993,53.568
2026-07-20,lat100,-5.831590214946829,3817,1323.270018621974,0.2495272130438581,0.34667802426564687,53.568
2026-07-21,lat0,2.312905746350526,6839,2369.811918063315,0.6453146305444889,0.3465143907096527,56.616
2026-07-21,lat100,0.5950487932857698,3902,1288.6121042830541,0.2568275523358883,0.3302440041730021,56.616
2026-07-22,lat0,2.581905329013779,8001,2853.4689013035386,0.6655572037836761,0.35663903278384435,58.1405
2026-07-22,lat100,-0.3932747610357765,4724,1605.0573556797021,0.35713575991046953,0.33976658672305293,58.1405
2026-07-23,lat0,-1.2150347355257622,8126,2944.1581005586595,0.6723380270006225,0.36231332765920005,58.545
2026-07-23,lat100,-2.4242792904174806,4442,1549.077094972067,0.4016445125980435,0.34873415015129827,58.545
2026-07-24,lat0,1.5708167375599302,5347,1961.3743016759777,0.7269928391070885,0.36681771117934875,55.835
2026-07-24,lat100,-1.6385697378876092,2842,1018.0363128491621,0.3731249914930636,0.35821122901096486,55.835
2026-07-25,lat0,-0.7703067437670796,1841,646.3590316573557,0.6677596899470445,0.3510912719485908,53.729
2026-07-25,lat100,-0.02267778714627866,732,259.6068901303538,0.2095210122041319,0.3546542214895544,53.729
2026-07-26,lat0,-2.609868645222548,2037,736.6601489757915,0.5642512487837885,0.36163973931064874,55.024
2026-07-26,lat100,-0.7559474317508759,994,341.29478584729986,0.22714737177679978,0.3433549153393359,55.024
2026-07-27,lat0,6.65663903732527,7511,2745.4893854748602,0.6105056582082619,0.36552914198839837,54.150499999999994
2026-07-27,lat100,4.694752618667124,4497,1619.5804469273744,0.2866556790257412,0.36014686389312306,54.150499999999994
2026-07-28,lat0,0.5811060740634235,9919,3645.074860335196,0.6295525927077515,0.3674841073026712,48.4615
2026-07-28,lat100,0.9937691189297659,5946,2172.177467411546,0.2731157802749328,0.3653174348152617,48.4615
2026-07-29,lat0,-4.05023776032328,11725,4336.131098696462,0.8102707712924891,0.3698192834709136,46.028000000000006
2026-07-29,lat100,3.8544724930182355,7972,2941.0074487895718,0.24621582723277957,0.3689171410925203,46.028000000000006
2026-07-30,lat0,3.1304659581030947,9531,3488.0919925512108,0.7410801706066426,0.36597334933912606,46.1965
2026-07-30,lat100,-0.39008806861146184,7030,2552.079143389199,0.09274472622537686,0.363026905176273,46.1965
2026-07-31,lat0,7.942358788018588,9477,3455.326070763501,0.8138554650387985,0.3646012525866309,53.6275
