dt,lev,pnl_drop,eqmin_drop,n_row_drop,pnl_with,eqmin_with
2026-07-21,1,2.312905746350526,-2.0712083299368373,406154,2.4845751345070255,-1.8995389417803494
2026-07-21,3,8.24213786984571,-5.471013520719566,406154,8.242137869845742,-7.658510978536583
2026-07-21,5,9.96809772647315,-11.813835628482366,406154,9.968097726473278,-14.279449986271857
2026-07-21,10,23.137046765041475,-16.092806799635127,406154,23.137046765042044,-17.654669162813434
2026-07-22,1,2.5770534830547547,-3.529562852462675,476003,2.5819053290137077,-3.5682868089617017
2026-07-22,3,7.478558198181645,-11.838213437859565,476003,7.42163607885135,-11.946564147133472
2026-07-22,5,10.560545057167303,-19.143668715119816,476003,11.163024297811148,-18.782645443327
2026-07-22,10,15.438215693412076,-44.23920598647874,476003,14.200282126914658,-45.08138580280388
2026-07-23,1,-1.2150347355257622,-4.047023749229481,493191,-1.2150347355257054,-4.047023749229481
2026-07-23,3,-4.95164858679243,-12.057563490591576,493191,-4.951648586791634,-12.05756349059152
2026-07-23,5,-13.602550239366337,-20.865305981194354,493191,-13.60255023936611,-20.865305981194638
2026-07-23,10,-48.5413243018229,-53.17888168430659,493191,-48.541324301823124,-53.178881684306816
2026-07-24,1,1.5708167375599302,-2.782644388396733,448825,1.5708167375599444,-2.782644388396733
2026-07-24,3,0.7018697065300898,-9.052689479101218,448825,0.7018697065302888,-9.052689479101332
2026-07-24,5,6.028222210423166,-14.266397132322481,448825,6.028222210422143,-14.26639713232214
2026-07-24,10,13.154083352118903,-25.088556433174517,448825,13.154083352118732,-25.08855643317338
2026-07-25,1,-0.7703067437670796,-0.9410786823891186,112147,-0.7703067437670796,-0.9410786823891186
2026-07-25,3,-3.2468189816310087,-3.5985609957178895,112147,-3.246818981630838,-3.5985609957177758
2026-07-25,5,-4.65138313756438,-5.299126106847211,112147,-4.651383137564721,-5.299126106847893
2026-07-25,10,-10.040130365493042,-11.126008047403047,112147,-9.956398181734357,-11.06004308897036
2026-07-26,1,-2.609868645222548,-2.770812723821436,124337,-2.609868645222477,-2.7708127238213507
2026-07-26,3,-7.573225678448182,-7.824656019539759,124337,-7.655871439341979,-7.907301780433613
2026-07-26,5,-11.609586714209172,-12.108140143844935,124337,-11.609586714209172,-12.108140143844821
2026-07-26,10,-18.505960307915984,-19.57236087827846,124337,-18.50596030791894,-19.572360878280733
2026-07-27,1,6.668219888572956,-1.289472836768681,486088,6.656639037325391,-1.289472836768681
2026-07-27,3,23.248687163206313,-4.029763163249356,486088,23.226331869308382,-4.029763163249299
2026-07-27,5,40.61613679091262,-7.40857840653257,486088,42.431021211370066,-7.408578406531888
2026-07-27,10,69.9493128566041,-19.940745930452067,486088,71.29399902083998,-19.940745930451385
2026-07-28,1,0.6302685178622727,-1.974054594331136,589474,0.6105290517914983,-1.9446316166030897
2026-07-28,3,2.250157283138705,-5.520736624202982,589474,2.0516606459002844,-5.520736624203437
2026-07-28,5,-4.515486363250872,-10.734606677020395,589474,-4.119439403926592,-10.73460667702085
2026-07-28,10,25.241196985577453,-1.9464894765311556,589474,27.664187933401735,-1.946489476531383
2026-07-29,1,-3.871523941328884,-5.083041491144954,710846,-4.050237760323308,-5.261755310139378
2026-07-29,3,-13.720722407843517,-16.448434595271465,710846,-14.70491250035716,-17.43262468778505
2026-07-29,5,-30.177113925222397,-34.65396641910968,710846,-31.694524636582194,-36.17137713046958
2026-07-29,10,-30.75035024466638,-39.181216839619196,710846,-33.975462019871884,-42.406328614824815
2026-07-30,1,3.1293096497232185,-7.035189371691018,581944,3.130465958102995,-7.035189371691075
2026-07-30,3,12.386462070952575,-20.338489067055036,581944,12.389930996092886,-20.338489067054923
2026-07-30,5,21.748300355536202,-29.87940716098177,581944,21.75408189743601,-29.87940716098211
2026-07-30,10,74.75227471201032,-24.13321584308244,581944,74.76383779580897,-24.133215843083235
2026-07-31,1,7.71739536187328,-3.317200273867911,567469,7.942358788018716,-3.317200273867911
2026-07-31,3,19.290058671703534,-9.458138670629182,567469,22.608705863535235,-9.458138670629069
2026-07-31,5,36.53928604233232,-15.623379803002706,567469,37.3959790106839,-15.623379803002251
2026-07-31,10,70.12567012771956,-30.823958710252782,567469,71.03064769250363,-30.82395871025301
2026-08-01,1,-2.0624408213342917,-2.4331060859924776,94832,-2.0538266382430885,-2.4244919029012806
2026-08-01,3,-5.5609948718998226,-6.794080503411948,94832,-5.183416742352627,-6.645459887798836
2026-08-01,5,-9.855240013067629,-11.692495111656854,94832,-8.892731829441772,-11.257943025911345
2026-08-01,10,-19.254312685822015,-24.53749902291213,94832,-19.74498342372908,-23.638405506988875
2026-08-02,1,4.394507063271838,-0.2497205795158095,176318,4.394507063271838,-0.5371796436497078
2026-08-02,3,12.70350018360071,-0.839951724953778,176318,12.703500183600838,-1.2179076215377336
2026-08-02,5,22.910631109431677,-1.5525149178029096,176318,22.910631109431904,-1.5525149178029096
2026-08-02,10,44.04371496785683,-3.5752321672765675,176318,44.04371496785629,-4.616933599303252
2026-08-03,1,6.838316117336182,-0.9045900957133597,478862,6.838316117336211,-0.9045900957133597
2026-08-03,3,20.204905302433374,-2.8066948631162063,478862,20.204905302433666,-2.8066948631160358
2026-08-03,5,32.503097352670736,-5.048351107846031,478862,32.50309735267133,-5.048351107846088
2026-08-03,10,46.061354603705865,-10.321774078195858,478862,46.061354603707116,-10.32177407819563
2026-08-04,1,3.136255580189111,-0.4411736121739125,494505,3.1362555801891396,-0.4411736121739267
2026-08-04,3,9.949144995371867,-1.711023671716589,494505,9.949144995372123,-1.711023671716589
2026-08-04,5,17.51477020946089,-3.4613629992580854,494505,17.514770209460664,-3.4613629992580854
2026-08-04,10,21.678019907791054,-6.896607842752246,494505,21.67801990778827,-6.8966078427524735
2026-08-05,1,5.5992177755353225,-3.602605709009893,489599,5.52770876637328,-3.602605709009879
2026-08-05,3,17.178201265825464,-9.74805173139194,489599,17.178201265825066,-9.74805173139174
2026-08-05,5,28.020922217982502,-16.328461468844694,489599,28.061890200105154,-16.328461468844523
2026-08-05,10,48.32313479507502,-31.276619546593338,489599,48.32313479507434,-31.276619546593906
2026-08-06,1,1.2972306813605972,-0.22233541360718334,459718,1.3419543625523342,-0.22233541360721176
2026-08-06,3,7.751440448683006,-0.7037740834192618,459718,7.287051466987023,-0.7037740834193755
2026-08-06,5,13.373223711327825,-1.2015897311673598,459718,12.017208953883312,-1.2015897311674735
2026-08-06,10,26.878748663221458,-0.49761503725198963,459718,27.387593454844037,-0.4976150372515349
2026-08-07,1,4.1313761857798,-2.213373946062646,405905,4.131376185779743,-2.213373946062646
2026-08-07,3,11.17323773790065,-7.424848457265284,405905,11.17323773790099,-7.424848457265227
2026-08-07,5,19.50560609469153,-12.794886547494343,405905,19.505606094691757,-12.794886547494457
2026-08-07,10,32.98834425463792,-23.9566700921921,405905,32.98834425463542,-23.956670092192667
2026-08-08,1,-0.7144124441301738,-0.8368300631153716,66566,-0.7144124441301507,-0.8368300631153431
2026-08-08,3,-2.101219451011417,-2.4902442075799627,66566,-2.1012194510113034,-2.490244207579849
2026-08-08,5,-2.562560615255755,-3.255145467416469,66566,-2.562560615255755,-3.2551454674165257
2026-08-08,10,-0.25283565624903304,-5.270580433226996,66566,-0.2528356562487595,-5.270580433226314
2026-08-09,1,-0.05441254996638634,-0.7579698111135826,65977,,
2026-08-09,3,-0.11960724328497463,-2.090984952457859,65977,,
2026-08-09,5,0.38409352165604105,-3.334883120889799,65977,,
2026-08-09,10,-0.9040732454905083,-6.093647801612747,65977,,
